"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","521943","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. M. Harley","15712","1974","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521943","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Bahia","Barra da Estiva","N. Face of Serra de Ouro, 7 km S of Barra da Estiva on the Ituacu road","-41.33","-13.67","1200","NY00521943_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","521942","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521942","Magnoliophyta","Myrtales","DC.",NA,NA,NA,"Brasilia",NA,NA,NA,"NY00521942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00748916","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","H. S. Irwin","19278","1968","01","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748916","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Goiás","Cocalzinho de Goiás","Pico dos Pirineus, ca. 20 km N.W. of Corumbá de Goiás, near road to Niquelândia.","-48.95","-15.88","1400","NY00748916_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00924951","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","G. G. Hatschbach","44644","1982","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924951","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais","Três Marias","Rod. BR-040.","-45.2417","-18.2067",NA,"NY00924951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00924980","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","B. Maguire","44611","1959","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924980","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais",NA,"Serra Rola Moça, 8 km. from Belo Horizonte.",NA,NA,"1311","NY00924980_01","1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00924971","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","E. P. Heringer","10181","1965","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924971","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Distrito Federal","Brasília","Sobradinho, margem da rodovia.","-47.7923","-15.65064739",NA,"NY00924971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02703509","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. A. Rutter Drummond","337","2012","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3006195' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703509","Magnoliophyta","Myrtales","DC.",NA,"Goiás","Alto Paraíso de Goiás","Na borda do ricaho, descendo o corpo do Morro da Baleia.","-47.798055","-14.167778",NA,"NY02703509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00924967","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","G. G. Hatschbach","40796","1978","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924967","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais","Bocaiúva","Córrego Cachoeira.","-43.8147","-17.1081",NA,"NY00924967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00924983","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","M. Resende","17","1991","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924983","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Goiás","Alto Paraíso de Goiás","Km 27 da estrada Alto Paraíso GO / Colinas GO. Fazenda Mata Funda.","-47.5097","-14.1325",NA,"NY00924983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00924950","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924950","Magnoliophyta","Myrtales","DC.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"NY00924950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521940","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","P. Clausen","390",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521940","Magnoliophyta","Myrtales","DC.",NA,NA,NA,"Cachoeira",NA,NA,NA,"NY00521940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01462491","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","M. K. Caddah","415","2009","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462491","Magnoliophyta","Myrtales","DC.","M. K. Caddah","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, estrada para guarita de Sacramento","-47.4397","-19.8656",NA,"NY01462491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4218352","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","F. Almeda","8331","1999","05","20","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451298' target='other'> <mi>dwc_moreinfo</mi></a>","NY04218352","Magnoliophyta","Myrtales","DC.",NA,"Bahia","Rio De Contas","Campo do Queiróz","-41.94977778","-13.51877778","1500",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00924981","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","H. S. Irwin","25117","1970","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924981","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Goiás","Catalão","Contraforte Central, ca. 22 km N.E. of Catalão","-47.80297","-18.02615","875","NY00924981_01","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521944","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. M. Harley","15708","1974","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521944","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Bahia","Barra da Estiva","N. Face of Serra de Ouro, 7 km S of Barra da Estiva on the Ituacu road","-41.33","-13.67","1200","NY00521944_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00924959","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. Romero","665","1994","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924959","Magnoliophyta","Myrtales","DC.","R. Romero","Minas Gerais","São Roque de Minas","Estrada para Sacramento, Curral de Pedras, PARNA Serra da Canastra.","-46.3656","-20.2456",NA,"NY00924959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1145610","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. de Mello-Silva","1975","2002","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320606' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145610","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Trilha na escarpa da cachoeira Casca d'Anta. Base da trilha.","-46.531242","-20.313467",NA,"NY01145610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521941","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","P. Clausen","390",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521941","Magnoliophyta","Myrtales","DC.",NA,NA,NA,"Cachoeira",NA,NA,NA,"NY00521941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1145588","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","J. R. Pirani","4083","1998","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320559' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145588","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Minas Gerais","Congonhas do Norte","Estrada para Costa Senna.","-43.6786","-18.7511","1040","NY01145588_01","1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","521946","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","G. Eiten","3389","1961","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521946","Magnoliophyta","Myrtales","DC.","R. Goldenberg","São Paulo","Ibaté","2.1 km due SW of center of city of Ibaté (Largo S. Benedito)","-48.02","-21.97","825","NY00521946_01","825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00924952","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","H. S. Irwin","27393","1970","03","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924952","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais",NA,"Ca. 5 km E. of Parada das Batistas, MG-1",NA,NA,"625","NY00924952_01","625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00924982","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","H. S. Irwin","26876","1970","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924982","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais","Corinto","Ca. 12 km W of Corinto.","-44.55675","-18.3589","600","NY00924982_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00924970","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","A. Castellanos","25414","1964","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924970","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais",NA,"Águas Santas.","-44.216814","-21.099994",NA,"NY00924970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00924976","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","A. F. Regnell","I146a","1862","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924976","Magnoliophyta","Myrtales","DC.",NA,"Minas Gerais","Caldas",NA,"-46.3858","-21.9236",NA,"NY00924976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","629581","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. M. Harley","H50402","1992","12","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629581","Magnoliophyta","Myrtales","DC.","E. M. Woodgyer","Bahia","Piata","Quebrada da Serra do Atalho","-41.83","-13.22","1600","NY00629581_01","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01462498","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","M. K. Caddah","379","2009","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305503' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462498","Magnoliophyta","Myrtales","DC.","M. K. Caddah","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, estrada para Cachoeira Casca d'Anta, parte alta","-46.3657989501953","-20.2453002929688",NA,"NY01462498_01",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01197963","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","J. L. Paixão","740","2006","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408272' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197963","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Bahia","Rio de Contas","Pico das Almas. 25 km do centro da cidade em direção ao campo do Queiroz","-41.9503","-13.5503","1250","NY01197963_01","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","629583","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","R. M. Harley","H50749","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629583","Magnoliophyta","Myrtales","DC.","J. F. A. Baumgratz; M. L. D. R. Souza","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","1600","NY00629583_01","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00924962","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","W. W. Thomas","5952","1988","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924962","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais","Joaquim Felício","Serra do Cabral, hills above Joaquim Felício, along or near road to the TV Tower.","-44.2","-17.75",NA,"NY00924962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00924975","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","W. R. Anderson","7874","1973","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924975","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Goiás","São João d'Aliança","4 km by road E of São João da Aliança. Serra Geral do Paraná.","-47.4973","-14.7","1000","NY00924975_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00924977","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","H. S. Irwin","12424","1966","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924977","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","1000","NY00924977_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00924954","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","Y. E. J. Mexia","5575","1931","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924954","Magnoliophyta","Myrtales","DC.","H. A. Gleason","Minas Gerais","Corinto","Fazenda do Diamante. Corriga Diamante.","-44.4564","-18.3808","590","NY00924954_01","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02703523","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","E. M. Saddi","565","2011","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3006210' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703523","Magnoliophyta","Myrtales","DC.",NA,"Minas Gerais","Itatiaiuçu","Parcela P7 dos estudos para o EIA do Complexo Serra Azul.","-44.465","-20.233611",NA,"NY02703523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
