"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","month","stateProvince","county","day","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet","sex"
"19","2019-08-27 13:28:35-03","IAP","PACA-AGP","1718","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Br. & R.","N.P. Taylor","Rambo, B.",NA,"1935",NA,"Brasil",NA,NA,"Habitat: Culta. Fenofase: flor","PACA001718",NA,"2010","08","20","01","RS","Porto Alegre","26","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"20","2020-12-20 21:16:31-03","UFV","VIC","15778","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Zappi, D.C.; Machado, M.","Valente, G.E.","171","1996",NA,"Brasil","Campus da UFV, Horto Botânico.",NA,"Coletada sobre tronco de árvore morta. Caule verde, triangular, alongado com gomos longitudinais. Flores isoladas, grandes, com inúmeros segmentos externos verdes-claros, corola branca. Muitos estames.","VIC015778","VIC015778","2004","07",NA,"02","Minas Gerais","Viçosa","28","-42.8819007873535","-20.7539005279541","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:16:31-03","UFV","VIC","15562","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Zappi, D.C.; Machado, M.","Valente, G.E.","164","1996",NA,"Brasil","Praia do Hospício - Rua dos Flamboyant, Condomínio Santo Antônio.",NA,"Planta trepadeira. Cauel verde, triangular, alongado com gomos longitudinais. Flores isoladas, grandes, com inúmeros segmentos externos verdes-claro, corola branca ligeiramente amarelada.","VIC015562","VIC015562","2004","07","20","01","Rio de Janeiro","Araruama","22","-42.3431015014648","-22.8728008270264","38914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:33:02-03","UFJF","CESJ","1153","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","I.B.J.Paulo","L. Krieger","CESJ1153",NA,"América do Sul","Brasil",NA,NA,"Rupícola, flores brancas. (6h da manhã)","CESJ001153",NA,NA,NA,NA,NA,"Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:09:11-03","UFES","VIES","22094","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Cardoso, W.C.","Cardoso, W.C.","57","2012",NA,"Brasil","Campus da UFES.",NA,NA,"VIES022094","VIES022094","2012","01","23","01","Espírito Santo","Vitória","23","-40.3377990722656","-20.3194007873535","15291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-04-27 16:09:11-03","UFES","VIES","22095","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Cardoso, W.C.","Cardoso, W.C.","172","2012",NA,"Brasil","Campus da UFES.",NA,NA,"VIES022095","VIES022095","2012","04","13","04","Espírito Santo","Vitória","13","-40.3377990722656","-20.3194007873535","15291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-23 15:16:46-03","UTFPR","HCF","29142","S","Plantae",NA,NA,"Cactaceae","Selenicereus","undatus","Selenicereus undatus","(Haw.) D.R. Hunt","J.E.M.Nascimento & M.A.Milaneze-Gutierre","J.E.M. Nascimento","14","2018",NA,"Brasil","Distrito de Iguatemi. Fazenda Experimen",NA,"Planta suculenta. Flores brancas. Visitada por ASF.",NA,NA,"2018","12",NA,"03","PR","Maringá","09","-51.95","-23.416667",NA,NA,"51°57'00 W","23°25'00 S",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-23 15:16:46-03","UTFPR","HCF","3591","S","Plantae",NA,NA,"Cactaceae","Selenicereus","undatus","Selenicereus undatus","(Haw.) D.R. Hunt","M.G. Caxambu","H.C.L. Geraldino","262","2005",NA,"Brasil","Rua Interventor Manoel Ribas, próximo ao",NA,"aprox. 3 m de altura. Areolas com 3 a 4 espinhos cônicos de aprox. 3 mm de comprimento. Flores noturnas de 25 a 30 cm, brancas internamente e amarelas externamente.",NA,NA,"2006","06","28","12","PR","Campo Mourão","15","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-21 19:33:24-03","UFC","EAC","60981","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Menezes, M.O.T.","Menezes, M.O.T.","387","2017","Southern America","Brasil","Campus do Pici, UFC.",NA,"Escandente, cultivada em pleno sol para experimento acadêmico; flor branca.","EAC0060981","EAC0060981","2018","01","05","10","Ceará","Fortaleza","19","-38.543098449707","-3.71722006797791","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-21 19:33:24-03","UFC","EAC","60980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Menezes, M.O.T.","Menezes, M.O.T.","388","2017","Southern America","Brasil","Campus do Pici, UFC.",NA,"Escandente, cultivada em pleno sol para experimento acadêmico; flor branca.","EAC0060980","EAC0060980","2018","01","05","10","Ceará","Fortaleza","19","-38.543098449707","-3.71722006797791","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-21 19:33:24-03","UFC","EAC","44151","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Machado, M.; Taylor, N.P.","Menezes, M.O.T.","151","2008","Southern America","Brasil",NA,NA,"Planta cultivada; cladódio trialado; flor branca.","EAC0044151","EAC0044151_1 EAC0044151_2","2009","01","19","12","Ceará","Fortaleza","05","-38.543098449707","-3.71722006797791","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-21 19:33:24-03","UFC","EAC","57334","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"Souza, S.S.G.","s.n.","2015","Southern America","Brasil",NA,NA,"Planta cultivada; flor branca.","EAC0057334","EAC0057334",NA,NA,NA,"01","Ceará","Fortaleza","22","-38.543098449707","-3.71722006797791","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:19:44-03","MBM","MBM","69081","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Taylor, N.P.","Gehrt, A.","s.n.","1931","Southern America","Brazil","Pirajussara",NA,NA,"MBM069081","MBM069081",NA,NA,NA,"02","São Paulo",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-15 09:03:23-03","UESC","UESC","276","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haworth) Britton & Rose","J.G.Jardim","L.A.Mattos Silva","3082","1995",NA,"Brasil",NA,NA,"Mata Higrófila Sul Bahiana. Mata Atlântica.; Epífita, enramando-se num muro de cimento.","UESC0000276",NA,"1997",NA,NA,"03","Bahia","Ilhéus","12","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,"10","10","Dicotyledoneae",NA,NA,NA,NA,NA
"33","2019-08-15 09:03:23-03","UESC","UESC","14417","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Hylocereus","undatus","Hylocereus undatus",NA,NA,"Batista, R.S.","62","2012",NA,"Brasil","Colônia",NA,"Mata raleada (plantio diversificado). Latossolo vermelho amarelo.; Epífita escandente com cladódio espinescentes verde-claro a verde-escuro.; Até 1,60m de altura.","UESC0014417",NA,NA,NA,NA,"02","Bahia","Una","18","-39.156667","-15.25",NA,NA,"39W9'24''","15S15'0''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"34","2020-10-01 14:16:04-03","JBB","HEPH","18754","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Zappi, D","Salles, AEH; et al.","2661","2003","Southern America","Brasil","Residencia particular em Catalão- GO.",NA,NA,NA,NA,"2018",NA,NA,"02","Goiás","Catalão","09","-47.9463996887207","-18.1658000946045","94621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:34:14-03","UFMG","BHCB","130108","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"Felix, DF","202","2007","Southern America","Brasil","Museu de História Natural e Jardim Botânico UFMG, Coletada em abacateiro próximo ao campo de futebol. Área 2 e 7.",NA,"Epífita com fruto vermelho carnoso com muitas sementes negras imersas em sua polpa branca. sub-expontânea.",NA,NA,NA,NA,NA,"06","Minas Gerais","Belo Horizonte","19","-43.915972","-19.891611",NA,NA,"-43.915972","-19.891611","840","840",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:34:14-03","UFMG","BHCB","2503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"Cristina","s.n.","1980","Southern America","Brasil",NA,NA,"cultivada;trepadeira de articulação triangular;flores brancas;",NA,NA,NA,NA,NA,"12","Minas Gerais","Belo Horizonte","02","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-15 14:50:50-03","UFMA","MAR","6426","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","ZAPPI","A. Custodio Filho","188","1980",NA,"Brasil",NA,NA,"cultivada na casa do coletor, caule escandente, flor amarelada",NA,NA,"2019",NA,NA,"03","São Paulo","São Paulo","12","-46.630278","-23.540556",NA,NA,"46º37'49W","23º32'26S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:18:26-03","UFPR","UPCB","75920","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw) Britton & Rose","Imig, D. C.","Imig, D.C.","75","2012",NA,"Brasil","Bairro Jardim das Américas",NA,"Planta aderida ao muro, bem desenvolvida. Fruto comestível. Flores cremes peroladas.",NA,NA,"2012","08","02","07","Paraná","Curitiba","27","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-03 12:14:00-03","MO","MOBOT","1132580","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","L.C. Majure","José Campos de la Cruz|et al.","Campos de la Cruz 3245","1996","South America","Peru","Distrito Namballe: La Colmena. Bosque secundario.",NA,NA,NA,NA,NA,NA,NA,"12","Cajamarca","San Ignacio","22","-79.0833333","-5",NA,NA,NA,NA,"1000.00000000","1100.00000000",NA,"8","8",NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1819775","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","D. Sanchez","Velasquez*","Velasquez 1227","1990","South America","Colombia","2 km antes de Puente Iglesias.",NA,NA,NA,NA,NA,NA,NA,"5","Antioquia","Támesis","15","-75.71666","5.66666",NA,NA,NA,NA,"790.00000000",NA,NA,NA,NA,NA,NA,NA
"41","2020-09-22 12:17:00-03","MO","MOBOT","295175","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","R. Bauer","Camilo Díaz S.|et al.","Díaz Santibáñez 3238","1989","South America","Peru","Playa estacionamiento Jirón Oroya.",NA,NA,NA,NA,NA,NA,NA,"1","Lima","Lima","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","2",NA,NA,NA
"42","2020-02-03 12:28:00-03","MO","MOBOT","804145","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","L.C. Majure","Abundio Sagástegui A.|et al.","Sagástegui Alva 12418","1984","South America","Peru","El Espinal - Monteseco.",NA,NA,NA,NA,NA,NA,NA,"12","Cajamarca","Santa Cruz","20",NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,"303","3",NA,NA,NA
"43","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","16637",NA,"Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"N. P. Taylor; et al","787","1990",NA,"Brasil","Estrada p/ Colatina",NA,"Planta cultivada, com botões florais.","MBML016637","MBML016637",NA,NA,NA,"12","Espírito Santo","Colatina","16","-40.6305999755859","-19.539400100708","57036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-04 11:04:45-03","UFRB","HURB","9727","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","C.D.P.Vitório","Aona, L.Y.S.; Machado, M; Mendes, D. B.","4333","2015",NA,"Brasil","Margens da FLONA Contendas do Sincorá.;",NA,NA,"HURB000009727","HURB000009727","2018",NA,NA,"09","Bahia","Tanhaçu","18","-41.037056","-13.948944",NA,NA,"41°02'13.4W","13°56'56.2S",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-15 15:29:44-03","UNESP-RC","HRCB","13494","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"Taylor, N. P.","787","1990",NA,"Brasil",NA,NA,"Planta cultivada, com botões florais",NA,NA,NA,NA,NA,"12","Espírito Santo","Colatina","16","-40.6305999755859","-19.539400100708","57036","auto",NA,NA,"40","40",NA,NA,NA,NA,NA,NA
"46","2020-06-15 15:29:44-03","UNESP-RC","HRCB","11276","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Zappi, D.C.","Zappi, D.C.","192","1989",NA,"Brasil",NA,NA,"Cladódios trigonos comespinhos curtos. Epid verde clara 8 cm diam botão floral verde-amarelado",NA,NA,"1989","11","19","11","Minas Gerais","Santana do Riacho","19","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-26 13:53:01-03","IMA","MAC","10322","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.F.Silva","R.P.Lyra-Lemos","4170","1999",NA,"Brasil",NA,NA,"Erva. Áfila, ramos flexíveis. Flores brancas perfumadas.; Cultivada.","MAC0010322","MAC0010322","2012","07","13","04","Alagoas","Maceió.","10","-35.739264","-9.647683",NA,NA,"-35.739264","-9.647683",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-26 14:12:30-03","CPACT","ECT","6752","PreservedSpecimen","Plantae","Embryophyta",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","J.S.Theis","J.S.Theis","168","2018",NA,"Brasil","Quevedos, próximo à RS 265, 6º distrito, propriedade em transição agroecológica.",NA,NA,"ECT0006752",NA,"2019","01","07","12","Rio Grande do Sul","São Lourenço do Sul","05","-52.297778","-31.255278",NA,NA,"52º17'52''W","31º15'19''S","252","252",NA,NA,NA,NA,NA,NA
"49","2014-11-06 16:16:45-02","UFPB","EAN","1432","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw) Britt. Et Rose","Pickel",NA,NA,"1955",NA,"Brasil",NA,NA,"Planta cultivada em jardim..Habitat: Terrestre-epífita",NA,NA,NA,NA,NA,"02","Pernambuco","Nazaré da Mata","21","-35.2278","-7.74167","9456","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-08-20 11:24:11-03","CPQBA","CPMA","2447","S","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"Vera Rehder",NA,NA,"Sual Americano","Brasil",NA,"1 muda",NA,NA,NA,NA,NA,NA,NA,"São Paulo","São Manoel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equisetopsida","CPQBA",NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","3180135","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"R. A. Wasum","5636","1989","South America - Neotropics","Brazil",NA,NA,NA,"US00240593","US00240593_01",NA,NA,NA,"4",NA,NA,"18",NA,NA,NA,NA,NA,NA,"8","8","Dicotyledonae",NA,"1",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","762243","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"J. N. Rose & P. G. Russell","19914","1915","South America - Neotropics","Brazil",NA,NA,NA,"US00240670","US00240670_01",NA,NA,NA,"6","Bahia",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
