"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"91","2019-08-16 08:39:10-03","UTFPR","HCF","27735","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel","B.K. Canestraro","2015","02",NA,"B.K. Canestraro","722","2014","08","05","Brasil","SP","Ribeirão Grande","Mina de calcário da CBE, futura estrada","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,NA,"25028","terrícola, interior de floresta, frondes até 1 m, caule ereto e escamoso, ciófila. Floresta Ombrófila Densa/Floresta Estacional Semidecidual.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:22:59-03","MBM","MBM","261267","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Smith, A.R.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Barboza, E.; Ribas, O.S.; Barboza, E.","72279","2001","08","25","Brazil","Paraná","Santa Maria do Oeste","Rio Feio","-51.8624992370605","-24.9391994476318",NA,NA,NA,NA,"MBM261267","MBM261267","29384",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:22:59-03","MBM","MBM","251811","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros, R.S.","2016","11",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71426","2000","10","19","Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia","-40.749698638916","-20.6350002288818",NA,NA,"900","1000","MBM251811",NA,"32447","Frondes até 1,80m; acaule; terrícola.; Floresta Atlântica.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:22:59-03","MBM","MBM","429589","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A.; Canestraro, B.K.","2016","11",NA,"Canestraro, B.K.; Lozano, E.D.; Lozano, E.D.","856","2016","02","08","Brazil","Paraná","Campina Grande do Sul","Parque Estadual do Pico Paraná, Trilha para morro Camapuã, base do morro","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM429589",NA,"55154","Terrícola, caule ereto, frondes de 1m, ciófila, margem do riacho.; Floresta Ombrófila Densa.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:22:59-03","MBM","MBM","12398","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.","22520","1969","10","20","Brazil","Paraná","Guarapuava","Serra da Esperança","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM012398","MBM012398","53832",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:22:59-03","MBM","MBM","4573","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros, R.S.","2015","11",NA,"Franzel, A.","s.n.","1951","01","25","Brazil","Paraná","Morretes","Serra do Mar, Estação Marumbi, Estrada de Ferro Curitiba - Paranaguá","-48.834400177002","-25.476900100708",NA,NA,"483","483","MBM004573",NA,"30514","Feto terrestre, frequente.; Mata pluvial tropical do litoral. Mata virgem.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:22:59-03","MBM","MBM","279015","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Smith, A.R.",NA,NA,NA,"Cunha, E.M.; Barboza, E.; Barboza, E.","40","2002","07","06","Brazil","Santa Catarina","Itaiópolis","Brusca","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"MBM279015","MBM279015","51919",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:22:59-03","MBM","MBM","411461","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Stival-Santos, A.","2010","03","15","Stival-Santos, A.; Legal, E.; Silveira, S.; Legal, E.; Silveira, S.","1605","2010","03","15","Brazil","Santa Catarina","Angelina","Rancho das Tabuas","-49.049444","-27.630278","-49.049444","-27.630278","590","590","MBM411461","MBM411461 MBM411461_1",NA,"Herbácea; Ecóteno Floresta Ombrófila Densa E F. O. Mista; Estágio avançado; interior do fragmento.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:22:59-03","MBM","MBM","411560","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Verdi, M.","2010","03","29","Verdi, M.; Klettenberg, D.H.; Klemz, G.; Klettenberg, D.H.; Klemz, G.","3737","2010","02","22","Brazil","Santa Catarina","Orleans","Barra do Rio Novo","-49.319167","-28.348056","-49.319167","-28.348056","206","206","MBM411560","MBM411560",NA,"Terrícola; F.O.D.; Estágio médio de regeneração; Interior do fragmento",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:22:59-03","MBM","MBM","426060","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Lozano, E.D.","2018",NA,NA,"Lozano, E.D.; Jurhosa, O.A.; Jurhosa, O.A.","3692","2017","05","17","Brazil","Paraná","Campo Largo","Bateias, LT 500kV Itatiba - Bateias","-49.509278","-25.378444","-49.509278","-25.378444",NA,NA,"MBM426060",NA,NA,"Herbácea, 1,2 m, caule ereto, interior da mata.; Floresta Ombrófila Mista Montana.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:22:59-03","MBM","MBM","427396","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L.","2016","05","12","Schwirkowski, P.","1458","2016","01","01","Brazil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.383611","-26.275556","-49.383611","-26.275556","830","830","MBM427396",NA,NA,"Floreta Ombrófila Mista.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:22:59-03","MBM","MBM","428863","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Lozano, E.D.","2019",NA,NA,"Lozano, E.D.; Nicolau, N.G.; Nicolau, N.G.","4136","2018","05","09","Brazil","São Paulo","Guapiara","Próximo a LT-500KV Itatiba-Bateias","-48.604111","-24.27575","-48.604111","-24.27575",NA,NA,"MBM428863",NA,NA,"Terrícola, caule ereto, 1 m, interior da mata, próximo a riacho.; Floresta Ombrófila Densa Montana.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:22:59-03","MBM","MBM","428966","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A.","2016",NA,NA,"Lozano, E.D.","2574","2014","02","08","Brazil","Paraná","Morretes","Conjunto Marumbi, Início da trilha para o Abrolhos.","-48.917861","-25.441667","-48.917861","-25.441667",NA,NA,"MBM428966",NA,NA,"Herbácea, 1,3 m, caule ereto, interior da mata.; Floresta Ombrófila Densa Montana.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:22:59-03","MBM","MBM","332995","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","et al.; Matos, F.B.","2007",NA,NA,"Matos, F.B.; et al.; et al.","1301","2006","12","12","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"MBM332995","MBM332995","49901","Terrestre à beira de córrego no interior da mata. Região de contato entre Floresta Ombrófila Densa e Floresta Ombrófila Mista","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:22:59-03","MBM","MBM","13605","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros, R.S.","2015","11",NA,"Hatschbach, G.","24065","1970","03","25","Brazil","Paraná","Campina Grande do Sul","Rio Tucum","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM013605",NA,"55154","Terrícola.; Mata de galeria.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:22:59-03","MBM","MBM","30303","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Sehnem, A.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","34441","1974","05","21","Brazil","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM030303","MBM030303","12577",NA,"auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:22:59-03","MBM","MBM","402264","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Michelon, C.","2015","10",NA,"Nardin, E.C.; Cordeiro, J.M.; Cordeiro, J.M.","s.n.","2015","08","11","Brazil","São Paulo","Pedreira",NA,"-46.9000015258789","-22.7399997711182",NA,NA,NA,NA,"MBM402264","MBM402264","12927","Terrícola.; Floresta Estacional Semidecidual.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:22:59-03","MBM","MBM","409757","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Canestraro, B.K.","2015","02",NA,"Canestraro, B.K.; Roher, D.; Morgado, M.; Roher, D.; Morgado, M.","722","2014","08","05","Brazil","São Paulo","Ribeirão Grande","Mina de calcário da CBE, futura estrada de acesso","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"MBM409757","MBM409757 MBM409757_1","25028","Terrícola, interior de floresta, frondes até 1m, caule ereto e escamoso, ciófila.; Floresta Ombrófila Densa/Floresta Estacional Decidual.","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-09-24 21:54:04-03","MNHN","RECOLNAT_MNHN_P","P00642743","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00642743","P00642743_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642743' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"110","2015-09-24 21:54:10-03","MNHN","RECOLNAT_MNHN_P","P00642744","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00642744","P00642744_01",NA,"Dr. E. Rosenstock n°89 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642744' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"111","2015-10-18 11:42:49-02","MNHN","RECOLNAT_MNHN_P","P00170001","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00170001","P00170001_01",NA,"Dr. E. Rosenstock n°89. Reçu le 22 avril 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00170001' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"112","2015-10-18 11:43:02-02","MNHN","RECOLNAT_MNHN_P","P00170002","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00170002","P00170002_01",NA,"Dr. E. Rosenstock n°89 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00170002' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"113","2015-10-18 11:38:14-02","MNHN","RECOLNAT_MNHN_P","P00170003","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00170003","P00170003_01",NA,"Dr. E. Rosenstock n°89 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00170003' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"114","2015-09-24 22:34:12-03","MNHN","RECOLNAT_MNHN_P","P00642741","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00642741",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642741' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"115","2015-01-06 10:37:12-02","MNHN","RECOLNAT_MNHN_P","P00642742","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Annies",NA,"1906",NA,NA,"Brésil",NA,NA,"Est. Parana, Villa Nova, pr. Rio Negro",NA,NA,NA,NA,NA,NA,"P00642742","P00642742_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642742' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"116","2015-09-03 17:14:37-03","MNHN","RECOLNAT_MNHN_P","P01403112","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Linden, J.J.",NA,NA,NA,NA,NA,NA,NA,"Horti Bruxellensis, origine : Amérique trop.",NA,NA,NA,NA,NA,NA,"P01403112",NA,NA,"8 avril 1909 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01403112' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"117","2015-09-03 17:14:37-03","MNHN","RECOLNAT_MNHN_P","P01403113","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Linden, J.J.",NA,NA,NA,NA,NA,NA,NA,"Horti Bruxellensis, origine : Amérique trop.",NA,NA,NA,NA,NA,NA,"P01403113",NA,NA,"8 avril 1909 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01403113' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"118","2015-09-03 17:14:37-03","MNHN","RECOLNAT_MNHN_P","P01403122","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Riedel, L.",NA,NA,NA,NA,"Brasilia",NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,"P01403122",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01403122' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"119","2015-09-03 17:14:37-03","MNHN","RECOLNAT_MNHN_P","P01403124","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros",NA,NA,NA,"Reineck, E.M.",NA,"1899","1","1","Brésil",NA,NA,"Sud-Brasilien",NA,NA,NA,NA,NA,NA,"P01403124",NA,NA,"Reçu le 12 octobre 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01403124' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"120","2016-03-09 17:11:56-03","MNHN","RECOLNAT_MNHN_P","P00819289","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.",NA,NA,NA,NA,"Salino, A.",NA,"2001","7","7","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar; núcleo Picinguaba.","-44.78333","-23.28333",NA,NA,NA,NA,"P00819289","P00819289_01",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00819289' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"7285",NA,NA
"121","2017-11-24 16:45:59-02","MNHN","RECOLNAT_MNHN_P","P00847223","PreservedSpecimen",NA,"Pteridophyta","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.",NA,NA,NA,NA,"Salino, A.|Morais, P.O.|Dittrich, V.A.O.|Meinberg, A.C.",NA,"2001","3","9","Brasil","São Paulo","Bananal","Estação Biológica do Bananal, trilha do Ouro e proximidades.","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,"P00847223","P00847223_01","26795","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00847223' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,"hb",NA,NA,NA,NA,"6315",NA,NA
"122","2020-10-01 14:14:57-03","JBB","HEPH","31342","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Stival-Santos, A","2009","11","05","Stival-Santos, A; Legal, E; Silveira, S","1159","2009","11","05","Brasil","Santa Catarina","Botuverá","Lageado Alto, Recanto Feliz","-49.14","-27.18","-49.14","-27.18","307","307",NA,NA,NA,NA,NA,NA,"Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-09-29 14:53:17-03","UFPR","UPCB","57642","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Labiak, P.H.","2006","08",NA,"Labiak, P.H.","3262","2004","04","20","Brasil","Paraná","Morretes","Parque Estadual do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"800","800","UPCB0003764","UPCB0003764","30514","Terrestre Floresta Atlântica.","auto","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-09-29 14:53:17-03","UFPR","UPCB","56582","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Schwartsburd, P.B.",NA,NA,NA,"Schwartsburd, P.B.","1083","2006","10","25","Brasil","Paraná","Francisco Beltrão","Parque Municipal Irmão Sirilo.","-53.0550003051758","-26.0811004638672",NA,NA,NA,NA,"UPCB0003761","UPCB0003761","32165","Terrestre do interior da mata. Elementos de Flor. Ombr. Mista e Flor. Estacional Semi-decídua..","auto","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-09-29 14:53:17-03","UFPR","UPCB","60337","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Schwartsburd, P.B.","2008","04",NA,"Schwartsburd, P.B.","1335","2007","04","14","Brasil","Paraná","Curitiba","Parque Municipal Tingui.","-49.2731018066406","-25.4277992248535",NA,NA,"900","900","UPCB0003778","UPCB0003778","25180","Interior da mata. Floresta ombrófila mista com Araucária e Podocarpus..","auto","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-09-29 14:53:17-03","UFPR","UPCB","76115","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel","Gasper, A. L. de","2008","05","01","Gasper, A.L.de","1060","2007","11","27","Brasil","Santa Catarina","Bela Vista do Toldo","Serra do Lucindo","-50.4644012451172","-26.2733001708984",NA,NA,NA,NA,"UPCB0003768","UPCB0003768 UPCB0003768_1","41037","Terrícola.","auto","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-09-29 14:53:17-03","UFPR","UPCB","59937","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Schwartsburd, P.B.","2004","01","01","Schwartsburd, P.B.",NA,"2004","01","01","Brasil","Paraná","Curitiba","UFPR, Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0003753","UPCB0003753","25180","Terrestre, interior da mata..","auto","Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-09-29 14:53:17-03","UFPR","UPCB","57233","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Matos, F.B. & Schwartsburd, P.B.","2007","01","01","Matos, F.B.","1301","2006","12","12","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.533333","-24.666667","-48.533333","-24.666667",NA,NA,"UPCB0003758","UPCB0003758",NA,"Terrestre à beira de córrego no interior da mata. Região de contato entre Floresta Ombrófila Densa e Floresta Ombrófila Mista..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-09-29 14:53:17-03","UFPR","UPCB","68052","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Pereira, J.B.S.","2008","01","01","Pereira, J.B.S.","413","2008","12","20","Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Morro Camapuã","-48.866667","-25.25","-48.866667","-25.25","950","1150","UPCB0003766","UPCB0003766 UPCB0003766_1",NA,"Terrícola, interior da mata próximo à córrego..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-09-29 14:53:17-03","UFPR","UPCB","68085","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Pereira, J.B.S.","2009","01","01","Pereira, J.B.S.","462","2009","02","08","Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Morro Camapuã","-48.866667","-25.25","-48.866667","-25.25","1000","1100","UPCB0003776","UPCB0003776 UPCB0003776_1",NA,"Terrícola, interior da mata, próximo a córrego..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-09-29 14:53:17-03","UFPR","UPCB","68086","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Pereira, J.B.S.","2009","01","01","Pereira, J.B.S.","463","2009","02","08","Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Morro Camapuã","-48.866667","-25.25","-48.866667","-25.25","1000","1100","UPCB0003771","UPCB0003771 UPCB0003771_1",NA,"Terrícola, interior da mata, próximo a córrego..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-09-29 14:53:17-03","UFPR","UPCB","68091","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Pereira, J.B.S.","2009","01","01","Pereira, J.B.S.","470","2009","04","09","Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Morro Camapuã.","-48.833333","-25.25","-48.833333","-25.25","1250","1350","UPCB0003767","UPCB0003767 UPCB0003767_1",NA,"Terrícola, interior da mata..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-09-29 14:53:17-03","UFPR","UPCB","76310","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Mazziero, F. F. F.","2012","05","14","Mazziero, F.F.F.","1025","2012","04","29","Brasil","São Paulo","Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Caboclos - Floresta Ombrófila Densa.","-48.693","-24.539","-48.693","-24.539",NA,NA,"UPCB0003765","UPCB0003765 UPCB0003765_1",NA,"Terrícola. Encontrado no interior da floresta, em local úmido e sombreado..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-09-29 14:53:17-03","UFPR","UPCB","75446","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Pereira, J.B.S.","2013","03","02","Pereira, J.B.S.","664","2010","10","20","Brasil","Santa Catarina","Corupá","RPPN Emílio Batistella","-49.233333","-26.416667","-49.233333","-26.416667","800","900",NA,NA,NA,"Terrícola no interior da mata..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-09-29 14:53:17-03","UFPR","UPCB","75458","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Pereira, J.B.S.","2013","03","02","Pereira, J.B.S.","652","2010","10","20","Brasil","Santa Catarina","Corupá","RPPN Emílio Batistella","-49.233333","-26.416667","-49.233333","-26.416667","800","900",NA,NA,NA,"Terrícola no interior da mata..",NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
