"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","imagecode","coordinatePrecision","geoFlag","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","relatedCatalogItem"
"12","2020-12-20 21:16:02-03","UFV","VIC","7233","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","grazielae",NA,"Stifftia grazielae","Leitão Filho","Leitão Filho, H.F.","Silva, A.F. da","60","1978","07","27",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental de Ubatuba (IAC)","-45.0699996948242","-23.4300003051758",NA,"Arbusto, c.a. de 5,0 metros de altura, esguio;flores róseo-lilás.","VIC007233","1978","08",NA,NA,"VIC007233","34265","auto","30",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:25:19-03","UNICAMP","UEC","193322","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Semir, J; Monge, M","Urbanetz, C","s.n.","2003","08","13",NA,"Brazil","São Paulo","Caraguatatuba","Estuário do Rio Massaguaçu, Borda do Lago Azul.","-54.356944","-23.622222",NA,"Árvore de 4m de altura, flores com pétalas amarelas.","UEC132057","2012","12","-54.356944","-23.622222","UEC132057",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:25:19-03","UNICAMP","UEC","166890","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Stefani, EJF; Belinello, R; Galvão, J","56","2010","05","28",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.517222","-23.622222",NA,"Árvore com 7m, com flores vermelhas, escandente. 50-90 msm; Mata Atlântica.","UEC130587","2010","12","-45.517222","-23.622222","UEC130587",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:25:19-03","UNICAMP","UEC","89215","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Barbosa, MR","29437","1993","11","15",NA,"Brazil","Rio de Janeiro","Parati","Praia Laranjeiras, floresta de encosta","-44.656944","-23.328333",NA,"arbusto, ca. 2,0m altura, frutos secos, aquênio marron","UEC162847",NA,NA,"-44.656944","-23.328333","UEC162847",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:25:19-03","UNICAMP","UEC","131320","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Moraes, MD","663","2003","07","15",NA,"Brazil","São Paulo","Campinas","Estação experimental do IAC - cultivada no Monjolinho, proveniente de Ubatuba","-47.060001373291","-22.8999996185303",NA,"Árvore ca. 4m, flores alaranjadas, papus avermelhado.","UEC084480","2010","05",NA,NA,"UEC084480","23900","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:25:19-03","UNICAMP","UEC","178387","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Monge, M","701","2009","02","13",NA,"Brazil","São Paulo","Campinas","IAC, centro.","-47.060001373291","-22.8999996185303",NA,"Árvore plantada 4m de altura. Flores amarelas com papus róseo em flor e fruto.","UEC130583",NA,NA,NA,NA,"UEC130583","23900","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:25:19-03","UNICAMP","UEC","178390","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Monge, M","514","2008","09","22",NA,"Brazil","São Paulo","Campinas","Instituto Agronômico de Campinas (IAC). Avenida Barão de Itapura entre a casa do diretor e herbário.","-47.060001373291","-22.8999996185303",NA,"Arvoreta de 3m de altura. Flores amarelas, papus rosa, invólucro cinza. Sem espinhos.","UEC130585",NA,NA,NA,NA,"UEC130585","23900","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:25:19-03","UNICAMP","UEC","181771","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Moraes, FAL","29","1998","07","17",NA,"Brazil","São Paulo","Campinas","Parque do IAC","-47.060001373291","-22.8999996185303",NA,"Arvoreta ca. 6m alt, cultivada","UEC082474","2010","12",NA,NA,"UEC082474","23900","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:25:19-03","UNICAMP","UEC","181771","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Moraes, FAL","29","1998","07","17",NA,"Brazil","São Paulo","Campinas","Parque do IAC","-47.060001373291","-22.8999996185303",NA,"Arvoreta ca. 6m alt, cultivada","UEC082474","2010","12",NA,NA,"UEC082474","23900","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:06:45-03","UNICAMP","UEC","86796","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Scavone, O","15571","1955","07","29",NA,"Brazil","São Paulo","Caraguatatuba","Praia Brava","-45.4099998474121","-23.6200008392334",NA,NA,"UEC084477","2010","05",NA,NA,"UEC084477","30093","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:25:19-03","UNICAMP","UEC","87041","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Hoehne, W","15004","1953","07","13",NA,"Brazil","São Paulo","Caraguatatuba","Praia Negra, nas pedras beira mar.","-45.4099998474121","-23.6200008392334",NA,"Árvore pequena. Flores amarelas com papus vermelhos.","UEC084478","2010","05",NA,NA,"UEC084478","30093","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:06:45-03","UNICAMP","UEC","169731","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Monge, M","927","2009","11",NA,NA,"Brazil","São Paulo","Cotia","Caucaia do alto, próximo a reserva do Morro Grande. Na frente da casa do Mario e do padre.","-46.9099998474121","-23.6000003814697",NA,NA,"UEC100123","2009","11",NA,NA,"UEC100123","23869","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:25:19-03","UNICAMP","UEC","133631","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Semir, J","Baitello, JB; Aguiar, OT","888","2000","05","25",NA,"Brazil","São Paulo","Ilhabela","Ilha Bela, Parque Estadual, estrda para Castelhanos","-45.3499984741211","-23.7700004577637",NA,"Arvoreta 3m altura, corola amarela, papus cor lilás","UEC162842","2000","07",NA,NA,"UEC162842","23719","auto","04",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:25:19-03","UNICAMP","UEC","31165","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Silva, AF","10115","1979","06","06",NA,"Brazil","São Paulo","Ubatuba","Estação experimental de IAC.","-45.0699996948242","-23.4300003051758",NA,"Árvore com 30m de alt. com casca presta e lenho branco, com flores lilases.","UEC084475","2010","05",NA,NA,"UEC084475","34265","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:25:19-03","UNICAMP","UEC","2897","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Gibbs, PE; Leitão Filho, HF","5650","1977","08","12",NA,"Brazil","São Paulo","Ubatuba","Estação experimental do Instituto Agronômico. Serra do Mar.","-45.0699996948242","-23.4300003051758",NA,"Arvoreta até 5m, flores rosadas, papus avermelhado.; Mata Atlântica","UEC084479",NA,NA,NA,NA,"UEC084479","34265","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:25:19-03","UNICAMP","UEC","79941","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Santin, DA; et al.","32441","1994","12","15",NA,"Brazil","São Paulo","Ubatuba","Ilha Anchieta, trilha do Guilherme.","-45.0699996948242","-23.4300003051758",NA,"Árborea, 3m alt. flores com papus róseos, tronco fissurado longitudinalmente, esbranquiçado.","UEC084482","2010","05",NA,NA,"UEC084482","34265","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:25:19-03","UNICAMP","UEC","181772","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Romaniuc; Cordeiro, I","1051","1989","09","08",NA,"Brazil","São Paulo","Ubatuba","Morro próximo a Praia da Enseada.","-45.0699996948242","-23.4300003051758",NA,"Árvore ca. 4m alt., papus vermelho.","UEC082473","2010","07",NA,NA,"UEC082473","34265","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:25:19-03","UNICAMP","UEC","181772","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Romaniuc; Cordeiro, I","1051","1989","09","08",NA,"Brazil","São Paulo","Ubatuba","Morro próximo a Praia da Enseada.","-45.0699996948242","-23.4300003051758",NA,"Árvore ca. 4m alt., papus vermelho.","UEC082473","2010","07",NA,NA,"UEC082473","34265","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:25:19-03","UNICAMP","UEC","60546","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Sazima, M","23167","1990","03","23",NA,"Brazil","São Paulo","Ubatuba","Praia da Cocanha","-45.0699996948242","-23.4300003051758",NA,"Arbusto 3 metros de altura. Flores vermelhas.","UEC084351","2010","05",NA,NA,"UEC084351","34265","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:25:19-03","UNICAMP","UEC","86422","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Sazima, M; Sazima, I","35337","1995","07","20",NA,"Brazil","São Paulo","Ubatuba","Praia da Fortaleza","-45.0699996948242","-23.4300003051758",NA,"Arbusto, flores rosadas","UEC162845",NA,NA,NA,NA,"UEC162845","34265","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:25:19-03","UNICAMP","UEC","25919","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Peixoto; Sazima, M; Sazima, I; Peixoto, OL","13071","1981","10","20",NA,"Brazil","São Paulo","Ubatuba","Praia do Flamengo","-45.0699996948242","-23.4300003051758",NA,"Arbusto muito ramificado, ca 2,5m. de alt. em mata a beira mar. Flores c/ corola amarela e papus vermelho","UEC162844",NA,NA,NA,NA,"UEC162844","34265","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:25:19-03","UNICAMP","UEC","101559","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Cesar, O","585","1985","06","02",NA,"Brazil","São Paulo","Ubatuba","Praia Saco da Ribeira","-45.0699996948242","-23.4300003051758",NA,"Arbusto, flores de cor rosa forte","UEC162848",NA,NA,NA,NA,"UEC162848","34265","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:06:45-03","UNICAMP","UEC","2898","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Monge, M","Sazima, I; Sazima, M","8159","1978","03","30",NA,"Brazil","São Paulo","Ubatuba","Saco da Ribeirinha","-45.0699996948242","-23.4300003051758",NA,NA,"UEC084353","2010","05",NA,NA,"UEC084353","34265","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:04:56-03","UFRPE","PEUFR","531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","chrysantha","var. oligantha","Stifftia chrysantha var. oligantha","Baker",NA,"M. Magalhães",NA,"1938","07",NA,NA,"Brasil","São Paulo","Ubatuba","Horto Florestal","-45.0699996948242","-23.4300003051758",NA,NA,"PEUFR000531",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"36","2013-04-01 09:19:55-03","IPT","BCTW","19974","S","Plantae","Magnoliophyta",NA,NA,"Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir",NA,"Lorenzi, H.","51",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"37","2020-12-21 16:17:23-03","MBM","MBM","201187","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker","Hoehne, W.","Scavone, O.","s.n.","1955","07","29","Southern America","Brazil","São Paulo","Caraguatatuba","Praia Brava","-45.4099998474121","-23.6200008392334",NA,NA,"MBM201187","1955","07",NA,NA,"MBM201187","30093","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:17:23-03","MBM","MBM","201182","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker","Hoehne, W.","Hoehne, W.","s.n.","1953","07","13","Southern America","Brazil","São Paulo","Caraguatatuba","Praia Negra","-45.4099998474121","-23.6200008392334",NA,NA,"MBM201182",NA,NA,NA,NA,"MBM201182","30093","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:17:23-03","MBM","MBM","201187","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker","Hoehne, W.","Scavone, O.","s.n.","1955","07","29","Southern America","Brazil","São Paulo","Caraguatatuba","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"MBM201187",NA,NA,NA,NA,"MBM201187","30093","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:17:23-03","MBM","MBM","201182","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker","Hoehne, W.","Hoehne, W.","s.n.","1953","07","13","Southern America","Brazil","São Paulo","Caraguatatuba","Praia Negra","-45.4099998474121","-23.6200008392334",NA,"Árvore pequena. Flores amarelas com papus vermelhos.; Nas pedras, beira mar.","MBM201182",NA,NA,NA,NA,"MBM201182","30093","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:17:23-03","MBM","MBM","228107","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Semir; Hind, N.","Marquette, R.","1116","1993","06","30","Southern America","Brazil","Rio de Janeiro","Parati","APA Cairuçu, Laranjeiras.","-44.5","-23.166667",NA,"Semi-ciófila. Arvoreta com ca. de 5 m de altura. Tronco com casca lisa e cor acinzentada. Folhas cartáceas, discolores verdes. Infloresc~encias eretas com brácteas verdes e papus róseos. Flores de cor amarela.; Solo areno-argiloso, r","MBM228107",NA,NA,"-44.5","-23.166667","MBM228107",NA,NA,NA,NA,"60","290",NA,NA,NA
"42","2020-12-21 16:17:23-03","MBM","MBM","228108","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Semir; Hind, N.","Marques, M.C.","263","1992","03","20","Southern America","Brazil","Rio de Janeiro","Parati","Ponta Negra, Morro dos Antigos.","-44.5","-23.166667",NA,NA,"MBM228108",NA,NA,"-44.5","-23.166667","MBM228108",NA,NA,NA,NA,"200","200",NA,NA,NA
"43","2020-12-21 16:17:23-03","MBM","MBM","54401","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N.Hind & Semir","Semir; Hind, N.","Gibbs, P.B.; Leitão Fº, H.F.; Leitão Fº, H.F.","5650","1977","08","12","Southern America","Brazil","São Paulo","Ubatuba","Estação Experimental do Instituto Agronômico.","-45.0699996948242","-23.4300003051758",NA,"Arvoreta até 5 m. Flores rosadas, papus avermelhada.; Mata Atlântica da Serra do Mar.","MBM054401",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:17:23-03","MBM","MBM","228107","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","grazielae",NA,"Stifftia grazielae","Leitão f.",NA,"Marquete, R.","1116","1993","06","30","Southern America","Brazil","São Paulo","Parati","Laranjeiras",NA,NA,NA,NA,"MBM228107",NA,NA,NA,NA,"MBM228107",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:17:23-03","MBM","MBM","54401","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","grazielae",NA,"Stifftia grazielae","Leitão f.",NA,"Gibbs, P.E.; et al.; et al.","5650","1977","08","12","Southern America","Brazil","São Paulo","Ubatuba","Ca. 15km N de Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"MBM054401",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:33:33-03","UFMG","BHCB","36766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stifftia","chrysantha","oligantha","Stifftia chrysantha oligantha","Baker",NA,"Hoehne, W","s.n.","1953","07","13","Southern America","Brasil","São Paulo","Caraguatatuba","Praia Negra.","-45.4099998474121","-23.6200008392334",NA,"Nas pedras; beira mar. Arbóreo pequeno. Flores amarelas com papus vermelhos.",NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-08-31 08:53:10-03","INPA","INPA","257073","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) Hind & Semir",NA,"Monge, M","514","2008","09","22","Southern America","Brasil","São Paulo","Campinas","Instituto Agronômico de campinas (IAC)., Guanabara. Avenida Barrão de Itapura. Entre a casa do Diretor e o herbário.","-47.060001373291","-22.8999996185303",NA,NA,"INPA0257073",NA,NA,NA,NA,"INPA0257073 INPA0257073_e","23900","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-15 15:28:54-03","UNESP-RC","HRCB","59835","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) D.J.N. Hind & Semir","Roque, N.","Lombardi",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba, Sertão da Praia Dura, estrada da Folha Seca",NA,"-45.174167",NA,NA,NA,NA,NA,NA,"45º10'27W","ca. 23º29'27S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-15 15:28:54-03","UNESP-RC","HRCB","5911","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","fruticosa",NA,"Stifftia fruticosa","(Vell.) Hind & Semir","Monge, M.","Cesar, O.","585","1985","06","02",NA,"Brasil","São Paulo","Ubatuba","Praia Saco da Ribeira","-45.0699996948242","-23.4300003051758",NA,"Arbusto, flores cor de rosa forte.",NA,"2010","08",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-06-15 15:28:54-03","UNESP-RC","HRCB","51920","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stifftia","grazielae",NA,"Stifftia grazielae","Leitão","Zipparro, V.B.","Zipparro, V.B.","2357","2008","02","21",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.033333","-23.516667",NA,"Árvore com ca. 6m de altura, trocno fissurado, com muita cortiça internamente. Presença de flores tubulares vermelhas com estames amarelos.",NA,"2008","03","45º02' W","23º31' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
