"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"468","2019-12-05 14:48:39-03","UFSCar","SORO","7805","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","M.Sobral","2018","04",NA,"Santos, M.F.; Lobão, A.Q. & Bruniera C.P.","683","2011","09","23","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos,na beira da trilha suspensa. Em clareira na mata.","-43.000556","-22.451667","43°00'02''W","22°27'06''S","1176","1176","Árvore, 7m alt. Ramo imaturo avermelhado. Folhas imaturas avermelhadas, brilhantes em ambas faces. Pedicelo, hipanto e cálice verdes, pétalas alvo-esverdeadas. Material armazenado em sílica gel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-12-05 14:48:39-03","UFSCar","SORO","7808","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","M.Sobral","2018","04",NA,"Santos, M.F.; Gardner, A.; Vaio, M. & Fiaschi, P.","674","2011","03","29","Brasil","Rio Grande do Sul","Cambará do Sul","Subida da Serra do Faxinal (de Praia Grande-SC para Cambará do Sul). Área florestal cercada por campo, próxima à estrada.","-50.032639","-29.174333","50°01'57.5''W","29°10'27.6''S","997","997","Arvoreta, 2m alt. Tronco liso com descamação, parte velha marrom, parte jovem cinza. Ramo imaturo avermelhaod. Pedicelo, bractéolas, hipanto e cálice verdes; cálice e hipanto ficam avermelhados conforme a maturação do botão floral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2019-12-05 14:48:39-03","UFSCar","SORO","7743","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","O.T.Aguiar","1997","03","23",NA,"13870","1966","08","26","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia. Perto do rio Coruja. Numa capoeirinha. Em lugar úmido.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Arbusto de 1,5m de altura. Raminhos arroxeados. Cálice e ovário avermelhados.",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"471","2020-08-20 20:40:37-03","UFSC","FLOR","42619","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Falkenberg, D.B.","1996",NA,NA,"Falkenberg, D.B.","7992","1996","06","22","Brasil","Santa Catarina","Urubici","1-1,5 km a sudeste do topo do Morro da Igreja ao longo do afluente do Rio do Bispo, seguindo trilha próxima aos afloramentos rochosos ao sul do CINDACTA.","-49.475","-28.133333","49º28'30''W","28º8'0''S","1700","1700","arbusto com muitos ramos na base, casca lisa, Fruto Imaturo, verde, 2 a 5m altura. Folhas discolores.","FLOR0042619",NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-08-20 14:58:28-03","UFSC","FLOR","50220","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M.","2013","03","04","Grizzon, M.","199","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana","Passo so S,margem do Rio Tainhas.","-50.366389","-29.085278","50º21'59''W","29º5'7''S","808","808","arvoreta,caule esfoleante de cor cinza, 1,8m altura","FLOR0050220",NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-08-20 20:40:37-03","UFSC","FLOR","60463","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Wagner, M.A.","2015",NA,NA,"Wagner, M.A.; Fiaschi, P.; Alves-Silva, G. & Silveira, J.","139","2014","11","01","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim - Morro da Igreja- Trilha por trás da cascata véu de noiva.","-49.519722","-28.077778","49º31'11''W","28º4'40''S","1404","1404","arbusto 1,9 m, fruto verde e fruto maduro","FLOR0060463",NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-08-20 14:58:28-03","UFSC","FLOR","63858","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Brotto, M.L.","2014","08","21","Cordeiro, J.; Barboza, E.; Brotto, M.L.","5216","2014","08","12","Brasil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, cume.","-48.872778","-25.939722","48º52'22''W","25º56'23''S","1160","1160","Arbusto; Frutos maduros e vermelhos","FLOR0063858","FLOR0063858",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-08-20 20:40:37-03","UFSC","FLOR","20666","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1989",NA,NA,"Ribas, O.S.; Hatschbach, G.","56","1989","03","01","Brasil","Paraná","Balsa Nova","Serra São Luiz.","-49.6356010437012","-25.5839004516602",NA,NA,"1100","1100","arbusto, flor alva odorífera, 3m altura","FLOR0020666",NA,NA,"Myrtales",NA,NA,NA,"27346","auto",NA,NA,NA,NA
"476","2020-08-20 20:40:37-03","UFSC","FLOR","15402","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1985",NA,NA,"Hatschbach, G.","21179","1969","02","13","Brasil","Paraná","Guarapuava","Cachoeira dos Turcos.","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"arbusto, flor alva, 2,5m altura","FLOR0015402",NA,NA,"Myrtales",NA,NA,NA,"53832","auto",NA,NA,NA,NA
"477","2020-08-20 20:40:37-03","UFSC","FLOR","27262","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1993",NA,NA,"Ribas, O.S.; Nicolack, V.","302","1990","04","17","Brasil","Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"arbusto, flor alva, 1,5m altura","FLOR0027262",NA,NA,"Myrtales",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"478","2020-08-20 14:58:28-03","UFSC","FLOR","61003","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Silveira, N.","1985","08",NA,"Silveira, N.; Frosi, R. & Schinoff, W.","2090","1985","02","05","Brasil","Rio Grande do Sul","Bom Jesus","a cerca de 15km da cidade na rodovia para Vacaria.","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"FLOR0061003","FLOR0061003",NA,"Myrtales",NA,NA,NA,"55856","auto",NA,NA,NA,NA
"479","2020-08-20 14:58:28-03","UFSC","FLOR","63916","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1983","12",NA,"Sobral, M.; Stehmann, J.R.","2680","1983","12",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Faxinal.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Em beira de mata, frutos maduros vermelhos, casca lisa","FLOR0063916","FLOR0063916",NA,"Myrtales",NA,NA,NA,"30776","auto",NA,NA,NA,NA
"480","2020-08-20 14:58:28-03","UFSC","FLOR","29887","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Mattos, J.; Silveira, N. & Mondin, C.","31017","1987","03","27","Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza, no alto do morro.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"flor imaturo, 2m altura","FLOR0029887",NA,NA,"Myrtales",NA,NA,NA,"30776","auto",NA,NA,NA,NA
"481","2020-08-20 14:58:28-03","UFSC","FLOR","57694","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M.","2014","10",NA,"Rossato, M.; et alii","s.n.","1998","04","23","Brasil","Rio Grande do Sul","Jaquirana","Fazenda Boa Vista.","-50.3577995300293","-28.8847007751465",NA,NA,"900","900","flores brancas","FLOR0057694",NA,NA,"Myrtales",NA,NA,NA,"31282","auto",NA,NA,NA,NA
"482","2020-08-20 20:40:37-03","UFSC","FLOR","9667","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1984",NA,NA,"Sobral, M.; Albuquerque, E.; Paiva, M. & Stehmann, J.R.","3015","1984","08","01","Brasil","Rio Grande do Sul","Nova Prata",NA,"-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"árvore, flor restos de inflorescência, 15m altura. Casca lisa","FLOR0009667",NA,NA,"Myrtales",NA,NA,NA,"18634","auto",NA,NA,NA,NA
"483","2020-08-20 20:40:37-03","UFSC","FLOR","6579","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1993",NA,NA,"Smith, L.B.; Klein, R.M.","13377","1964","12","02","Brasil","Santa Catarina","Caçador","Pastured Forest, Madeireira Rio Verde.","-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,NA,"FLOR0006579",NA,NA,"Myrtales",NA,NA,NA,"38516","auto",NA,NA,NA,NA
"484","2020-08-20 20:40:37-03","UFSC","FLOR","6583","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","1993",NA,NA,"Smith, L.B.; Klein, R.M.","13365","1964","12","02","Brasil","Santa Catarina","Caçador","Pastured Forest, Madereira Rio Verde.","-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,NA,"FLOR0006583",NA,NA,"Myrtales",NA,NA,NA,"38516","auto",NA,NA,NA,NA
"485","2020-08-20 20:40:37-03","UFSC","FLOR","5449","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, C.D.","1974",NA,NA,"Klein, R.M.","4812","1964","02","27","Brasil","Santa Catarina","Faxinal dos Guedes",NA,"-52.2602996826172","-26.8528003692627",NA,NA,"1000","1000","árvore, flor branca, 10m altura","FLOR0005449",NA,NA,"Myrtales",NA,NA,NA,"17065","auto",NA,NA,NA,NA
"486","2020-08-20 20:40:37-03","UFSC","FLOR","3793","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, C.D.","1976",NA,NA,"Bresolin, A.","446","1971","12","16","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"950","950","arbusto, flor imaturo: verde; maduro: roxo, 3m altura","FLOR0003793",NA,NA,"Myrtales",NA,NA,NA,"31105","auto",NA,NA,NA,NA
"487","2020-08-20 20:40:37-03","UFSC","FLOR","2093","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, C.D.","1973",NA,NA,"Bresolin, A.","547","1972","05","05","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"850","850","arvoreta, casca lisa, flor branco-marrom, 5m altura","FLOR0002093",NA,NA,"Myrtales",NA,NA,NA,"31105","auto",NA,NA,NA,NA
"488","2020-08-20 20:40:37-03","UFSC","FLOR","980","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, C.D.","1963",NA,NA,"Reitz, R.; Klein, R.M.","10956","1961","03","24","Brasil","Santa Catarina","São Francisco do Sul","Morro do Capão Alegre.","-48.6380996704102","-26.2432994842529",NA,NA,"1200","1200","arbusto, flor em botão, 2m altura","FLOR0000980",NA,NA,"Myrtales",NA,NA,NA,"23627","auto",NA,NA,NA,NA
"489","2020-08-20 20:40:37-03","UFSC","FLOR","981","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, C.D.","1961",NA,NA,"Reitz, R.; Klein, R.M.","7809","1958","12","11","Brasil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim.","-49.9317016601562","-28.2938995361328",NA,NA,"1500","1500","arvoreta, Fruto Maduro, roxo-escuro, 4m altura","FLOR0000981",NA,NA,"Myrtales",NA,NA,NA,"48290","auto",NA,NA,NA,NA
"490","2020-08-20 20:40:37-03","UFSC","FLOR","34772","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Mattos, J.","2009",NA,NA,"Souza, M.L.; Zanin, A.; Longhi-Wagner, H.M. & Rieper, M.","1582","2006","04","26","Brasil","Santa Catarina","Urubici","Campo dos Padres, Fazenda da Sra. Sonia Munareto, trilha próxima à casa sede, em direção ao campo Oeste e borda Leste do cânion do Espraiado.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"arvoreta. Freqüente, 4,00m, folhas escuras, descascamento no caule bem pronunciado, deixando-o esbranquiçado. Habitat: borda de mata","FLOR0034772","FLOR0034772",NA,"Myrtales",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"491","2020-08-20 20:40:37-03","UFSC","FLOR","34823","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Mattos, J.","2009",NA,NA,"Souza, M.L.; Zanin, A.; Longhi-Wagner, H.M. & Rieper, M.","1632","2006","04","28","Brasil","Santa Catarina","Urubici","Campo dos Padres, Fazenda da Sra. Sonina Munareto, parte Leste dos campos do rio Espraiado.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"arvoreta, 3,5m altura. Caule completamente descascado-esbranquiçado. Habitat: borda de matinha","FLOR0034823","FLOR0034823",NA,"Myrtales",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"492","2020-08-20 20:40:37-03","UFSC","FLOR","25289","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7382","1995","03","28","Brasil","Santa Catarina","Urubici","Topo da Serra do Corvo Branco, na trilha no alto da SC 439, junto ao corte no morro.","-49.5917015075684","-28.0149993896484",NA,NA,"1380","1380","arbusto, Fruto Imaturo, verde, com alguns restos de flores, 3m altura. Folhas discolores, mais claras no hipofilo.","FLOR0025289",NA,NA,"Myrtales",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"493","2021-03-04 15:45:40-03","IF","SPSF","47512","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","O.T.Aguiar","2014","09","05","T.E. Barreto","43","2013","01","11","Brasil","SP","Campos do Jordão","PEMCJ","-45.95","-23.266667",NA,NA,NA,NA,"COLETA: Árvore.; GEOGRAFIA: FOM/FOD, Altomontana;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"494","2021-03-04 15:45:40-03","IF","SPSF","49660","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","N.M.Ivanauskas","2014","12","16","M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis & L.N.Gonçalves","133","2014","12","16","Brasil","MG","Delfim Moreira","Vila de São Francisco dos Campos do Jordão","-45.28","-22.508889",NA,NA,"1592","1592","COLETA: Árvore, 2,2m; Flores de pétalas rosas.; GEOGRAFIA: Beira de córrego, Floresta Ombrófila Mista.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"495","2021-03-04 15:45:40-03","IF","SPSF","52073","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","O.T. Aguiar","2014","07","10","M.G.K. Cornia & N.M.Ivanauskas & R. Esteves & M.C.Assis & L.N.Gonçalves et al.","532","2014","04","01","Brasil","MG","Delfim Moreira","Fazenda Bartira","-45.266389","-22.526667",NA,NA,"1307","1307","COLETA: Árvore de 5,5m de altura. Indivíduo nº 9059 da Fitossociologia. Material infértil.; GEOGRAFIA: Floresta Ombrófila Mista. Unidade Alegria. Parcela da Fitossociologia.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"496","2021-03-04 15:45:40-03","IF","SPSF","50156","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","O.T. Aguiar","2016","04","13","M.L.Brotto & J.M.Silva & T.F.Santos","1715","2014","07","09","Brasil","MS","Campina Grande do Sul","Rio Capivari, Barra da Cruz","-48.798333","-25.069167",NA,NA,"686","686","COLETA: Árvore de 9 m; frutos pretos. Floresta Ombrófila Densa Montana.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"497","2021-03-04 15:45:40-03","IF","SPSF","12485","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Osny T. Aguiar","2017","09","26","G. Hatschbach","26441","1971","01","21","Brasil","PR","Marmeleiro","Estrada Marmeleiro-Campo Bre","-53.0261001586914","-26.1494007110596",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta flores alvas, matinha a beira do campo.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"27396","auto","Magnoliopsida",NA,NA,NA
"498","2021-03-04 15:45:40-03","IF","SPSF","28288","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,"J.M.Silva","3358","2001","03","23","Brasil","PR","Tunas do Paraná","floresta atlantica","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"41885","auto","Magnoliopsida",NA,NA,NA
"499","2021-03-04 15:45:40-03","IF","SPSF","12660","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","M.F.Santos","2012","08","15","O.T. Aguiar","289","1988","12","09","Brasil","SP","São Paulo","Parque Estadual da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Margem de um riacho.&nf;Árvore 10m altura, botões florais verde-amarelados.; GEOGRAFIA: Núcleo Pinheirinho. Estrada do Pinheirinho, a 200 m da antiga L1m lado esquerdo de quem desce, as margens de um riacho.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA
"500","2021-03-04 15:45:40-03","IF","SPSF","27765","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,"J.A.Pastore & C.Moura","958","2001","02","16","Brasil","SP","São Vicente","P.E.Xixova-Japui, Paranapua","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: em barranco frente ao mar&nf;;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"25482","auto","Magnoliopsida",NA,NA,NA
"501","2021-03-04 15:45:40-03","IF","SPSF","13907","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,"G. Hatschbach & E.Moreira","10169","1962","11","24","Brasil","PR","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"24916","auto","Magnoliopsida",NA,NA,NA
"502","2021-03-04 15:45:40-03","IF","SPSF","12176","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Osny T. Aguiar","2017","12","12","J.M.Silva & J.Cordeiro","525","1988","04","12","Brasil","PR","Quatro Barras","Morro Mae Catira","-49.0769004821777","-25.3656005859375",NA,NA,"1300","1300","COLETA: XLS: SPSFAntigo&nf;Arbusto 1m, flores alvas.; GEOGRAFIA: Matinha nebular;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"17116","auto","Magnoliopsida",NA,NA,NA
"503","2021-03-04 15:45:40-03","IF","SPSF","07212","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","O.T. Aguiar","2017","12","12","J.Mattos","13877","1966","08","26","Brasil","SP","Salesópolis","Estacão Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto 3m de altura, cálice e ovário avermelhado.; GEOGRAFIA: Próximo ao Rio Coruja, Mata ciliar.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"18032","auto","Magnoliopsida",NA,NA,NA
"504","2021-03-04 15:45:40-03","IF","SPSF","24822","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,NA,NA,NA,NA,"D.Sampaio","155","1999","01","12","Brasil","SP","Sete Barras","Núcleo Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,"34059","auto","Magnoliopsida",NA,NA,NA
"505","2021-02-08 12:44:19-03","UFRGS","ICN","090193","S","Plantae","Myrtaceae","Siphoneugena","dusenii","Siphoneugena dusenii","Kausel.","Proença, C","1986",NA,NA,"Hatschbach, G","37618","1975","11","15","Brasil","MT","Chapada dos Guimarães","Rio da Casca","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"Árvore de 4 m de altura com fruto preto.; Cerrado, junto ao salto",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"107042","auto",NA,NA,NA,NA
"506","2021-02-08 12:44:19-03","UFRGS","ICN","090199","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1989",NA,NA,"Ribas, OS;; Hatschbach, G","56","1989","03","01","Brasil","PR","Balsa Nova","Serra São Luiz","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arbusto de 3 m de altura com flores alvas odoríferas.; Capão de mata da borda da Cuesta Devoniana",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27346","auto",NA,NA,NA,NA
"507","2021-02-08 12:44:19-03","UFRGS","ICN","123030","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M",NA,NA,NA,"Barbosa, E; et al.","323","1999","06","26","Brasil","PR","Campina Grande do Sul","Morro Itapiroca Fazenda Kielze","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, 2,50m; flor alva. Campo de altitude.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"55154","auto",NA,NA,NA,NA
"508","2021-02-08 12:44:19-03","UFRGS","ICN","066173","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1985","07",NA,"Hatschbach, G","21179","1969","02","15","Brasil","PR","Guarapuava","Cachoeira dos Turcos","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Arbusto de 2,50 m de altura e flor alva.; Matinha nebular junto á campo pedregoso",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"53832","auto",NA,NA,NA,NA
"509","2021-02-08 12:44:19-03","UFRGS","ICN","063742","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1985","09",NA,"Hatschbach, G","21179","1969","02","13","Brasil","PR","Guarapuava","Cachoeira dos Turcos","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Arbusto de 2,50 m de altura e flor alva.; Matinha nebular junto á campo pedregoso",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"53832","auto",NA,NA,NA,NA
"510","2021-02-08 12:44:19-03","UFRGS","ICN","120785","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M",NA,NA,NA,"Silva, JM; Santos, EP","1500","1995","09","15","Brasil","PR","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1350","1350","Árvore, 3m; fruto roxo. Matinha nebular.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"41937","auto",NA,NA,NA,NA
"511","2021-02-08 12:44:19-03","UFRGS","ICN","063741","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1985","09",NA,"Hatschbach, G","26441","1971","01","21","Brasil","PR","Marmeleiro","Estrada Marmeleiro-Campo Ere","-53.0261001586914","-26.1494007110596",NA,NA,NA,NA,"Arvoreta com flores alvas.; Matinha á beira do campo",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"27396","auto",NA,NA,NA,NA
"512","2021-02-08 12:44:19-03","UFRGS","ICN","096261","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M","1992",NA,NA,"Ribas, OS; Nicolack, V","302","1990","04","17","Brasil","PR","Quatro Barras","Morro 7","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Arbusto de 1,50 m de altura com flores alvas.; Matinha nebular",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"17116","auto",NA,NA,NA,NA
