"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"144","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","38981",NA,"Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo",NA,NA,NA,NA,"J. G. Kuhlmann","1587","1928","10","16","Brasil","Rio de Janeiro",NA,"Mata da Pedra do Corrego Tijuca.",NA,NA,NA,NA,NA,NA,"Árvore de 8 a 10 m de altura. Tijuca pedra do Córrego.","MBML038981","MBML038981",NA,NA,NA,NA,NA,"PARATIPO",NA,NA,NA,NA,NA,NA
"145","2021-01-09 21:48:35-03","UNICENTRO","HUCO","5292","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira","2010",NA,NA,"Cadorin, T.J.","1086","2010","01","26","Brasil","Santa Catarina","Dr. Pedrinho",NA,NA,NA,NA,NA,NA,NA,"FURB 20497; Arbórea; FOD; HABITAT: FOD; DESC: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-01-09 21:48:35-03","UNICENTRO","HUCO","3337","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Stival-Santos, A.","2010","10","04","Stival-Santos, A.; et al.; et al.","3100","2010","06","23","Brasil","Santa Catarina","Águas Mornas","Rio Cubatão","-48.823600769043","-27.6938991546631",NA,NA,NA,NA,"Florística IFFSC 253, Lat.: 27° 48' 35 S; Log.: 48° 57' 39 O; Altitude: 620 m, FURB 29647; Arvoreta, 4 metros, fruto verde; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Arvoreta, 4 metros, fruto verde","HUCO003337",NA,NA,NA,NA,NA,NA,NA,"26556","auto",NA,NA,NA,NA
"147","2021-01-09 21:48:35-03","UNICENTRO","HUCO","5394","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet A.","2010","09","15","Verdi M.; Tomazi A. L.; Klemz G.","3319","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça",NA,"-49.2099990844727","-28.6508007049561",NA,NA,NA,NA,"FURB 18108; Arbórea; FOD; HABITAT: FOD; DESC: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,"13986","auto",NA,NA,NA,NA
"148","2021-03-04 11:05:32-03","UFRB","HURB","3617","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","G.A.D.C. Franco","2006","01","01","Ivanauskas, N.M.; et al.","6066","2005","12","13","Brasil","São Paulo","Embu-Guaçu","Itatuba, av. 7 de setembro, comunidade terapeutica; Dantum Corrego alegre, zona 23K","-46.812222","-23.830833","46°48'44W","23°49'51S","840","840",NA,"HURB000003617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-06-15 15:30:57-03","UNESP-RC","HRCB","14998","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo",NA,NA,NA,NA,"Moraes, P.L.R. de","537","1991","11","15","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","Árvore - 20m de altura - com frutos.",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"150","2020-06-15 15:30:57-03","UNESP-RC","HRCB","19648","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Nees","Baitello, J.B.",NA,NA,NA,"Godoy",NA,NA,NA,NA,"Brasil","São Paulo","Parelheiros","Camping Ana Paula","-46.774444","-23.9","46º46'28W","23º54'0S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-09-12 05:00:02-03","US","US","USw15046","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","5953",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"152","2020-09-12 05:00:02-03","US","US","2321294","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,NA,NA,NA,NA,"R. M. Klein","1158","1955","2","10","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"150",NA,"Sample and leaf fragment removed. Dr. Kuhn University of Connecticut May 2014","US01349817","US01349817_01","South America",NA,NA,NA,"Laurales",NA,"27253","auto","Dicotyledonae",NA,NA,"1"
"153","2020-09-12 05:00:02-03","US","US","USw25456","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,NA,NA,NA,NA,"Collector unknown","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"154","2020-09-12 05:00:02-03","US","US","2579925","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"O. Handro","s.n.","1935","2","2","Brazil","São Paulo",NA,"Nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,"US01349980","US01349980_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"155","2020-09-12 05:00:02-03","US","US","2771424","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","15751","1974","1","31","Brazil",NA,NA,"16 Km N of Barra da Estiva on the Paraguaçu road","-41.33","-13.33",NA,NA,"1150",NA,NA,"US01349968","US01349968_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"156","2020-09-12 05:00:02-03","US","US","2830247","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. Reitz & R. M. Klein","5953","1957","12","30","Brazil","Vidal Ramos",NA,"Sabiá",NA,NA,NA,NA,"750",NA,NA,"US01349972","US01349972_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"157","2020-09-12 05:00:02-03","US","US","2120061","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. M. Klein","48","1950","9","15","Brazil","Brusque",NA,"Ribeirão do Ouro",NA,NA,NA,NA,NA,NA,NA,"US01349975","US01349975_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"158","2020-09-12 05:00:02-03","US","US","2321180","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. Reitz & R. M. Klein","2620","1956","2","4","Brazil","Ibirama",NA,"Horto Florestal I.N.P.",NA,NA,NA,NA,"350",NA,NA,"US01349973","US01349973_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"159","2020-09-12 05:00:02-03","US","US","2829227","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1713","1954","3","4","Brazil","Itajaí",NA,"Morro da Fazenda",NA,NA,NA,NA,"50",NA,NA,"US01349974","US01349974_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"160","2020-09-12 05:00:02-03","US","US","2321274","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. M. Klein","8","1950","1","27","Brazil","Brusque",NA,"Mata do Hoffmann",NA,NA,NA,NA,"50",NA,NA,"US01349977","US01349977_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"161","2020-09-12 05:00:02-03","US","US","2503444","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. M. Klein","2963","1962","9","14","Brazil","Papanduva",NA,"Serra do Espigão",NA,NA,NA,NA,"1000",NA,NA,"US01349969","US01349969_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"162","2020-09-12 05:00:02-03","US","US","2578619","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"M. Kuhlmann","2752","1951","12","12","Brazil","Igaratá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01349976","US01349976_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"163","2020-09-12 05:00:02-03","US","US","2579933","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"O. Handro","s.n.","1935","2","2","Brazil","São Paulo",NA,"Nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,"US01349979","US01349979_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"164","2020-09-12 05:00:02-03","US","US","2503445","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. Reitz & R. M. Klein","7390","1958","10","18","Brazil","Rio do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01349971","US01349971_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"165","2020-09-12 05:00:02-03","US","US","2503442","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. Reitz & D. Klein","4142","1959","10","31","Brazil","Sombrio",NA,"Pirão Frio",NA,NA,NA,NA,"10",NA,NA,"US01349970","US01349970_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"166","2020-09-12 05:00:02-03","US","US","2027664","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"R. M. Klein","48","1950","1","27","Brazil","Brusque",NA,"Mata do Hoffmann",NA,NA,NA,NA,NA,NA,NA,"US01349978","US01349978_01","South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"167","2019-12-09 17:30:08-03","UFPR","EFC","15570","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2015","01","27","Brotto, M.L.","1862","2015","01","20","Brasil","Paraná","Andrianópolis","Parque Estadual das Lauráceas","-48.4244","-24.5112","-48.4244","-24.5112",NA,NA,"Árvore 19m, flores femininas verde-amareladas, ainda com alguns frutos maduros da frutificação anterior. Floresta Ombrófila Densa Montana","EFC015570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-12-09 17:30:07-03","UFPR","EFC","7294","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2008","06","06","Kuniyoshi, Y.S.","6027","1985","04","26","Brasil","Paraná","Guaraqueçaba","Faz. Madezatti","-48.3994","-25.0013","-48.3994","-25.0013",NA,NA,"Árvore 25 m, frutos verdes. 650 m s.n.m.","EFC007294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-12-09 17:30:08-03","UFPR","EFC","15585","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2014","11","13","Brotto, M.L.","1814","2014","11","04","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.4237","-24.5111","-48.4237","-24.5111","895","895","Árvore 25m, frutos imaturos verdes e poucos maduros pretos. Floresta Ombrófila Densa Montana","EFC015585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-12-09 17:30:07-03","UFPR","EFC","10626","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","01","19","Brotto, M.L.; Franzen Jr., R.","411","2010","01","19","Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Árvore de 17m de alt., flores pistiladas amarelo-esverdeadas com odor suave.","EFC010626",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"171","2019-12-09 17:30:08-03","UFPR","EFC","15580","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2014","11","10","Brotto, M.L.","1806","2014","09","24","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.4151","-24.511","-48.4151","-24.5110","900","900","Árvore 25m, frutos imaturos verdes. Floresta Ombrófila Densa Montana","EFC015580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-13 11:21:13-03","USP","SPF","101282","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB",NA,NA,NA,"Godoy, SAP","470","1995","04","19","Brasil","São Paulo","São Paulo","Parelheiros. Camping Ana Paula.","-46.774444","-23.9","-46.774444","-23.9",NA,NA,NA,"SPF00101282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-13 11:21:13-03","USP","SPF","115554","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Werff, H van der","1995",NA,NA,"Hatschbach, G","61471","1994","12","08","Brasil","Paraná","Cerro Azul","Mato Preto, estrada para Ribeirão do Rocha.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"SPF00115554",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"174","2019-11-13 11:21:13-03","USP","SPF","193729","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2016","09","09","Kuhlmann, JG","1587","1928","08","30","Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Dr. teixeira Borges, perto da sede do Horto Florestal, Gávea.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"SPF00193729",NA,NA,NA,NA,NA,NA,"paratype","57442","auto",NA,NA,NA,NA
"175","2019-11-13 11:21:13-03","USP","SPF","67241","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Teixeira, BC",NA,NA,NA,"Gomes, A","s.n.","1959","09",NA,"Brasil","São Paulo","Santo André","Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SPF00067241",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"176","2019-11-13 11:21:13-03","USP","SPF","48758","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Anônimo",NA,NA,NA,"Handro, O","s.n.","1935","02","02","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00048758",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"177","2021-03-25 13:52:26-03","UNIVILLE","JOI","11981","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A. Quinet","2010","09","15","Verdi, M.","3319","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.232222","-28.619167","49º13'56''W","28º37'9''S","50","50","; HABITAT: interior do fragmento; HABITO: arbórea; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI011981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-25 13:52:26-03","UNIVILLE","JOI","9626","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","01","19","Brotto M.L.","411","2010","01","19","Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca.","-49.010278","-25.388889","49º0'37''W","25º23'20''S","1105","1105","; HABITO: Árvore; TIPO VEGETACIONAL: FOD montana","JOI009626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-10-07 09:23:02-03","UEFS","HUEFS","197227","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Bresolin, A.","1375","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300",NA,"HUEFS0197227","HUEFS0197227",NA,NA,NA,"Angiospermae","Laurales",NA,"27000","auto","Magnolianae",NA,NA,NA
"180","2019-10-07 09:23:02-03","UEFS","HUEFS","29357","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Hatschbach, G.","61471","1994","12","08","Brasil","Paraná","Cerro Azul","Mato Preto, estrada para Ribeirão do Rocha.","-49.261100769043","-24.823600769043",NA,NA,"600","600","Mata pluvial.","HUEFS0029357","HUEFS0029357",NA,NA,NA,"Angiospermae","Laurales",NA,"32006","auto","Magnolianae",NA,NA,NA
"181","2015-03-07 08:33:56-03","F","FMNH-SEEDPLANTS","V0167804F","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0167804F","V0167804F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"182","2019-09-04 19:07:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia",NA,NA,NA,NA,NA,"Mendonea","1036",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA,NA,NA
"183","2019-01-25 15:35:13-02","IAC","IAC","35363","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B. Baitello","1998","03","26","N.M. Ivanauskas","472","1995","10","01","Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental","-47.866667","-24.6","-47.866667","-24.600000",NA,NA,"Ident. ant: cryptocharia Moschata nees & Mart. ex nees, por n.M. ivanauskas em 1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-01-25 15:41:52-02","IAC","IAC","40170","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","R.B. Torres","2000","11","22","R.B. Torres; J.B. Paula & C.A. Pereira","1382","2000","11","22","Brasil","Minas Gerais","Camanducaia","próximo a mata da dona Mariana","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,"UTM(23)= 391163 E e 7484201 N, 1525 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-01-25 15:41:53-02","IAC","IAC","40354","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B. Baitello","2002","05","28","R.B. Torres; J.B. Paula & C.A. Pereira","1424","2001","03","22","Brasil","Minas Gerais","Camanducaia","Mata do Chico Rei","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,"UTM(23)= 388730 E e 7.483.010 N, 1.395 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-01-25 15:35:13-02","IAC","IAC","43120","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","L.C. Bernacci et al.","2001","12","06","L.C. Bernacci; G.F. Árbocz; V.S. Ramos & E. Furlan","3413","2001","12","06","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Nelson, indivíduo O 37.2","-47.100922","-23.710157","-47.100922","-23.710157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-01-25 15:41:53-02","IAC","IAC","43468","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","M.L. Brotto","2018","09",NA,"E.L.M. Catharino","s/nº",NA,NA,NA,"Brasil","São Paulo","Cotia","Morro Grande, Reserva, área Quilombo","-47.004408","-23.755951","-47.004408","-23.755951",NA,NA,"indivíduo de regeneração é assim, indivíduo 86.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-07-23 12:09:39-03","CEPLAC","CEPEC","130977","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,"I. de Vattimo",NA,NA,NA,"J. G. Kuhlmann","1587","1928","08","30","Brasil","Rio de Janeiro","rio de janeiro","Gávea, perto da sede do Horto Florestal. Matas do Dr. Teixeira Borges.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paratipo","57442","auto",NA,"30/12/1956",NA,NA
"189","2020-09-22 13:48:40-03","USP","SPFW","1008","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo","P.R. Reitz 1958",NA,NA,NA,"Reitz ;Klein","5953","1957","12","30","Brasil","Santa Catarina","Vidal Ramos",NA,"-49.3558006286621","-27.3918991088867",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21797","auto",NA,NA,NA,NA
"190","2020-11-04 17:29:15-03","UEM","HUEM","32488","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2014","11","10","Brotto, ML","1806","2014","09","24","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas., Floresta Ombrófila Densa Montana.","-48.4151","-24.511","-48.4151","-24.511","900","900","Árvore de 25m de altura. Frutos imaturos verdes.","HUEM000016436","HUEM000016436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-11-04 17:29:15-03","UEM","HUEM","10736","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2010","06","24","E. Rotta","170","1980","04","23","Brasil","Paraná","Colombo","Embrapa, Floresta Ombrófila Mista","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"Mata Mesófila Semidecídua.","HUEM000005043","HUEM000005043",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA
"192","2020-11-04 17:29:15-03","UEM","HUEM","10735","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2010","06","24","E. Rotta","136","1979","12","07","Brasil","Paraná","Colombo","Embrapa, Floresta Ombrófila Mista","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"Mata Mesófila Semidecídua.","HUEM000005042","HUEM000005042",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA
"193","2020-11-12 17:00:44-03","UEL","FUEL","16873","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB","2002","05","28","Torres, RB; Paula, JB; Pereira, CA","1424","2001","03","22","Brasil","Minas Gerais","Camanducaia","Mata do Chico Rei, UTM= (23) 388730E 7.483.010N","-46.083889","-22.756667","-46.083889","-22.756667","1395","1395",NA,"FUEL004169",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"194","2020-11-12 17:00:44-03","UEL","FUEL","39514","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Franco, GADC","2006","01","01","Ivanauskas, NM; et al.","6066","2005","12","13","Brasil","São Paulo","Embú","Itatuba, Comunidade Terapêutica, Avenida 7 de setembro (Datum Corrégo alegre, Zona 23K)","-46.888889","-23.636111","-46.888889","-23.636111","840","840","coordenadas utm 23k 7384801 307318","FUEL004172",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"195","2020-11-12 17:00:44-03","UEL","FUEL","47111","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2010","01","19","Brotto, ML; Franzen Jr, R","411","2010","01","19","Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca","-49.010278","-25.388889","-49.010278","-25.388889","1105","1105",NA,"FUEL004173",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"196","2020-11-12 17:00:44-03","UEL","FUEL","36833","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Rotta, E","136","1979","12","07","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"FUEL004112",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"13536","auto",NA,NA,NA,NA
"197","2020-11-12 17:00:44-03","UEL","FUEL","36832","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Rotta, E","170","1980","04","23","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"FUEL004113",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"13536","auto",NA,NA,NA,NA
"198","2020-11-12 17:00:44-03","UEL","FUEL","49107","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Stival-Santos, A","2010","10","04","Stival-Santos, A; Legal, E; Silveira, S","3100","2010","06","23","Brasil","Santa Catarina","Águas Mornas","Rio Cubatão, 27°48'35S 48°57'39W.","-48.823600769043","-27.6938991546631",NA,NA,"620","620",NA,"FUEL004180",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"26556","auto",NA,NA,NA,NA
