"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"463","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","claussenianum","Didymopanax claussenianum","Decne. & Planch. ex Marchal",NA,"Sello, HL","1253",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasiliae loco accuratius haud addicto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","claussenianum","Didymopanax claussenianum","Decne. & Planch. ex Marchal",NA,"Claussen, P","40",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","claussenianum","Didymopanax claussenianum","Decne. & Planch. ex Marchal",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"e. gr. ad Curvello",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","micranthus","Didymopanax micranthus","Marchal",NA,"Widgren, JF","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in provincia Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","micranthus","Didymopanax micranthus","Marchal",NA,"Regnell, AF","III214b",NA,NA,NA,NA,"?",NA,NA,"Habitat in provincia Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","micranthus","Didymopanax micranthus","Marchal",NA,"Regnell, AF","III214a",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in provincia Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus","Didymopanax pachycarpus","Marchal",NA,"Sello, HL","1439",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat locis Brasiliae haud indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus","Didymopanax pachycarpus","Marchal",NA,"Sello, HL","361",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat locis Brasiliae haud indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2021-02-08 12:33:11-03","UFRGS","ICN","001723","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","1723","1958","07","07","América do Sul","Brasil","RS","Cotiporã","Veranópolis","-51.69580078125","-28.9944000244141",NA,NA,NA,NA,NA,NA,"11740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2021-02-08 12:33:11-03","UFRGS","ICN","000620","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","620","1947","12","06","América do Sul","Brasil","RS","Jaguari","Nova Esperança","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"27649","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2021-02-08 12:33:11-03","UFRGS","ICN","160447","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Grings, M; Grings, M","168","2009","03","29","América do Sul","Brasil","RS","Nova Petrópolis","Bairro Piá Grünerwald","-51.1143989562988","-29.3763999938965","530","530",NA,"árvore de 8 m com frutos bege-esverdeados; isolada em potreiro, início de encosta",NA,NA,"14669","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2021-02-08 12:33:11-03","UFRGS","ICN","176789","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Grings, M","Grings, M; Moschen, LL","1812","2013","12","15","América do Sul","Brasil","RS","Nova Petrópolis","Bairro Piá, Grüner Wald","-51.1143989562988","-29.3763999938965",NA,NA,NA,"árvore isolada com 9 metros de altura; flores de cor creme; em região de contato de Floresta Ombrófila Mista com Floresta Estacional Decidual",NA,NA,"14669","auto","2013","12",NA,NA,"15",NA,NA,NA,NA,NA
"475","2021-02-08 12:33:11-03","UFRGS","ICN","000616","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","616","1947","12","06",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2021-02-08 12:33:11-03","UFRGS","ICN","159758","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Molz, M","134","2003",NA,NA,"América do Sul","Brasil","RS","Araricá","cerca de 1 2 km do centro da cidade 22J506253.23 E 6725537.64 S área de mestrado de Martin Molz","-50.935556","-29.599722","90","90",NA,"Com fruto",NA,NA,NA,NA,NA,NA,"-50.935556","-29.599722",NA,NA,NA,NA,NA,NA
"477","2021-02-08 12:33:11-03","UFRGS","ICN","000852","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","852","1950","11","28","América do Sul","Brasil","RS","Cachoeira do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2021-02-08 12:33:11-03","UFRGS","ICN","124542","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi","Sobral, M; et al.","9537","2000",NA,NA,"América do Sul","Brasil","RS","Derrubadas","Parque Estadual do Turvo","-53.8608016967773","-27.2646999359131",NA,NA,NA,"Árvore 15m, em beira de mata, frutos imaturos.",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2021-02-08 12:33:11-03","UFRGS","ICN","134348","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi","Rossoni, MG","s.n.","1999","03","13","América do Sul","Brasil","RS","Dom Pedro de Alcântara","Mato da Cova Funda","-49.8497009277344","-29.3694000244141",NA,NA,NA,"Com frutos.",NA,NA,"7549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2021-02-08 12:33:11-03","UFRGS","ICN","103838","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Sevegnani, L","s.n.","1994","03","22","América do Sul","Brasil","RS","Maquiné","Est. Exp. Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,"+ 50 anos, árvore c/ 15m altura.; Floresta secundária.",NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2021-02-08 12:33:11-03","UFRGS","ICN","187322","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Brack, P","Rabuske, C; Alff, CC","51","2016","07","29","América do Sul","Brasil","RS","Maquiné","Morro Canta Galo, na divisa Maquiné-Terra de Areia.","-50.2071990966797","-29.6749992370605",NA,NA,NA,"Ramo fértil encontrado no chão da mata, no topo do morro.",NA,NA,"28094","auto","2016","07",NA,NA,"29",NA,NA,NA,NA,NA
"482","2021-02-08 12:33:11-03","UFRGS","ICN","114983","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi","David","86","1994","07","13","América do Sul","Brasil","RS","Osório","Morro da Borússia","-50.2696990966797","-29.8866996765137",NA,NA,NA,"Trilha da Figueira, com poucos frutos maduros",NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2021-02-08 12:33:11-03","UFRGS","ICN","033324","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Waechter, JL","495","1977","03","30","América do Sul","Brasil","RS","Torres","mato do Felisberto","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Ramo encostado no chão de mata, com frutos imaturos, verde; em mato.",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2021-02-08 12:33:11-03","UFRGS","ICN","001003","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","1003","1952","09",NA,"América do Sul","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2021-02-08 12:33:11-03","UFRGS","ICN","005893","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Baptista, LRM; Z. Cereni, BE Irgang","s.n.","1969","07","25","América do Sul","Brasil","RS","Soledade",NA,"-52.5102996826172","-28.8183002471924",NA,NA,NA,"árvore",NA,NA,"42411","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2021-02-08 12:33:11-03","UFRGS","ICN","001378","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","1378","1956","07",NA,"América do Sul","Brasil","RS","Tenente Portela",NA,"-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2021-02-08 12:33:11-03","UFRGS","ICN","044855","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Pedralli, G","s.n.","1978","09","22","América do Sul","Brasil","RS","Torres","Mato do Luís","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2021-02-08 12:33:11-03","UFRGS","ICN","027940","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Lindeman, JC; Irgang, BE","s.n.","1972","08","13","América do Sul","Brasil","RS","Torres","Parque de Torres mato úmido central","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Mato úmido.",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2021-02-08 12:33:11-03","UFRGS","ICN","003468","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","3468","1973","11","23","América do Sul","Brasil","RS","Torres","Porto Colonia","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2021-02-08 12:33:11-03","UFRGS","ICN","000050","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Schultz, AR","50","1944","02","03","América do Sul","Brasil","RS","Três Passos","Turvo","-53.9319000244141","-27.4556007385254",NA,NA,NA,NA,NA,NA,"14814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2021-02-08 12:33:11-03","UFRGS","ICN","002713","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Schultz, AR","2713","1959","10","31","América do Sul","Brasil","SC","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2021-02-08 12:33:11-03","UFRGS","ICN","016233","S","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Reitz, L","s.n.","1946","02","13","América do Sul","Brasil","SC","Sombrio","Mun. De Araranguá","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","53842","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Didymopanax","calvum","Didymopanax calvum","(Cham.) Decne. & Planch.",NA,"Valões, J.","s.n.","1965","03",NA,NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Na mata, próximo aos prédios novos. Árvore 6m de altura","HAS0053842",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","43029","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Nilson, A.","1128","2004","06",NA,NA,"Brasil","Rio Grande do Sul","Caxias do Sul","M. Papa Léguas, Vila Cristina","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Árvore com 12m de alt, frutos maduros. Pouco numerosa, agrupada","HAS0043029",NA,"49662","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","5507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Canete, H.","s.n.","1977","12",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Estéril","HAS0005507",NA,"76715","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","101279","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Nilson, A.","649","2000","04",NA,NA,"Brasil","Santa Catarina","Piratuba","Lageado Mariano","-51.771900177002","-27.4197006225586",NA,NA,NA,NA,"HAS0101279",NA,"13675","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-11-21 09:59:22-03","IBt","SP","351404","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Fiaschi, P; Alves, MV; Konno, T; Sousa, G; Unwin, M","664","2001","03","07",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Trilha para a Torre de transmissão, acesso pára o lagedo das bromélias. Subida para a torre","-40.5175","-20.289722","700","700",NA,NA,NA,NA,NA,NA,"2005","07","-40.5175","-20.289722",NA,NA,NA,NA,NA,NA
"498","2019-11-21 09:59:22-03","IBt","SP","351426","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Fiaschi, P; Alves, MV; Konno, T; Sousa, G; Unwin, M","694","2001","03","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha do Sagui. Caminho para a cachoeira do Rio Timbuí. 19°58'07''-57'' S, 40°32'05''-31'43'' W","-40.534722","-19.968611","720","720",NA,NA,NA,NA,NA,NA,"2005","07","-40.534722","-19.968611",NA,NA,NA,NA,NA,NA
"499","2019-11-21 09:59:22-03","IBt","SP","454624","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Kondrat, H","Kondrat, H","56","2012","10","15",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 10, espécime nº 466","-46.615278","-23.6425","824","824",NA,NA,NA,NA,NA,NA,NA,NA,"-46.615278","-23.6425",NA,NA,NA,NA,NA,NA
"500","2019-11-21 09:59:22-03","IBt","SP","58141","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kuhlmann, M","2505","1950","06","12",NA,"Brasil","Minas Gerais","Delfim Moreira","São Francisco dos Campos. Proximidades da Fazenda do Charco","-45.2799987792969","-22.5091991424561",NA,NA,NA,NA,NA,NA,"20219","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-11-21 09:59:22-03","IBt","SP","157741","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kuhlmann, M","2506","1950","06","12",NA,"Brasil","Minas Gerais","Delfim Moreira","São Francisco Moreira","-45.2799987792969","-22.5091991424561",NA,NA,NA,NA,NA,NA,"20219","auto","2004","08",NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-21 09:59:22-03","IBt","SP","143710","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Semir, J; Lima, DA","CFSC4849","1973","12",NA,NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 127-128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2019-11-21 09:59:22-03","IBt","SP","359571","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Fiaschi, P; Costa, FN","291","2000","06","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Estrada de Belo Horizonte para Conceição do Mato Dentro (MG-010), na altura do km 118. Mata ciliar ao lado da estátua do Velho Juca","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Madeira na Xiloteca","SP010786","SP010786","26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-11-21 09:59:22-03","IBt","SP","185236","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Henrique, MC; Pirani, JR","CFSC5789","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-11-21 09:59:22-03","IBt","SP","209388","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Cordeiro, I; Rossi, L; Furlan, A; Pirani, JR","CFSC6055","1980","03","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 136 antigo ao longo da rodovia Belo Horizonte - Conveição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-11-21 09:59:22-03","IBt","SP","49854","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kuhlmann, M","606","1943","04","07",NA,"Brasil","São Paulo","Amparo","Monte Alegre. Mata da Fazenda Santa Maria","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,NA,NA,"18036","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-11-21 09:59:22-03","IBt","SP","58150","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kuhlmann, M","2050","1940","11","22",NA,"Brasil","São Paulo","Campos do Jordão","Umuarama","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"21048","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-11-21 09:59:22-03","IBt","SP","58146","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kuhlmann, M; Kühn, E","1940","1949","08","03",NA,"Brasil","São Paulo","Igaratá","Mata na Fazenda do Sr. Barbosa","-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,NA,"24798","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-11-28 09:18:15-03","IBt","SP","308986","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Rossi, L","Melo, MMRF; Barros, MB","1116","1993","05","24",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-21 09:59:22-03","IBt","SP","347509","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Tomasulo, PLB","350",NA,NA,NA,NA,"Brasil","São Paulo","Mogi das Cruzes","Parque Municipal da Serra do Itapeti","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"SP010783","SP010783","28666","auto","2004","08",NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-11-12 15:23:30-03","IBt","SP","277759","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R","965","1995","05","08",NA,"Brasil","São Paulo","Pedra Bela","Pedra Bela, do outro lado da cidade em estrada de terra","-46.439998626709","-22.7900009155273",NA,NA,NA,NA,NA,NA,"10848","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-11-21 09:59:22-03","IBt","SP","23512","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","s.col.","62","1899","06","23",NA,"Brasil","São Paulo","Queluz",NA,"-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,NA,NA,"14382","auto","2004","08",NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-11-21 09:59:22-03","IBt","SP","74144","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kuhlmann, M","3910","1956","09","13",NA,"Brasil","São Paulo","Santa Isabel","Igaratá. Sítio do Sr. Barbosa.","-46.2200012207031","-23.3099994659424",NA,NA,NA,NA,NA,NA,"15272","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
