"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2019-02-15 11:34:39-02","IPA","IPA","10583","S","Plantae","Plantae",NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.","Barroso, G.M.","Pickel, B.","5510","1941","11","24","Southern America","Brasil","São Paulo","São Paulo","Calmon Viana, no campo.","-46.6300010681152","-23.5400009155273",NA,"Flores amarelas no disco e brancas nos raios.","IPA0010583",NA,"53584","auto",NA,"1966","03",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:24:23-03","UNICAMP","UEC","181744","S","Plantae","Magnoliopsida",NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Mantovani, W","123","1979","10","18",NA,"Brazil","São Paulo","Paranapiacaba","Reserva Biológica.",NA,NA,NA,"Planta herbácea, 1m. Flores brancas.","UEC065825","UEC065825",NA,NA,NA,"2014","08",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-09-23 10:16:15-03","UNICAMP","UEC","195470","S","Plantae","Magnoliopsida",NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Semir, J; Monge, M","Meireles, LD; et al.","2a","2007","02","07",NA,"Brazil","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,"UEC132047","UEC132047",NA,NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:24:23-03","UNICAMP","UEC","155972","S","Plantae","Magnoliopsida",NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Brade, AC; Duarte, A","RB67888","1949","10","05",NA,"Brazil","São Paulo","Bananal","Serra da Bocaína. Sertão do rio Vermelho.","-44.3199996948242","-22.6800003051758",NA,"Erva de flor alva.; Beira do córrego.","UEC076160","UEC076160","26795","auto",NA,"2011","02",NA,"1200","1200",NA,NA,NA,NA,NA
"15","2021-03-01 16:24:23-03","UNICAMP","UEC","108823","S","Plantae","Magnoliopsida",NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Freitas, L; Ravetta, AL","448","1998","11","06",NA,"Brazil","São Paulo","São José do Barreiro","Fazenda Pinheirinho.","-44.5699996948242","-22.6399993896484",NA,"Erva ereta, 1m. Brácteas brancas, corola amarelo.; Mata aluvial mista. Beira de rio.","UEC121784","UEC121784","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-05 16:44:54-03","UFOP","OUPR","15262","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M.","Badini, J.","s.n.","1975","09","04",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,"Brejo. Erva. Flores brancas",NA,NA,"44599","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-05 16:44:54-03","UFOP","OUPR","15261","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M.","Badini, J.; Zurlo, M.A. & Silva, J.L.","s.n.","1975","09","04",NA,"Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,"Brejo. Erva. Flores brancas",NA,NA,"44599","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-05 16:44:54-03","UFOP","OUPR","15260","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M.","Badini, J.","s.n.","1975","09","04",NA,"Brasil","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,"Brejo",NA,NA,"44599","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-16 08:38:33-03","UTFPR","HCF","10235","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","J. Cordeiro & P.Larocca","M.G. Caxambu","3688","2012","02","02",NA,"Brasil","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.821361","-25.128472",NA,"erva ereta, heliófita, ca. 0,50 m.",NA,NA,NA,NA,NA,"2013",NA,NA,"1452","1452","48°49'16,9 W","25°07'42,5 S",NA,NA,NA
"20","2020-12-21 16:16:10-03","MBM","MBM","349756","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Robinson, H.; Smith, S.F.","Silva, J.M.","7054","2008","11","09","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,"Erva, capítulo alvo.; Matinha nebular.","MBM349756",NA,"55154","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:16:10-03","MBM","MBM","39884","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Ribas, O.S.","Hatschbach, G.","2048","1950","12","17","Southern America","Brazil","Paraná","Piraquara","Borda do Campo.","-49.0633010864258","-25.4416999816895",NA,"Flor alvecente.; Brejo.","MBM039884",NA,"12577","auto",NA,"2003","02",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:16:10-03","MBM","MBM","39878","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Esteves, R.L.","Hatschbach, G.","3524","1956","11","08","Southern America","Brazil","Paraná","Bocaiuva do Sul","Carijo.","-49.1150016784668","-25.2061004638672",NA,"Flor alva.; Região da mata.","MBM039878",NA,"61623","auto",NA,"2002","08","12",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:16:10-03","MBM","MBM","236047","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Hatschbach, G.","Silva, J.M.; Abe, L.M.; Abe, L.M.","2600","1998","11","10","Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra Santana","-49.1150016784668","-25.2061004638672",NA,"Flor alva.; Solo úmido, beira de estrada.","MBM236047",NA,"61623","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:16:10-03","MBM","MBM","192835","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Barroso, G.M.","Hatschbach, G.","5329","1958","11","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Papanduva.","-49.0553016662598","-25.3055992126465",NA,"Flósculos alvos.; Em terreno brejoso as margens de estrada e matas semi-devastadas.","MBM192835",NA,"55154","auto",NA,"1959",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:16:10-03","MBM","MBM","377051","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Lozano E.D.","Lozano, E.D.; Ariati, V.; Ariati, V.","444","2010","11","02","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Morro Getúlio.","-49.0553016662598","-25.3055992126465",NA,"Herbácea, 1 m. Capítulos alvos.; Campo sujo. Refúgio Vegetacional Altomontano.","MBM377051",NA,"55154","auto",NA,"2010",NA,NA,"1490","1490",NA,NA,NA,NA,NA
"26","2020-12-21 16:16:10-03","MBM","MBM","377050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Lozano E.D.","Lozano, E.D.; Ariati, V.; Cardoso, G.B.X.; Ariati, V.; Cardoso, G.B.X.","430","2010","10","02","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Morro Getúlio.","-49.0553016662598","-25.3055992126465",NA,"Herbácea, 60 cm, capítulos alvos.; Campo sujo. Refúgio Vegetacional Altomontano.","MBM377050",NA,"55154","auto",NA,"2010",NA,NA,"1490","1490",NA,NA,NA,NA,NA
"27","2020-12-21 16:16:10-03","MBM","MBM","6891","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Cabrera, A.","Hatschbach, G.","18192","1967","12","28","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizario.","-49.0553016662598","-25.3055992126465",NA,"Folhas grandes basais, em roseta. Lígulas alvas.; Da capoeira, locais úmidos.","MBM006891",NA,"55154","auto",NA,"1969","01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:16:10-03","MBM","MBM","67240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Hatschbach, G.","Hatschbach, G.","43263","1980","11","04","Southern America","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,"MBM067240",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:16:10-03","MBM","MBM","67240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Hatschbach, G.","Hatschbach, G.","43563","1980","11","04","Southern America","Brazil","Paraná","Quatro Barras","Rio Taquari.","-49.0769004821777","-25.3656005859375",NA,"Flores alvecentes.; Brajo.","MBM067240",NA,"17116","auto",NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:16:10-03","MBM","MBM","67241","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Hatschbach, G.","Hatschbach, G.; Carvalho, L.F.; Carvalho, L.F.","35528","1974","11","26","Southern America","Brazil","Paraná","Quatro Barras","Rio Taquari.","-49.0769004821777","-25.3656005859375",NA,"Capítulos alvos.; Brejo, solo turfoso e úmido.","MBM067241",NA,"17116","auto",NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:28:02-03","PUC-RIO","FCAB","1063","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.","G.M. Barroso","P. Capell S.J.","s.n.","1952","02",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,"Sinônimo relevante: Holocheilus pinnatifidus (Less.) Cabrera. Semi rudelaris.","001063",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 19:08:17-03","MNHN","RECOLNAT_MNHN_P","P00732871","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Roque","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732871' target='other'> <mi>dwc_moreinfo</mi></a>","P00732871","P00732871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-10-03 05:37:44-03","MNHN","RECOLNAT_MNHN_P","P00732870","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Cabrera","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","Donné en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732870' target='other'> <mi>dwc_moreinfo</mi></a>","P00732870","P00732870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768816","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Riedel",NA,"1833","11","1",NA,"Brasil",NA,NA,"In humidis paludosisque Pr. Mugi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768816' target='other'> <mi>dwc_moreinfo</mi></a>","P03768816","P03768816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1143",NA,NA
"35","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768817","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Monte Orgãos. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768817' target='other'> <mi>dwc_moreinfo</mi></a>","P03768817","P03768817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5796",NA,NA
"36","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768818","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Gardner",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768818' target='other'> <mi>dwc_moreinfo</mi></a>","P03768818","P03768818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5796",NA,NA
"37","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768819","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Glaziou, A.",NA,"1868","9","8",NA,"Brasil","Rio de Janeiro",NA,"Brésil. Haut des Orgues. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768819' target='other'> <mi>dwc_moreinfo</mi></a>","P03768819","P03768819_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2853",NA,NA
"38","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768820","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Brésil, Province de Minas. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". s.d. Reçu le 29 juin 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768820' target='other'> <mi>dwc_moreinfo</mi></a>","P03768820","P03768820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11051",NA,NA
"39","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768821","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Glaziou, A.",NA,"1879","6","24",NA,"Brasil","Minas Gerais",NA,"Brésil. Entre Sítio et João Ayres. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768821' target='other'> <mi>dwc_moreinfo</mi></a>","P03768821","P03768821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11051",NA,NA
"40","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768822","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Regnell, A.",NA,"1869","12","6",NA,"Brasil",NA,NA,"Brésil, Pico do Frade. Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768822' target='other'> <mi>dwc_moreinfo</mi></a>","P03768822","P03768822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 809",NA,NA
"41","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768823","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Riedel",NA,"1833","11","1",NA,"Brasil","São Paulo",NA,"Brésil. Mugy. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . [1164] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768823' target='other'> <mi>dwc_moreinfo</mi></a>","P03768823","P03768823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1719",NA,NA
"42","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768824","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768824' target='other'> <mi>dwc_moreinfo</mi></a>","P03768824","P03768824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768825","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Minas Gerais",NA,"Brésil, Province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . No. 1913. catal B2, 1e. p. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768825' target='other'> <mi>dwc_moreinfo</mi></a>","P03768825","P03768825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2152",NA,NA
"44","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768826","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Minas Gerais",NA,"Brésil. Province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821'. . No 1509. Catal. B2 1a pard, No 2152 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768826' target='other'> <mi>dwc_moreinfo</mi></a>","P03768826","P03768826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2152",NA,NA
"45","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768827","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Minas Gerais",NA,"Brésil. Province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . No 1509. Catal. B2 1a pard, No 2152 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768827' target='other'> <mi>dwc_moreinfo</mi></a>","P03768827","P03768827_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2152",NA,NA
"46","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768829","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Weddell, H.A.",NA,"1843","11","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Minas-Geraës. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768829' target='other'> <mi>dwc_moreinfo</mi></a>","P03768829","P03768829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"936",NA,NA
