"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","individualCount","class","relatedCatalogItem"
"96","2015-04-09 13:26:39-03","F","FMNH-SEEDPLANTS","V0293503F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293503F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293503F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"97","2015-04-09 13:26:40-03","F","FMNH-SEEDPLANTS","V0293505F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293505F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293505F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"98","2015-04-09 13:26:41-03","F","FMNH-SEEDPLANTS","V0293507F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293507F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293507F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"99","2015-04-09 13:26:43-03","F","FMNH-SEEDPLANTS","V0293508F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293508F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293508F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"100","2015-04-09 13:26:44-03","F","FMNH-SEEDPLANTS","V0293509F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293509F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293509F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"101","2018-05-14 16:13:05-03","F","FMNH-SEEDPLANTS","V0293510F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"A. Glaziou","16118","South America","Brazil","Rio de Janeiro",NA,NA,NA,"V0293510F","Spermatophyta",NA,NA,"RRC ID Flag","1886","8","22",NA,NA,"-42.5","-22",NA,NA,"V0293510F_01 V0293510F_02",NA,NA,NA,NA,NA,NA,NA,NA,"16118",NA,"Dicotyledoneae",NA
"102","2015-04-09 13:26:40-03","F","FMNH-SEEDPLANTS","V0293504F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293504F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293504F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"103","2015-04-09 13:26:41-03","F","FMNH-SEEDPLANTS","V0293506F","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0293506F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0293506F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"104","2020-02-20 14:37:26-03","IAC","IAC","53726","S","Plantae","Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"M.C.R. Campos & R. Belinelo","918",NA,"Brasil","São Paulo",NA,NA,"parcela E, subparcela 97",NA,NA,NA,"(Vell.) Müll.Arg.","M.C.R. Campos & R. Belinelo","2006","07","19","Ubatuba","Núcleo Picinguaba/PESM, trilha da Casa da Farinha","-45.0711","-23.4339",NA,NA,NA,NA,NA,"-45.0711","-23.4339","2006","07","19","leiocarpoides",NA,NA,NA,NA
"105","2020-07-23 12:21:21-03","CEPLAC","CEPEC","119310","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"J. G. Jardim","4608",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"S. F. Conceição","2007","06","05","FEIRA DE SANTANA","Serra de São José. Acesso pelo povoado São José, ca. 10Km da BR-106.","-39.666667","-12.7",NA,NA,NA,NA,NA,"39W40'0","12S42'0",NA,NA,NA,NA,NA,NA,NA,"30/07/2005"
"106","2020-07-23 12:21:21-03","CEPLAC","CEPEC","126160","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jardim, J. G.","5380",NA,"Brasil","Bahia",NA,NA,"Flores em álcool 70%. Foto. DET: C.P. Bruniera / ano 2011",NA,NA,NA,NA,"Sem Informação","2008","10","11","arataca","Serra das Lontras, Rod. Arataca/Una, entrada 9,5km N. Faz. Oreon 6km da entrada, trilha margeando o rio.","-39.391111","-15.197222",NA,NA,NA,NA,NA,"39w23'28","15s11'50",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-07-23 12:21:21-03","CEPLAC","CEPEC","126161","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jardim, J. G.","5381",NA,"Brasil","Bahia",NA,NA,"Topo da serra. / Det: C.P. Briniera ano 2011",NA,NA,NA,NA,"Sem Informação","2008","10","11","arataca","Serra das Lontras, Rod. Arataca/Una, entrada 9,5km N. Faz. Oreon 6km da entrada, trilha margeando o rio.","-39.391111","-15.197222",NA,NA,NA,NA,NA,"39w23'28","15s11'50",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-07-23 12:21:21-03","CEPLAC","CEPEC","131668","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"D. A. Folli","5904",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"D. C. Zappi","1986","08","07","LINHARES","Reserva Natural Vale. Estrada Municipal do MME, KM 1,6.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2008"
"109","2020-07-23 12:21:21-03","CEPLAC","CEPEC","94359","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Fiaschi, P.","1136",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","2002","10","17","BUERAREMA","Ramal à esq., ca. 15km da Rodovia de Buerarema para São José da Vitória, km 9 da estrada para Arataca, ca. 9,5km à dir. da BR 101.","-39.301111",NA,NA,NA,NA,NA,NA,"39W18'4","15S9'95",NA,NA,NA,"coronata",NA,NA,NA,NA
"110","2020-07-23 12:21:21-03","CEPLAC","CEPEC","102263","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"J. G. Jardim","3971",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","2001","11","17","WENCESLAU GUIMARÃES","Estação Ecológica Estadual Nova Esperança. Rod. para o distrito de Cocão e Nova Espterança, ca. 38Km da BR-101. Mata do Jorge.","-39.707778","-13.578056",NA,NA,NA,NA,NA,"39W42'28","13S34'41",NA,NA,NA,"coronata",NA,NA,NA,"30/05/2007"
"111","2020-07-23 12:21:21-03","CEPLAC","CEPEC","106939","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"A. M. Amorim","7164",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","2008","02","18","NOVA VENÉCIA","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo.","-40.443889","-18.776944",NA,NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,"coronata",NA,NA,NA,NA
"112","2020-07-23 12:21:21-03","CEPLAC","CEPEC","110282","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Amorim, A. M.","5238",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","2005","10","12","arataca","Serra do Peito-de-Moça, complexo Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha para o pico e picada à direita.","-39.341667","-15.173611","1000","1000",NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,"coronata",NA,NA,NA,NA
"113","2020-07-23 12:21:21-03","CEPLAC","CEPEC","114348","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Amorim, A. M.","6347",NA,"Brasil","Bahia",NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,NA,NA,"SpeciesLink/lacunas","2006","09","24","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","1000","1000",NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,"coronata",NA,NA,NA,NA
"114","2020-07-23 12:21:21-03","CEPLAC","CEPEC","148191","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"M. Peron","982",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"silva jardim",NA,"-42.3917007446289","-22.6508007049561",NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,"leiocarpoides",NA,NA,NA,NA
"115","2020-07-23 12:21:21-03","CEPLAC","CEPEC","8435","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"R. S. Pinheiro","1804",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","1972","01","29","POTIRAGUÁ","Rodovia Potiraguá/Itaimbé., Km 10.","-39.8767013549805","-15.5946998596191",NA,NA,NA,"37811","auto",NA,NA,NA,NA,NA,"leiocarpoides",NA,NA,NA,"30/12/1989"
"116","2020-07-23 12:21:21-03","CEPLAC","CEPEC","62255","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"J. G. Jardim","564",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","1994","09","29","ILHÉUS","Mata da Esperança. Ca. 3KM ao N da sede, próximo a represa para a captação de água.","-39.083333","-14.766667",NA,NA,NA,NA,NA,"39W5'","14S46'",NA,NA,NA,"ochroleuca",NA,NA,NA,"07/04/2007"
"117","2020-07-23 12:21:21-03","CEPLAC","CEPEC","86697","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"W. W. Thomas","12179",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"SpeciesLink/lacunas","2000","09","28","URUÇUCA","Parque Estadual Serra do Condurú, caminho p/ topo da Serra do Condurú.","-39.1","-14.466667",NA,NA,NA,NA,NA,"39W6'","14S28'",NA,NA,NA,"ochroleuca",NA,NA,NA,"30/04/2007"
"118","2020-07-23 12:21:21-03","CEPLAC","CEPEC","29433","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"E. B. dos Santos","19",NA,"Brasil","Bahia",NA,NA,"<ll>dwc_commonname:</ll> Erva-de-rato",NA,NA,NA,NA,"SpeciesLink/lacunas","1982","06","02","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto","0W0'0","0S0'0",NA,NA,NA,"ochroleuca",NA,NA,NA,"30/04/2007"
"119","2020-07-23 12:21:21-03","CEPLAC","CEPEC","9588","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata saint-hilariei",NA,"R. S. Pinheiro","2321",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"D. C. Zappi","1973","11","28","LINHARES","Km 9 da Rod. Linhares/Regência.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,"saint-hilariei",NA,NA,NA,"30/12/2000"
"120","2020-07-23 12:21:21-03","CEPLAC","CEPEC","145991","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"J. M. A. Braga","3593",NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"mangaratiba",NA,"-44.040599822998","-22.9596996307373",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,"leiocarpoides",NA,NA,NA,NA
"121","2019-11-13 16:05:05-03","UNISANTA","HUSC","3826","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Sampaio, P.S.P.; Martins, S.E.","538",NA,"Brasil","São Paulo",NA,NA,"Arvoreta com 2m de altura; botões florais; subosque.; Floresta de restinga inundável.",NA,"Magnoliophyta",NA,"(Vell.) Mull. Arg.","Anunciação, E.A.","2000","10","10","Bertioga","Estrada que liga Bertioga ao Munícipio de Mogi das Cuzes; Fazenda Itapanhaú.","-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto",NA,NA,"2001","08",NA,"coronata",NA,NA,NA,NA
"122","2019-11-13 16:05:05-03","UNISANTA","HUSC","1687","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Magenta, M.A.G.; Sampaio, P.S.P.; Martins, S.E.","88",NA,"Brasil","São Paulo",NA,NA,"Arbusto, 50cm de altura. Frutos verdes imaturos. Beira do rio.; Floresta de restinga paludosa sobre solo turfoso.",NA,"Magnoliophyta",NA,"(Vell.) Mull. Arg.","Anunciação, E.A.","1999","03","18","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto",NA,NA,"1999","06",NA,"coronata",NA,NA,NA,NA
"123","2019-11-13 16:05:05-03","UNISANTA","HUSC","2773","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Martins, S.E.; Sampaio, P.S.P.","713",NA,"Brasil","São Paulo",NA,NA,"Arbusto com 0,5m de altura. Frutos alvos.; Floresta Paludosa sobre Substrato Turfoso Alta.",NA,"Magnoliophyta",NA,"(Vell.) Mull. Arg.","Zappi","2000","06","01","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,NA,NA,"37616","auto",NA,NA,"2000",NA,NA,"coronata",NA,NA,NA,NA
"124","2016-08-23 11:00:14-03","NHMLondon","NHM-LONDON-BOT","BM000832007","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata","Isolectotype","Ludwig Riedel; b.1790; d.1861; Riedel","637",NA,"Brasil","Rio de Janeiro",NA,"NHMUK:ecatalogue:5481012","<a href=http://www.nhm.ac.uk/services/media-store/asset/d94dd85b9f514a501de7db820dc36dc52ece410b/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Vell.) Müll.Arg.","David Frederick Farr; b.1941; D.F.Farr",NA,NA,NA,NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA,NA,"-42.64735","-22.531489","1995","03",NA,NA,NA,NA,NA,NA
"125","2019-11-01 15:09:47-03","UnB","UB","143516","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Heringer, EP","5814","Southern America","Brasil","Minas Gerais",NA,NA,"Mata",NA,"Dicotyledoneae",NA,"(Müll.Arg.) Zappi","Zappi, DC","1957","02","03","Lagoa Dourada","Lagoa Preta, margem do Rio Paraopeba","-44.0783004760742","-20.914400100708",NA,NA,NA,"18625","auto",NA,NA,"2009",NA,NA,"ochroleuca",NA,NA,NA,NA
"126","2019-11-01 15:09:47-03","UnB","UB","143504","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Hatschbach, G","25670","Southern America","Brasil","Paraná",NA,NA,"Arbusto 2m. Flor alva.; Mata",NA,"Dicotyledoneae",NA,"(Vell.) Müll.Arg.","Zappi, DC","1970","11","26",NA,"Ilha do Mel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,"coronata",NA,NA,NA,NA
"127","2021-03-04 15:46:11-03","IF","SPSF","44511","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"S.J.Silva Neto","486","América do Sul","Brasil","RJ",NA,NA,"COLETA: Arbusto ombrófilo, 3m altura; folhas concolores cartáceas; flores com cálice e corola esverdeado-alvacentos.; GEOGRAFIA: Picada para a Serra do Beco;",NA,"Magnoliophyta","Rubiales","(Vell.) Müll.Arg.","D.Zappi","1994","11","16","Nova Iguaçú","Morro da Catanuda","-43.451099395752","-22.7591991424561",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"128","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Vellozo, JMC","l. c.s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.",NA,NA,NA,NA,NA,"in Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Vellozo, JMC","s.n.","Southern America","Brazil","?",NA,NA,"Coletor: Vellozo l. c. (v. icon.).",NA,NA,NA,"(Vell.) Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-03-04 16:04:38-03","UNESP-IS","HISA","5038","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Noronha,M.R.P et al","1027",NA,"Brasil","São Paulo",NA,NA,"Interior de mata.Arbusto, ca 60cm, frutos maturos brancos.",NA,"Magnoliophyta","Gentianales","(Vell.) Müll.Arg.","Zappi,D.","1995","04","11","Andradina","Reserva Biológica da Estação Experimental de Zootecnia de Andradina","-51.378889","-20.895833",NA,NA,NA,NA,NA,"51w22' 44","20s 53' 45","2007",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"131","2019-11-21 10:18:35-03","IBt","SP","300924","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Pereira Noronha, MR; et al.","1027",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Zappi, DC","1995","04","11","Andradina","Reserva Biológica da Estação Experimental de Zootecnia de Andradina","-51.566667","-20.783333",NA,NA,NA,NA,NA,"-51.566667","-20.783333","2007",NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:18:35-03","IBt","SP","262437","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Gomes, MZ","299",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1993","06","29","Iguape","Estação Ecológica Juréia-Itatins, Caminho do Imperador, próximo ao posto da praia da Juréia","-47.25","-24.55",NA,NA,NA,NA,NA,"-47.25","-24.55","2011","07",NA,"coronata",NA,NA,NA,NA
"133","2019-11-21 10:18:35-03","IBt","SP","266803","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Guedes, RR; et al.","2191",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1988","11","07","Nova Friburgo","Reserva Ecológica de Macaé de Cima, Sítio Sophronites. Nascente do Rio das Flores","-42.05","-22","1100","1100",NA,NA,NA,"-42.05","-22","2011","07",NA,"coronata",NA,NA,NA,NA
"134","2019-11-21 10:18:35-03","IBt","SP","300897","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Souza, VC; et al.","5649",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1994","04","14","Matão","Fazenda Cambuhy","-48.558056","-21.620833","600","600",NA,NA,NA,"-48.558056","-21.620833","2007",NA,NA,"ochroleuca",NA,NA,NA,NA
"135","2020-10-22 10:13:52-03","IBt","SP","358350","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Pastore, JA; Moura, C","925",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Zappi, DC","2001","01","19","São Vicente","Parque Estadual Xixová-Japuí, Região Paranapuã na mata","-46.369167","-23.976944",NA,NA,NA,NA,NA,"-46.369167","-23.976944","2007",NA,NA,"coronata",NA,NA,NA,NA
"136","2019-11-21 10:18:35-03","IBt","SP","497439","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"Bruniera, CP; et al.","405",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Bruniera, CP","2011","09","24","Guapimirim","Parque Nacional da Serra dos Órgãos, Subsede de Guapimirim. Trilha do Poço da Preguiça, no meio da trilha do Poço Verde","-43.000833","-22.492222",NA,NA,NA,NA,NA,"-43.000833","-22.492222","2011",NA,NA,"leiocarpoides",NA,NA,NA,NA
"137","2019-11-21 10:18:35-03","IBt","SP","497437","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Bruniera, CP; et al.","332",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Bruniera, CP","2011","04","15","Ribeirão Preto","Estação Ecológica de Ribeirão Preto, (Mata de Santa Tesesa). Trilha anterior à trilha do córrego que divide a Reserva","-47.852778","-21.227222","588","588",NA,NA,NA,"-47.852778","-21.227222","2011","04","15","ochroleuca",NA,NA,NA,NA
"138","2020-11-19 09:30:07-03","IBt","SP","497440","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata saint-hilairei",NA,"Bruniera, CP; Groppo Jr, M","308",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,"(Standl.) Zappi","Zappi, DC; Bruniera, CP","2011","03","30","Mimoso do Sul","Entre Kms 50 e 51 da rod. ES 391 (ca. 1,5 km NW da ponte sobre o rio Pratinha)","-41.350556","-21.088889",NA,NA,NA,NA,NA,"-41.350556","-21.088889","2014",NA,NA,"saint-hilairei",NA,NA,NA,NA
"139","2019-11-21 10:18:35-03","IBt","SP","79868","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Heringer, EP","3908",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1955","06","06","Paraopeba","Hôrto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,"26090","auto",NA,NA,"2002",NA,NA,"ochroleuca",NA,NA,NA,NA
"140","2019-11-21 10:18:35-03","IBt","SP","82322","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Elias de Paula, J","25",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1965","04","04","Paraopeba","Mata da Fazenda do Rasgão","-44.4042015075684","-19.2744007110596",NA,NA,NA,"26090","auto",NA,NA,"2007",NA,NA,"ochroleuca",NA,NA,NA,NA
"141","2020-11-19 09:30:07-03","IBt","SP","11617","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Loefgren, A","CGG4309",NA,"Brasil","São Paulo",NA,NA,NA,"SP008230",NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1899","04","17","Araraquara","Lageado. Capoeirão","-48.1699981689453","-21.7900009155273",NA,NA,"SP008230","29178","auto",NA,NA,"2007","03",NA,"ochroleuca",NA,NA,NA,NA
"142","2019-11-21 10:18:35-03","IBt","SP","341686","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Nicolau, SA; Beraldo, MD; Villagra, BLP; Dias, JWD","2120",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1999","12","16","Cajuru","Próximo à curso d'água Fazenda Santa Carlota","-47.2999992370605","-21.2700004577637",NA,NA,NA,"21243","auto",NA,NA,"2007",NA,NA,"ochroleuca",NA,NA,NA,NA
"143","2020-02-13 09:37:17-03","IBt","SP","216075","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Melo, MMRF; Barros, F; Romaniuc Neto, S","520",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1984","03","20","Cananéia","Ilha do Cardoso, Mata do rio Sítio Grande","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574","auto",NA,NA,"2014",NA,NA,"coronata",NA,NA,NA,NA
"144","2019-11-21 10:18:35-03","IBt","SP","286110","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Nicolau, SA","589",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1994","12","06","Iguape","Estação Ecológica Juréia-Itatins, Arredores do posto de fiscalização da Praia da Juréia, local alagado","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"145","2019-11-21 10:18:35-03","IBt","SP","275150","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Melo, MMRF; Cordeiro, I; Jardim, JG; Barros, M","1049",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1994","11","22","Iguape","Estação Ecológica Juréia-Itatins, Às margens do Rio Verde, próximo ao alojamento da S.M.A.","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
