"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","375574","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","H. O. Sleumer","P. K. H. Dusén","13050","1911","09","24","South America","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375574","NY00375574_01 NY00375574_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375572","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","H. O. Sleumer","P. K. H. Dusén","7366","1908","12","15","South America","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375572","NY00375572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","533317","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","M. C. Dias","O. C. Pavao",NA,"1999","11","24","South America","Brazil","Paraná","Curiúva","Fazenda Sao José, Curiúva.","-50.4581","-24.0325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533317","NY00533317_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375582","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","H. O. Sleumer","L. B. Smith","9662","1956","12","30","South America","Brazil","Santa Catarina","Dionísio Cerqueira","Pinheiral near Dionísio Cerqueira","-53.6394","-26.255","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375582","NY00375582_01","800","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","375579","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","H. O. Sleumer","L. B. Smith","14454","1965","01","14","South America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.03","-25.22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375579","NY00375579_01","890","920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","476258","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. L. Liesner","L. Riedel","647","1824","09",NA,"South America","Brazil","Rio de Janeiro",NA,"Morro [illegible word]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476258","NY00476258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","885813","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","M. C. Dias","B. G. Dias","J38","1997","09","13","South America","Brazil","Paraná","Tibagi","Tibagi. Lado esq. ponte - Rio Tibagi.","-50.4133","-24.5094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885813","NY00885813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02636733","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","L.A. Gomes","L.A. Gomes","281","2011","11","04","South America","Brazil","Sergipe","Capela","RVS Mata do Junco","-37.0567","-10.5311","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2292939' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636733","NY02636733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00897140","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","H. O. Sleumer","P. Clausen","s.n.","1841",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897140","NY00897140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","375576","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","G. Pabst","G. F. J. Pabst","4498","1958","05","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Ilha do Governador, Jardim Guanabara","-43.200892","-22.812325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375576","NY00375576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","375585","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. L. Liesner","A. Sagástegui A.","12966","1985","11","02","South America","Peru","Cajamarca","Contumazá","Yetón-Guzmango",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375585",NA,"2200","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","375573","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","P. K. H. Dusén","P. K. H. Dusén","16896","1915","03","29","South America","Brazil","Paraná",NA,"Capao Bonito",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375573","NY00375573_01 NY00375573_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01788388","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","L.A. Gomes","L.A. Gomes","412","2012","04","20","South America","Brazil","Sergipe",NA,"Capela. RVS Mata do Junco: Borda da trilha.","-37.0514","-10.5194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2057920' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788388","NY01788388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","375577","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","L. B. Smith","R. Reitz","17551","1965","12","13","South America","Brazil","Paraná","Ponta Grossa","Arenitos, Vila Velha, Ponta Grossa","-50.001697","-25.25301","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375577","NY00375577_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","375584","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","J. C. Lindeman","J. C. Lindeman","5291","1967","05","13","South America","Brazil","Paraná","Roncador","Vicinity of Roncador","-52.275","-24.6031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375584","NY00375584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","375581","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","H. O. Sleumer","G. G. Hatschbach","17781","1967","11","08","South America","Brazil","Paraná","Sao Joao do Triunfo","S. Joao do Triunfo","-50.2972","-25.6833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375581","NY00375581_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00897135","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. L. Liesner","E. L. Taylor","E1008","1983","02","26","South America","Brazil","Maranhão","Tuntum","Palmeirinhas, on unpaved road S from BR 226, between Presidente Duatre and Barro do Corda","-44.47","-5.23","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897135","NY00897135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG3667","S","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla",NA,NA,NA,NA,"2010",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Gandarela - Município de Santa Bárbara",NA,NA,NA,"Estrada Paiol. Florística e Fitossociologia para ampliação de mina de dolomito calcário. Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","25043","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Vieira, A.O.S.","Viani, R.A.G.","16","1999","10","16",NA,"Brasil","Paraná","Curiúva",NA,NA,NA,NA,"Árvore 5 m. frutos imaturos verdes.","BOTU025043",NA,NA,NA,"1999","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","31291","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Medri, C.; Dias, M.C.","Medri, C.","488","1997","10","11",NA,"Brasil","Paraná","Sapopema","Salto das Orquideas",NA,NA,NA,NA,"BOTU031291",NA,NA,NA,"1999","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","24987","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Dias, M.C.","Francisco, E.M.",NA,"2000","06","29",NA,"Brasil","Paraná","São Jerônimo da Serra",NA,NA,NA,NA,"Árvore 4 m de altura; flores creme esverdeadas. Borda da mata.","BOTU024987",NA,NA,NA,"2000","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","2368","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, R.B.","Christianini, S.R.","658","1997","10","08",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore de 6 m de altura, caule semi-rugoso, folhas membranáceas com pilosidade branca, frutos verdes.","BOTU002368",NA,NA,NA,"1998","9999","9999","03","04",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","2707","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, R.B.","Christianini, S.R.","694","1997","10","20",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore; cerca de 6 m de altura, folhas membranáceas com pilosidade branca, caule semi-rugoso, frutos verdes.","BOTU002707",NA,NA,NA,"1998","9999","9999","03","04",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","26040","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler",NA,"Paiva, M.R.C.",NA,"1997","08","26",NA,"Brasil","Paraná","Reserva",NA,NA,NA,NA,"Árvore 10 a 12 m de altura; flores avermelhadas; folhas pilosas abaxial.","BOTU026040",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","26576","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler",NA,"Kinupp, V.F.","784","1997","08","22",NA,"Brasil","Paraná","Cambé",NA,NA,NA,NA,"Árvore 6 m de altura; botões florais verde-claros, flores creme-esverdeados. Borda da mata.","BOTU026576",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","2710","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, R.B.","Christianini, S.R.","339","1997","09","27",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Arvoreta, cerca de 3 m de altura, folhas membranáceas com pilosidade branca, caule semi-rugoso, flores verde-claro com bordas mais claras internamente.","BOTU002710",NA,NA,NA,"1998","9999","9999","03","04",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:54-03","UFRJ","RFA","19909","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","G.G. Hatschbach","G.G. Hatschbach","41091","1978","01","03",NA,"Brasil","Paraná","Campo Largo","Retiro Grande","-49.5283012390137","-25.4585990905762",NA,"Pequena árvore de frutos amarelos","RFA49736",NA,NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:11:02-03","UTFPR","DVPR","1636","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Estevan, DA","Duarte, E; Estevan, DA","128","2014","09","18",NA,"Brasil","Paraná","Dois Vizinhos","Estrada para comunidade Pinheirinho","-53.055018","-25.431179",NA,"Árvore, ca. 8 m, flores creme-esverdeadas, visitadas por abelhas.; Beira de estrada.","DVPR001636","DVPR001636","539","539","2014","-53.055018","-25.431179","11","06",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:11:02-03","UTFPR","DVPR","4079","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Caxambu, MG","Caxambu, MG; Siqueira, EL; Moraes, A; A.C.","6802","2015","08","21",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu - cercanias da BR- 277.","-53.44003","-25.05452",NA,"arbusto ca. 3,5 m, heliófita. Flores amarelo- esverdeadas, odoríferas. Visitadas por Diptera.; Relevo: suave-ondualdo.","DVPR004079",NA,"708","708","2015","-53.44003","-25.05452","10","07",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-24 17:11:02-03","UTFPR","DVPR","3876","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","6960","2015","10","02",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR-277.","-53.39086","-25.03519",NA,"arvoreta ca. 5m, heliófita. Frutos imaturos verdes.; Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Mista Montana.","DVPR003876",NA,"734","734","2015","-53.39086","-25.03519","10","25",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:11:02-03","UTFPR","DVPR","4273","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Cordeiro, J","Silva, AR; Siqueira, EL","525","2007","10","11",NA,"Brasil","Minas Gerais","Boa Esperança","Fazenda Caxambu, estrada para Boa Esperança- Coqueiral, km 15","-45.28205","-21.06243",NA,"Arvoreta ca. 6m, flores esverdeadas.","DVPR004273",NA,"859","859","2008","-45.28205","-21.06243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:11:02-03","UTFPR","DVPR","1803","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Estevan, DA","Duarte, E","228","2014","11","11",NA,"Brasil","Paraná","Dois Vizinhos","Propriedade Sr. Celso Eduardo Pereira Ramos","-53.05209","-25.4292",NA,"Árvore ca. 3 m, frutos verdes.; Borda de mata.","DVPR001803","DVPR001803","537","537","2014","-53.05209","-25.4292","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-24 17:11:02-03","UTFPR","DVPR","4094","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Caxambu, MG","Caxambu, MG; et al.","3411","2011","08","11",NA,"Brasil","Paraná","Luiziana","Estação Ecológica Luiziana.","-52.27527","-24.03144",NA,"árvore ca. 8m, heliófita. Flores verdes. Início da floração.; Relevo: ondulado.","DVPR004094",NA,"640","640","2011","-52.27527","-24.03144","08","23",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-24 17:11:02-03","UTFPR","DVPR","4282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Caxambu, MG","Siqueira, EL; et al.","74","2007","11","15",NA,"Brasil","Paraná","Dois Vizinhos","Campus da UTFPR. Arredores.","-53.05162","-25.42553",NA,"arvoreta ca. 3 m. Frutos imaturos verdes.; Relevo: ondulado. Vegetação: Floresta Ombrófila Mista Montana.","DVPR004282",NA,"530","530","2008","-53.05162","-25.42553","01","15",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-24 17:11:02-03","UTFPR","DVPR","2923","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Dias, MC","Cavalheiro, AL; et al.","s.n.","1998","12","12",NA,"Brasil","Paraná","Curiúva","Sítio Carolina","-50.4583015441895","-24.0324993133545",NA,"Árvore 5m, frutos imaturos verdes.","DVPR002923",NA,NA,NA,"1999",NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:11:02-03","UTFPR","DVPR","2917","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Chagas-Silva, F","Chagas-Silva, F","1571","1991","07","31",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre: Leiteria.","-50.6156005859375","-24.3239002227783",NA,"Árvore 18m, botões florais esverdeados, frequente na área.","DVPR002917",NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-24 17:11:02-03","UTFPR","DVPR","4825","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Estevan, DA","Zimbro, E","s.n.","2015","11","03",NA,"Brasil","Paraná","Virmond","Sítio Santa Iracema","-52.1994018554688","-25.3810997009277",NA,"Árvore 2 m, frutos.","DVPR004825",NA,NA,NA,"2016",NA,NA,NA,NA,"22917","auto",NA,NA,NA,NA,NA,NA
