"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-04-05 14:24:50-03","UNESC","CRI","4927","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Daniel B. Falkenberg",NA,NA,NA,"Robson dos Santos; A. Aguiar","241","1996","02","16","Brasil",NA,"Brasil",NA,"-48.559444","-27.315278","48º33'34''W","27º18'55''S","52","52",NA,"CRI000536","CRI000536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:24:50-03","UNESC","CRI","1526","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","R. R. Negrelle",NA,NA,NA,"R. Negrelle; C. Londero","561","1992","11","07","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","10","10",NA,"CRI000540","CRI000540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:24:50-03","UNESC","CRI","5458","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Marcos Sobral","1997","06","02","V. Citadini-Zanette; C. Galvani & C. Goulart",NA,"1996","05","08","Brasil","Santa Catarina","Imbituba",NA,"-48.670556","-28.240556","48º40'14''W","28º14'26''S","23","23",NA,"CRI000534","CRI000534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:24:50-03","UNESC","CRI","3521","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Marcos Sobral",NA,NA,NA,"Robson dos Santos","74","1994","05","03","Brasil",NA,"Brasil","Proximidades da Escola Técnico Federal Agrícola.","-49.7","-29.133333","49º42'W","29º8'S","30","30",NA,"CRI000533","CRI000533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:24:50-03","UNESC","CRI","1525","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","R. R. Negrelle",NA,NA,NA,"R. Negrelle; C. Londero","508","1992","11","06","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","10","10",NA,"CRI000542","CRI000542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","497124","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","L. B. Smith",NA,NA,NA,"R. Reitz","5623","1953","02","05","Brazil","Santa Catarina","Palhoça","Campo Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497124","NY00497124_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","497122","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","L. B. Smith",NA,NA,NA,"R. Reitz","9346","1959","11","13","Brazil","Santa Catarina","Itajaí","Cordeiros, Itajaí","-48.6617","-26.9081",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497122","NY00497122_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02332058","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus reissekii","Loes.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511159' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332058","NY02332058_01","Magnoliophyta","Aquifoliales","South America","sheet","reissekii",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","497119","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","G. Edwin",NA,NA,NA,"G. G. Hatschbach","17356","1967","10","10","Brazil","Paraná","Ponta Grossa","Passo do Pupo","-49.96198","-25.145584",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497119","NY00497119_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","497129","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus peduncularis","(Reissek) Loes.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","8646","1909","12","02","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497129","NY00497129_01","Magnoliophyta","Aquifoliales","South America","sheet","peduncularis",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01023388","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"H. S. Irwin","22670","1969","01","26","Brazil","Minas Gerais",NA,"Ca. 17km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","-43.55","-18.15",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023388","NY01023388_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","497128","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497128","NY00497128_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","497126","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","L. B. Smith",NA,NA,NA,"R. Reitz","4809","1952","12","18","Brazil","Santa Catarina","Palhoça","Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497126","NY00497126_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","497127","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","E. Pereira",NA,NA,NA,"A. P. Duarte","3356","1950","12","10","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Canavieiras","-48.4686756","-27.4355461",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497127","NY00497127_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","497121","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","S. F. Smith; L. B. Smith",NA,NA,NA,"G. G. Hatschbach","13118","1965","11","11","Brazil","Paraná","Morretes","Cabeçeiras do Rio Arraial","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497121","NY00497121_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","497123","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","8263","1909","03","17","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497123","NY00497123_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","497125","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","E. Pereira",NA,NA,NA,"A. P. Duarte","3356","1950","12","10","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina - Canavieiras","-48.4686756","-27.4355461",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497125","NY00497125_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","632049","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","S. M. Andrews",NA,NA,NA,"W. Ganev","1208","1992","10","10","Brazil","Bahia","Abaíra","Caminho para Cachoeira das Anaguinhas, próximo á Cachoeira","-41.88","-13.28",NA,NA,"1320","1320","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632049","NY00632049_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1182637","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","M. Groppo, Jr.",NA,NA,NA,"B. C. Kurtz","328","2003","12","17","Brazil","Rio de Janeiro","Carapebus","Parque Nacional da Restinga de Jurubatiba. Área E entre as Lagoas Comprida e de Carapebus.","-41.6611","-22.1872",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407367' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182637","NY01182637_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","497120","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"R. Reitz","5248","1957","10","18","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim, Campo Alegre","-49.2656","-26.1925",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497120","NY00497120_01","Magnoliophyta","Aquifoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:29:00-03","UFRJ","RFA","8577","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","G. Edwin","1965",NA,NA,"Klein S. Besolin","5996","1965","04","29","Brasil","Santa Catarina","Florianópolis","Pantano do Sul","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Arbusto de flor branca. Habitat: Restinga Habito: Arbusto de flor branca","RFA27629",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"32","2020-06-29 11:29:00-03","UFRJ","RFA","11273","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","S. Menezes","2007","03","08","P. Occhioni","4705","1971","11",NA,"Brasil","Santa Catarina","Florianópolis","Sobre dunas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Arbusto; flor esverdeada","RFA36300",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"33","2020-11-24 17:10:26-03","UTFPR","DVPR","3250","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Brotto, ML; Bohrer, P","2013",NA,NA,"Caxambu, MG; Siqueira, EL","4337","2012","11","02","Brasil","Paraná","Pontal do Sul","Pontal do Paraná","-48.26246","-25.36395","-48.26246","-25.36395","14","14","Arbusto 3m, heliófito, flores com cálice verde e corola alva.; Relevo plano. Solo organossolo Hidromórfico.Floresta Ombrófila Densa das Terras Baixas","DVPR003250",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:34:18-03","EAO","IAN","103907","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Duarte, AP; Falcão, JIA","3356","1950","12","10","Brasil","Santa Catarina","Canavieiras","Ilha de Santa Catarina.",NA,NA,NA,NA,NA,NA,"Subarbusto de solo areno-turfoso, bastante frequente com flores alvas.","IAN103907",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:34:18-03","EAO","IAN","59217","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Rambo, B","46814","1950","04","14","Brasil","Rio Grande do Sul",NA,"Fazenda de Arroio, próximo a Osório. In silva subpaludosa.",NA,NA,NA,NA,NA,NA,NA,"IAN059217",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:24:43-03","PUCPR","HUCP","20420","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","A. St. Hil., A. St. Hil.","Selusniaki, M",NA,NA,NA,"Bonaldi, R","418","2008","12","21","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00005022","HUCP00005022","Eudicotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"37","2019-12-04 15:24:43-03","PUCPR","HUCP","10634","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","A. St. Hil., A. St. Hil.","Silvia, SM",NA,NA,NA,"Athayde, SF","005","1991","11","30","Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00005168","HUCP00005168","Eudicotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"38","2019-12-04 15:24:43-03","PUCPR","HUCP","3396","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","A. St. Hil., A. St. Hil.","Britez, RM","1987","03","13","Britez, RM","1397",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica 1.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00005116","HUCP00005116","Eudicotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"39","2019-12-04 15:24:43-03","PUCPR","HUCP","22916","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","A. St. Hil., A. St. Hil.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","615","2012","11","26","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"HUCP00005195","HUCP00005195","Eudicotiledonea",NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA
"40","2020-02-08 08:44:19-03","NBC","NL-BOTANY","U.1093288","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Harley RM; et al.",NA,"1988","11","09","Brazil",NA,NA,"Bahia. Mun.: Rio de Contas. 17-20km ao N da cidade na estrada para o povoado de Mato Grosso.","-41.866667","-13.483333","-41.866667","-13.483333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1093288","NL-U1093288",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 08:44:19-03","NBC","NL-BOTANY","L.2269328","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Pedersen TM",NA,"1973","02","27","Brazil","São Paulo",NA,"Brazil, State of Sao Paulo, Peruibe.",NA,NA,NA,NA,NA,NA,"Thickets and low scrubby woodland, on low ground near the shore.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2269328 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2269328","NL-L2269328",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0759251",NA,NA
"42","2020-02-08 08:44:19-03","NBC","NL-BOTANY","L.2269329","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Edwin G",NA,NA,NA,"Reitz R; Klein RM",NA,"1959","12","11","Brazil","Santa Catarina",NA,"Brasil, Santa Catarina, Pirão Frio, Sombrio",NA,NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2269329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2269329","NL-L2269329",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0759250",NA,NA
"43","2020-02-08 08:44:19-03","NBC","NL-BOTANY","L.2269330","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Smith LB",NA,NA,NA,"Reitz R; Klein RM",NA,"1959","11","13","Brazil","Santa Catarina",NA,"Brasil, Santa Catarina, Cordeiros, Itajaí",NA,NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2269330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2269330","NL-L2269330",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0759249",NA,NA
"44","2020-02-08 08:44:19-03","NBC","NL-BOTANY","L.2269331","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Rambo B; Emrich","1958","09","17","Rambo B",NA,"1958","01","23","Brazil","Rio Grande do Sul",NA,"Brasil, RGS, Faz. d. Arroio p. Osório.",NA,NA,NA,NA,NA,NA,"In silvula.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2269331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2269331","NL-L2269331",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0759248",NA,NA
"45","2020-02-08 08:44:19-03","NBC","NL-BOTANY","L.2269332","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Rambo B; Emrich","1954","05","05","Rambo B",NA,"1950","05","01","Brazil","Rio Grande do Sul",NA,"Brasil, RGS, Osório.",NA,NA,NA,NA,NA,NA,"In silvula arenosa subpaludosa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2269332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2269332","NL-L2269332",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0759247",NA,NA
"46","2020-02-08 08:44:19-03","NBC","NL-BOTANY","L.3717855","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Grotta AS; Bartolomeu J",NA,"1953","11","29","Brazil",NA,NA,"Santos, Mongaguá, Praia Grande.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3717855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3717855","NL-L3717855",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 08:44:19-03","NBC","NL-BOTANY","U.1093286","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","07","20","Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. Pontal do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1093286","NL-U1093286",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2020-02-08 08:44:19-03","NBC","NL-BOTANY","U.1093287","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Lindeman JC",NA,"1971","11","17","Brazil",NA,NA,"Pastagem pantanosa na beira da lagoa atrás o Morro dos Conventos zona.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1093287","NL-U1093287",NA,"Aquifoliales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
