"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","continentOcean","imagecode","class","order","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","individualCount","preparationType"
"11","2021-03-01 16:20:29-03","UNICAMP","UEC","38870","S","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","Gonçalves, APS","2005","Valls, JFM; Vieira, JG; Cançado, G","5932","1981","03","27","Brazil","Distrito Federal","Brasília","Borda do Vale do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358","70570","Raro em manchas muito restritas. Doação do CEN.; Cerrado.","UEC071240","auto","Liliopsida",NA,"UEC071240",NA,NA,"12",NA,NA,NA,NA,"19",NA,NA,NA
"12","2019-08-16 08:40:36-03","UTFPR","HCF","1718","S","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","T.S. Filgueiras","2004","M.L. Fonseca","5119","2004","04","14","Brasil","GO","Cavalcante","Fazenda Cachoeira da Prata","-47.656083","-13.418639",NA,"erva ca. 3,0 m de altura; caule amarelado; inflorescência cor verde. Abundante. Vegetação: cerrado ralo. Solo: arenoso.",NA,NA,NA,NA,NA,NA,NA,"09","47°39'21,9 W","13°25'07,1 S","1097","1097",NA,NA,NA,NA
"13","2020-12-21 16:40:25-03","MBM","MBM","136294","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","Viana, P.L.","2008","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54323",NA,NA,NA,"Brazil","Minas Gerais","Buritizeiro","Rod. BR-265, subida para a Chapada dos Gerais","-44.9622001647949","-17.3511009216309","88041","Caespitosa, até 2m. Borda da chapada, muito abundante.","MBM136294","auto",NA,"Southern America","MBM136294",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:40:25-03","MBM","MBM","26158","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","Viana, P.L.","2008","Hatschbach, G.","31939",NA,NA,NA,"Brazil","Mato Grosso","Rio Verde","Rodovia Campo Grande - Cuiabá",NA,NA,NA,"Caespitosa, 2m, formações densas na borda do chapadão.","MBM026158",NA,NA,"Southern America","MBM026158",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:40:25-03","MBM","MBM","192772","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","Viana, P.L.","2008","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64594",NA,NA,NA,"Brazil","Minas Gerais","São Gonçalo do Abaeté","Rod. BR-365, 40km S do trevo com a Rod. BR-040","-45.8333015441895","-18.3383007049561","75342","Caespitosa, 3m. Cerrado.","MBM192772","auto",NA,"Southern America","MBM192772",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:45:06-03","UFMG","BHCB","186360","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,"2017","Oliveira, DMG; Stehmann, JR; Fernandes, RL; Azevedo, LO","117","2017","02","16","Brasil","Minas Gerais","Monte Azul","Parque Estadual Caminho das Gerais","-43.038056","-14.875",NA,"Dominante na paisagem.; Forma touceiras; Bainha da base do colmo caducas com cor de palha, maioria com o ápice aristado. Brácteas arroxeadas; Anteras brancas.; Cerrado rupestre.","BHCB186360",NA,"Monocotyledon","Southern America",NA,NA,NA,"03","-43.038056","-14.875","1047","1047","22",NA,NA,NA
"17","2020-12-11 11:45:06-03","UFMG","BHCB","76454","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"Hatschbach, G","54323","1990","06","16","Brasil","Minas Gerais","Buritizeiro",NA,"-44.9622001647949","-17.3511009216309","88041",NA,NA,"auto","Monocotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:45:06-03","UFMG","BHCB","76279","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"Hatschbach, G","64594","1996","04","12","Brasil","Minas Gerais","São Gonçalo do Abaeté",NA,"-45.8333015441895","-18.3383007049561","75342",NA,NA,"auto","Monocotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","226673","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure",NA,NA,"Silveira","Silveira 644","1918","11",NA,"Brazil","Minas Gerais",NA,"Serra do Cabral(Caparao).",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","226684","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure",NA,NA,"Ezechias P. Heringer|et al.","Heringer 4382","1980","4","14","Brazil","Distrito Federal",NA,"Bacia do Rio S. Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2012-05-14 14:11:00-03","MO","MOBOT","226696","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure",NA,NA,"Gerald F. Guala II|Tarciso S. Filgueiras","Guala 1307","1990","4","27","Brazil","Minas Gerais",NA,"Mpio. Joao Pinheiro, Faz. Boa Esperanca.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","229799","PreservedSpecimen","Plantae","Poaceae","Arundinaria","cannavieira","Arundinaria cannavieira","Silveira",NA,NA,"A.A. da Silveira","Silveira 644",NA,NA,NA,"Brazil","Minas Gerais",NA,"Serra do Cabral",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","1775710","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","G. Davidse",NA,"Ezechias P. Heringer","Heringer 4409","1980","4","15","Brazil","Distrito Federal",NA,"Brasília: Bacia do Rio S. Bartolomeu. Quadrícula 173",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2014-08-23 05:35:00-03","MO","MOBOT","1775836","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","G. Davidse",NA,"Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 23824a","1969","2","24","Brazil","Minas Gerais",NA,"Cerrado, ca. 20 km west of Montes Claros, road to Agua Boa",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","1255417","PreservedSpecimen","Plantae","Poaceae","Arundinaria","cannavieira","Arundinaria cannavieira","Silveira",NA,NA,"A. A. Silveira","644",NA,NA,NA,"Brazil","Minas Gerais",NA,"Serra do Cabral.",NA,NA,NA,NA,"US00131559",NA,NA,"South America - Neotropics","US00131559_01","Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,"Type fragment","1",NA
"26","2020-09-12 05:00:02-03","US","US","2901997","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"E. P. Heringer, T. S. Filgueiras, R. C. Mendonça, B. A. S. Pereira, A. Salles & F. Chagas e Silva","4382","1980","4","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00029999",NA,NA,"South America - Neotropics","US00029999_01 US00029999_02","Monocotyledonae","Cyperales",NA,NA,NA,"3","3",NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2901999","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"E. P. Heringer","4409","1980","4","15","Brazil","Distrito Federal",NA,"Bartolomeu",NA,NA,NA,NA,"US00030002",NA,NA,"South America - Neotropics","US00030002_01 US00030002_02","Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","2692061","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"H. S. Irwin","23824 A","1969","2","24","Brazil","Goiás",NA,"Montes claros",NA,NA,NA,NA,"US00030030",NA,NA,"South America - Neotropics","US00030030_01 US00030030_02","Monocotyledonae","Cyperales",NA,NA,NA,"1000","1000",NA,NA,"1",NA
"29","2020-09-12 05:00:02-03","US","US","2946633","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"C. A. W. Schwacke","1801","1896","10",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00029998",NA,NA,"South America - Neotropics","US00029998_01 US00029998_02","Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA
"30","2020-09-12 05:00:02-03","US","US","2796304","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"H. S. Irwin","23824 A","1969","2","24","Brazil","Minas Gerais",NA,"Cerrado",NA,NA,NA,NA,"US00030000",NA,NA,"South America - Neotropics","US00030000_01 US00030000_02","Monocotyledonae","Cyperales",NA,NA,NA,"1000","1000",NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","3232231","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"R. J. V. Alves, J. Becker & O. Roppa","4137","1992","5","16","Brazil","Minas Gerais",NA,"Chapada diamantina, near summit of fumaca falls",NA,NA,NA,NA,"US00382431",NA,NA,"South America - Neotropics","US00382431_01 US00382431_02","Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2901998","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"E. P. Heringer","4409","1980","4","15","Brazil","Distrito Federal",NA,"Bartolomeu",NA,NA,NA,NA,"US00030001",NA,NA,"South America - Neotropics","US00030001_01 US00030001_02","Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","3690556","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"G. Guala & T. S. Filgueiras","1307","1990","4","27","Brazil","Minas Gerais",NA,"Fazenda Boa Esperanca, a narrow strip of degraded cerradao on the west side of BR-040 just north of the intersection with MG-365 and Posto Pirapatos.","-45.8","-17.95",NA,NA,"US02889312",NA,NA,"South America - Neotropics","US02889312_01","Monocotyledonae","Cyperales",NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2020-09-12 05:00:02-03","US","US","3487518","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala",NA,NA,"G. Guala & T. S. Filgueiras","1297","1990","4","25","Brazil","Distrito Federal",NA,"Cerrado area being used for pasture in the St. Bartolomeu river valley 4K from DF-130 along a dirt road entered at a wooden gate near a Eucalyptus stand about 9K from DF-260.",NA,NA,NA,NA,"US02889313",NA,NA,"South America - Neotropics","US02889313_01","Monocotyledonae","Cyperales",NA,NA,NA,"1060",NA,NA,NA,"1",NA
"35","2019-11-13 11:28:49-03","USP","SPF","153255","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","Filgueiras, TS","2012","Hatschbach, G","54323","1990","06","16","Brasil","Minas Gerais","Buritizeiro",NA,"-44.9622001647949","-17.3511009216309","88041",NA,"SPF00153255","auto",NA,NA,"SPF00153255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:28:49-03","USP","SPF","156337","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Silveira) Guala","Filgueiras, TS","2012","Hatschbach, G","64594","1996","04","12","Brasil","Minas Gerais","São Gonçalo do Abaeté",NA,"-45.8333015441895","-18.3383007049561","75342",NA,"SPF00156337","auto",NA,NA,"SPF00156337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:21:35-03","UEFS","HUEFS","67609","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure",NA,NA,"Hatschbach, G.","64594","1996","04","12","Brasil","Minas Gerais","São Gonçalo do Abaeté","Rod. BR-365, 40km S do trevo com a Rod. BR-040.","-45.8333015441895","-18.3383007049561","75342",NA,"HUEFS0067609","auto","Angiospermae",NA,"HUEFS0067609","Lilianae","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-23 13:22:59-03","MN","R-TIPOS","132081e","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081e",NA,NA,NA,"R000132081e_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"39","2021-02-23 13:22:59-03","MN","R-TIPOS","132081f","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081f",NA,NA,NA,"R000132081f_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"40","2021-02-23 13:22:59-03","MN","R-TIPOS","132081c","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081c",NA,NA,NA,"R000132081c_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"41","2021-02-23 13:22:59-03","MN","R-TIPOS","132081","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081",NA,NA,NA,"R000132081_001",NA,NA,"08",NA,NA,NA,NA,"22","Holotypus de Arundinaria cannavieira Silveira",NA,NA
"42","2021-02-23 13:22:59-03","MN","R-TIPOS","132081a","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081a",NA,NA,NA,"R000132081a_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"43","2021-02-23 13:22:59-03","MN","R-TIPOS","132081h","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081h",NA,NA,NA,"R000132081h_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"44","2021-02-23 13:22:59-03","MN","R-TIPOS","132081d","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081d",NA,NA,NA,"R000132081d_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"45","2021-02-23 13:22:59-03","MN","R-TIPOS","132081g","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081g",NA,NA,NA,"R000132081g_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"46","2021-02-23 13:22:59-03","MN","R-TIPOS","132081b","PreservedSpecimen","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Silveira) McClure","Guala, G.F.","1992","Silveira, A.A.","HS - 644","1918","11",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,NA,"R000132081b",NA,NA,NA,"R000132081b_001",NA,NA,"08",NA,NA,NA,NA,"22","Isotypus de Arundinaria cannavieira Silveira",NA,NA
"47","2021-02-08 12:52:33-03","UFRGS","ICN","063992","S","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Alvaro da Silveira) McClure","Gerald, F","1992","Valls, JFM; Vieira, J; Cançado, G","5932","1981","03","27","Brasil","DF",NA,"Borda do Vale do Rio São Bartolomeu",NA,NA,NA,NA,NA,NA,"Monocotyledon","América do Sul",NA,NA,NA,"12",NA,NA,NA,NA,"19",NA,NA,NA
"48","2021-02-08 12:52:33-03","UFRGS","ICN","092534","S","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Alvaro da Silveira) McClure","Filgueiras, TS","1990","Filgueiras, TS","1970","1990","01","13","Brasil","MG","São Gonçalo do Abaeté","BR 040, Km 254. Pequena população em campo limpo arenoso","-45.8333015441895","-18.3383007049561","75342","Projeto Biografia do Bioma Cerrado; Estéril",NA,"auto","Monocotyledon","América do Sul",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:52:33-03","UFRGS","ICN","092535","S","Plantae","Poaceae","Apoclada","cannavieira","Apoclada cannavieira","(Alvaro da Silveira) McClure","Filgueiras, TS","1990","Filgueiras, TS","1971","1990","01","14","Brasil","MG","São Gonçalo do Abaeté","Em campo limpo arenoso. Encontrada somente neste local","-45.8333015441895","-18.3383007049561","75342","Projeto Biografia do Bioma Cerrado",NA,"auto","Monocotyledon","América do Sul",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:53:37-03","UFRGS","ICN","159022","S","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Alvaro da Silveira) Guala","Ribeiro, DG",NA,"Ribeiro, DG; Alvarenga, D; Filho, JPB; Mendes, VC","59","2005","05","19","Brasil","GO","Cavalcante","estrada para Minaçu 13°39'22 7S 47°28'32 4W","-47.475556","-13.656111",NA,"Doação do Herbário IBGE; material fértil, aproximadamente 2,10m, touceira em senescência; cerrado, campo rupestre",NA,NA,"Monocotyledon","América do Sul",NA,NA,NA,NA,"-47.475556","-13.656111","1100","1100",NA,NA,NA,NA
"51","2021-03-03 22:00:02-03","FLAS","FLAS","187105","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Alv. Silv.) Guala",NA,NA,"Gerald F. Guala II","1312",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen"
"52","2021-03-03 22:00:02-03","FLAS","FLAS","187102","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Alv. Silv.) Guala",NA,NA,"Gerald F. Guala II","1307",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen"
"53","2021-03-03 22:00:02-03","FLAS","FLAS","187103","PreservedSpecimen","Plantae","Poaceae","Filgueirasia","cannavieira","Filgueirasia cannavieira","(Alv. Silv.) Guala",NA,NA,"Gerald F. Guala II","1311",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen"
