"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"13","2021-01-14 15:19:08-03","MN","R","208266","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Bove, C.P. 205; Koehler, S. & Morrey-Jones, J.",NA,"1997","05","27",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"R010069220,R010069221,R010069409","R010069220 R010069221 R010069409",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:19:08-03","MN","R","208267","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Bove, C.P. 268; Koehler, S. & Lisbôa, R.M.",NA,"1997","10","12",NA,"Brasil","Mato Grosso",NA,"Cocalinho",NA,NA,NA,NA,NA,NA,"R010069223","R010069223",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:19:08-03","MN","R","208274","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Bove, C.P. 618; Gil, A. & Moreira, C.B.",NA,"1999","11","16",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"R010069218","R010069218",NA,NA,"1999","12","09",NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:19:08-03","MN","R","215966","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Bove, C.P.","Bove, C.P. 1017; Costa, W. & Costa, B.B.",NA,"2002","01","29",NA,"Brasil","Goiás",NA,NA,"-47.067583","-15.050111","5","5",NA,NA,"R010069217,R010066660","R010066660 R010069217","47°04'3,3W","15°03'0,4S","2002","10","11",NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:19:08-03","MN","R","232686","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Canalli, Y.M. & Machado, D.","Martinelli, G. 18701; Fernandez, E., Baez, C. & Lima, T.",NA,"2015","05","30",NA,"Brasil","Mato Grosso","Barão de Melgaço","RPPN Sesc Pantanal","-56.280556","-16.588611","130","130",NA,"RB 625478","R010036353","R010036353","56º16'50W","16º35'19S","2016","08","11",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:19:08-03","MN","R","215965","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Costa, W.; Pupo, F. & Araújo, E.",NA,"1999","02","14",NA,"Brasil","Bahia","Paratinga",NA,"-43.1842002868652","-12.6906003952026",NA,NA,NA,NA,"R010069219,R010069410,R010069411","R010069219 R010069410 R010069411",NA,NA,"1999","12","09",NA,"61248","auto",NA,NA,NA,NA
"19","2021-01-14 15:19:08-03","MN","R","208266","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Bove, C.P. 205; Koehler, S. & Morrey-Jones, J.",NA,"1997","05","27",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"R010069220,R010069221,R010069409","R010069220 R010069221 R010069409",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:19:08-03","MN","R","208267","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Bove, C.P. 268; Koehler, S. & Lisbôa, R.M.",NA,"1997","10","12",NA,"Brasil","Mato Grosso",NA,"Cocalinho",NA,NA,NA,NA,NA,NA,"R010069223","R010069223",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:19:08-03","MN","R","208274","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Bove, C.P. 618; Gil, A. & Moreira, C.B.",NA,"1999","11","16",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"R010069218","R010069218",NA,NA,"1999","12","09",NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:19:08-03","MN","R","215966","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Bove, C.P.","Bove, C.P. 1017; Costa, W. & Costa, B.B.",NA,"2002","01","29",NA,"Brasil","Goiás",NA,NA,"-47.067583","-15.050111","5","5",NA,NA,"R010069217,R010066660","R010066660 R010069217","47°04'3,3W","15°03'0,4S","2002","10","11",NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:19:08-03","MN","R","232686","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Canalli, Y.M. & Machado, D.","Martinelli, G. 18701; Fernandez, E., Baez, C. & Lima, T.",NA,"2015","05","30",NA,"Brasil","Mato Grosso","Barão de Melgaço","RPPN Sesc Pantanal","-56.280556","-16.588611","130","130",NA,"RB 625478","R010036353","R010036353","56º16'50W","16º35'19S","2016","08","11",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:19:08-03","MN","R","215965","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Griseb.","Koehler, S.","Costa, W.; Pupo, F. & Araújo, E.",NA,"1999","02","14",NA,"Brasil","Bahia","Paratinga",NA,"-43.1842002868652","-12.6906003952026",NA,NA,NA,NA,"R010069219,R010069410,R010069411","R010069219 R010069410 R010069411",NA,NA,"1999","12","09",NA,"61248","auto",NA,NA,NA,NA
"25","2020-11-19 10:22:27-03","CPAP","CPAP","10432","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Pott, V. J.","1903","1993","04","15",NA,"Brasil","MT","Poconé","Fazenda Santo Antonio, vazante da sede, Pantanal","-56.833333","-16.35","100","100",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Vazante com água em baixa, 15-20cm profundidade. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"56°50' W","16°21' S","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:22:27-03","CPAP","CPAP","13996","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","V. J. Pott","Pott, V. J.","2702","1995","05","13",NA,"Brasil","MT","Alto Paráguai","MT-246, entre Barra do Bugres e Jangada","-56.82","-15.134722",NA,NA,NA,"Erva ereta rosulada. FLOR: não visto. FRUTO: . INTERESSE: Medicinal. FREQUÊNCIA: Raro. AMBIENTE: Borda de lagoa formada por água descida de morro. SUBSTRATO: solo arenoso. RELEVO: plano/sopé de serra.",NA,NA,"56°49'12'' W","15°08'05'' S","1996","05",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:22:27-03","CPAP","CPAP","14873","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.",NA,"Pott, V. J.","2938","1996","02","25",NA,"Brasil","MS","Coxim","23Km W de Coxim, estrada pantaneira","-54.883333","-18.4","250","250",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Apícola; ornamental. FREQUÊNCIA: Muito frequente. AMBIENTE: Brejo em beira de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"54°53' W","18°24' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:22:27-03","CPAP","CPAP","14916","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.",NA,"Pott, V. J.","2981","1996","02","27",NA,"Brasil","MT","Poconé","Fazenda Ipiranga (porteira de entrada), na Transpantaneira km 11; Sub-região de Poconé; Pantanal","-56.645","-16.353611","100","100",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Raro. AMBIENTE: Campo alagado. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,"56°38'42'' W","16°21'13'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:22:27-03","CPAP","CPAP","15334","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","V. J. Pott","Pott, A.","7718","1996","03","19",NA,"Brasil","MT","Cáceres","Fazenda Santo Antonio, estrada particular da BR-364, para a fazenda Cáceres Florestal; Pantanal BR-364, para a fazenda Cáceres Florestal; Pantanal","-57.718889","-15.944444","170","170",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Depressão alagada em campo natural. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"57°43'08'' W","15°56'40'' S","1996","03",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:22:27-03","CPAP","CPAP","17955","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","V. J. Pott","Pott, V. J.","3592","1998","08","26",NA,"Brasil","MS","Rio Negro","Rio do Peixe, acima da cascata","-54.966667","-19.390278",NA,NA,NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Praia de rio com água, 10cm profundidade. SUBSTRATO: solo argilo-arenoso. RELEVO: plano.",NA,NA,"54°58' W","19°23'25'' S","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:22:27-03","CPAP","CPAP","9813","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Pott, V. J.","1688","1992","05","27",NA,"Brasil","MS","Corumbá","Estrada para Forte Coimbra, MS-454, a 24km da BR-262 lado esquerdo, Pantanal","-57.616667","-19.616667","120","120",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Beira de estrada, campo inundado. SUBSTRATO: solo argiloso fértil. RELEVO: plano.",NA,NA,"57°37' W","19°37' S","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:22:27-03","CPAP","CPAP","9857","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Pott, V. J.","1732","1992","08","05",NA,"Brasil","MT","Poconé","Transpantaneira, MT-060, início de Pantanal","-56.633333","-16.25","110","110",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: castanho. INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Borda de caixa de empréstimo quase seca. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"56°38' W","16°15' S","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:22:27-03","CPAP","CPAP","5542","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Ferreira, C. J. A.","06","1988","06","14",NA,"Brasil","MS","Aquidauana","Alagado no meio da estrada que liga Aquidauana a fazenda Alegrete","-55.7872009277344","-20.4710998535156",NA,NA,NA,"Herbácea. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Poças no meio da estrada que liga Aquidauana a fazenda Alegrete. SUBSTRATO: solo arenoso. RELEVO: .",NA,NA,NA,NA,"1996",NA,NA,NA,"212961","auto",NA,NA,NA,NA
"34","2020-11-19 10:22:27-03","CPAP","CPAP","10432","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Pott, V. J.","1903","1993","04","15",NA,"Brasil","MT","Poconé","Fazenda Santo Antonio, vazante da sede, Pantanal","-56.833333","-16.35","100","100",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Vazante com água em baixa, 15-20cm profundidade. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"56°50' W","16°21' S","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:22:27-03","CPAP","CPAP","13996","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","V. J. Pott","Pott, V. J.","2702","1995","05","13",NA,"Brasil","MT","Alto Paráguai","MT-246, entre Barra do Bugres e Jangada","-56.82","-15.134722",NA,NA,NA,"Erva ereta rosulada. FLOR: não visto. FRUTO: . INTERESSE: Medicinal. FREQUÊNCIA: Raro. AMBIENTE: Borda de lagoa formada por água descida de morro. SUBSTRATO: solo arenoso. RELEVO: plano/sopé de serra.",NA,NA,"56°49'12'' W","15°08'05'' S","1996","05",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:22:27-03","CPAP","CPAP","14873","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.",NA,"Pott, V. J.","2938","1996","02","25",NA,"Brasil","MS","Coxim","23Km W de Coxim, estrada pantaneira","-54.883333","-18.4","250","250",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Apícola; ornamental. FREQUÊNCIA: Muito frequente. AMBIENTE: Brejo em beira de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"54°53' W","18°24' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:22:27-03","CPAP","CPAP","14916","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.",NA,"Pott, V. J.","2981","1996","02","27",NA,"Brasil","MT","Poconé","Fazenda Ipiranga (porteira de entrada), na Transpantaneira km 11; Sub-região de Poconé; Pantanal","-56.645","-16.353611","100","100",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Raro. AMBIENTE: Campo alagado. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,"56°38'42'' W","16°21'13'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:22:27-03","CPAP","CPAP","15334","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","V. J. Pott","Pott, A.","7718","1996","03","19",NA,"Brasil","MT","Cáceres","Fazenda Santo Antonio, estrada particular da BR-364, para a fazenda Cáceres Florestal; Pantanal BR-364, para a fazenda Cáceres Florestal; Pantanal","-57.718889","-15.944444","170","170",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Depressão alagada em campo natural. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"57°43'08'' W","15°56'40'' S","1996","03",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-19 10:22:27-03","CPAP","CPAP","17955","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","V. J. Pott","Pott, V. J.","3592","1998","08","26",NA,"Brasil","MS","Rio Negro","Rio do Peixe, acima da cascata","-54.966667","-19.390278",NA,NA,NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Praia de rio com água, 10cm profundidade. SUBSTRATO: solo argilo-arenoso. RELEVO: plano.",NA,NA,"54°58' W","19°23'25'' S","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-19 10:22:27-03","CPAP","CPAP","9813","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Pott, V. J.","1688","1992","05","27",NA,"Brasil","MS","Corumbá","Estrada para Forte Coimbra, MS-454, a 24km da BR-262 lado esquerdo, Pantanal","-57.616667","-19.616667","120","120",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Beira de estrada, campo inundado. SUBSTRATO: solo argiloso fértil. RELEVO: plano.",NA,NA,"57°37' W","19°37' S","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:22:27-03","CPAP","CPAP","9857","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Pott, V. J.","1732","1992","08","05",NA,"Brasil","MT","Poconé","Transpantaneira, MT-060, início de Pantanal","-56.633333","-16.25","110","110",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: castanho. INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Borda de caixa de empréstimo quase seca. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"56°38' W","16°15' S","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-19 10:22:27-03","CPAP","CPAP","5542","PreserverdSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforestii","Limnocharis laforestii","Duchass. ex Griseb.","R. R. Haynes","Ferreira, C. J. A.","06","1988","06","14",NA,"Brasil","MS","Aquidauana","Alagado no meio da estrada que liga Aquidauana a fazenda Alegrete","-55.7872009277344","-20.4710998535156",NA,NA,NA,"Herbácea. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Poças no meio da estrada que liga Aquidauana a fazenda Alegrete. SUBSTRATO: solo arenoso. RELEVO: .",NA,NA,NA,NA,"1996",NA,NA,NA,"212961","auto",NA,NA,NA,NA
"43","2021-04-07 11:40:32-03","UFMS","CGMS","33730","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Limnocharis","laforesti","Limnocharis laforesti","Duchass. ex Griseb.",NA,"V.C. Soares; F.J. Kochanovski; M.M. Garcia; N.V. Alcântara","30","2011","06","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0197223","-18.4825","93","93",NA,"Flor amarela. Habitat: Vazante secando. Relevo plano. Habito: Erva emergente. 0,20-0,30m de altura.","CGMS1063129",NA,"-57,0197223","-18,4825","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
