"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","639230","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","W. Ganev","1703","1992","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639230","Magnoliophyta","Malpighiales","Saddi","Bahia","Piata","Serra do Santana, atrás da igreja","-41.75","-13.15","NY00639230_01","V. Bittrich","1300","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","639229","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","R. M. Harley","H50424","1992","12","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639229","Magnoliophyta","Malpighiales","Saddi","Bahia","Piata","Quebrada da Serra do Atalho","-41.83","-13.22","NY00639229_01","V. Bittrich","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","477082","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","H. S. Irwin","10969","1965","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477082","Magnoliophyta","Malpighiales","Saddi","Goiás","Corumbá de Goiás","Serra dos Pirineus; Ca. 5 km. south of Corumbá de Goiás","-49","-16","NY00477082_01","N. Saddi","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","477080","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","B. A. S. Pereira","3203","1996","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477080","Magnoliophyta","Malpighiales","Saddi","Goiás","Alto Paraíso de Goiás","Km 15 da estrada Alto Paraiso","-47.5","-14.17",NA,"B. A. S. Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","639231","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","R. M. Harley","H50179","1991","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639231","Magnoliophyta","Malpighiales","Saddi","Bahia","Abaíra","Catolés","-41.85","-13.28",NA,"V. Bittrich","1000","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","477083","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","J. A. Ratter","R6527","1991","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477083","Magnoliophyta","Malpighiales","Saddi","Bahia",NA,"Fazenda Jatobá (Floryl S. A.), in Gerais area of Bahia, close to the Brasilia-Barreiros highway","-46","-14","NY00477083_01","N. Saddi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02701520","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","H. S. Irwin","18202","1966","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982565' target='other'> <mi>dwc_moreinfo</mi></a>","NY02701520","Magnoliophyta","Malpighiales","Saddi","Distrito Federal","Brasília","Jardim Zoológico, Brasília, D.F.","-47.95","-15.85","NY02701520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","477081","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","H. S. Irwin","10002","1965","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477081","Magnoliophyta","Malpighiales","Saddi","Goiás","Cristalina","Serra dos Cristais; Ca. 5 km south of Cristalina","-48","-17","NY00477081_01","N. Saddi","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02701523","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","B. M. T. Walter","2962","1995","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982568' target='other'> <mi>dwc_moreinfo</mi></a>","NY02701523","Magnoliophyta","Malpighiales","Saddi","Maranhão","Balsas","Projeto de colonizacao agricola Batavo/Campo. Regiao proxima ao corrego Tem Medo. Reserva de cerrado.","-46.0355987548828","-7.53249979019165","NY02701523_01",NA,"470",NA,"222094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-15 11:14:34-03","FUNED","FUNED-POL","4607","PreservedSpecimen","Plantae","Clusiaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","São-Thiago, P.S.,Silveira,M.A.,",NA,"2009","12","06",NA,"Brasil",NA,NA,"Pétalas brancas.","POL004607",NA,NA,NA,"MG","Januária","Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.","-44.628889","-14.935833","POL004607_p01 POL004607_p02 POL004607_p03 POL004607_p04 POL004607_p05",NA,NA,NA,NA,NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA
"21","2020-12-15 11:14:34-03","FUNED","FUNED-POL","4612","PreservedSpecimen","Plantae","Clusiaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","São-Thiago, P.S.,Silveira,M.A.,",NA,"2009","12","06",NA,"Brasil",NA,NA,"Presença de látex branco, pétalas brancas. Raízes boas para gastrite (mas não em período de floração).","POL004612",NA,NA,NA,"MG","Januária","Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.","-44.628889","-14.935833",NA,NA,NA,NA,NA,NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:43:46-03","UNEB","HUNEB","9636","PreservedSpecimen","Plantae","Clusiaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","XAVIER, A. B.","187ALCB66038","2003","11","28",NA,"Brasil",NA,NA,"Arbóreo - arbustivo","HUNEB0009636","Angiospermae","Florideophycidae","Saddi","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"23","2019-10-09 11:12:26-03","UFBA","ALCB","95154","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","17156","2010","06","14","Southern America","Brasil",NA,NA,"de ca 3 m de altura, latescente. Folhas coriáceas, com longo pecíolo. Frutos imaturos.","ALCB038680","Dicotyledon",NA,"Saddi","Bahia","Mucugê","Chapada Diamantina","-41.498333","-13.072222",NA,"Guedes, ML","1021","1021",NA,NA,"-41.498333","-13.072222",NA,"2010","07",NA,NA,NA
"24","2019-10-09 11:12:26-03","UFBA","ALCB","99144","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Guedes, ML; Gomes, FS; Lisboa, MS; Alunos de Botânica Econômica","18128","2010","11","22","Southern America","Brasil",NA,NA,"com látex amarelado. Folhas coriáceas com pecíolo longo. Flores com pétalas rosadas, muitos estames. Fruto cápsula lenhosa.","ALCB038677","Dicotyledon",NA,"Saddi","Bahia","Luis Eduardo Magalhães","Oeste, Parque Geovani","-45.816667","-12.216667",NA,"Guedes, ML",NA,NA,NA,NA,"-45.816667","-12.216667",NA,"2011","05",NA,NA,NA
"25","2020-11-04 11:04:13-03","ESALQ","ESA","57058","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Sobral, M.","10429.0","2006","01","10",NA,"Brasil",NA,NA,NA,"ESA057058","Magnoliophyta",NA,"Saddi","Tocantins","Palmas",NA,"-48.3602981567383","-10.2128000259399",NA,"Alkimin, W.",NA,NA,"62375","auto",NA,NA,NA,"2014","01","10",NA,NA
"26","2019-02-15 11:36:30-02","IPA","IPA","56369","S","Plantae","Clusiaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Alves, M.; et al.; et al.","1217","1997","10","20","Southern America","Brasil",NA,NA,"Arbusto ca. 2,5m de altura, botões amarelo-esverdeados. Ocasional.; Cerrado aberto.","IPA0056369","Plantae",NA,"Saddi","Bahia","Rio de Contas","arredores da cidade.","-41.8114013671875","-13.5789003372192",NA,"Santos, A.P.B.",NA,NA,"49773","auto",NA,NA,NA,"2014","07","03",NA,NA
"27","2021-03-24 17:08:50-03","UFES","SAMES","6192","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Matallana,G.; Vieira,P.B.","5","2016","01","21",NA,"Brasil",NA,NA,"Flores amarelas Habito: Árvore","SAMES06192",NA,NA,"Saddi","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"48094","auto","-400769445.0","-191513889.0",NA,NA,NA,NA,NA,NA
"28","2019-11-27 13:46:50-03","UFS","ASE","17084","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Martins, P; Nunes, E","ASE17084","1979","12","12","Southern America","Brasil",NA,NA,"Arbusto, flor branca, fruto marrom.; Arbusto, flor branca, fruto marrom.; Cerrado.","ASE0023651","Magnoliophyta",NA,"Saddi","Maranhão",NA,"Entre Balsas e São R. das Mangabeiras, a 17 Km de Balsas.","-44.3025","-2.529722","ASE0023651 ASE0023651_1","Saddi, N",NA,NA,NA,NA,"-44.3025","-2.529722",NA,"1993","02","25",NA,NA
"29","2019-08-20 10:09:01-03","UNICAMP","UEC","116730","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Silva, MA; Felfili, JM; Cardoso, E; Oliveira, NR; Oliveira, ECL; Barbosa, EL","4476","2000","09","09",NA,"Brazil",NA,NA,"Frutos, Árvore heliófila ca. 4m alt., frutos indeiscentes verde amarronzados e maduros deiscentes marrom alaranjados, sementes aladas, folhas glabras discolores verdes, látex amarelo. Cerrado.","UEC039422","Magnoliopsida",NA,"Saddi","Goiás","Guarani de Goiás","início do asfalto em direção a Posse.","-46.322778","-14.252778","UEC039422","Felfili, JM",NA,NA,NA,NA,"-46.322778","-14.252778",NA,"2000","09",NA,NA,NA
"30","2019-08-20 10:09:01-03","UNICAMP","UEC","122236","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Pansarin, ER; Mickeliunas, L","880","2002","12","31",NA,"Brazil",NA,NA,NA,"UEC077163","Magnoliopsida",NA,"Saddi","Goiás","Terezina De Goiás","Rodovia GO 118, Km 207., Sentido Alto Paraíso de Goiás - Terezina de Goiás, lado direito da pista, próximo a porteira.","-47.35","-13.9","UEC077163","Alkimim, WO",NA,NA,NA,NA,"-47.35","-13.9",NA,"2014","01","09",NA,NA
"31","2019-08-20 10:09:01-03","UNICAMP","UEC","60442","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Alvarenga, D; Oliveira, FCA; Pereira, BAS","830","1991","12","08",NA,"Brazil",NA,NA,"Flores, Árvore ca. 4m alt. Flores brancas. Cerrado em solo arenoso.","UEC039415","Magnoliopsida",NA,"Saddi","Tocantins",NA,"Km 21 da estrada Dianópolis/Taguatinga.",NA,NA,"UEC039415","Pereira, BAS",NA,NA,NA,NA,NA,NA,NA,"1991","12",NA,NA,NA
"32","2021-02-12 10:02:15-03","UNICAMP","UEC","104582","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Guedes, ML; Carvalho, AM; Giulietti, AM; Melo, E; Ferreira, MC; Mayo, SJ; Sales, MF","0001","1994","07","04",NA,"Brazil",NA,NA,"Flores, Campo rupestre. Vegetação de campo rupestre com afloramentos rochosos. Solo arenoso. Subarbusto: ca. 60cm alt., com látex amarelado. Folhas simples, coriáceas e discolores. Flores com sépalas verde-claro de margens castanhas; p","UEC039428","Magnoliopsida",NA,"Saddi","Bahia","Palmeiras","Pai Inácio, Margem da estrada para a torre de repetição.","-41.476111","-12.456111","UEC039428","Bittrich, V","900","900",NA,NA,"-41.476111","-12.456111",NA,"1996","02",NA,NA,NA
"33","2019-08-20 10:09:01-03","UNICAMP","UEC","106130","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Walter, BMT; Costa, FOV; Silva, SP; Santos, HGP; Gouveia, AM","851","1991","11","22",NA,"Brazil",NA,NA,"Flores, Solo arenoso com afloramentos de rochas eventuais. Relevo plano. Ocasional. Botões florais verde-amarelos, árvore em plena floração; flores vistosas com pétalas brancas; estames amarelos. Látex róseo. Flores com odor agradável","UEC009337","Magnoliopsida",NA,"Saddi","Goiás","Minaçu","Estrada Minaçu/Serra da Mesa, mais ou me, Mata de galeria ao lado da pastagem para gado.","-48.233333","-13.683333","UEC009337","Walter, BMT","480","480",NA,NA,"-48.233333","-13.683333",NA,"1991","11",NA,NA,NA
"34","2019-08-20 10:09:01-03","UNICAMP","UEC","106138","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Walter, BMT; Oliveira, NR; Pereira, JB","2962","1995","11","20",NA,"Brazil",NA,NA,"Flores, Cerrado sensu stricto. Latossolo vermelho-amarelo - franco-argiloso. Relevo plano. Ocasional. Árvore com 3m alt. Flor branca, anteras amarelas.","UEC039414","Magnoliopsida",NA,"Saddi","Maranhão","Balsas","Projeto de colonização BATAVO/Campo. Reg","-46.716667","-8.633333","UEC039414","Walter, BMT","470","470",NA,NA,"-46.716667","-8.633333",NA,"1996","01",NA,NA,NA
"35","2019-08-20 10:09:01-03","UNICAMP","UEC","106143","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Walter, BMT; Silva, GP; Ribeiro, JF; Silva, MA; Pereira, JB; Sampaio, AB","3547","1996","11","08",NA,"Brazil",NA,NA,"Flores, Árvore com 3m alt. Botões florais creme-esverdeados. Látex amarelado. Cerrado sensu stricto. Latossolo amarelo-arenoso.","UEC039426","Magnoliopsida",NA,"Saddi","Maranhão","Balsas","Projeto de colonização BATAVO/Campo. Reg","-46.716667","-8.633333","UEC039426","Walter, BMT","470","470",NA,NA,"-46.716667","-8.633333",NA,"1996","11",NA,NA,NA
"36","2019-08-20 10:09:01-03","UNICAMP","UEC","106190","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Walter, BMT; Assis, MC; Dutilh, JHA; Werneck, WL; Xavier, SCS","3691","1997","01","29",NA,"Brazil",NA,NA,"Material veget, Mata seca (Mesofítica semidecídua). Solo areno-argiloso com muito cascalho. Flor branca. Pétalas e filetes alvos, anteras amarelas, cálice verde. Árvore (somente a copa fora d#?#água).","UEC039423","Magnoliopsida",NA,"Saddi","Goiás","Niquelândia","Lago em processo de enchimento no AHE Se","-48.266667","-13.95","UEC039423","Walter, BMT","420","420",NA,NA,"-48.266667","-13.95",NA,"1997","01",NA,NA,NA
"37","2019-08-20 10:09:01-03","UNICAMP","UEC","106192","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Walter, BMT; Pereira, JB; Santos, AA; Pinho, GSC","3938","1997","11","12",NA,"Brazil",NA,NA,"Material veget, Cerrado sentido restrito. Latossolo amarelo, com cascalho superficial (campo-argiloso). Ocasional. Flor alva. Árvore 2,4m alt. Botões florais verdes. Pétalas alvas. Anteras amarelas. Filetes alvo-esverdeadoo. Reserva de","UEC039424","Magnoliopsida",NA,"Saddi","Maranhão","Balsas","Lote 16. Área de colonização agrícola (N","-46.73","-8.649444","UEC039424","Walter, BMT","470","470",NA,NA,"-46.73","-8.649444",NA,"1997","11",NA,NA,NA
"38","2019-08-20 10:09:01-03","UNICAMP","UEC","106200","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Silva, GP; Pereira, JB; Santos, HGP; Cordovil, SP","2022","1993","11","18",NA,"Brazil",NA,NA,"Flores, Mata galeria antropizada. Solo argilo-arenoso com deposição de matéria orgânica. Relevo plano. Ocasional. Cálice verde, corola branca, filete creme, antera amarela e botões verdes.","UEC009340","Magnoliopsida",NA,"Saddi","Goiás","Caldas Novas","Margem direita do rio Corumbá.","-48.533333","-17.916667","UEC009340",NA,"500","500",NA,NA,"-48.533333","-17.916667",NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:09:01-03","UNICAMP","UEC","129201","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Fonseca, ML; Cardoso, E; Mendonça, RC; Walter, BMT","3035","2001","12","10",NA,"Brazil",NA,NA,"flor, Arvoreta heliófila ca. 3m altura, exsudato branco leitoso. Folhas discolores, cálice e botões cor verde. Comum. Solo arenoso, relevo plano, cerrado.","UEC135638","Magnoliopsida",NA,"Saddi","Bahia","Cocos","Fazendas Trijunção, Estrada da entrada da fazenda para a sede.","-46.366667","-15.886111","UEC135638","Cardoso, E","940","940",NA,NA,"-46.366667","-15.886111",NA,"2001","12",NA,NA,NA
"40","2019-08-20 10:09:01-03","UNICAMP","UEC","121044","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Mendonça, RC; Cardoso, E; Alvarenga, D; Fonseca, ML","4265","2001","05","15",NA,"Brazil",NA,NA,"Material veget, Solo com textura arenosa, relevo inclinado. Árvore com 3m alt. e 0,9m de DAP; heliofilo; exudato branco leitoso; folhas cartáceas, concolor verde; frutos imaturos cor verde castanho. Comum.","UEC039419","Magnoliopsida",NA,"Saddi","Bahia","Cocos","Fazendas Trijunção., Cerrado sobre encosta com afloramentos de tapiocanga. Local muito próximo ao Marco Paredão do IBGE, nas divisas dos estados Bahia, Minas Gerais e Goiás.","-46.422222","-14.880556","UEC039419","Cardoso, E","840","840",NA,NA,"-46.422222","-14.880556",NA,"2001","05",NA,NA,NA
"41","2019-08-20 10:09:01-03","UNICAMP","UEC","144131","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Almeda, F; Belinello, R; Aranha, JLM; Fritsch, PW","8952","2004","11","26",NA,"Brazil",NA,NA,"Tree 4-5 m tall. Petals white like the filaments. Anthers yellow. Common and just coming into flower.","UEC049519","Magnoliopsida",NA,"Saddi","Minas Gerais","Diamantina","road to Guinda. Campo rupestre.","-43.736028","-19.110833","UEC049519","Santos, APB","1300","1300",NA,NA,"-43.736028","-19.110833",NA,"2014","07",NA,NA,NA
"42","2019-08-20 10:09:01-03","UNICAMP","UEC","129194","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Mendonça, RC; Cardoso, E; Fonseca, ML; Oliveira, FCA","4542","2001","10","22",NA,"Brazil",NA,NA,"flor, Arvoreta heliófila de cerca de 2,5 m de altura e 6 cm de DAP. Folhas membranáceas, concolor verde. Flor com cálice verde alvacento, corola verde alvacenta. Frutos velhos. Cerrado em solo com textura argilo-arenosa. Relevo plano.","UEC109566","Magnoliopsida",NA,"Saddi","Goiás","Campos Belos","Estrada de chão entre Campos Belos e Pou","-46.479444","-12.974167","UEC109566","Marcondes-Ferreira, W","755","755",NA,NA,"-46.479444","-12.974167",NA,"2015","05",NA,NA,NA
"43","2021-03-25 09:27:02-03","UNICAMP","UEC","199182","S","Plantae","Calophyllaceae","Kielmeyera","lathrophyton","Kielmeyera lathrophyton","Nogueira, E; Silva, FC; Bianchetti, LB; Mauri, C","154","1981","01","14",NA,"Brazil",NA,NA,"Arvore de 8m x 25cm de diâmetro. Flor branca, botão floral verde, anteras amarelas , pétalas brancas, frequente.; Campo rupestre solo pedregoso.","UEC169322","Magnoliopsida",NA,"Saddi","Goiás","Pirenóplis","Topo do Pico dos Pirineus, serra do Catingueiro 6km de Cocalzinho.","-49.401594","-16.327597","UEC169322","Saddi, N","1380","1380",NA,NA,"-49.401594","-16.327597",NA,"1985",NA,NA,NA,NA
