"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"108","2021-03-04 15:45:09-03","IF","SPSF","13621","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii",NA,NA,"M. Kirizawa & J.A.Correa","2200","1989","05","24","Brasil","SP","Ubatuba","rod. Ubatuba-Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"109","2021-03-04 15:45:09-03","IF","SPSF","24174","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii",NA,NA,"M.A.Carvalhaes","1","1991","04","24","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"110","2021-03-04 15:45:09-03","IF","SPSF","16058","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii",NA,NA,"R.Romero","307","1991","05","11","Brasil","SP","Ubatuba","P.E.Serra do Mar, Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"111","2019-11-21 10:10:40-03","IBt","SP","139080","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Eiten, G; Clayton, WD","6063","1965","02","14","Brasil","São Paulo","Registro","2 km east of village of Sete Barras. Along new road to Jequiá","-47.9","-24.366667","-47.9","-24.366667",NA,NA,NA,NA,NA,NA,"50","50",NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:10:40-03","IBt","SP","117421","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Rodrigues, L","13","1970","03","31","Brasil",NA,NA,"Procedencia ignorada. Cultivada no Parque do estado e Jardim Botânico de São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:10:40-03","IBt","SP","139033","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P","Eiten, G; Clayton, WD","6177","1965","02","17","Brasil","São Paulo","Cananéia","Island of Cananéia, about 1km NE of center of city of Cananéia, along east shore of the island. At edge of a virgin restinga forest (bordering a small field recently cut out of it)","-47.916667","-25","-47.916667","-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:10:40-03","IBt","SP","154327","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Mee, M","s.n.",NA,NA,NA,"Brasil",NA,NA,"Cultivada em São Paulo nos jardins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:10:42-03","IBt","SP","196929","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Handro, O","2321","1984","04","06","Brasil",NA,NA,"Procedencia ignorada. Cultivada no Jardim Botânico de São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","04",NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:10:42-03","IBt","SP","286384","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P","Godoy, SAP; Agostinho, V; Bellenzani, MLR","215","1994","09","13","Brasil","São Paulo","São Paulo","Capivari. Fazenda da SABESP, ao final da estrada do Capivara. Trilha à margem do rio Capivari","-46.680278","-23.935556","-46.680278","-23.935556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:10:42-03","IBt","SP","302630","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Koschnitzke, C; et al.","29179","1993","11","10","Brasil","São Paulo","Ubatuba","Praia do Puruba","-45.1275","-23.42","-45.1275","-23.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:10:42-03","IBt","SP","41574","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Kuhlmann, M","s.n.","1939","08","30","Brasil","Paraná",NA,"estrada de Curitiba a Paranaguá, Morro Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:10:42-03","IBt","SP","427040","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Diniz, MM","Almeida Scabbia, RJ; Santos, MA","4986","2007","10","10","Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, próximo à Subprefeitura, Sítio dos Tecos","-46.455158","-23.757017","-46.455158","-23.757017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:10:42-03","IBt","SP","427047","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Diniz, MM","Indriunas, A; Almeida Scabbia, RJ; Oliveira, TR; Galvão, TPS","38","2008","05","20","Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, Estrada de Paranapiacaba","-46.304747","-23.774703","-46.304747","-23.774703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:10:42-03","IBt","SP","427048","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Diniz, MM","Búgola Silva, F; Pelissari, G; Yang, AMK; Garrido, CTR; Almeida Scabbia, RJ","8208","2008","06","05","Brasil","São Paulo","Santo André","Parque Andreense, Clube Campista da Mercedes","-46.461047","-23.783147","-46.461047","-23.783147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:10:42-03","IBt","SP","56423","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Handro, O","756","1958","04","04","Brasil",NA,NA,"Procedencia ignorada. Cultivada em São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:10:42-03","IBt","SP","226743","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P","Robim, MJ","589","1988","03","15","Brasil","São Paulo","Campos do Jordão","Parque Estadual, Instituto Florestal, região do pinheiro-chato","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:10:42-03","IBt","SP","180639","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Chiea, SC","169","1980","10","10","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:10:42-03","IBt","SP","192590","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Chiea, SC","275","1983","04","19","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:10:42-03","IBt","SP","198537","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SC","Forero, E; Lopes, EA; Jung, SL; Melo, MMRF; Barros, F","8548","1980","10","07","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto","2009",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:10:42-03","IBt","SP","159784","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","De-Grande, DA; Lopes, EA","269","1979","03","05","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Centro de Pesquisas, próximo aos laboratórios","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto","1985","10","10",NA,NA,NA,NA,NA
"128","2019-11-21 10:10:42-03","IBt","SP","192569","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Chiea, SC","319","1983","04","21","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Barreirinho","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:10:42-03","IBt","SP","192581","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Chiea, SC","306","1983","04","20","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Pedro Luis","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:10:42-03","IBt","SP","249244","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Carvalhaes, MA; Mamede, MCH; Melo, MMRF; Anunciação, EA","1","1991","04","24","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do Imperador em direção à Praia da Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto","1997","12",NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:10:42-03","IBt","SP","79309","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Kuhlmann, M","4486","1959","04","25","Brasil","São Paulo","Itanhaém","Margens do rio Aguapeí","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26998","auto","2007","08",NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:10:42-03","IBt","SP","253697","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P","Kawall, MA","179","1992","05","16","Brasil","São Paulo","Praia Grande","Área na beira da Rod. Pedro Taques. Restinga","-46.4000015258789","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:10:42-03","IBt","SP","159507","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Davidse, G; D'Arcy, WG","10940","1976","03","08","Brasil","São Paulo","Registro","Ca. 27 km NE of Registro along highway 116 to São Paulo, and ca. 35 km SW of Juquiá","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25922","auto","2007","08",NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:10:40-03","IBt","SP","154642","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Sakane, M","s.n.","1978","04",NA,"Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto","1983","05",NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:10:42-03","IBt","SP","245575","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SA","Chiea, SC; Kirizawa, M; Ferreira, S","583","1990","06","05","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto","1990","09",NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:10:40-03","IBt","SP","153800","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SA","Kuhlmann, M","4424","1958","06","17","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto","1983","05",NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:10:40-03","IBt","SP","154310","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SA","Kuhlmann, M","3317","1947","06","28","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Região de Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:10:40-03","IBt","SP","153140","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Sakane, M","525","1977","04","21","Brasil","São Paulo","Santo André","Estrada velha para Santos, Alto da Serra de Paranapiacaba, Km 46","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto","1983","05",NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:10:42-03","IBt","SP","58671","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P","Kuhlmann, M","4449","1958","09","03","Brasil","São Paulo","Santos","Margem da rodovia Anchieta. Na baixada","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:10:40-03","IBt","SP","153798","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Kuhlmann, M","4380","1958","04","17","Brasil","São Paulo","São Bernardo do Campo","Serra do Mar","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto","1983","05",NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:10:40-03","IBt","SP","154322","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Kuhlmann, M","4085","1957","05","15","Brasil","São Paulo","São Bernardo do Campo","Serra do Mar","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto","1983","05",NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:10:42-03","IBt","SP","314366","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Honda, S","Honda, S","s.n.","1992","03",NA,"Brasil","São Paulo","São Paulo","Parque Ecológico APA do Carmo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto","1992","03",NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:10:42-03","IBt","SP","314330","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Chukr, NS; Oliveira, LF; Affonso, P; Gomes Neto, M","567","1997","05","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Caminho para o Mirante","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto","2007","08",NA,NA,NA,NA,NA,NA
"144","2019-11-21 10:10:42-03","IBt","SP","78299","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, FS","Kuhlmann, M","4652","1959","07","03","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto","2007","08",NA,NA,NA,NA,NA,NA
"145","2019-11-21 10:10:42-03","IBt","SP","262745","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Romero, R","Romero, R; et al.","307","1991","05","11","Brasil","São Paulo","Ubatuba","Picinguaba, Trilha do Morro do Corsário","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto","1993","03","11",NA,NA,NA,NA,NA
"146","2019-11-21 10:10:42-03","IBt","SP","244287","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Kirizawa, M; Corrêa, JA","2318","1990","05","30","Brasil","São Paulo","Ubatuba","Reserva do Núcleo de Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto","1990","06",NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:10:42-03","IBt","SP","237046","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Kirizawa, M; Corrêa, JA","2200","1989","05","24","Brasil","São Paulo","Ubatuba","Rododvia Ubatuba - Picinguaba km 23, entre os rios Quiririm e Puruba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto","1990","04",NA,NA,NA,NA,NA,NA
