"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"29","2020-12-21 16:35:14-03","MBM","MBM","176092","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, S.C.","Handro, O.","2321",NA,NA,NA,"Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM176092","MBM176092",NA,NA,"Southern America",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:35:14-03","MBM","MBM","305059","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P.","Dombrowski, L.T.","9579","1978","04","13","Brazil","Paraná","Matinhos","CPE","-48.5428009033203","-25.8174991607666",NA,NA,NA,"MBM305059",NA,NA,NA,"Southern America",NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:28:26-03","PUC-RIO","FCAB","1937","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"P. Capell S.J.","s.n.","1952","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"001937",NA,NA,"Angiospermae",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-10-27 09:53:13-02","MNHN","RECOLNAT_MNHN_P","P00708781","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Regnell, A.F.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708781' target='other'> <mi>dwc_moreinfo</mi></a>","P00708781","P00708781_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"II 104",NA,NA,NA,NA
"33","2011-04-19 18:45:01-03","MNHN","RECOLNAT_MNHN_P","P00708780","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Regnell, A.F.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708780' target='other'> <mi>dwc_moreinfo</mi></a>","P00708780","P00708780_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"II 104",NA,NA,NA,NA
"34","2015-09-05 07:17:18-03","MNHN","RECOLNAT_MNHN_P","P04825955","PreservedSpecimen",NA,"Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães","Attie, M.C.B.",NA,"1982","4","6","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso. Cananéia, São Paulo, Sudeste, Brasil, América do Sul","-47.9199981689453","-25.0100002288818",NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04825955' target='other'> <mi>dwc_moreinfo</mi></a>","P04825955","P04825955_01",NA,NA,NA,NA,NA,"hb","37574","auto",NA,NA,NA,"9",NA,NA,NA,NA
"35","2021-02-11 17:20:23-03","UFPR","UPCB","59548","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Caxambú, M.G.","1420","2007","02","23","Brasil","Paraná","Campo Mourão","Parque Estadual do Lago Azul (PELA)","-52.325833","-24.103611","-52.325833","-24.103611","Árvore, ca. 5m, heliófita, cultivada, flor roxa. relevo suave-ondulado..",NA,NA,NA,NA,NA,"578","578",NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:20:23-03","UFPR","UPCB","47695","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S., Goldenberg, R. & Guimarães, P.J.F.","Goldenberg, R.","618","2004","02",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Arbusto 2m, flores com pétalas roxas e estames purpúreos. Floresta ombrófila densa montana..",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto","2008","01","01",NA,NA,NA,NA,NA
"37","2020-07-01 09:39:00-03","MO","MOBOT","101201315","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","andersregnellii","Pleroma andersregnellii","P.J.F. Guim. & Michelang.","fide Guimarães et al.","Anders F. Regnell","Regnell III 1763",NA,"4",NA,"Brazil","Minas Gerais",NA,"Habitat in fissuris rupium apricartum ad Serra de Caldas prov. Minas Geraës, Floret Aprili",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA
"38","2010-03-01 09:54:00-03","MO","MOBOT","100240765","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","P. Guimarães","R. Kummrow","Kummrow 549","1974","4","11","Brazil","Paraná","Matinhos","Caioba, Morro do Boi.","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,"1",NA,NA
"39","2010-01-11 12:28:00-02","MO","MOBOT","1805238","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Paulo Guimaraes","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 10940","1976","3","8","Brazil","São Paulo",NA,"27 km NE of Registro along Highway 116 to São Paulo. Ca. 3.5 km SW of Juquiá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","65.00000000",NA,NA,NA,NA,NA,NA,NA,"1139",NA,"1",NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","3298298","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","S.A.C. Chiea","* CHIEA","CHIEA 169","1980","10","10","Brazil","São Paulo",NA,"Ilha do Cardoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-08-08 05:51:00-03","MO","MOBOT","3272619","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Paulo Guimarães","George Eiten|W.D. Clayton","Eiten 6177","1965","2","17","Brazil","São Paulo",NA,"Município de Cananeia: about 1 km NE along east shore of Cananeia Island from center of city of CANANEIA. Edge of primary restinga forest.","-47.91666","-25",NA,NA,NA,NA,NA,NA,NA,"South America","1.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","17718","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Paulo Guimarães","J.M. Silva",NA,NA,NA,NA,"Brasil","Paraná","Tibagi","canyon guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Arbusto 1 m, flor lilás;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"43","2020-08-31 09:07:18-03","INPA","INPA","172214","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, PJF","Figueiredo, N","14767","1983","07","20","Brasil","São Paulo","Iguape","Estação Ecológica de Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,"INPA0172214","INPA0172214 INPA0172214_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,"55628","auto","2015",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-17 15:25:16-03","UNESP-RC","HRCB","13860","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Rosana Romero","Romero, R.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-17 15:25:16-03","UNESP-RC","HRCB","14116","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","R. Romero","Romero, R.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","2567465","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","756","1958","4","4","Brazil","São Paulo","São Paulo","Cultivada em São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01905875","US01905875_01 US01905875_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"47","2020-09-12 05:00:02-03","US","US","3096329","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"P. G. Windisch","5023","1987","8","28","Brazil","São Paulo","Cunha","Reserva Estadual de Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"US01905854","US01905854_01 US01905854_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"48","2020-09-12 05:00:02-03","US","US","3096328","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"P. G. Windisch","5098","1987","8","28","Brazil","São Paulo","Cunha","Reserva Estadual de Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"US01905853","US01905853_01 US01905853_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"49","2020-09-12 05:00:02-03","US","US","2772270","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"L. Dombrowski","7464","1977","5","24","Brazil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"US01905858","US01905858_01 US01905858_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"50","2020-09-12 05:00:02-03","US","US","2829355","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","40201","1977","9","30","Brazil","Paraná","Antonina","Furna","-48.7118988037109","-25.4286003112793",NA,NA,NA,"US01905856","US01905856_01 US01905856_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"51","2020-09-12 05:00:02-03","US","US","2567471","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","1141","1966","4","30","Brazil","São Paulo","Santo André","Campo Grande (via férrea São Paulo-Santos), Estação Biológica.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"US01905863","US01905863_01 US01905863_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"52","2020-09-12 05:00:02-03","US","US","2149785","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"L. Dombrowski","288","1964","9","8","Brazil","Paraná","Paranaguá","Matinhos.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"US01905865","US01905865_01 US01905865_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
