"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"164","2015-09-04 13:45:05-03","MNHN","RECOLNAT_MNHN_P","P00551580","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Claussen",NA,"1841",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551580' target='other'> <mi>dwc_moreinfo</mi></a>","P00551580","P00551580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1702",NA,NA
"165","2013-05-14 14:19:33-03","MNHN","RECOLNAT_MNHN_P","P00551581","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Claussen",NA,"1841",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551581' target='other'> <mi>dwc_moreinfo</mi></a>","P00551581","P00551581_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1702",NA,NA
"166","2015-09-04 20:38:14-03","MNHN","RECOLNAT_MNHN_P","P00551582","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Glaziou, A.",NA,"1882","10","10",NA,"Brésil",NA,NA,"Serra de Caraça (Minas)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551582' target='other'> <mi>dwc_moreinfo</mi></a>","P00551582","P00551582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13877",NA,NA
"167","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00161333","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Claussen, P.",NA,"1840",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161333' target='other'> <mi>dwc_moreinfo</mi></a>","P00161333","P00161333_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1524",NA,NA
"168","2009-08-22 14:10:31-03","MNHN","RECOLNAT_MNHN_P","P00163053","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima","Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163053' target='other'> <mi>dwc_moreinfo</mi></a>","P00163053","P00163053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551563","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Glaziou, A.",NA,"1893","11","27",NA,"Brésil",NA,NA,"Sabara (Minas)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551563' target='other'> <mi>dwc_moreinfo</mi></a>","P00551563","P00551563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20324 a",NA,NA
"170","2015-09-17 08:48:51-03","MNHN","RECOLNAT_MNHN_P","P00551564","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551564' target='other'> <mi>dwc_moreinfo</mi></a>","P00551564","P00551564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16076",NA,NA
"171","2015-12-14 12:16:54-02","MNHN","RECOLNAT_MNHN_P","P00551565","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Warming",NA,NA,NA,NA,NA,NA,NA,NA,"Lagoa Santa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551565' target='other'> <mi>dwc_moreinfo</mi></a>","P00551565","P00551565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2015-09-04 14:20:20-03","MNHN","RECOLNAT_MNHN_P","P00551567","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Ponço d'Ano",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551567' target='other'> <mi>dwc_moreinfo</mi></a>","P00551567","P00551567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA,NA
"173","1996-03-04 13:36:23-03","MNHN","RECOLNAT_MNHN_P","P00551568","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Claussen",NA,"1840",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551568' target='other'> <mi>dwc_moreinfo</mi></a>","P00551568","P00551568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551572","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551572' target='other'> <mi>dwc_moreinfo</mi></a>","P00551572","P00551572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA
"175","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551573","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551573' target='other'> <mi>dwc_moreinfo</mi></a>","P00551573","P00551573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA
"176","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551574","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551574' target='other'> <mi>dwc_moreinfo</mi></a>","P00551574","P00551574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA
"177","2015-09-17 08:48:21-03","MNHN","RECOLNAT_MNHN_P","P00551575","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551575' target='other'> <mi>dwc_moreinfo</mi></a>","P00551575","P00551575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956 bis",NA,NA
"178","1996-03-04 14:00:15-03","MNHN","RECOLNAT_MNHN_P","P00551576","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Claussen",NA,"1838",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551576' target='other'> <mi>dwc_moreinfo</mi></a>","P00551576","P00551576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"704",NA,NA
"179","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551577","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Riedel, L.",NA,"1834","10",NA,NA,"Brésil",NA,NA,"Inter Rio de Sono et S. Francisco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551577' target='other'> <mi>dwc_moreinfo</mi></a>","P00551577","P00551577_01 P00551577_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1383",NA,NA
"180","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551578","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Riedel, L.",NA,"1834","10",NA,NA,"Brésil",NA,NA,"Inter Rio de Sono et S. Francisco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551578' target='other'> <mi>dwc_moreinfo</mi></a>","P00551578","P00551578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1383",NA,NA
"181","2015-09-04 20:38:13-03","MNHN","RECOLNAT_MNHN_P","P00551579","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Claussen",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551579' target='other'> <mi>dwc_moreinfo</mi></a>","P00551579","P00551579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","1996-03-04 13:38:41-03","MNHN","RECOLNAT_MNHN_P","P00551583","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Glaziou, A.",NA,"1882","10","10",NA,"Brésil",NA,NA,"Serra de Caraça (Minas)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551583' target='other'> <mi>dwc_moreinfo</mi></a>","P00551583","P00551583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13877",NA,NA
"183","2015-09-04 20:38:14-03","MNHN","RECOLNAT_MNHN_P","P00551584","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas","Claussen",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551584' target='other'> <mi>dwc_moreinfo</mi></a>","P00551584","P00551584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2015-09-04 20:38:14-03","MNHN","RECOLNAT_MNHN_P","P00551585","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas","Claussen",NA,"1839","9",NA,NA,"Brésil",NA,NA,"Lagoa Santa, Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551585' target='other'> <mi>dwc_moreinfo</mi></a>","P00551585","P00551585_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122",NA,NA
"185","2015-09-04 20:38:14-03","MNHN","RECOLNAT_MNHN_P","P00551586","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas","Blanchet",NA,"1845",NA,NA,NA,"Brésil",NA,NA,"prov. Bahia, Jacobine",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551586' target='other'> <mi>dwc_moreinfo</mi></a>","P00551586","P00551586_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3859",NA,NA
"186","1996-02-15 16:24:01-03","MNHN","RECOLNAT_MNHN_P","P00551587","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas","Williams, L.O.",NA,"1945","9","22",NA,"Brésil",NA,NA,"Belo Horizonte, Matadouro da Onca, Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551587' target='other'> <mi>dwc_moreinfo</mi></a>","P00551587","P00551587_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8059",NA,NA
"187","2015-09-04 20:38:14-03","MNHN","RECOLNAT_MNHN_P","P00551588","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas","Williams, L.O.|Assis, V.",NA,"1945","9","4",NA,"Brésil",NA,NA,"Morro das Pedras, Belo Horinzonte, Minas Geraes",NA,NA,"1000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551588' target='other'> <mi>dwc_moreinfo</mi></a>","P00551588","P00551588_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7442",NA,NA
"188","2018-01-08 15:52:54-02","MNHN","RECOLNAT_MNHN_P","P00551589","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas","Claussen",NA,"1838",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551589' target='other'> <mi>dwc_moreinfo</mi></a>","P00551589","P00551589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"705",NA,NA
"189","2015-09-04 20:46:24-03","MNHN","RECOLNAT_MNHN_P","P05261588","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima","Ule, E.",NA,"1892","8","1",NA,"Brasil","Goiás",NA,"Nov restinga perto de Meiaponte.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261588' target='other'> <mi>dwc_moreinfo</mi></a>","P05261588","P05261588_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137",NA,NA
"190","2015-10-12 10:31:58-03","MNHN","RECOLNAT_MNHN_P","P05261608","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima","Weddell, H.A.",NA,"1843","11","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261608' target='other'> <mi>dwc_moreinfo</mi></a>","P05261608","P05261608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"929",NA,NA
"191","2015-09-04 20:46:25-03","MNHN","RECOLNAT_MNHN_P","P05261609","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima","Weddell, H.A.",NA,"1843","11","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261609' target='other'> <mi>dwc_moreinfo</mi></a>","P05261609","P05261609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"961",NA,NA
"192","2015-09-04 20:47:27-03","MNHN","RECOLNAT_MNHN_P","P05262169","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05262169' target='other'> <mi>dwc_moreinfo</mi></a>","P05262169","P05262169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015-09-04 21:58:21-03","MNHN","RECOLNAT_MNHN_P","P05291399","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima","Netto, L.",NA,NA,NA,NA,NA,"Brasil","Alagoas",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291399' target='other'> <mi>dwc_moreinfo</mi></a>","P05291399","P05291399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2015-09-04 20:47:27-03","MNHN","RECOLNAT_MNHN_P","P05262160","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Rosa","Puiggari",NA,NA,NA,NA,NA,"Brasil","São Paulo","Apiaí","Brésil prov. de São Paulo, Apiahy. Apiaí, São Paulo, Sudeste, Brasil, América do Sul","-48.8400001525879","-24.5",NA,NA,"hb",". s.d. Plants sans étiquette <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05262160' target='other'> <mi>dwc_moreinfo</mi></a>","P05262160","P05262160_01",NA,NA,"37738","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2015-09-04 20:47:26-03","MNHN","RECOLNAT_MNHN_P","P05262156","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Rosa","Prance, G.T.|Lheras, E.|Coelho, D.F.|Lleras, E.|Coelho, D.F.",NA,"1978","10","17",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Gorge of Veu de Noiva. Chapada dos Guimarães, Mato Grosso, Centro-oeste, Brasil, América do Sul","-55.749698638916","-15.460599899292",NA,NA,"hb","Plants of Brazilian Amazonia. . Field work supported in greater part by the National Science Foundation and coordinated by G.T. Prance <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05262156' target='other'> <mi>dwc_moreinfo</mi></a>","P05262156","P05262156_01",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,"19086",NA,NA
"196","2020-10-01 14:24:16-03","JBB","HEPH","35968","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Rosa, PO","Fonseca, ML; Oliveira, FCA; Cardoso, E","5613","2004","07","29","Southern America","Brasil","Bahia","Correntina","Fazenda Jatobá- Reserva Biológica Fazenda Jatobá","-45.961806","-14.036028","870","870",NA,"Parcela 14",NA,NA,"-45.961806","-14.036028",NA,NA,"2020","01",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-01 14:24:16-03","JBB","HEPH","32436","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Faria, JEQ","Faria, JEQ","6581","2016","09","22","Southern America","Brasil","Minas Gerais","Diamantina","Campus JK da UFVJM, em frente ao prédio da Engenharia Florestal","-43.571667","-18.201111","1399","1399",NA,NA,NA,NA,"-43.571667","-18.201111",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-10-01 14:24:16-03","JBB","HEPH","32443","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Faria, JEQ","Faria, JEQ","6611","2016","09","24","Southern America","Brasil","Minas Gerais","Diamantina","Margem da estrada para a Formação, em frente a motopista Gabriela","-43.614444","-18.259444","1232","1232",NA,NA,NA,NA,"-43.614444","-18.259444",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-10-01 14:24:16-03","JBB","HEPH","32999","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Rosa, PO","Rosa, PO; Soares, ACA; Cardoso, PPM; Oliveira, JAS","1929","2017","08","15","Southern America","Brasil","Goiás","Pirenópolis","Cidade de Pedra","-48.890556","-15.714722","1289","1289",NA,NA,NA,NA,"-48.890556","-15.714722",NA,NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-10-01 14:24:16-03","JBB","HEPH","16964","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G","63234","1995","08","21","Southern America","Brasil","Bahia","Caetité","58km a Norte de Caetite","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,NA,NA,NA,NA,"53684","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-10-01 14:24:16-03","JBB","HEPH","17835","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G","54679","1990","10","17","Southern America","Brasil","Goiás","Teresina de Goiás","GO 118 próximo a Cavalcante","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,NA,NA,NA,NA,"42211","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-10-01 14:24:16-03","JBB","HEPH","19173","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G","73512","2002","07","18","Southern America","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral entre os rios Embalassaia e Rio Preto","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,NA,NA,"37503","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-11 11:39:22-03","UFMG","BHCB","27008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","campestris","Myrcia campestris","DC.",NA,"Carvalho, MG; Silva, ST da","453","1991","07","24","Southern America","Brasil","Minas Gerais","Botumirim","Próximo ao córrego da Estiva. Cerrado (sensu strictu). Cerrado limítrofe com área de vereda.","-43.010799407959","-16.872200012207","80","80",NA,"Arbusto. Flores brancas.","BHCB012415","BHCB012415",NA,NA,"39434","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-11 11:39:26-03","UFMG","BHCB","91281","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","irwinii","Myrcia irwinii","MattosetD.Legrand",NA,"Hatschbach, G; Spichiger, R; Cervi, AC; Barbosa, E","69521","1999","10","22","Southern America","Brasil","Minas Gerais","Várzea da Palma","Fazenda Serra do Cabral, Campo Rupestre.","-44.7308006286621","-17.5981006622314",NA,NA,NA,"Subarbusto, 50cm, flor alva.","BHCB012835","BHCB012835",NA,NA,"60948","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-11 11:39:30-03","UFMG","BHCB","96394","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"Araujo, AO de; Duarte, AR; Mazine, FF; Tsuji, R","184","2002","11","10","Southern America","Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, Ca. 8km de Diamantina.","-43.552778","-18.3125","106","106",NA,"Arbusto 1m; frutos maduros roxos.","BHCB013359","BHCB013359","-43.552778","-18.3125",NA,NA,"2003","03",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-11 11:39:30-03","UFMG","BHCB","49871","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-11 11:39:30-03","UFMG","BHCB","11050","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Schmeda, G","1022","1987","10","21","Southern America","Brasil","Minas Gerais",NA,"Córrego do Palácio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-11 11:39:30-03","UFMG","BHCB","11052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Schmeda, G","1023",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Córrego do Palácio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-11 11:39:30-03","UFMG","BHCB","1225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Imbaúbas",NA,NA,NA,NA,NA,NA,"Árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-11 11:39:30-03","UFMG","BHCB","130275","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Felix, DF","422","2007","11","13","Southern America","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Coleta desconhecida.","-43.915972","-19.891611","825","825",NA,"Arbórea de 4,0 metros de altura.",NA,NA,"-43.915972","-19.891611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-11 11:39:30-03","UFMG","BHCB","139029","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Moreira, NC; Efigênio, JA","105","2009","09","08","Southern America","Brasil","Minas Gerais","Ribeirão das Neves","Lagoa Canto dos Pássaros","-44.047222","-19.83","846","846",NA,"Arbusto, ca 2m; beira da estrada; flores esverdeadas; fruto globoso, avermelhado",NA,NA,"-44.047222","-19.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-11 11:39:30-03","UFMG","BHCB","154744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Rocha, MJR","585","2012","03","26","Southern America","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual de Serra Nova, Trilha sentido estrada, próximo ao córrego Biu","-42.726389","-15.665833","825","825",NA,"Flores brancas, frutos imaturos verdes e maduros vermelhos","BHCB049970",NA,"-42.726389","-15.665833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-11 11:39:30-03","UFMG","BHCB","179491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Carmo, FF","1005","2007","09","08","Southern America","Brasil","Minas Gerais","Moeda","Marinho da Serra","-43.938083","-20.348444","1544","1544",NA,"Coletada em borda de capão de canga.","BHCB036625",NA,"-43.938083","-20.348444",NA,NA,"2015","10","22",NA,NA,NA,NA,NA,NA,NA
