"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","561671","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","20634","1968","12","19","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5744","-25.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561671","NY00561671_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","561680","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","M. L. Kawasaki","D. C. Daly","5349","1987","08","12","Colombia","Antioquia","San Luis","Piedra de Castrillón, 3-4 hours on foot SW of town.","-75.02","6.02",NA,NA,"1500","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561680",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","561666","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"R. Reitz","1841","1954","05","14","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561666","NY00561666_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01418575","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","Mc Vaugh","R. de Lemos Fróes","30950","1954","06","25","Brazil","Pará",NA,"Poção; planalto de Santarém.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1671151' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418575","NY01418575_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1183581","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","E. Lucas","D. Sasaki","2458","2008","08","27","Brazil","Mato Grosso","Novo Mundo","Parque Estadual do Cristalino. Próximo ao alto Rio Cristalino.","-55.14997","-9.49439",NA,NA,"351","351","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449718' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183581","NY01183581_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","778066","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","S. F. Smith","A. Kegler","360","1999","11","09","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778066","NY00778066_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","561685","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","M. Sobral","M. Sobral","2102","1983","06",NA,"Brazil","Rio Grande do Sul","Torres","Torres","-49.7267","-29.3356",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561685","NY00561685_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","561683","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","S. F. Smith","R. A. Wasum","s.n.","1994","10","26","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1792","-29.1683",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561683","NY00561683_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","561684","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","S. F. Smith","R. A. Wasum","s.n.","1997","06","06","Brazil","Santa Catarina","Peritiba","Piritiba - estreito do Rio Uruguai.","-51.9039","-27.3733",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561684","NY00561684_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","561686","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","C. M. D. E. Legrand","R. Reitz","4151","1959","12","12","Brazil","Santa Catarina","Sombrio","Garapuvu, Vista Alegre, Sombrio","-49.6167","-29.1142",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561686","NY00561686_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","561691","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.",NA,"H. C. de Lima","3568","1989","04","20","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo, Reserva Ecológia Municipial de Macaé de Cima, Nascente do Rio das Flores. Próximo a Fazenda Sophronites.","-42.05","-22",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561691","NY00561691_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01418830","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","A. C. Araújo; E. J. Lucas","G. T. Prance","14669","1971","07","30","Brazil","Amazonas",NA,"Headwaters of Rio Curuquetê, margin of Igarapé João Bento.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333001' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418830","NY01418830_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777087","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","S. F. Smith","R. A. Wasum","1209","2001","11","04","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.7097","-29.3269",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777087","NY00777087_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","561689","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","C. M. D. E. Legrand","A. Gevieski","130","1954","02","18","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561689","NY00561689_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","561688","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","C. M. D. E. Legrand","R. Reitz","6639","1958","04","07","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561688","NY00561688_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","561682","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","S. F. Smith","A. Kegler","360","1999","11","09","Brazil","Rio Grande do Sul","Caxias do Sul","Criuva","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561682","NY00561682_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","561687","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","C. M. D. E. Legrand","R. M. Klein","713","1954","03","17","Brazil","Santa Catarina","Itajaí","Morro da fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561687","NY00561687_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01418577","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.",NA,"M. L. Kawasaki","240","1987","11","22","Brazil","Amazonas",NA,"Igarapé Tibuiari, afluente do rio Uaupés perto do local chamado Monte Cristo e próximo da confluência com o rio Negro.","-67.333333","0.083333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333039' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418577","NY01418577_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","561681","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","M. L. Kawasaki","M. H. Nee","39190","1990","10","10","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, 3 km. NE of summit of Cerro Amboro, primary slope forest on SE side of Rio Isama [Rio Pitasama on topographic map].",NA,NA,NA,NA,"700","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561681",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01067352","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","K. M. Gomes-Bezerra","A. B. Sampaio","118","1997","08","06","Brazil","Distrito Federal","Brasília","Mata de galeria do Riacho Fundo, margem direita","-48.0333","-15.9242",NA,NA,"1080","1080","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067352","NY01067352_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","561690","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","M. L. Kawasaki","J. B. Baitello","795","1995","07","28","Brazil","São Paulo","Ibiúna","Parque Estadual de Jurupará, caminho para a Fazenda Tucano.","-47.22","-23.65",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561690","NY00561690_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1183580","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","E. Lucas","D. Sasaki","2448","2008","08","26","Brazil","Mato Grosso","Novo Mundo","Parque Estadual do Cristalino. Próximo ao médio Rio Cristalino, entre a pousada em Limão.","-55.897858","-9.450131",NA,NA,"235","235","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183580","NY01183580_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1019248","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","L. S. Funch","R. Fonseca","9","2005","01","21","Brazil","Bahia","Lençóis","Px. a fonte da muritiba.","-41.4","-12.55",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280188' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019248","NY01019248_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01418576","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","M. L. Kawasaki","G. T. Prance","30468","1987","11","14","Brazil","Pará",NA,"Rio Cururu, 10km above mouth.","-50.17","-0.62",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335345' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418576","NY01418576_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01418578","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","M. L. Kawasaki","C. A. Cid Ferreira","9295","1987","10","08","Brazil","Amazonas","Barcelos","Boca do rio Ararirá, margem direita do rio Negro.","-63.5","-0.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334369' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418578","NY01418578_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","561665","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"R. Reitz","1791","1954","04","28","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561665","NY00561665_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","561663","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"G. G. Hatschbach","23303","1970","01","07","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3289","-25.3069",NA,NA,"50","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561663","NY00561663_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","561670","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"R. Reitz","9407","1959","12","12","Brazil","Santa Catarina","Sombrio","Garapuvu, Vista Alegre, Sombrio","-49.6167","-29.1142",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561670","NY00561670_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","561668","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"R. Reitz","5761","1957","12","19","Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco do Sul",NA,NA,NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561668","NY00561668_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","561672","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","16501","1967","06","01","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561672","NY00561672_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","561669","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"R. Reitz","6674","1958","04","17","Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco do Sul",NA,NA,NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561669","NY00561669_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","561667","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"R. Reitz","2070","1954","08","20","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561667","NY00561667_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
