"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","dayIdentified"
"11","2021-03-30 12:36:22-03","EAO","IAN","171556","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Bittrich, V","Souza, MAD de; Silva, CF da","476","1997","12","02","Southern America","Brasil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Acará. Floresta de Baixio. Solo areno-argiloso. Planta fichada: 3708-20.",NA,"Árvore. DAP=40cm. Caule cilíndrico, base reta. Ritidoma marrom-avermelhado, quase liso, rígido, desprendimento pulverulento. Lenticelas esbranquiçadas, elípticas, dispersas por todo o tronco. casca viva vermelha, fibrosa, 1,2cm de espe","IAN171556",NA,"Manaus","-59.966667","-2.883333",NA,NA,NA,"1995","11","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:37:47-03","EAO","IAN","28668","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Oliveira, E","Fróes, RL","22093","1947","04","07","Southern America","Brasil","Amazonas","Rio Negro; Tapurucoara; terra firme, low land, high forest.",NA,NA,"IAN028668","IAN028668",NA,NA,NA,NA,NA,NA,"1971","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:36:22-03","EAO","IAN","17898","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Pires, JM; Black, GA","933","1945","09","24","Southern America","Brasil","Amazonas","Estrada do Aleixo.",NA,NA,"IAN017898","IAN017898 IAN017898_e","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:36:22-03","EAO","IAN","10628","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Ducke, A","1083","1942","12","02","Southern America","Brasil","Amazonas","Estrada do Aleixo, mata de terra firme, lugar ligeiramente paludosa.",NA,NA,"IAN010628","IAN010628 IAN010628_e","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:36:22-03","EAO","IAN","12385","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Ducke, A","1767","1945","09","23","Southern America","Brasil","Amazonas","Estrada do Aleixo, mata de terra firme, lugar ligeiramente pantanosso.",NA,NA,"IAN012385","IAN012385 IAN012385_e","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:36:22-03","EAO","IAN","28669","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Fróes, RL","22093","1949","04","07","Southern America","Brasil","Amazonas","Rio Negro, Tapurucoara; terra firme, low land high forest.",NA,NA,"IAN028669","IAN028669 IAN028669_e","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:36:22-03","EAO","IAN","16375","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Fróes, RL","20498","1945","03",NA,"Southern America","Brasil","Amazonas","Terra firme.",NA,NA,"IAN016375","IAN016375 IAN016375_e IAN016375_e1","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:52:55-03","NBC","NL-BOTANY","U.1209409","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Caraipa","odorata","Caraipa odorata","Ducke","Bittrich V","Souza MAD de; Silva CF da; Pereira EC; Pinheiro ZA",NA,"1997","12","02","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1209409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1209409","NL-U1209409",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,"-59.966667","-2.883333","Magnoliopsidae","U 0083705",NA,NA,NA,NA,NA
"19","2020-02-08 09:52:55-03","NBC","NL-BOTANY","U.1209408","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Fróes RL",NA,"1947","04","07","Southern America","Brazil",NA,"Plantas da Amazonia. Estado do Amazonas. Rio negro: Tapurucoara, T.f., low land, high forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1209408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1209408","NL-U1209408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:27:23-03","UNICAMP","UEC","106279","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Cabral, F","Pruski, JF","3200",NA,NA,NA,NA,"Brazil","Amazonas","Reserva Florestal Ducke, Itacoatiara, Km 26",NA,"Árvore alt. 18m; DAP 16 cm. Casca de cor vermelha. madeira de cor marrom. látex cor amarelo, raiz aéria. Copa fechada com folhas opostas. Botões esverdeados, flores claras.; Vegetação Primára. Solo argiloso.","UEC141604","UEC141604","Manaus","-59.966667","-2.883333",NA,NA,NA,"2016",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:27:23-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Cabral, FN; Potascheff, CM; Mello, AT","FC1158","2014","04","24",NA,"Brazil","Amazonas","Reserva Florestal Adolpho Ducke, Trilha de acesso ao Igarapé do Tinga.",NA,"Árvore de 10m. Estéril.&nf;Ritidoma sem lenticelas, com fissuras pequenas horizontais. Casca viva marrom-avermelhado, alburno creme-amarelado. Com resina incolor e pegajosa, depois que seca endurece.&nf;; Na beira do igarapé.",NA,NA,"Manaus","-59.896972","-2.915306",NA,NA,NA,NA,NA,"-59.896972","-2.915306",NA,NA,"54","54",NA,NA,NA
"22","2014-10-14 15:56:46-03","BS","M","M-0112106","S","Plantae","Magnoliophyta","Malpighiales","Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia.",NA,NA,"M0112106",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:20:56-03","MBM","MBM","243215","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke","Bittrich, V.","Souza, M.A.D.; et al.; et al.","476","1997","12","02","Southern America","Brazil","Amazonas","Reserva Florestal Ducke, Igarapé do Acará",NA,NA,"MBM243215","MBM243215","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-05 05:28:58-03","MNHN","RECOLNAT_MNHN_P","P04635459","PreservedSpecimen",NA,NA,NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04635459' target='other'> <mi>dwc_moreinfo</mi></a>","P04635459","P04635459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1496",NA,NA
"25","2016-01-04 15:04:00-02","MO","MOBOT","3083323","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","F.N. Cabral","A. Ducke","Ducke 1083","1942","12","2","South America","Brazil","Amazonas","Manáos, Estrada do Alexo, silva non inundabili leviter paludosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"26","2020-01-07 10:58:00-03","MO","MOBOT","3411462","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","F.N. Cabral","John Pruski|et al.","Pruski 3200","1987","9","10","South America","Brazil","Amazonas","Manaus, SW corner of Ducke Forest Reserva, 14 km N by road from INPA via BAirro de Sao Jose. In virgin forest. Sandy alluvial floodplain of small clear-water stream.",NA,NA,NA,NA,NA,"-59.95","-2.9833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.00000000",NA,NA,"1",NA
"27","2021-01-10 20:44:58-03","INPA","INPA","178786","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Cabral, FN","Pruski, JF","3200","1987","09","10","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke",NA,NA,"INPA0178786",NA,"Manaus","-59.966667","-2.883333",NA,NA,NA,"2014",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"28","2020-08-31 09:00:34-03","INPA","INPA","16254","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Kubitzki, K","Ducke, A","1767","1945","09","28","Southern America","Brasil","Amazonas","Estrada do Aleixo, Km 5. Mata de terra firme, levemente pantanosa. In Mem. N. Y. Bot. Gar. 29: 117. 1978.",NA,NA,"INPA0016254","INPA0016254 INPA0016254_e INPA0016254_e1","Manaus","-60.033333","-3.416667",NA,NA,NA,"1978",NA,"-60.033333","-3.416667",NA,NA,NA,NA,NA,NA,NA
"29","2020-08-31 09:00:34-03","INPA","INPA","38255","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Silva, MF da","Silva, MF da","1200","1973","05","01","Southern America","Brasil","Amazonas","Ilha Marauaiá, Rio Negro, entre a Ponta da Ilha Marauiá e Massarabi no caminho para Uaupés",NA,NA,"INPA0038255","INPA0038255 INPA0038255_e INPA0038255_e1","São Gabriel da Cachoeira","-67.0892028808594","-0.130278006196022","377621","auto",NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2278349","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"R. L. Fróes, R. L. Fróes & R. Lemos","20498",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas",NA,NA,NA,"US01880627","US01880627_01 US01880627_02","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","1517666","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"A. Ducke","23455","1929","11","2","South America - Neotropics","Brazil","Amazonas","Estrada do Aleixo prope Manaos.",NA,NA,"US00114042","US00114042_01",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","1908242","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"A. Ducke","1767",NA,NA,NA,NA,"Brazil","Amazonas","Estrada do Aleixo",NA,NA,"US01880628","US01880628_01 US01880628_02","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","1831995","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"A. Ducke","1083",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Estrada do Aleixo",NA,NA,"US01880626","US01880626_01 US01880626_02","Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"34","2020-09-12 05:00:02-03","US","US","1518578","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"A. Ducke","23455",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Manaos.",NA,"Isotype determined by K. Kubitzki.","US01014033","US01014033_01",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"35","2019-11-13 11:17:27-03","USP","SPF","141618","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","Bittrich, V","Souza, MAD","476","1997","12","02",NA,"Brasil","Amazonas","Reserva Florestal Adolpho Ducke",NA,NA,"SPF00141618",NA,"Manaus","-59.966667","-2.883333",NA,NA,NA,"1995","11","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"36","2017-05-05 10:20:09-03","F","FMNH-SEEDPLANTS","V0418428F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Caraipa","odorata","Caraipa odorata",NA,NA,"A. Ducke","1767","1945","9","23","South America","Brazil",NA,NA,NA,NA,"V0418428F","V0418428F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"37","2017-05-05 10:20:09-03","F","FMNH-SEEDPLANTS","V0418429F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Caraipa","odorata","Caraipa odorata",NA,NA,"R. de Lemos Fróes","20498",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0418429F","V0418429F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"38","2019-01-25 15:39:09-02","IAC","IAC","11669","S","Plantae",NA,NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke","J.M. Pires","R.L. Fróes","22093","1947","04","07",NA,"Brasil","Amazonas","Rio Negro, Tapuruquara",NA,"Plantas recebidas do instituto agronômico do norte, do Sr. J.M.Pires, em abril de 1950",NA,NA,NA,NA,NA,NA,NA,NA,"1947","04",NA,NA,NA,NA,NA,NA,NA,NA,"07"
"39","2020-01-31 10:37:59-03","IFAM","EAFM","1223","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Caraipa","odorata","Caraipa odorata","Ducke","Assunção, P.","Stropp, J.; Assunção, P.","25","2007","07",NA,NA,"Brasil","Amazonas","rio Içana; igarapé Pamaali, próximo a Escola Indígena Baniwa Coripaco Pamaali.",NA,"; HABITAT: Floresta de terra-firme.",NA,NA,"São Gabriel da Cachoeira","-67.0892028808594","-0.130278006196022","377621","auto",NA,"2010","03",NA,NA,NA,NA,NA,NA,NA,NA,"29"
"40","2020-09-24 08:24:26-03","IBt","SP","329398","S","Plantae",NA,NA,"Calophyllaceae","Caraipa","odorata","Caraipa odorata","Ducke",NA,"Pruski, J","3200","1987","09","10",NA,"Brasil","Amazonas","Reserva Florestal Ducke",NA,NA,NA,NA,"Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
