"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"840","2015-09-03 19:08:09-03","MNHN","RECOLNAT_MNHN_P","P02007431","PreservedSpecimen",NA,"Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Nadeaud",NA,"1862","7","1","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02007431' target='other'> <mi>dwc_moreinfo</mi></a>","P02007431","P02007431_01","Corcovado",NA,NA,"hb",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"841","2015-09-03 19:08:09-03","MNHN","RECOLNAT_MNHN_P","P02007440","PreservedSpecimen",NA,"Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Angeli, C.|Silva, M.|Alves, L.",NA,"1982","1","25","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02007440' target='other'> <mi>dwc_moreinfo</mi></a>","P02007440","P02007440_01","Estr. Vista Chinesa, km 2, próximo à guarita do Instituto Brasileiro de Desenvolvimento Florestal (IBDF)",NA,NA,"hb",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"500",NA,NA
"842","2015-09-03 19:08:09-03","MNHN","RECOLNAT_MNHN_P","P02007428","PreservedSpecimen",NA,"Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Beyrich",NA,"1842","10","1","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02007428' target='other'> <mi>dwc_moreinfo</mi></a>","P02007428","P02007428_01","pr. Botafogo",NA,NA,"hb",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"843","2015-09-03 19:08:09-03","MNHN","RECOLNAT_MNHN_P","P02007438","PreservedSpecimen",NA,"Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Nadeaud",NA,"1862","9","1","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02007438' target='other'> <mi>dwc_moreinfo</mi></a>","P02007438","P02007438_01","Tijuca etc.",NA,NA,"hb",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"844","2013-06-20 10:16:22-03","MNHN","RECOLNAT_MNHN_P","P00401947","PreservedSpecimen",NA,"Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schltdl.",NA,NA,NA,NA,"Claussen",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"Cat. des bois : B 1474 / Catalogue : ancienne marque de récolement <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00401947' target='other'> <mi>dwc_moreinfo</mi></a>","P00401947",NA,"s.loc.",NA,NA,"xy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87",NA,NA
"845","2012-02-29 08:49:46-03","MNHN","RECOLNAT_MNHN_P","P00401963","PreservedSpecimen",NA,"Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schltdl.",NA,NA,NA,NA,"Claussen",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"Numéro sur le bois ou l'étiquette : 1474 [2] / Récolement : x 2 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00401963' target='other'> <mi>dwc_moreinfo</mi></a>","P00401963",NA,"s.loc.",NA,NA,"xy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","2020-10-01 14:25:37-03","JBB","HEPH","8598","S","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.","Pontes, AF","2003","10",NA,"Nóbrega, MGG; Melo, A","321A","1993","11","23","Brasil","Distrito Federal","Brasília","-47.85","-15.866667","-47.85","-15.866667","1025","1025",NA,NA,NA,"Estação Ecológica do Jardim Botânico de Brasília, Área do projeto Águas do Cerrado, anteriormente dominada por Pteridium aquilinum",NA,"Southern America",NA,NA,"Magnoliid","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","2020-10-01 14:25:37-03","JBB","HEPH","3924","S","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schltdl.","Zachia, RA","2000","07","25","Hage, JL; Brito, HS da","1459","1981","10","14","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"50","50",NA,NA,NA,"Centro de Pesquisa do Cacau, BR-415 km 22",NA,"Southern America",NA,NA,"Magnoliid","Magnoliales","61245","auto",NA,NA,NA,NA,NA,NA,NA
"848","2020-12-11 11:31:30-03","UFMG","BHCB","186036","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,NA,NA,NA,"Gontijo, FD","420","2014","10","14","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.356142","-20.068172","-43.356142","-20.068172",NA,NA,"Arbóreo; Frutificação; Próximo ao acesso, altura 6m; Floresta estacional semidecidual","BHCB186036",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","2020-12-11 11:31:30-03","UFMG","BHCB","149943","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,NA,NA,NA,"Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Oliveira Filho, AT de","2996","2011","03","20","Brasil","Minas Gerais","Delfim Moreira","-45.324028","-22.5765","-45.324028","-22.5765","1440","1440","Árvore com 6m de altura a beira de estrada. Fruto composto imaturo esverdeado e maduro amarelado com arilo esbranquiçado",NA,NA,"Fazenda Boa Esperança, Floresta Ombrófila Mista em regeneração",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","2020-12-11 11:31:30-03","UFMG","BHCB","185562","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,NA,NA,NA,"Tameirão Neto, E; Vidal, CV","5468","2013","11","25","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.370333","-19.038333","-43.370333","-19.038333",NA,NA,"Arbóreo; Frutificação; Frutos imaturos verdes, altura 7m; Floresta estacional semidecidual","BHCB185562",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","2020-12-11 11:31:30-03","UFMG","BHCB","185707","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,NA,NA,NA,"Vidal, CV; Souza, DT","1226","2014","03","27","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.391894","-19.077236","-43.391894","-19.077236",NA,NA,"Arbóreo; Frutificação; Frutos imaturos verdes, altura 10m; Floresta estacional semidecidual","BHCB185707",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","2020-12-11 11:31:30-03","UFMG","BHCB","191315","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,NA,NA,NA,"Giacomin, LL; Oliveira, CT","482","2008","12","22","Brasil","Minas Gerais","Bom Jesus do Galho","-42.478889","-19.5885","-42.478889","-19.5885","240","240","Arvoreta 6 m. Flores verdes.","BHCB191315",NA,"Zona rural, Proximidades do núcleo urbano de Revés do Belém. Mata ciliar, ca. de 1 km do núcleo urbano.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","2020-12-11 11:31:30-03","UFMG","BHCB","196716","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,"2019","06","20","Vilas Boas, T; Salim, ISH; Magalhães, RA","20","2019","03","23","Brasil","Minas Gerais","Itabira","-43.437083","-19.587889","-43.437083","-19.587889","650","650","Mata Secundária","BHCB196716",NA,"Parque Estadual da Mata do Limoeiro, Distrito de Ipoema",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","2020-12-11 11:31:30-03","UFMG","BHCB","200715","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi",NA,"2012",NA,NA,"Arrais, MGM; Harley, RM; Stannard, BL; Longhi-Wagner, HM; Esteves, GL","CFCS5957","1984","10","14","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Arbusto até 3 m. de altura, ramos horizontais, casca marrom escura, lisa. Flores pêndulas, amareladas externamnte, púrpuras internamnete.","BHCB200715","BHCB200715","Serra do Cipó., Km 120 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"855","2020-12-11 11:31:30-03","UFMG","BHCB","190096","PreservedSpecimen","Plantae","Annonaceae","Annona","neolaurifolia","Annona neolaurifolia","H.Rainer",NA,"2014","02","03","Alves, DS","s.n.","2014","02","03","Brasil","Minas Gerais","Lavras","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"Arboreo, 9m.; Fragmento de mata.","BHCB190096",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA
"856","2020-12-11 11:31:34-03","UFMG","BHCB","113191","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Mendes, MS; et al.","s.n.","2007","02","02","Brasil","Minas Gerais","Itabiriro","-43.932508","-20.301681","-43.932508","-20.301681",NA,NA,"Habitat: Floresta Est. Semid. Sub-montana, Porte: arbóreo",NA,NA,"Região da Gerdal, Próximo a BR 040, Mina Várzea do Lopes",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","2020-12-11 11:31:34-03","UFMG","BHCB","43588","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","2020-12-11 11:31:34-03","UFMG","BHCB","44084","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","2020-12-11 11:31:34-03","UFMG","BHCB","44085","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","2020-12-11 11:31:34-03","UFMG","BHCB","44086","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","2020-12-11 11:31:34-03","UFMG","BHCB","44166","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","2020-12-11 11:31:34-03","UFMG","BHCB","44167","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","2020-12-11 11:31:34-03","UFMG","BHCB","47308","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","2020-12-11 11:31:34-03","UFMG","BHCB","63582","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Krieger, L","8018","1970","01","01","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","2020-12-11 11:31:34-03","UFMG","BHCB","65195","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Stehmann, JR; Castro, IB","3023","2001","10","23","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"1700","1700","Arbusto, na beira da estrada",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"866","2020-12-11 11:31:34-03","UFMG","BHCB","63656","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Valente, A","81","2001","12","16","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"867","2020-12-11 11:31:34-03","UFMG","BHCB","69558","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Nogueira, CP","s.n.","2001","11","28","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Plot 1",NA,NA,"Estação Biológica de Caratinga. Mata do Jaó.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"868","2020-12-11 11:31:34-03","UFMG","BHCB","94868","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Echternacht, LA; Dornas, T","1060","2004","03","10","Brasil","Minas Gerais","Carmópolis de Minas","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"Árbóreo em floresta semidecídua.",NA,NA,"Estação Ecológica Estadual da Mata do Cedro.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA
"869","2020-12-11 11:31:34-03","UFMG","BHCB","118324","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Mendes, MS; et al.","s.n.","2007","02","02","Brasil","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Habitat: Floresta Est. Semid. Sub montana, Porte: arbóreo",NA,NA,"Mina Várzea do Lopes - Gerdau.",NA,"Southern America",NA,NA,"Dicotyledon",NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
"870","2020-12-11 11:31:34-03","UFMG","BHCB","97000","PreservedSpecimen","Plantae","Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,NA,"Mota, RC da; Palú, L; Vasconcelos, MF de","3004","2006","01","03","Brasil","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Arvoreta; frutos imaturos verde-acastanhados",NA,NA,"Serra do Caraça., Planta coletada em borda de mata semidecídua próxima da Fazenda do Engenho",NA,"Southern America",NA,NA,"Dicotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"871","2020-12-11 11:31:34-03","UFMG","BHCB","135743","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Moreira, NC; Rodrigues, JG; Schall, B","103","2009","12","07","Brasil","Minas Gerais","Ribeirão das Neves","-44.051389","-19.824722","-44.051389","-19.824722","870","870","Arbusto; beira da estrada; flor verde, corola trimera com expansões aladas.",NA,NA,"Fazenda Seu Osvaldo",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","2020-12-11 11:31:34-03","UFMG","BHCB","26563","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","2020-12-11 11:31:34-03","UFMG","BHCB","26563","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","2020-12-11 11:31:34-03","UFMG","BHCB","39275","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Margem do Rio Grande.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","2020-12-11 11:31:34-03","UFMG","BHCB","45372","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","2020-12-11 11:31:34-03","UFMG","BHCB","68845","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Kamino, LHY","266","2002","03","01","Brasil","Minas Gerais","Belo Horizonte",NA,"-19.877778",NA,"-19.877778",NA,NA,"Arbóreo/ Fruto imaturo verde",NA,NA,"Estação Ecológica da UFMG",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","2020-12-11 11:31:34-03","UFMG","BHCB","33422","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"878","2020-12-11 11:31:34-03","UFMG","BHCB","33422","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"879","2020-12-11 11:31:34-03","UFMG","BHCB","23724","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA
"880","2020-12-11 11:31:34-03","UFMG","BHCB","23724","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA
"881","2020-12-11 11:31:34-03","UFMG","BHCB","19293","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","01","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"882","2020-12-11 11:31:34-03","UFMG","BHCB","19293","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","01","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"883","2020-12-11 11:31:34-03","UFMG","BHCB","19294","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","25","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"884","2020-12-11 11:31:34-03","UFMG","BHCB","19294","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","25","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA
"885","2020-12-11 11:31:34-03","UFMG","BHCB","76091","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Forzza, RC","2032","1982","01","12","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"886","2020-12-11 11:31:34-03","UFMG","BHCB","22765","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Toledo, FRN; Teixeira, EM","s.n.","1993","10","27","Brasil","Minas Gerais","Miraí","-42.614200592041","-21.1952991485596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"18007","auto",NA,NA,NA,NA,NA,NA,NA
"887","2020-12-11 11:31:34-03","UFMG","BHCB","22765","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Toledo, FRN; Teixeira, EM","s.n.","1993","10","27","Brasil","Minas Gerais","Miraí","-42.614200592041","-21.1952991485596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"18007","auto",NA,NA,NA,NA,NA,NA,NA
"888","2020-12-11 11:31:34-03","UFMG","BHCB","33634","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"889","2020-12-11 11:31:34-03","UFMG","BHCB","33634","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA
"890","2020-12-11 11:31:34-03","UFMG","BHCB","23289","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Toledo, FRN; Teixeira, EM","220","1994","01","03","Brasil","Minas Gerais","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA
"891","2020-12-11 11:31:34-03","UFMG","BHCB","23289","PreservedSpecimen","Plantae","Annonaceae","Rollinia","laurifolia","Rollinia laurifolia","Schlecht.",NA,NA,NA,NA,"Toledo, FRN; Teixeira, EM","220","1994","01","03","Brasil","Minas Gerais","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA
