"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-06-29 11:31:38-03","UFRJ","RFA","39608","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O.Berg","M. Sousa","R. Finotti; J. Caruzo","140",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso",NA,"Árvore de 4 metros de altura e PAP de 15,4 cm","RFA24608",NA,"-42.905278","-22.493333","Guapimirim","50",NA,NA,NA,NA,NA,"42º54'19''W","22º29'36''S","50",NA,NA,NA,NA,NA
"12","2020-06-29 11:31:38-03","UFRJ","RFA","21074","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O.Berg","G.M. Barroso","P. Occhioni","8969","1979","07","05",NA,"Brasil","Rio de Janeiro","Saracuruna, próximo a Duque de Caxias",NA,"Arvoreta; flores esverdeadas","RFA17424",NA,"-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:38-03","UFRJ","RFA","15157","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O.Berg","G.M. Barroso","P. Occhioni","5953","1974","05","00",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Loc. Limoeiro",NA,"Árvore pequena; flor creme","RFA13249",NA,"-42.9655990600586","-22.4122009277344","Teresópolis",NA,"38539","auto","1992","10","10",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:38-03","UFRJ","RFA","15107","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O.Berg","A. Giaretta","P. Occhioni","5918","1974","04",NA,NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Loc. Limoeiro",NA,"Arvoreta; flor creme esverdeada","RFA39315",NA,"-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:45:56-03","EAO","IAN","23288","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN023288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:21:12-03","UFBA","ALCB","73190","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","crassiflora","Eugenia crassiflora","Kiaersk.","Faria Júnior, JEQ de","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","12429","2006","04","30","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho para a Serra do Barbado",NA,"de ca 3m. Folhas cartáceas, discolores. Flores axilares, cálice verde, pétalas rosadas. Freqüente.","ALCB057832",NA,"-41.833333","-13.283333","Catolés",NA,NA,NA,"2010","09","17","-41.833333","-13.283333",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:21:12-03","UFBA","ALCB","72901","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","crassiflora","Eugenia crassiflora","Kiaersk.","Faria Júnior, JEQ de","Guedes, ML; Valadão, RM; Santos, JS; Carvalho, G; Alunos de Botânica III","12262","2006","04","30","Southern America","Brasil","Bahia","Chapada Diamantina, Caminho para a Serra do Barbado",NA,"de ca 4m. Folhas coriáceas, discolores. Frutos imaturos verdes. Freqüente.","ALCB057829",NA,"-41.833333","-13.283333","Catolés",NA,NA,NA,NA,NA,NA,"-41.833333","-13.283333",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:21:18-03","UFBA","ALCB","83617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O.Berg","Sobral, M","Araújo, GB; Cavalcante, F","87","2005","05","16","Southern America","Brasil","Alagoas",NA,NA,"ca. 3,5 cm alt. botões florais marrons.; secundária.","ALCB058291",NA,"-35.5332984924316","-9.15167045593262","Matriz de Camaragibe",NA,"22289","auto","2014","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442480","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O.Berg",NA,"Riedel JGF",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia: Mondiocca.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442480","NL-U1442480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-11-04 11:14:41-03","ESALQ","ESA","122850","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa",NA,"Quinet, A.","Neto, S.J.S.","1005.0","1997","08","28",NA,"Brasil","Rio de Janeiro","Reserva da Petrobrás. Reservatorio de Saracuruna.",NA,NA,"ESA122850",NA,NA,NA,"Saracuruna","50",NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA
"21","2020-11-04 11:14:41-03","ESALQ","ESA","93427","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Giaretta, A.","Ivanauskas, N.M. et al.","4503.0","2001","08","17",NA,"Brasil","São Paulo",NA,NA,NA,"ESA093427",NA,"-45.4099998474121","-23.7600002288818","São Sebastião",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:03:14-03","JBP","HPL","6987","S","Plantae",NA,NA,"Myrtaceae","Eugenia","robustovenosa","Eugenia robustovenosa",NA,"H. Lorenzi","R. Tsuji, H. Lorenzi et al.","1566","2007","01","30",NA,"Brasil","MG","Coletado em direção ao bairro Achados, em borda de estrada.",NA,NA,NA,NA,"-42.5686","-19.3636","Santana do Paraiso",NA,"17033","auto","2007","04","25",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-07-26 11:40:46-03","IPA","IPA","67504","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Sobral, M.","Eugênio, C.; Ferreira, C.; Ferreira, C.","67504","1999","07","26","Southern America","Brasil","Pernambuco","Curado, campus do Comando Militar do Nordeste.",NA,NA,"IPA0067504",NA,"-34.8810997009277","-8.05389022827148","Recife",NA,"18865","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:46:19-02","IPA","IPA","20935","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Amorim, B.S.","Andrade-Lima","70-5703","1970","02","06","Southern America","Brasil","Pernambuco","Cupe, Praia de Muro Alto",NA,"Árvore.; Mata.","IPA0020935",NA,"-35.1585998535156","-8.66361045837402","Rio Formoso",NA,"21734","auto","2010","07","12",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:46:19-02","IPA","IPA","84431","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Amorim, B.S.","Silva, T.M.C.; Almeida, K.; Almeida, K.","26","2000","10","10","Southern America","Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"Árvore ca. 5m de altura. Caule marron. Flores com quatro pétalas alvas, sépalas verdes e os estames alvos.; Solo areno-argiloso.","IPA0084431",NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2010","07","21","-34.950278","-8.012778",NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:46:19-02","IPA","IPA","21584","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Souza, M.C.","Carrazzoni","244","1974","10","14","Southern America","Brasil","Paraíba","km 231 estrada João Pessoa - Recife.",NA,NA,"IPA0021584",NA,NA,NA,NA,NA,NA,NA,"2008","08","12",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:46:19-02","IPA","IPA","75813","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Amorim, B.S.","Teixeira, G.","2891","1965","10","14","Southern America","Brasil","Pernambuco","Matas de Bicopeba",NA,"Arvoreta; flores alvas de perfume agradável, estames alvos, anteras pardas; flores dispostas em cachos ao longo dos ramos com folhas nas extremedades dos mesmos.","IPA0075813",NA,"-35.179722","-7.896667","Paudalho",NA,NA,NA,"2010","07","08","-35.179722","-7.896667",NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:46:19-02","IPA","IPA","78570","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Souza, M.C.","Marques, J.S.; Albuquerque, N.A.; Albuquerque, N.A.","262","2007","10","30","Southern America","Brasil","Pernambuco","Mata de Vespas, Usina São José. Interior ripário.",NA,"Árvore ca. 7 metros. Flores brancas.Frequência média.","IPA0078570",NA,"-34.981083","-7.751361","Igarassu",NA,NA,NA,"2008","08","12","-34.981083","-7.751361",NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:46:19-02","IPA","IPA","78804","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Souza, M.C.","Irapuan, J.; Marques, J.S.; Marques, J.S.","12","2008","04","16","Southern America","Brasil","Pernambuco","Mata dos Macacos, Usina São José. Entrada da trilha de macacos.",NA,"Arbusto ca. de 3-4 metros de altura. Folhas glabras, membranácea.","IPA0078804",NA,"-34.9063987731934","-7.83416986465454","Igarassu",NA,"24709","auto","2008","08","12",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-07-26 11:40:46-03","IPA","IPA","13991","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Sobral, M.","Mariz, G.","13991","1966","04","04","Southern America","Brasil","Pernambuco","Dois Irmãos",NA,"Árvore de pequeno porte 3-4m. Fruto.","IPA0013991",NA,"-34.8810997009277","-8.05389022827148","Recife",NA,"18865","auto","2006","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:46:19-02","IPA","IPA","20934","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","Amorim, B.S.","Andrade-Lima","70-5702","1970","02","06","Southern America","Brasil","Pernambuco","Cupe, praia de Muro Alto. Mata.",NA,"Árvore 5-6m. Flores alvas.","IPA0020934",NA,"-35.1585998535156","-8.66361045837402","Rio Formoso",NA,"21734","auto","2010","07","12",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:31:22-03","IAP","PACA-AGP","103660","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg",NA,"M. Peron et al.","991","1992","11","30",NA,"Brasil","RJ","Reserva Biológica Poço das Antas, margens do Rio São João, entre a BR 101 e a ponte da linha férrea.",NA,"arv. 4 m alt.; botões florais pardos e flores alvas&nf;RB 300219 Hábito: arbórea","PACA103660",NA,"-42.25","-22.5","Silva Jardim",NA,NA,NA,NA,NA,NA,"42°15'00W","22°30'00S",NA,"Magnoliatae",NA,NA,NA,NA
"33","2019-11-19 14:08:31-03","UFRPE","PEUFR","37260","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","M. Sobral","K. Almeida","113",NA,NA,NA,NA,"Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,NA,"PEUFR037260",NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2007",NA,NA,"34º57'01''W","08º00'46''S",NA,NA,NA,NA,NA,NA
"34","2019-11-19 14:08:31-03","UFRPE","PEUFR","37263","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","M. Sobral","K. Almeida","47","2000","05","28",NA,"Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"Árvore com cerca de 7 m; fruto passado marrom com sépalas persistentes verdes","PEUFR037263",NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2007",NA,NA,"34º57'01''W","08º00'46''S",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:08:31-03","UFRPE","PEUFR","37262","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","M. Sobral","T.M.C. da Silva","26","2000","10","10",NA,"Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"Árvore com cerca de 5 m de altura; flores com quatro pétalas alvas; sépalas verdes e estames alvos","PEUFR037262",NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2007",NA,NA,"34º57'01''W","08º00'46''S",NA,NA,NA,NA,NA,NA
"36","2020-01-07 12:00:36-03","UFRPE","PEUFR","53924","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg",NA,"M.A.M. Silva","38","2008","11","29",NA,"Brasil","Pernambuco","Mata da Usina São José/fragmento Zambana",NA,"Planta com frutos","PEUFR053924",NA,"-34.906389","-7.834444","Igarassu","19",NA,NA,NA,NA,NA,"34° 54' 23 w","7° 50' 4''s","19",NA,NA,NA,NA,NA
"37","2019-11-19 14:08:31-03","UFRPE","PEUFR","37261","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","M. Sobral","E.S. da Silva; Antônio","29","2000","10","30",NA,"Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"Árvore com cerca de 6 m; flores em botões marrons","PEUFR037261",NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2007",NA,NA,"34º57'01''W","08º00'46''S",NA,NA,NA,NA,NA,NA
"38","2019-11-19 14:08:31-03","UFRPE","PEUFR","46039","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","B.S.Amorim","G.J. Bezerra; A.Melquíades","177","2003","03","28",NA,"Brasil","Pernambuco","Usina São José",NA,"Árvore ca. 5m, flores brancas e botões","PEUFR046039",NA,"-34.9063987731934","-7.83416986465454","Igarassu",NA,"24709","auto","2010","04","29",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-19 14:08:31-03","UFRPE","PEUFR","31528","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg","M. Sobral","M.F.A. Lucena","820","2000","01","14",NA,"Brasil","Pernambuco","Mata de Pau Amarelo",NA,"Arvoreta com 5 m de altura; cálice persistente verde; folhas coráceas","PEUFR031528",NA,"-35.1046981811523","-8.75971984863281","Tamandaré",NA,"16930","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:22:21-03","UFPB","JPB","29143","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Souza, MC","Silva, TMC da; Almeida, K","26","2000","10","10","Southern America","Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"; DESC: Árvore com cerca de 5m. Caule marrom. Flores com quatro pétalas alvas, sépalas verdes e os estames alvos. Solo areno-agiloso.","JPB0029143",NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2008","08","11","-34.950278","-8.012778",NA,NA,NA,NA,NA,NA
"41","2020-04-22 16:22:21-03","UFPB","JPB","28797","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Souza, MC","Almeida, K","113",NA,NA,NA,"Southern America","Brasil","Pernambuco","Estação Ecológica do Tapacurá",NA,"; DESC: Solo areno - agiloso.",NA,NA,"-34.950278","-8.012778","São Lourenço da Mata",NA,NA,NA,"2008","08","11","-34.950278","-8.012778",NA,NA,NA,NA,NA,NA
"42","2020-04-22 16:22:21-03","UFPB","JPB","46457","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Viana, JL","Viana, JL","246","2010","12","18","Southern America","Brasil","Pernambuco","RPPN Pedra D'Anta, Preta Flor",NA,"; DESC: Árvore. Coletada em amiente umido e sombreado",NA,NA,"-35.9","-8.658333","Lagoa dos Gatos","464",NA,NA,"2011","05","12","-35.9","-8.658333","760",NA,NA,NA,NA,NA
"43","2020-04-22 16:22:21-03","UFPB","JPB","48063","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Amorim, BS","Amorim, BS; Melo, AV de; Pessoa, EM; Chagas, MA","818","2011","03","11","Southern America","Brasil","Pernambuco","RPPN Frei Caneca, Próximo a Barragem das Moças",NA,"; HABITAT: Floresta Atlântica; DESC: Arvoreta 4m alt., frutos imaturos marrons, pouco verrucosos","JPB0048063",NA,"-35.840556","-8.72","Jaqueira","635",NA,NA,"2011","03",NA,"-35.840556","-8.72","635",NA,NA,NA,NA,NA
"44","2020-04-22 16:22:21-03","UFPB","JPB","49425","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Amorim, BS","Amorim, BS; Araújo, DA; Viana, JL; Chagas, MA","1295","2011","11","23","Southern America","Brasil","Pernambuco","RPPN Pedra D'Anta, Mata do Peru, interior da mata",NA,"; HABITAT: Floresta Atlântica; DESC: Arvorteta 4m alt., flores brancas. Material tratado com álcool 90%.","JPB0049425",NA,"-35.859722","-8.691389","Lagoa dos Gatos",NA,NA,NA,"2011","11",NA,"-35.859722","-8.691389",NA,NA,NA,NA,NA,NA
"45","2020-04-22 16:22:21-03","UFPB","JPB","50472","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Amorim, BS","Amorim, BS; Araújo, A; Araújo, C; Sampaio, VS; Chagas, MA","1398","2012","01","24","Southern America","Brasil","Alagoas","Reserva Biológica da Pedra Talhada, Mata próximo à Pedra Talhada, interior da mata.",NA,"; HABITAT: Floresta Atlântica; DESC: Arvoreta 8m alt., frutos verdes.","JPB0050472",NA,"-36.428056","-9.251111","Quebrangulo",NA,NA,NA,"2012","01",NA,"-36.428056","-9.251111",NA,NA,NA,NA,NA,NA
"46","2020-04-22 16:22:21-03","UFPB","JPB","52903","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Amorim, GS","Amorim, BS; Costa-Lima, JL; Pereira, LA; Chagas, MA","1713","2012","12","20","Southern America","Brasil","Alagoas","Reserva Biológica da Pedra Talhada, Trilha para Pedra Talhada, interior da mata",NA,"; HABITAT: Floresta Atlântica; DESC: Árvore 12m alt., flores brancas.","JPB0052903",NA,"-36.428056","-9.251111","Quebrangulo",NA,NA,NA,"2019","07","16","-36.428056","-9.251111",NA,NA,NA,NA,NA,NA
"47","2020-04-22 16:22:21-03","UFPB","JPB","52990","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Myrtaceae","Eugenia","umbrosa","Eugenia umbrosa","O. Berg.","Amorim, BS","Amorim, BS; Costa-Lima, JL; Pessoa, EM; Araújo, DA; Moreira, SN; Chagas, MA","1757","2013","01","30","Southern America","Brasil","Pernambuco","RPPN Frei Caneca, Mata do Quengo, interior da mata.",NA,"; HABITAT: Floresta Atlântica; DESC: Arvoreta 4m alt., flores passadas. Material tratado com álcool 90%.","JPB0052990",NA,"-35.842778","-8.714722","Jaqueira",NA,NA,NA,"2013","01",NA,"-35.842778","-8.714722",NA,NA,NA,NA,NA,NA
