"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","469081","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","1967","04","22","Brazil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469081",NA,"16358","South America","sheet",NA,"Magnoliophyta","Laurales","100","100","NY00469081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","469084","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","I. de Vattimo",NA,NA,NA,"R. Reitz","1956","04","13","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P.","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469084",NA,"3129","South America","sheet",NA,"Magnoliophyta","Laurales","200","200","NY00469084_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","469087","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1957","11","27","Brazil","Santa Catarina","Presidente Nereu","Sabiá, Presidente Nereu","-49.3903","-27.2772",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469087",NA,"2264","South America","sheet",NA,"Magnoliophyta","Laurales","750","750","NY00469087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","469523","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees",NA,NA,NA,NA,"R. Reitz","1956","04","13","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P.","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469523",NA,"3129","South America",NA,NA,"Magnoliophyta","Laurales","200","200","NY00469523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","469079","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","J. B. Baitello",NA,NA,NA,"F. Chagas e Silva","1986","03","08","Brazil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469079",NA,"1070","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,"NY00469079_01","38740","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","355464","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha attenuata","Meisn.",NA,NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"Shuttl. 1842 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355464","isotype","5150","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,"NY00355464_01",NA,NA,"attenuata",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","355463","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha attenuata","Meisn.",NA,NA,NA,NA,"G. Gardner","1836",NA,NA,"Brazil","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355463","isotype","5150","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,"NY00355463_01",NA,NA,"attenuata",NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:01-03","UFRJ","RFA","8968","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees",NA,NA,NA,NA,"E. Pereira","1958","04","16","Brasil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,"RFA43184",NA,"3658",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:01-03","UFRJ","RFA","5935","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","A. Quinet","2006","02","23","E. Pereira","1959","01","15","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado, Cotia","-43.2075004577637","-22.9027996063232",NA,NA,"Árvore; flor alva","RFA43182",NA,"4235",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:45-03","UTFPR","DVPR","3145","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees & Mart.","Brotto, ML","2014","08","07","Beltrami, L; Olinisky, IA; Maschio, W","2007","06","11","Brasil","Santa Catarina","Morretes","Serra da Graciosa",NA,NA,NA,NA,NA,"DVPR003145",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:04-03","PUCPR","HUCP","23430","S","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees.","Brotto, M",NA,NA,NA,"Silva, JM","2014","05","20","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,"HUCP00012747",NA,"8549",NA,NA,NA,"Magnoliidae",NA,NA,NA,"HUCP00012747","41937","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:04-03","PUCPR","HUCP","23621","S","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees.","Brotto, M",NA,NA,NA,"Dunaiski, A","2001","11","16","Brasil","Paraná","São José dos Pinhais","Colônia Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,"HUCP00012695",NA,"1769",NA,NA,NA,"Magnoliidae",NA,NA,NA,"HUCP00012695","45291","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:04-03","PUCPR","HUCP","23493","S","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees.","Brotto, M",NA,NA,NA,"Dunaiski, A","2003","11","24","Brasil","Paraná","São José dos Pinhais","Colônia Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,"HUCP00012799",NA,"2154",NA,NA,NA,"Magnoliidae",NA,NA,NA,"HUCP00012799","45291","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L 0037138","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees & Mart.",NA,NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037138","syntype",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"NL-L0037138",NA,NA,NA,"Magnoliopsidae","905234325",NA,NA,NA,NA
"25","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L.1802416","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees & Mart.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","10","11","Brazil",NA,NA,"Plantas de Santa Catarina, Ibirama Capoeira.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802416",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"NL-L1802416",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L.1802417","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees & Mart.",NA,NA,NA,NA,"Reitz R; Klein RM","1957","05","26","Brazil",NA,NA,"Plantas de Santa Catarina, Estrada Dona Francisca, Joinvile, Orla da mata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802417",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"NL-L1802417",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L.1802419","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees & Mart.",NA,NA,NA,NA,"Reitz R; Klein RM","1957","10","05","Brazil",NA,NA,"Plantas de Santa Catarina, Tres Barras, Garuva, Mata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802419",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"NL-L1802419",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:35:54-03","NBC","NL-BOTANY","U.1406460","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees & Mart.",NA,NA,NA,NA,"Liesner RL; González A","1980","03","12","Venezuela",NA,NA,"Plants of Venezuela, Estado Barinas, along Rio Caparo, 2-4 km up river from dam site.","-71.466667","7.683333","-71.466667","7.683333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406460",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,"NL-U1406460",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-11-04 10:56:01-03","ESALQ","ESA","137052","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","H. Van de Werff","2008",NA,NA,"J.M. Silva","2005","05","11","Brasil","Paraná","Antonina","Bruna","-48.7118988037109","-25.4286003112793",NA,NA,NA,"ESA137052",NA,"4318.0",NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:11:57-03","ESALQ","ESA","129026","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Brotto, M.L.","2017","02","02","Colletta, G.D.","2014","04","16","Brasil","São Paulo","Tapiraí","Reserva CBA, Represa","-47.5","-23.9599990844727",NA,NA,"Árvore, 10m, flores alvas","ESA129026",NA,"1442.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:11:57-03","ESALQ","ESA","128499","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha",NA,"Ivanauskas, N.M.","2013",NA,NA,"Flores, T.B.","2013","03","28","Brasil","São Paulo","Tapirai","Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","-47.55755","-24.16651","-47.55755","-24.16651",NA,"ESA128499",NA,"1840.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:11:57-03","ESALQ","ESA","128500","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha",NA,"Baitello, J.B.","2013",NA,NA,"Virillo, C.B.","2013","03","31","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34875","-24.03041","-47.34875","-24.03041","reg","ESA128500",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:11:57-03","ESALQ","ESA","13910","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Moraes, P.L.R.",NA,NA,NA,"Lemos, G.M.L.C.","1978","04","10","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"ESA013910",NA,"1.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:11:57-03","ESALQ","ESA","69186","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Moraes, P.L.R.",NA,NA,NA,"Lima, H.S. et al.","2000","07","11","Brasil","Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,"ESA069186",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA069186","293587","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:11:57-03","ESALQ","ESA","101559","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha",NA,NA,NA,NA,NA,"Meireles, J.E.","2005","03","27","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA101559",NA,"290.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA101559","38804","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:11:57-03","ESALQ","ESA","27925","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Baitello, J.B.",NA,NA,NA,"Godoi, J.V. et al.","1994","05","04","Brasil","São Paulo","Itariri",NA,"-47.1699981689453","-24.2800006866455",NA,NA,NA,"ESA027925",NA,"405.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"15115","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:11:57-03","ESALQ","ESA","105459","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha",NA,"Baitello, J.B.","2002","03","17","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,"ESA105459",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA105459","27904","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:57-03","ESALQ","ESA","17829","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Baitello, J.B.",NA,NA,NA,"Furlan, A. et al.","1994","04","15","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,"ESA017829",NA,"1450.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:11:57-03","ESALQ","ESA","22384","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Baitello, J.B.",NA,NA,NA,"Ferreira, V.F.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Hoffmann, J.R.","1994","09","06","Brasil","São Paulo","Cananéia","Estrada Cananéia - Pariquera-açú (via ponte), ca. 19 Km de cananéia. Extensa área de transição mata de restinga - mata atlântica. 24°54'02,9S, 47°50'30,3W.","-47.9199981689453","-25.0100002288818",NA,NA,"Árvore, ca 10m alt., frtuos verdes, cúpula verde.","ESA022384",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:11:57-03","ESALQ","ESA","101554","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Brotto, M.L.","2017","02","02","Destefani, A.C.C.","2005","03","28","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA101554",NA,"168.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"ESA101554","38804","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:11:57-03","ESALQ","ESA","38835","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Moraes, P.L.R.",NA,NA,NA,"Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.","1997","06","06","Brasil","Mato Grosso","Nova Bandeirantes","Estrada de acesso a Nova Bandeirantes. Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Podzólico.","-57.8106002807617","-9.8497200012207",NA,NA,"Árvore de 9m. Flores brancas.","ESA038835",NA,"2047.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"128442","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:11:57-03","ESALQ","ESA","128956","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Brotto, M.L.","2017","02","02","Colletta, G.D.","2014","04","14","Brasil","São Paulo","Tapiraí","Reserva CBA","-47.5","-23.9599990844727",NA,NA,"Árvore, 8m, flores alvas","ESA128956",NA,"1372.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"43","2016-02-02 14:38:20-02","BGBM","B","B 10 0185048","S","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","J. Rohwer","1989",NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"fol. I <a href=http://herbarium.bgbm.org/object/B100185048 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185048","syntype","fol. I","Middle and South America",NA,NA,NA,NA,NA,NA,"B100185048 B100185048_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-19 08:15:20-03","FPS","FPS","2297","MachineObservation","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees.","Brotto, M.L.","2017","01","22","Schwirkowski, P.","2016","07","11","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada","-49.285673","-26.354516","-49.285673","-26.354516","<ll>dwc_commonname:</ll> Canela-seca, canela-branca, canela-nhossara","FPS02297,MBM410347,FURB51858",NA,"1752",NA,NA,NA,NA,NA,NA,NA,"FPS02297_v01 FPS02297_v02 FPS02297_v03 FPS02297_v04 FPS02297_v05 FPS02297_v06 FPS02297_v07 FPS02297_v08 FURB51858 MBM410347",NA,NA,NA,NA,"FURB 51858, MBM 410347","voucher",NA,NA,NA
"45","2019-12-19 08:15:20-03","FPS","FPS","3011","MachineObservation","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Schwirkowski, P.","2017","10","05","Schwirkowski, P.","2017","10","05","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Na trilha para o Morro da Igreja","-49.263828","-26.361229","-49.263828","-26.361229","<ll>dwc_commonname:</ll> Canela-seca, canela-branca, canela-nhossara","FPS03011,ASE0041802,MBM423579,FURB55719",NA,"2438",NA,NA,NA,NA,NA,NA,NA,"FPS03011_v02 FPS03011_v03 FPS03011_v04 FPS03011_v05 FPS03011_v06 FPS03011_v07 FURB55719",NA,NA,NA,NA,"FURB 55719, ASE 40285, MBM 423579","voucher",NA,NA,NA
"46","2019-12-19 08:15:20-03","FPS","FPS","412","MachineObservation","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha","Nees","Schwirkowski, P.","2014","11","27","Schwirkowski, P.","2014","11","27","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho - Propriedade de Leonardo Pilz","-49.370081","-26.317638","-49.370081","-26.317638","<ll>dwc_commonname:</ll> Canela-seca, canela-branca, canela-nhossara","FPS00412",NA,"644",NA,NA,NA,NA,NA,NA,NA,"FPS00412_v01 FPS00412_v02 FPS00412_v03 FPS00412_v04",NA,NA,NA,NA,NA,NA,NA,NA,NA
