familia,genero,epiteto_especifico,especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,especie_autor,cat_ameaca_sp,grupao,grupo,cat_ameaca_CR_lac,cat_ameaca_br,fonte
Convolvulaceae,Jacquemontia,revoluta,Jacquemontia revoluta,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Convolvulaceae,Jacquemontia,sphaerocephala,Jacquemontia sphaerocephala,NA,"NA",EX,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Jacqueshuberia,quinquangulata,Jacqueshuberia quinquangulata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Jamesonia,biardii,Jamesonia biardii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Jamesonia,brasiliensis,Jamesonia brasiliensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Jamesonia,cheilanthoides,Jamesonia cheilanthoides,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Jamesonia,insignis,Jamesonia insignis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Jamesonia,rufescens,Jamesonia rufescens,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malpighiaceae,Janusia,linearifolia,Janusia linearifolia,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malpighiaceae,Janusia,occhionii,Janusia occhionii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malpighiaceae,Janusia,schwannioides,Janusia schwannioides,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pallaviciniaceae,Jensenia,difformis,Jensenia difformis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apocynaceae,Jobinia,hatschbachii,Jobinia hatschbachii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jungermanniaceae,Jungermannia,decolor,Jungermannia decolor,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,brasiliana,Justicia brasiliana,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,bullata,Justicia bullata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,catharinensis,Justicia catharinensis,NA,NT,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,clausseniana,Justicia clausseniana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,genuflexa,Justicia genuflexa,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,kleinii,Justicia kleinii,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,laevilinguis,Justicia laevilinguis,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,lythroides,Justicia lythroides,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,paranaensis,Justicia paranaensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,polita,Justicia polita,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,pseudoamazonica,Justicia pseudoamazonica,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,ramulosa,Justicia ramulosa,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Justicia,tijucensis,Justicia tijucensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calophyllaceae,Kielmeyera,altissima,Kielmeyera altissima,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Calophyllaceae,Kielmeyera,occhioniana,Kielmeyera occhioniana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calophyllaceae,Kielmeyera,rufotomentosa,Kielmeyera rufotomentosa,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calophyllaceae,Kielmeyera,rupestris,Kielmeyera rupestris,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calophyllaceae,Kielmeyera,sigillata,Kielmeyera sigillata,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiaceae,Klotzschia,rhizophylla,Klotzschia rhizophylla,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Koellensteinia,tricolor,Koellensteinia tricolor,NA,LC,VU,Koellensteinia tricolor (Lindl.) Reichb.f.,VU,NA,NA,NA,NA,NA
Malvaceae,Krapovickasia,urticifolia,Krapovickasia urticifolia,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Kutchubaea,duckei,Kutchubaea duckei,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lacistemataceae,Lacistema,lucidum,Lacistema lucidum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Ladenbergia,paraensis,Ladenbergia paraensis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Laelia,gloriosa,Laelia gloriosa,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Lythraceae,Lafoensia,nummularifolia,Lafoensia nummularifolia,VU,NA,VU,Lafoensia nummularifolia A.St.-Hil.,VU,NA,NA,NA,VU,Portaria 443/2014
Lythraceae,Lafoensia,vandelliana,Lafoensia vandelliana,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Cyperaceae,Lagenocarpus,bracteosus,Lagenocarpus bracteosus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balanophoraceae,Langsdorffia,hypogaea,Langsdorffia hypogaea,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lantana,ramboi,Lantana ramboi,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Bromeliaceae,Lapanthus,duartei,Lapanthus duartei,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lathyrus,acutifolius,Lathyrus acutifolius,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lathyrus,hookeri,Lathyrus hookeri,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lathyrus,paraguariensis,Lathyrus paraguariensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lathyrus,parodii,Lathyrus parodii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,cordata,Lavoisiera cordata,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,itambana,Lavoisiera itambana,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,mello-barretoi,Lavoisiera mello-barretoi,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,quinquenervis,Lavoisiera quinquenervis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,rigida,Lavoisiera rigida,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,sampaioana,Lavoisiera sampaioana,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Lavoisiera,serrulata,Lavoisiera serrulata,NA,"NA",EX,Lavoisiera serrulata Cogn.,EX,NA,NA,NA,NA,NA
Melastomataceae,Leandra,amplexicaulis,Leandra amplexicaulis,NA,"NA",VU,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Leandra,calvescens,Leandra calvescens,NA,"NA",VU,Leandra calvescens (Triana) Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,catharinensis,Leandra catharinensis,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Leandra,coriacea,Leandra coriacea,NA,"NA",VU,Leandra coriacea Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,dispar,Leandra dispar,NA,"NA",VU,Leandra dispar (Gardner) Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,echinata,Leandra echinata,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Leandra,eichleri,Leandra eichleri,NA,"NA",VU,Leandra eichleri Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,hatschbachii,Leandra hatschbachii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Leandra,hermogenesii,Leandra hermogenesii,NA,"NA",VU,Leandra hermogenesii Baumgratz & D`El Rei Souza,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,humilis,Leandra humilis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,NA,NA,Leandra involucrata,NA,NA,NA,Leandra involucrata DC.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,itatiaiae,Leandra itatiaiae,NA,"NA",VU,Leandra itatiaiae (Wawra) Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,lancifolia,Leandra lancifolia,NA,"NA",EN,Leandra lancifolia Cogn.,EN,NA,NA,NA,NA,NA
Melastomataceae,Leandra,lapae,Leandra lapae,NA,"NA",VU,Leandra lapae D’El Rei Souza & Baumgratz,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,limbata,Leandra limbata,NA,"NA",EX,Leandra limbata Cogn.,EX,NA,NA,NA,NA,NA
Melastomataceae,NA,NA,Leandra linearifolia,NA,NA,NA,Leandra linearifolia Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,NA,NA,Leandra longistyla,NA,NA,NA,Leandra longistyla Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,mattosii,Leandra mattosii,NA,"NA",EX,Leandra mattosii Baumgratz & D’El Rei Souza,EX,NA,NA,NA,NA,NA
Melastomataceae,Leandra,neglecta,Leandra neglecta,NA,"NA",VU,Leandra neglecta Brade,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,pallida,Leandra pallida,NA,"NA",VU,Leandra pallida Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,paulina,Leandra paulina,NA,"NA",VU,Leandra paulina DC.,VU,NA,NA,NA,NA,NA
Melastomataceae,NA,NA,Leandra pauloensis,NA,NA,NA,Leandra pauloensis Hoehne,EX,NA,NA,NA,NA,NA
Melastomataceae,Leandra,quinquenodis,Leandra quinquenodis,NA,"NA",EN,Leandra quinquenodis (DC.) Cogn.,EN,NA,NA,NA,NA,NA
Melastomataceae,Leandra,regnellii,Leandra regnellii,NA,NE,EX,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Leandra,riedeliana,Leandra riedeliana,NA,"NA",EX,Leandra riedeliana (O.Berg ex Triana) Cogn.,EX,NA,NA,NA,NA,NA
Melastomataceae,Leandra,salicina,Leandra salicina,NA,NT,VU,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Leandra,sparsisetulosa,Leandra sparsisetulosa,NA,"NA",EX,Leandra sparsisetulosa Hoehne,EX,NA,NA,NA,NA,NA
Melastomataceae,Leandra,strigilliflora,Leandra strigilliflora,NA,"NA",VU,Leandra strigilliflora (Naudin) Cogn.,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,tristis,Leandra tristis,NA,"NA",EN,Leandra tristis Cogn.,EN,NA,NA,NA,NA,NA
Melastomataceae,Leandra,uliginosa,Leandra uliginosa,NA,"NA",VU,Leandra uliginosa Brade,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,umbellata,Leandra umbellata,NA,"NA",EN,Leandra umbellata DC.,EN,NA,NA,NA,NA,NA
Melastomataceae,Leandra,vesiculosa,Leandra vesiculosa,NA,"NA",EN,Leandra vesiculosa Cogn.,EN,NA,NA,NA,NA,NA
Melastomataceae,Leandra,viridiflava,Leandra viridiflava,NA,"NA",VU,Leandra viridiflava Brade,VU,NA,NA,NA,NA,NA
Melastomataceae,Leandra,xantholasia,Leandra xantholasia,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Lecosia,oppositifolia,Lecosia oppositifolia,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Lecythis,barnebyi,Lecythis barnebyi,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Lecythis,schwackei,Lecythis schwackei,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Leersia,ligularis,Leersia ligularis,VU,NA,CR,Leersia ligularis Trin.,CR,NA,NA,NA,VU,Portaria 443/2014
Eriocaulaceae,Leiothrix,echinocephala,Leiothrix echinocephala,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Leiothrix,gomesii,Leiothrix gomesii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Leiothrix,linearis,Leiothrix linearis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Leiothrix,schlechtendalii,Leiothrix schlechtendalii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Polypodiaceae,Lellingeria,brasiliensis,Lellingeria brasiliensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polypodiaceae,Lellingeria,itatimensis,Lellingeria itatimensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polypodiaceae,Lellingeria,tamandarei,Lellingeria tamandarei,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Lepanthopsis,densiflora,Lepanthopsis densiflora,NA,DD,EX,Lepanthopsis densiflora (Barb.Rodr.) Ames,EX,NA,NA,NA,NA,NA
Orchidaceae,Lepanthopsis,floripecten,Lepanthopsis floripecten,NA,LC,VU,Lepanthopsis floripecten (Rchb.f.) Ames,VU,NA,NA,NA,NA,NA
Acanthaceae,Lepidagathis,meridionalis,Lepidagathis meridionalis,NA,"NA",VU,Lepidagathis meridionalis Kameyama,VU,NA,NA,NA,NA,NA
Asteraceae,Lepidaploa,almasensis,Lepidaploa almasensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lepidaploa,gnaphalioides,Lepidaploa gnaphalioides,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lepidaploa,lilacina,Lepidaploa lilacina,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lepidaploa,luetzelburgii,Lepidaploa luetzelburgii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lepidaploa,pseudaurea,Lepidaploa pseudaurea,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lepidaploa,spixiana,Lepidaploa spixiana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pottiaceae,Leptodontium,wallisii,Leptodontium wallisii,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamiaceae,Leptohyptis,pinheiroi,Leptohyptis pinheiroi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Leptostelma,catharinense,Leptostelma catharinense,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Leptotes,bicolor,Leptotes bicolor,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthu,adenophyllus,Lessingianthu adenophyllus,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,asteriflorus,Lessingianthus asteriflorus,EN,NA,EN,Lessingianthus asteriflorus (Mart. ex DC.),EN,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,constrictus,Lessingianthus constrictus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,eitenii,Lessingianthus eitenii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,exiguus,Lessingianthus exiguus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,irwinii,Lessingianthus irwinii,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,niederleinii,Lessingianthus niederleinii,NA,NT,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,pumillus,Lessingianthus pumillus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,reitzianus,Lessingianthus reitzianus,VU,NA,EN,Lessingianthus reitzianus (Cabrera) H.Rob.,EN,NA,NA,NA,VU,Portaria 443/2014
Asteraceae,Lessingianthus,rosmarinifolius,Lessingianthus rosmarinifolius,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,souzae,Lessingianthus souzae,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,stoechas,Lessingianthus stoechas,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,subcarduoides,Lessingianthus subcarduoides,EN,NA,EX,Lessingianthus subcarduoides (H.Rob.) H.Rob.,EX,NA,NA,NA,EN,Portaria 443/2014
Asteraceae,Lessingianthus,venosissimus,Lessingianthus venosissimus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,westermanii,Lessingianthus westermanii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lessingianthus,zuccarinianus,Lessingianthus zuccarinianus,VU,NA,VU,Lessingianthus zuccarinianus (Mart. ex DC.) H.Rob.,VU,NA,NA,NA,VU,Portaria 443/2014
Fabaceae,Leucochloron,foederale,Leucochloron foederale,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Leucochloron,minarum,Leucochloron minarum,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,anneae,Licania anneae,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,arianeae,Licania arianeae,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,bahiensis,Licania bahiensis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,belemii,Licania belemii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,bellingtonii,Licania bellingtonii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,conferruminata,Licania conferruminata,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,gardneri,Licania gardneri,NA,LC,EX,Licania gardneri (Hook. f.) Fritsch,EX,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,glazioviana,Licania glazioviana,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,indurata,Licania indurata,EN,NA,EX,Licania indurata Pilg.,EX,NA,NA,NA,EN,Portaria 443/2014
Chrysobalanaceae,Licania,miltonii,Licania miltonii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,nelsonii,Licania nelsonii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,santosii,Licania santosii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,teixeirae,Licania teixeirae,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Licania,tomentosa,Licania tomentosa,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Apiaceae,Lilaeopsis,brasiliensis,Lilaeopsis brasiliensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alismataceae,Limnocharis,laforesti,Limnocharis laforesti,NA,LC,VU,NA,NA,NA,NA,NA,NA,NA
Alismataceae,NA,NA,Limnocharis laforestii,NA,NA,NA,Limnocharis laforestii Duchass,VU,NA,NA,NA,NA,NA
Linaceae,Linum,carneum,Linum carneum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Linaceae,Linum,erigeroides,Linum erigeroides,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Linaceae,Linum,littorale,Linum littorale,NA,LC,EN,Linum littorale A.St.-Hil,EN,NA,NA,NA,NA,NA
Linaceae,Linum,smithii,Linum smithii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,alnifolia,Lippia alnifolia,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,bradei,Lippia bradei,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,bromleyana,Lippia bromleyana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,campestris,Lippia campestris,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,elliptica,Lippia elliptica,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,insignis,Lippia insignis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,morii,Lippia morii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,nana,Lippia nana,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,pumila,Lippia pumila,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,pusilla,Lippia pusilla,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Lippia,rhodocnemis,Lippia rhodocnemis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Lithachne,horizontalis,Lithachne horizontalis,EN,NA,EX,Lithachne horizontalis Chase,EX,NA,NA,NA,EN,Portaria 443/2014
Melastomataceae,Lithobium,cordatum,Lithobium cordatum,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,glazioviana,Lobelia glazioviana,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,hederacea,Lobelia hederacea,NA,NT,EX,Lobelia hederacea Cham.,EX,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,hilaireana,Lobelia hilaireana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,langeana,Lobelia langeana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,nummularioides,Lobelia nummularioides,NA,LC,EX,Lobelia nummularioides Cham.,EX,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,santos-limae,Lobelia santos-limae,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanulaceae,Lobelia,xalapensis,Lobelia xalapensis,NA,LC,EX,Lobelia xalapensis Kunth,EX,NA,NA,NA,NA,NA
Orchidaceae,Loefgrenianthus,blanche-amesiae,Loefgrenianthus blanche-amesiae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lomatozona,artemisiifolia,Lomatozona artemisiifolia,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malpighiaceae,Lophanthera,lactescens,Lophanthera lactescens,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Lophiaris,schwambachiae,Lophiaris schwambachiae,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balanophoraceae,Lophophytum,pyramidale,Lophophytum pyramidale,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Loudetia,flammida,Loudetia flammida,NA,LC,CR,Loudetia flammida (Trin.) C.E. Hubb.,CR,NA,NA,NA,NA,NA
Onagraceae,Ludwigia,anastomosans,Ludwigia anastomosans,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Malvaceae,NA,NA,Luehea conwentizii,NA,NA,NA,Luehea conwentizii K. Schum.,VU,NA,NA,NA,NA,NA
Malvaceae,Luehea,conwentzii,Luehea conwentzii,NA,LC,VU,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lulia,nervosa,Lulia nervosa,EN,NA,EX,Lulia nervosa (Less.) Zardini,EX,NA,NA,NA,EN,Portaria 443/2014
Fabaceae,Lupinus,coriaceus,Lupinus coriaceus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,decurrens,Lupinus decurrens,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,gibertianus,Lupinus gibertianus,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,laevigatus,Lupinus laevigatus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,linearis,Lupinus linearis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,ovalifolius,Lupinus ovalifolius,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,parvifolius,Lupinus parvifolius,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Lupinus,prouvensalanus,Lupinus prouvensalanus,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Ochnaceae,Luxemburgia,angustifolia,Luxemburgia angustifolia,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ochnaceae,Luxemburgia,corymbosa,Luxemburgia corymbosa,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ochnaceae,Luxemburgia,flexuosa,Luxemburgia flexuosa,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Luziola,bahiensis,Luziola bahiensis,NA,"NA",EN,Luziola bahiensis (Steud.) Hitchc.,EN,NA,NA,NA,NA,NA
Poaceae,Luziola,brasiliensis,Luziola brasiliensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,albertinioides,Lychnophora albertinioides,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,blanchetii,Lychnophora blanchetii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,brunioides,Lychnophora brunioides,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,crispa,Lychnophora crispa,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,diamantinana,Lychnophora diamantinana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,gardneri,Lychnophora gardneri,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,granmogolensis,Lychnophora granmogolensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,humillima,Lychnophora humillima,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,markgravii,Lychnophora markgravii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,martiana,Lychnophora martiana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,mello-barretoi,Lychnophora mello-barretoi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,phylicifolia,Lychnophora phylicifolia,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,pohlii,Lychnophora pohlii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,ramosissima,Lychnophora ramosissima,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,regis,Lychnophora regis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,reticulata,Lychnophora reticulata,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,rosmarinifolia,Lychnophora rosmarinifolia,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,santosii,Lychnophora santosii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Lychnophora,sellowii,Lychnophora sellowii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
