grupo,familia,especie_original,sinonimia,fonte_sinonimia,nome_aceito_correto,genero,epiteto_especifico,taxon_rank,epiteto_infraespecifico,notas_dupl,nota_ocorrencia,nota_nome,nota_taxo,nota_found,nota_checar,nota_sinonimo,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_cr_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,fontes,apta
Angiospermas,Rutaceae,Esenbeckia leiocarpa,,,Esenbeckia leiocarpa,Esenbeckia,leiocarpa,species,,,,,,,,,,,,,,LC,VU,,,cncflora_web-UICN_API,apta
Angiospermas,Rutaceae,Esenbeckia pilocarpoides,,,Esenbeckia pilocarpoides,Esenbeckia,pilocarpoides,species,,,,,,,,,,LC,EN,EN,,LC,,,,sima-SP_oficial-cncflora_web,apta
Angiospermas,Rutaceae,Euxylophora paraensis,,,Euxylophora paraensis,Euxylophora,paraensis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Galipea carinata,,,Galipea carinata,Galipea,carinata,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Galipea jasminiflora,,,Galipea jasminiflora,Galipea,jasminiflora,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Hortia brasiliana,,,Hortia brasiliana,Hortia,brasiliana,species,,,,,,,,,,,,,,NT,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Rutaceae,Metrodorea maracasana,,,Metrodorea maracasana,Metrodorea,maracasana,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Metrodorea nigra,,,Metrodorea nigra,Metrodorea,nigra,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Metrodorea stipularis,,,Metrodorea stipularis,Metrodorea,stipularis,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Pilocarpus alatus,,,Pilocarpus alatus,Pilocarpus,alatus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Pilocarpus giganteus,,,Pilocarpus giganteus,Pilocarpus,giganteus,species,,,,,,,,,,NT,EN,EN,,NT,,,,sima-SP_oficial-cncflora_web,apta
Angiospermas,Rutaceae,Pilocarpus jaborandi,,,Pilocarpus jaborandi,Pilocarpus,jaborandi,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Pilocarpus microphyllus,,,Pilocarpus microphyllus,Pilocarpus,microphyllus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Pilocarpus pauciflorus,,,Pilocarpus pauciflorus,Pilocarpus,pauciflorus,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Pilocarpus spicatus,,,Pilocarpus spicatus,Pilocarpus,spicatus,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Pilocarpus trachylophus,,,Pilocarpus trachylophus,Pilocarpus,trachylophus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Raulinoa echinata,,,Raulinoa echinata,Raulinoa,echinata,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Rutaceae,Zanthoxylum acuminatum,,,Zanthoxylum acuminatum,Zanthoxylum,acuminatum,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Zanthoxylum caribaeum,,,Zanthoxylum caribaeum,Zanthoxylum,caribaeum,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Zanthoxylum fagara,,,Zanthoxylum fagara,Zanthoxylum,fagara,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Zanthoxylum monogynum,,,Zanthoxylum monogynum,Zanthoxylum,monogynum,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Zanthoxylum petiolare,,,Zanthoxylum petiolare,Zanthoxylum,petiolare,species,,,,,,,,,,,,,,LC,,,,cncflora_web,apta
Angiospermas,Rutaceae,Zanthoxylum rhoifolium,,,Zanthoxylum rhoifolium,Zanthoxylum,rhoifolium,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Zanthoxylum riedelianum,,,Zanthoxylum riedelianum,Zanthoxylum,riedelianum,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Rutaceae,Zanthoxylum tingoassuiba,,,Zanthoxylum tingoassuiba,Zanthoxylum,tingoassuiba,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Simaroubaceae,Picrasma crenata,,,Picrasma crenata,Picrasma,crenata,species,,,,,,,,,,,,,,LC,,,,cncflora_web,apta
Angiospermas,Cactaceae,Arrojadoa bahiensis,,,Arrojadoa bahiensis,Arrojadoa,bahiensis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Arthrocereus glaziovii,,,Arthrocereus glaziovii,Arthrocereus,glaziovii,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Arthrocereus melanurus,,,Arthrocereus melanurus,Arthrocereus,melanurus,species,,,,,,,,,EN,,,,,,VU,,,sima-UICN_API,apta
Angiospermas,Cactaceae,Arthrocereus melanurus subsp. melanurus,,,Arthrocereus melanurus subsp. melanurus,Arthrocereus,melanurus,subspecies,melanurus,,,,,,,,,,,,,EN,,,EN,cncflora_web-Portaria 443/2014,apta
Angiospermas,Cactaceae,Arthrocereus rondonianus,,,Arthrocereus rondonianus,Arthrocereus,rondonianus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Brasilicereus markgrafii,,,Brasilicereus markgrafii,Brasilicereus,markgrafii,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Brasiliopuntia brasiliensis,,,Brasiliopuntia brasiliensis,Brasiliopuntia,brasiliensis,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Cereus hildmannianus,,,Cereus hildmannianus,Cereus,hildmannianus,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Cereus mirabella,,,Cereus mirabella,Cereus,mirabella,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Cipocereus bradei,,,Cipocereus bradei,Cipocereus,bradei,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Cipocereus crassisepalus,,,Cipocereus crassisepalus,Cipocereus,crassisepalus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Cipocereus laniflorus,,,Cipocereus laniflorus,Cipocereus,laniflorus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Cipocereus minensis,,,Cipocereus minensis,Cipocereus,minensis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Cipocereus pusilliflorus,,,Cipocereus pusilliflorus,Cipocereus,pusilliflorus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Coleocephalocereus buxbaumianus,,,Coleocephalocereus buxbaumianus,Coleocephalocereus,buxbaumianus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,,sima,
Angiospermas,Cactaceae,Coleocephalocereus fluminensis,,,Coleocephalocereus fluminensis,Coleocephalocereus,fluminensis,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Coleocephalocereus purpureus,,,Coleocephalocereus purpureus,Coleocephalocereus,purpureus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Discocactus bahiensis,,,Discocactus bahiensis,Discocactus,bahiensis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Discocactus heptacanthus,,,Discocactus heptacanthus,Discocactus,heptacanthus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,,DD,,,,,,,,sima,
Angiospermas,Cactaceae,Discocactus horstii,,,Discocactus horstii,Discocactus,horstii,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Discocactus pseudoinsignis,,,Discocactus pseudoinsignis,Discocactus,pseudoinsignis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Discocactus zehntneri,,,Discocactus zehntneri,Discocactus,zehntneri,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Epiphyllum phyllanthus,,,Epiphyllum phyllanthus,Epiphyllum,phyllanthus,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Espostoopsis dybowskii,,,Espostoopsis dybowskii,Espostoopsis,dybowskii,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Facheiroa cephaliomelana,,,Facheiroa cephaliomelana,Facheiroa,cephaliomelana,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Facheiroa ulei,,,Facheiroa ulei,Facheiroa,ulei,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Frailea castanea,,,Frailea castanea,Frailea,castanea,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Frailea curvispina,,,Frailea curvispina,Frailea,curvispina,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,,DD,,,,,,,,sima,
Angiospermas,Cactaceae,Frailea mammifera,,,Frailea mammifera,Frailea,mammifera,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Frailea phaeodisca,,,Frailea phaeodisca,Frailea,phaeodisca,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Frailea pumila,,,Frailea pumila,Frailea,pumila,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Frailea pygmaea,,,Frailea pygmaea,Frailea,pygmaea,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Gymnocalycium denudatum,,,Gymnocalycium denudatum,Gymnocalycium,denudatum,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Hatiora herminiae,,,Hatiora herminiae,Hatiora,herminiae,species,,,,,,,,,VU,,VU,VU,,VU,EN,,VU,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,apta
Angiospermas,Cactaceae,Hatiora salicornioides,,,Hatiora salicornioides,Hatiora,salicornioides,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Lepismium cruciforme,,,Lepismium cruciforme,Lepismium,cruciforme,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Lepismium houlletianum,,,Lepismium houlletianum,Lepismium,houlletianum,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Lepismium lumbricoides,,,Lepismium lumbricoides,Lepismium,lumbricoides,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Lepismium warmingianum,,,Lepismium warmingianum,Lepismium,warmingianum,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Melocactus azureus,,,Melocactus azureus,Melocactus,azureus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus conoideus,,,Melocactus conoideus,Melocactus,conoideus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus deinacanthus,,,Melocactus deinacanthus,Melocactus,deinacanthus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus glaucescens,,,Melocactus glaucescens,Melocactus,glaucescens,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus lanssensianus,,,Melocactus lanssensianus,Melocactus,lanssensianus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus pachyacanthus,,,Melocactus pachyacanthus,Melocactus,pachyacanthus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus paucispinus,,,Melocactus paucispinus,Melocactus,paucispinus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Melocactus violaceus,,,Melocactus violaceus,Melocactus,violaceus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Micranthocereus albicephalus,,,Micranthocereus albicephalus,Micranthocereus,albicephalus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Micranthocereus auriazureus,,,Micranthocereus auriazureus,Micranthocereus,auriazureus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Micranthocereus dolichospermaticus,,,Micranthocereus dolichospermaticus,Micranthocereus,dolichospermaticus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Micranthocereus polyanthus,,,Micranthocereus polyanthus,Micranthocereus,polyanthus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Micranthocereus streckeri,,,Micranthocereus streckeri,Micranthocereus,streckeri,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Micranthocereus violaciflorus,,,Micranthocereus violaciflorus,Micranthocereus,violaciflorus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Opuntia arechavaletae,,,Opuntia monacantha,Opuntia,monacantha,species,,,,Nome original mal escrito,Nome original era sinônimo,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Opuntia monacantha,,,Opuntia monacantha,Opuntia,monacantha,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Parodia mammulosa,,,Parodia mammulosa,Parodia,mammulosa,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Pereskia aculeata,,,Pereskia aculeata,Pereskia,aculeata,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Pereskia aureiflora,,,Pereskia aureiflora,Pereskia,aureiflora,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Pereskia grandifolia,,,Pereskia grandifolia,Pereskia,grandifolia,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Pilosocereus aureispinus,,,Pilosocereus aureispinus,Pilosocereus,aureispinus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,,DD,,,,,,,,sima,
Angiospermas,Cactaceae,Pilosocereus aurisetus,,,Pilosocereus aurisetus,Pilosocereus,aurisetus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,,sima,
Angiospermas,Cactaceae,Pilosocereus azulensis,,,Pilosocereus azulensis,Pilosocereus,azulensis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Pilosocereus floccosus,,,Pilosocereus floccosus,Pilosocereus,floccosus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,,sima,
Angiospermas,Cactaceae,Pilosocereus fulvilanatus,,,Pilosocereus fulvilanatus,Pilosocereus,fulvilanatus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Pilosocereus glaucochrous,,,Pilosocereus glaucochrous,Pilosocereus,glaucochrous,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,VU,,,,,,,,VU,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Pilosocereus machrisii,,,Pilosocereus machrisii,Pilosocereus,machrisii,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Pilosocereus magnificus,,,Pilosocereus magnificus,Pilosocereus,magnificus,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Praecereus euchlorus,,,Praecereus euchlorus,Praecereus,euchlorus,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis agudoensis,,,Rhipsalis agudoensis,Rhipsalis,agudoensis,species,,,,,,,,,,,,,,DD,DD,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis burchellii,,,Rhipsalis burchellii,Rhipsalis,burchellii,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis campos-portoana,,,Rhipsalis campos-portoana,Rhipsalis,campos-portoana,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis cereoides,,,Rhipsalis cereoides,Rhipsalis,cereoides,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,CR,,,,,,,,CR,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Rhipsalis cereuscula,,,Rhipsalis cereuscula,Rhipsalis,cereuscula,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis clavata,,,Rhipsalis clavata,Rhipsalis,clavata,species,,,,,,,,,,,,,,,NT,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis crispata,,,Rhipsalis crispata,Rhipsalis,crispata,species,,,,,,,,,,DD,VU,VU,,DD,EN,,,sima-SP_oficial-cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis dissimilis,,,Rhipsalis dissimilis,Rhipsalis,dissimilis,species,,,,,,,,,,DD,EN,EN,,DD,EN,,,sima-SP_oficial-cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis elliptica,,,Rhipsalis elliptica,Rhipsalis,elliptica,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis floccosa,,,Rhipsalis floccosa,Rhipsalis,floccosa,species,,,,,,,,,,,,,,LC,LC,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis grandiflora,,,Rhipsalis grandiflora,Rhipsalis,grandiflora,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis juengeri,,,Rhipsalis juengeri,Rhipsalis,juengeri,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis lindbergiana,,,Rhipsalis lindbergiana,Rhipsalis,lindbergiana,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis neves-armondii,,,Rhipsalis neves-armondii,Rhipsalis,neves-armondii,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis oblonga,,,Rhipsalis oblonga,Rhipsalis,oblonga,species,,,,,,,,,,,,,,NT,VU,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis olivifera,,,Rhipsalis olivifera,Rhipsalis,olivifera,species,,,,,,,,,,,,,,,NT,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis pacheco-leonis,,,Rhipsalis pacheco-leonis,Rhipsalis,pacheco-leonis,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,EN,,,,,,,,EN,sima-Portaria 443/2014,
Angiospermas,Cactaceae,Rhipsalis pachyptera,,,Rhipsalis pachyptera,Rhipsalis,pachyptera,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis paradoxa,,,Rhipsalis paradoxa,Rhipsalis,paradoxa,species,,,,,,,,,EN,,,,,LC,LC,,,sima-cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis pilocarpa,,,Rhipsalis pilocarpa,Rhipsalis,pilocarpa,species,,,,,,,,,,,,,,NT,VU,,,cncflora_web-UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis pulchra,,,Rhipsalis pulchra,Rhipsalis,pulchra,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis puniceodiscus,,,Rhipsalis puniceodiscus,Rhipsalis,puniceodiscus,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
Angiospermas,Cactaceae,Rhipsalis sulcata,,,Rhipsalis sulcata,Rhipsalis,sulcata,species,,,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,,,,,,,DD,,,,,,,,sima,
Angiospermas,Cactaceae,Rhipsalis teres,,,Rhipsalis teres,Rhipsalis,teres,species,,,,,,,,,,,,,,,LC,,,UICN_API,apta
