especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Aechmea amicorum,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5756,Aechmea amicorum B.R. Silva & H. Luther,NA,Bromeliaceae,species,accepted,Aechmea amicorum,EN,,Aechmea amicorum,BR-BA|BR-ES,Aechmea,amicorum,NA,correct
Aechmea apocalyptica,sima-SP_oficial-Portaria 443/2014,VU,NA,EX,EX,NA,NA,NA,NA,VU,5761,Aechmea apocalyptica Reitz,NA,Bromeliaceae,species,accepted,Aechmea apocalyptica,VU,,Aechmea apocalyptica,BR-SC,Aechmea,apocalyptica,NA,correct
Aechmea azurea,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,5765,Aechmea azurea L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea azurea,VU,,Aechmea azurea,BR-ES,Aechmea,azurea,NA,correct
Aechmea bambusoides,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,5766,Aechmea bambusoides L.B.Sm. & Reitz,NA,Bromeliaceae,species,accepted,Aechmea bambusoides,VU,,Aechmea bambusoides,BR-MG|BR-RJ,Aechmea,bambusoides,NA,correct
Aechmea bromeliifolia,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5771,Aechmea bromeliifolia (Rudge) Baker,NA,Bromeliaceae,species,accepted,Aechmea bromeliifolia,LC,,Aechmea bromeliifolia,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PR|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,Aechmea,bromeliifolia,NA,correct
Aechmea bromeliifolia var. albobracteata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,27600,Aechmea bromeliifolia var. albobracteata Philcox,NA,Bromeliaceae,variety,accepted,Aechmea bromeliifolia var. albobracteata,LC,,Aechmea bromeliifolia var. albobracteata,BR-MG|BR-MS|BR-MT|BR-PR|BR-SP,Aechmea,bromeliifolia,albobracteata,correct
Aechmea candida,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5777,Aechmea candida E.Morren ex Baker,NA,Bromeliaceae,species,accepted,Aechmea candida,DD,,Aechmea candida,NA,Aechmea,candida,NA,correct
Aechmea capixabae,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5778,Aechmea capixabae L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea capixabae,DD,,Aechmea capixabae,BR-ES,Aechmea,capixabae,NA,correct
Aechmea cariocae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5779,Aechmea cariocae L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea cariocae,EN,,Aechmea cariocae,BR-RJ,Aechmea,cariocae,NA,correct
Aechmea castanea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5781,Aechmea castanea L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea castanea,EN,,Aechmea castanea,BR-ES,Aechmea,castanea,NA,correct
Aechmea caudata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5784,Aechmea caudata Lindm.,NA,Bromeliaceae,species,accepted,Aechmea caudata,LC,,Aechmea caudata,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aechmea,caudata,NA,correct
Aechmea cylindrata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5793,Aechmea cylindrata Lindm.,NA,Bromeliaceae,species,accepted,Aechmea cylindrata,LC,,Aechmea cylindrata,BR-PR|BR-SC|BR-SP,Aechmea,cylindrata,NA,correct
Aechmea depressa,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,607070,Karawata depressa (L.B.Sm.) J.R.Maciel & G.Sousa,NA,Bromeliaceae,species,accepted,Karawata depressa,NA,replaced synonym,Aechmea depressa,BR-BA|BR-ES,Karawata,depressa,NA,correct
Aechmea distichantha,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5799,Aechmea distichantha Lem.,NA,Bromeliaceae,species,accepted,Aechmea distichantha,LC,,Aechmea distichantha,BR-ES|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aechmea,distichantha,NA,correct
Aechmea echinata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5800,Aechmea echinata (Leme) Leme,NA,Bromeliaceae,species,accepted,Aechmea echinata,EN,,Aechmea echinata,BR-BA,Aechmea,echinata,NA,correct
Aechmea entringeri,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5802,Aechmea entringeri Leme,NA,Bromeliaceae,species,accepted,Aechmea entringeri,DD,,Aechmea entringeri,BR-ES,Aechmea,entringeri,NA,correct
Aechmea fosteriana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5808,Aechmea fosteriana L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea fosteriana,EN,,Aechmea fosteriana,BR-ES,Aechmea,fosteriana,NA,correct
Aechmea gamosepala,sima,NA,LC,EX,NA,NA,NA,NA,NA,NA,5812,Aechmea gamosepala Wittm.,NA,Bromeliaceae,species,accepted,Aechmea gamosepala,LC,,Aechmea gamosepala,BR-PR|BR-RS|BR-SC,Aechmea,gamosepala,NA,correct
Aechmea gamossepala,SP_oficial,NA,NA,NA,EX,NA,NA,NA,NA,NA,5812,Aechmea gamosepala Wittm.,NA,Bromeliaceae,species,accepted,Aechmea gamosepala,LC,was misspelled,Aechmea gamossepala,BR-PR|BR-RS|BR-SC,Aechmea,gamosepala,NA,correct
Aechmea gracilis,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,5814,Aechmea gracilis Lindm.,NA,Bromeliaceae,species,accepted,Aechmea gracilis,LC,,Aechmea gracilis,BR-PR|BR-RJ|BR-SC|BR-SP,Aechmea,gracilis,NA,correct
Aechmea gustavoi,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,607071,Karawata gustavoi  (J.A.Siqueira & Leme) J.R.Maciel & G.Sousa,NA,Bromeliaceae,species,accepted,Karawata gustavoi,NA,replaced synonym,Aechmea gustavoi,BR-BA|BR-PE,Karawata,gustavoi,NA,correct
Aechmea kertesziae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5823,Aechmea kertesziae Reitz,NA,Bromeliaceae,species,accepted,Aechmea kertesziae,EN,,Aechmea kertesziae,BR-RS|BR-SC,Aechmea,kertesziae,NA,correct
Aechmea kleinii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5824,Aechmea kleinii Reitz,NA,Bromeliaceae,species,accepted,Aechmea kleinii,EN,,Aechmea kleinii,BR-SC,Aechmea,kleinii,NA,correct
Aechmea lingulata,sima-SP_oficial,NA,DD,VU,VU,NA,NA,NA,NA,NA,16569,Aechmea lingulata (L.) Baker,NA,Bromeliaceae,species,accepted,Aechmea lingulata,DD,,Aechmea lingulata,BR-AL|BR-AP|BR-BA|BR-CE|BR-ES|BR-PB|BR-PE|BR-RJ,Aechmea,lingulata,NA,correct
Aechmea macrochlamys,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5836,Aechmea macrochlamys L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea macrochlamys,EN,,Aechmea macrochlamys,BR-ES,Aechmea,macrochlamys,NA,correct
Aechmea marginalis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,5838,Aechmea marginalis Leme & J.A.Siqueira,NA,Bromeliaceae,species,accepted,Aechmea marginalis,CR,,Aechmea marginalis,BR-AL,Aechmea,marginalis,NA,correct
Aechmea muricata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5845,Aechmea muricata (Arruda) L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea muricata,EN,,Aechmea muricata,BR-AL|BR-PE|BR-RN,Aechmea,muricata,NA,correct
Aechmea mutica,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5846,Aechmea mutica L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea mutica,EN,,Aechmea mutica,BR-ES,Aechmea,mutica,NA,correct
Aechmea nudicaulis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5847,Aechmea nudicaulis (L.) Griseb.,NA,Bromeliaceae,species,accepted,Aechmea nudicaulis,LC,,Aechmea nudicaulis,BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,Aechmea,nudicaulis,NA,correct
Aechmea orlandiana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,5849,Aechmea orlandiana L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea orlandiana,CR,,Aechmea orlandiana,BR-ES,Aechmea,orlandiana,NA,correct
Aechmea pectinata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5853,Aechmea pectinata Baker,NA,Bromeliaceae,species,accepted,Aechmea pectinata,LC,,Aechmea pectinata,BR-PR|BR-RJ|BR-SC|BR-SP,Aechmea,pectinata,NA,correct
Aechmea pedicellata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5854,Aechmea pedicellata Leme & H.Luther,NA,Bromeliaceae,species,accepted,Aechmea pedicellata,DD,,Aechmea pedicellata,BR-ES,Aechmea,pedicellata,NA,correct
Aechmea pimenti-velosoi,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5858,Aechmea pimenti-velosoi Reitz,NA,Bromeliaceae,species,accepted,Aechmea pimenti-velosoi,DD,,Aechmea pimenti-velosoi,BR-RS|BR-SC,Aechmea,pimenti-velosoi,NA,correct
Aechmea podantha,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5860,Aechmea podantha L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea podantha,DD,,Aechmea podantha,BR-ES,Aechmea,podantha,NA,correct
Aechmea recurvata,sima-SP_oficial,NA,DD,VU,VU,NA,NA,NA,NA,NA,5867,Aechmea recurvata (Klotzsch) L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea recurvata,NA,,Aechmea recurvata,BR-PR|BR-RS|BR-SC|BR-SP,Aechmea,recurvata,NA,correct
Aechmea recurvata var. ortgiesii,cncflora_web,NA,NA,NA,NA,NA,DD,NA,NA,NA,34237,Aechmea recurvata var. ortgiesii (Baker) Reitz,NA,Bromeliaceae,variety,accepted,Aechmea recurvata var. ortgiesii,DD,,Aechmea recurvata var. ortgiesii,BR-SP,Aechmea,recurvata,ortgiesii,correct
Aechmea roberto-seidelii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5868,Aechmea roberto-seidelii E.Pereira,NA,Bromeliaceae,species,accepted,Aechmea roberto-seidelii,DD,,Aechmea roberto-seidelii,BR-ES,Aechmea,roberto-seidelii,NA,correct
Aechmea rubrolilacina,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5869,Aechmea rubrolilacina Leme,NA,Bromeliaceae,species,accepted,Aechmea rubrolilacina,DD,,Aechmea rubrolilacina,BR-ES,Aechmea,rubrolilacina,NA,correct
Aechmea setigera,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA,22318,Aechmea setigera Mart. ex Schult. & Schult.f.,NA,Bromeliaceae,species,accepted,Aechmea setigera,LC,,Aechmea setigera,BR-AC|BR-AM|BR-AP|BR-MT|BR-PA|BR-RR|BR-SP,Aechmea,setigera,NA,correct
Aechmea sphaerocephala,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5872,Aechmea sphaerocephala Baker,NA,Bromeliaceae,species,accepted,Aechmea sphaerocephala,EN,,Aechmea sphaerocephala,BR-ES|BR-RJ,Aechmea,sphaerocephala,NA,correct
Aechmea triangularis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5876,Aechmea triangularis L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea triangularis,EN,,Aechmea triangularis,BR-ES|BR-MG|BR-PR,Aechmea,triangularis,NA,correct
Aechmea vanhoutteana,sima-cncflora_web-Portaria 443/2014,VU,NA,NA,NA,NA,VU,NA,NA,VU,5879,Aechmea vanhoutteana (Van Houtte) Mez,NA,Bromeliaceae,species,accepted,Aechmea vanhoutteana,VU,,Aechmea vanhoutteana,BR-MG|BR-RJ|BR-SP,Aechmea,vanhoutteana,NA,correct
Aechmea werdermannii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5885,Aechmea werdermannii Harms,NA,Bromeliaceae,species,accepted,Aechmea werdermannii,EN,,Aechmea werdermannii,BR-AL|BR-PB|BR-PE,Aechmea,werdermannii,NA,correct
Aechmea winkleri,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,5886,Aechmea winkleri Reitz,NA,Bromeliaceae,species,accepted,Aechmea winkleri,CR,,Aechmea winkleri,BR-RS|BR-SC,Aechmea,winkleri,NA,correct
Aechmea wittmackiana,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA,5887,Aechmea wittmackiana (Regel) Mez,NA,Bromeliaceae,species,accepted,Aechmea wittmackiana,NA,,Aechmea wittmackiana,BR-SP,Aechmea,wittmackiana,NA,correct
Aegiphila australis,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA,8103,Aegiphila australis Moldenke,NA,Lamiaceae,species,accepted,Aegiphila australis,NA,,Aegiphila australis,BR-SC,Aegiphila,australis,NA,correct
Aegiphila brachiata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8104,Aegiphila brachiata Vell.,NA,Lamiaceae,species,accepted,Aegiphila brachiata,NA,,Aegiphila brachiata,BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aegiphila,brachiata,NA,correct
Aegiphila capitata,sima-SP_oficial,NA,NA,EX,EX,NA,NA,NA,NA,NA,8105,Aegiphila capitata Moldenke,NA,Lamiaceae,species,accepted,Aegiphila capitata,NA,,Aegiphila capitata,BR-SP,Aegiphila,capitata,NA,correct
Aegiphila duckei,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,36469,Aegiphila duckei Moldenke,NA,Lamiaceae,species,accepted,Aegiphila duckei,NA,,Aegiphila duckei,BR-AM,Aegiphila,duckei,NA,correct
Aegiphila fluminensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8107,Aegiphila fluminensis Vell.,NA,Lamiaceae,species,accepted,Aegiphila fluminensis,NA,,Aegiphila fluminensis,BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-SP,Aegiphila,fluminensis,NA,correct
Aegiphila integrifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,23320,Aegiphila integrifolia (Jacq.) Moldenke,NA,Lamiaceae,species,accepted,Aegiphila integrifolia,NA,,Aegiphila integrifolia,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Aegiphila,integrifolia,NA,correct
Aegiphila mediterranea,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8114,Aegiphila mediterranea Vell.,NA,Lamiaceae,species,accepted,Aegiphila mediterranea,NA,,Aegiphila mediterranea,BR-BA|BR-MG|BR-MS|BR-PR|BR-RJ|BR-SP,Aegiphila,mediterranea,NA,correct
Aegiphila obducta,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8116,Aegiphila obducta Vell.,NA,Lamiaceae,species,accepted,Aegiphila obducta,NA,,Aegiphila obducta,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aegiphila,obducta,NA,correct
Aegiphila verticillata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8120,Aegiphila verticillata Vell.,NA,Lamiaceae,species,accepted,Aegiphila verticillata,NA,,Aegiphila verticillata,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-SC|BR-SE|BR-SP|BR-TO,Aegiphila,verticillata,NA,correct
Aegiphila vitelliniflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8121,Aegiphila vitelliniflora Walp.,NA,Lamiaceae,species,accepted,Aegiphila vitelliniflora,NA,,Aegiphila vitelliniflora,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SP,Aegiphila,vitelliniflora,NA,correct
Aeschynomene brasiliana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,616828,"Ctenodon brasilianus (Poir.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",NA,Fabaceae,species,accepted,Ctenodon brasilianus,NA,replaced synonym,Aeschynomene brasiliana,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SP|BR-TO,Ctenodon,brasilianus,NA,correct
Aeschynomene brevipes,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,616829,"Ctenodon brevipes (Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",NA,Fabaceae,species,accepted,Ctenodon brevipes,NA,replaced synonym,Aeschynomene brevipes,BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-RN|BR-RR|BR-SP,Ctenodon,brevipes,NA,correct
Aeschynomene ciliata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,82590,Aeschynomene ciliata Vogel,NA,Fabaceae,species,accepted,Aeschynomene ciliata,NA,,Aeschynomene ciliata,BR-AC|BR-AM|BR-AP|BR-BA|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-RJ|BR-RR|BR-SE|BR-SP|BR-TO,Aeschynomene,ciliata,NA,correct
Aeschynomene denticulata,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA,101042,Aeschynomene denticulata Rudd,NA,Fabaceae,species,accepted,Aeschynomene denticulata,LC,,Aeschynomene denticulata,BR-MS|BR-MT|BR-PR|BR-RS|BR-SC,Aeschynomene,denticulata,NA,correct
Aeschynomene fructipendula,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,101044,Aeschynomene fructipendula Abruzzi de Oliveira,NA,Fabaceae,species,accepted,Aeschynomene fructipendula,EN,,Aeschynomene fructipendula,BR-RS|BR-SC,Aeschynomene,fructipendula,NA,correct
Aeschynomene laca-buendiana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,617659,"Ctenodon lacabuendianus (Brandão) D.B.O.S.Cardoso, Filardi & H.C.Lima",NA,Fabaceae,species,accepted,Ctenodon lacabuendianus,NA,replaced synonym,Aeschynomene laca-buendiana,BR-MG,Ctenodon,lacabuendianus,NA,correct
Aeschynomene marginata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,617663,"Ctenodon marginatus (Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",NA,Fabaceae,species,accepted,Ctenodon marginatus,NA,replaced synonym,Aeschynomene marginata,BR-AL|BR-BA|BR-CE|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RN|BR-SE|BR-SP,Ctenodon,marginatus,NA,correct
Aeschynomene montevidensis var. microphylla,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not found,Aeschynomene montevidensis var. microphylla,NA,NA,NA,NA,NA
Aeschynomene racemosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,617683,"Ctenodon racemosus (Vogel) D.B.O.S.Cardoso, Filardi & H.C.Lima",NA,Fabaceae,species,accepted,Ctenodon racemosus,NA,replaced synonym,Aeschynomene racemosa,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-SP,Ctenodon,racemosus,NA,correct
Aeschynomene selloi,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,29435,Aeschynomene selloi Vogel,NA,Fabaceae,species,accepted,Aeschynomene selloi,LC,,Aeschynomene selloi,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aeschynomene,selloi,NA,correct
Aeschynomene sensitiva var. hispidula,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,18056,Aeschynomene sensitiva var. hispidula (Kunth) Rudd,NA,Fabaceae,variety,accepted,Aeschynomene sensitiva var. hispidula,DD,,Aeschynomene sensitiva var. hispidula,BR-MG|BR-PA|BR-PI|BR-SP,Aeschynomene,sensitiva,hispidula,correct
Agalinis bandeirensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,12407,Agalinis bandeirensis Barringer,NA,Orobanchaceae,species,accepted,Agalinis bandeirensis,CR,,Agalinis bandeirensis,BR-ES|BR-MG,Agalinis,bandeirensis,NA,correct
Agalinis brachyphylla,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,102243,Agalinis brachyphylla (Cham. & Schltdl.) D'Arcy,NA,Orobanchaceae,species,accepted,Agalinis brachyphylla,VU,,Agalinis brachyphylla,BR-MG,Agalinis,brachyphylla,NA,correct
Agalinis communis,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,EN,EN,NA,LC,NA,EN,NA,12408,Agalinis communis (Cham. & Schltdl.) D'Arcy,NA,Orobanchaceae,species,accepted,Agalinis communis,LC,,Agalinis communis,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Agalinis,communis,NA,correct
Agalinis itambensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,102244,Agalinis itambensis V.C.Souza & S.I.Elias,NA,Orobanchaceae,species,accepted,Agalinis itambensis,EN,,Agalinis itambensis,BR-MG,Agalinis,itambensis,NA,NA
Agalinis nana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,102253,Agalinis nana S.I.Elias & V.C.Souza,NA,Orobanchaceae,species,accepted,Agalinis nana,EN,,Agalinis nana,BR-MG,Agalinis,nana,NA,correct
Agalinis ramulifera,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,EN,NA,EX,EX,NA,EN,NA,EX,EN,12412,Agalinis ramulifera Barringer,NA,Orobanchaceae,species,accepted,Agalinis ramulifera,EN,,Agalinis ramulifera,BR-MG|BR-PR|BR-SP,Agalinis,ramulifera,NA,correct
Agalinis schwackeana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,102242,Agalinis schwackeana (Diels) V.C.Souza & Giul.,NA,Orobanchaceae,species,accepted,Agalinis schwackeana,CR,,Agalinis schwackeana,BR-MG,Agalinis,schwackeana,NA,correct
Agarista chlorantha,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,7455,Agarista chlorantha (Cham.) G.Don,NA,Ericaceae,species,accepted,Agarista chlorantha,LC,,Agarista chlorantha,BR-DF|BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Agarista,chlorantha,NA,correct
Agarista niederleinii,sima-SP_oficial-cncflora_web,NA,LC,EN,EN,NA,LC,NA,NA,NA,7460,Agarista niederleinii (Sleumer) Judd,NA,Ericaceae,species,accepted,Agarista niederleinii,LC,,Agarista niederleinii,BR-PR|BR-RS|BR-SC|BR-SP,Agarista,niederleinii,NA,correct
Agarista nummularia,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,EX,EX,NA,LC,NA,EX,NA,7461,Agarista nummularia (Cham. & Schltdl.) G.Don,NA,Ericaceae,species,accepted,Agarista nummularia,LC,,Agarista nummularia,BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Agarista,nummularia,NA,correct
Agarista oleifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,7462,Agarista oleifolia (Cham.) G.Don,NA,Ericaceae,species,accepted,Agarista oleifolia,NA,,Agarista oleifolia,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-SP,Agarista,oleifolia,NA,correct
Agarista pulchra,sima-SP_oficial-cncflora_ckan,NA,NT,EN,EN,NA,NT,NA,NA,NA,7466,Agarista pulchra (Cham. & Schltdl.) G.Don,NA,Ericaceae,species,accepted,Agarista pulchra,NT,,Agarista pulchra,BR-BA|BR-MG|BR-RJ|BR-SP,Agarista,pulchra,NA,correct
Agenium leptocladum,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,EN,EN,NA,LC,NA,EN,NA,32176,Agenium leptocladum (Hack.) Clayton,NA,Poaceae,species,accepted,Agenium leptocladum,LC,,Agenium leptocladum,BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SC|BR-SP,Agenium,leptocladum,NA,correct
Agonandra brasiliensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,19966,Agonandra brasiliensis Miers ex Benth. & Hook.f.,NA,Opiliaceae,species,accepted,Agonandra brasiliensis,NA,,Agonandra brasiliensis,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RN|BR-RO|BR-RR|BR-SP|BR-TO,Agonandra,brasiliensis,NA,correct
Agrianthus almasensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,15938,Agrianthus almasensis D.J.N.Hind,NA,Asteraceae,species,accepted,Agrianthus almasensis,EN,,Agrianthus almasensis,BR-BA,Agrianthus,almasensis,NA,correct
Agrianthus giuliettiae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,15940,Agrianthus giuliettiae D.J.N.Hind,NA,Asteraceae,species,accepted,Agrianthus giuliettiae,EN,,Agrianthus giuliettiae,BR-BA,Agrianthus,giuliettiae,NA,correct
Agrimonia parviflora,sima-SP_oficial-cncflora_web-mpoSP,NA,DD,EX,EX,NA,DD,NA,EX,NA,116399,Agrimonia parviflora Aiton,NA,Rosaceae,species,accepted,Agrimonia parviflora,DD,,Agrimonia parviflora,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Agrimonia,parviflora,NA,correct
