"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1033221","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","T. Borsch","G. T. Prance","19261","1973","10","22","South America","Brazil","Mato Grosso","Chapada dos Guimarães","East of town of Chapada dos Guimarães","-55.7494","-15.4608","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033221","NY01033221_01",NA,NA,NA,"720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1085910","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"J. S. Blanchet","3335",NA,NA,NA,"South America","Brazil",NA,NA,"Igreja Velha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257680' target='other'> <mi>dwc_moreinfo</mi></a>","NY01085910","NY01085910_01","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","679900","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"H. S. Irwin","8168","1965","09","10","South America","Brazil","Distrito Federal","Brasília","Immediately NW of Brasília.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679900","NY00679900_01",NA,NA,NA,"975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1033220","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J. C. de Siqueira","A. de Sainte-Hilaire","287","1816",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033220","NY01033220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1033224","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","G. M. Barroso","H. S. Irwin","5985","1964","09","04","South America","Brazil","Distrito Federal","Brasília","Ca. 23 km. S.W. of Brasília.","-48.15","-15.68","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033224","NY01033224_01",NA,NA,NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1033218","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"H. A. Weddell","s.n.","1866","08",NA,"South America","Brazil",NA,NA,"bords in Rio Tocantins","-47.4832079","-7.3428216","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033218","NY01033218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1033222","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","T. M. Pedersen","H. S. Irwin","8302","1965","09","14","South America","Brazil","Distrito Federal","Brasília","Córrego Urubú, W slopes of Chapada da Contagem, ca. 10 km. E. of Brasília","-47.82337","-15.7833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216475' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033222","NY01033222_01",NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","493582","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","S. M. Silva","A. Uhlmann","88","1994","10","15","South America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.68","-24.23","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=715784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493582","NY00493582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493578","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J. C. de Siqueira","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8894","-19.6272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=715785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493578","NY00493578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","679893","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","L. B. Smith","A. Macedo","3712","1952","07","28","South America","Brazil","Goiás","Corumbá de Goiás","Municipio Corumbá. Pirineus.","-48.8083","-15.9236","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679893","NY00679893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:33:14-03","EAO","IAN","172934","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Miranda, IS; Silva, PJD","1405","1997","06","01","Southern America","Brasil","Roraima","Vilhena","Fazenda Planalto BR 164, próximo a Vilhena, cerrado, solo arenoso.","-60.416667","-12.466667",NA,"Arvoreta, 3m de altura, frutos marrons, secos.","IAN172934",NA,NA,NA,NA,NA,NA,"-60.416667","-12.466667",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:33:14-03","EAO","IAN","14076","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto, MS","Magalhães, MG","73","1940","07","28","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campo recentemente queimado, serra da Mutuca.","-43.937801361084","-19.9207992553711",NA,"Herbácea; flores alvas.","IAN014076",NA,NA,"17082","auto",NA,NA,NA,NA,"2016","04",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:33:14-03","EAO","IAN","105351a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","; Marchioretto, MS","Magalhães, MG","446","1940","09","16","Southern America","Brasil","Minas Gerais","Lima Duarte","Serra da Ibitipoca. Campo pedregoso queimado.","-43.793098449707","-21.8425006866455",NA,"Herbácea cespitosa; flor alva.","IAN105351a",NA,NA,"30417","auto",NA,NA,NA,NA,"2017","03",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:33:14-03","EAO","IAN","105349","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto, MS","Magalhães, MG","426","1940","09","17","Southern America","Brasil","Minas Gerais","Lima Duarte","Serra Ibitipoca, campo queimado.","-43.793098449707","-21.8425006866455",NA,"Flor alva.","IAN105349",NA,NA,"30417","auto",NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:33:14-03","EAO","IAN","79840","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Fróes, RL","30102","1953","07","01","Southern America","Brasil","Pará","Conceição do Araguaia","Campos Gerais.","-49.2647018432617","-8.25778007507324",NA,"Planta acaule. Erva pequena, inflorescência plumosa.","IAN079840",NA,NA,"73105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:33:14-03","EAO","IAN","172834","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Miranda, IS; Silva, PJD","1405","1997","06","01","Southern America","Brasil","Rondônia","Vilhena","Fazenda Casa Branca. Cerrado recém queimado, solo arenoso, bem drenado.","-60.1458015441895","-12.7405996322632",NA,"Erva, 20cm, flores amarelas.","IAN172834",NA,NA,"196523","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:26:23-03","PUCPR","HUCP","6704","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Silva, CBX","Conseban, PO","s.n.","1985","07","20",NA,"Brasil","Paraná","Cambará",NA,"-50.073600769043","-23.0464000701904",NA,NA,NA,NA,NA,"18610","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:08:20-03","UFBA","ALCB","1100","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto, MS","Noblick, LR","1219","1979","04","25","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.383333","-12.55",NA,"flores brancas.",NA,NA,NA,NA,NA,NA,NA,"-41.383333","-12.55","2006","08",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:08:20-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Queiroz, LP de; Nascimento, NS","3956","1994","06","16","Southern America","Brasil","Bahia","Gentio do Ouro","Irecê, ca. 20 km de Xique-Xique, na estrada para Santo Inácio","-42.5","-11.416667",NA,"ereto., pouco ramificado, ca. 80-1,0 m. Folhas membranáceas. Brácteas e tépalas brancas; estames amarelos. Comum.",NA,NA,NA,NA,NA,NA,NA,"-42.5","-11.416667",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:54:36-03","NBC","NL-BOTANY","U.1060688","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Wanderley MGL",NA,"1976","07","17","Southern America","Brazil",NA,NA,"Sao Paulo - Brasil. Brasil, Sao Paulo, Piracununga, cerrado de Emas (reserva da USP).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060688","NL-U1060688",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-11-04 10:59:01-03","ESALQ","ESA","11815","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata",NA,"Scaramuzza, C.A.M.","Souza, V.C. et al.","4123.0","1993","09","06",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011815","ESA011815",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:59:01-03","ESALQ","ESA","113604","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata",NA,NA,"Bosquetti, L.B.","455.0","2006","09","30",NA,"Brasil","Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489",NA,NA,"ESA113604","ESA113604",NA,"56114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:59:01-03","ESALQ","ESA","11946","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata",NA,"Scaramuzza, C.A.M.","Souza, V.C. et al.","4254.0","1993","09","09",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011946","ESA011946",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:32:32-02","IPA","IPA","61402","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Hoehne, W.,.","s.n.","1949","08","30","Southern America","Brasil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,"Cerrado.","IPA0061402",NA,NA,"39297","auto",NA,NA,NA,NA,"1983","04",NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:32:32-02","IPA","IPA","61401","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Barroso, G.M.","Rizzo, J.A.; Barbosa, A.; Barbosa, A.","1975","1968","08","08","Southern America","Brasil","Goiás",NA,"à esquerda da rodovia Goiania para Trindade, no km 12.",NA,NA,NA,"Campo cerrado.","IPA0061401",NA,NA,NA,NA,NA,NA,NA,NA,"1969","07",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:32:32-02","IPA","IPA","61410","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Barroso, G.M.","Rizzo, J.A.","43390","1969","08","02","Southern America","Brasil","Goiás",NA,"Serra Dourada, divisa dos municípios Mossâmedes ao Sul e Goiás ao Norte. Área da UFG.",NA,NA,NA,"Subarbusto. Corola branca.; Campo rupestre.","IPA0061410",NA,NA,NA,NA,NA,NA,NA,NA,"1969","10",NA,"05",NA,NA,NA,NA
"37","2019-02-15 11:32:32-02","IPA","IPA","62057","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Mello-Silva, R.","CFCR-5349","1984","09","10","Southern America","Brasil","Minas Gerais","Tiradentes","Serra de São José, no pedregulho, em solo arenoso.","-44.1781005859375","-21.1103000640869",NA,"Flores brancas com estames amarelos. Frequente.","IPA0062057",NA,NA,"10355","auto",NA,NA,NA,NA,"1984","09",NA,"14",NA,NA,NA,NA
"38","2019-02-15 11:32:32-02","IPA","IPA","62055","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Hoehne, W.","s.n.","1949","08","30","Southern America","Brasil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,"Cerrado.","IPA0062055",NA,NA,"39297","auto",NA,NA,NA,NA,"1983","04",NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:32:32-02","IPA","IPA","62052","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Handro, O.","Handro, W.","149","1965","09","20","Southern America","Brasil","São Paulo","São Paulo","Butantã, cidade universitária, atrás do depto. de botânica, em campo recém-queimado, com declive acentuado.","-46.6300010681152","-23.5400009155273",NA,"Planta herbácea, flores brancas, raízes as vezes axial e lenhosa às vezes ramificadas e tuberosas.","IPA0062052",NA,NA,"53584","auto",NA,NA,NA,NA,"1965","09",NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:32:32-02","IPA","IPA","44388","S","Plantae","Plantae",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Turma de Bacharelandos de 1980","s.n.","1980","11","13","Southern America","Brasil","São Paulo","São Paulo","Cidade Universitária","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0044388",NA,NA,"53584","auto",NA,NA,NA,NA,"1983","04",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:28:34-03","IAP","PACA-AGP","102500","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M. S. Marchioretto","M. G. L. Wanderley","1522","1998","11","05",NA,"Brasil","BA",NA,"Cerca de 5-6 Km em direção ao Pico das Almas.",NA,NA,NA,"Cormófita, base queimada.&nf;Instituto de Botânica - SP. Habitat: Cerrado.'","PACA102500",NA,NA,NA,NA,"900","1000",NA,NA,"2004","07","Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:28:34-03","IAP","PACA-AGP","102741","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchioretto","V.C. Souza","21345","1998","09","08",NA,"Brasil","GO","Cristalina","cerca de 15 Km de Cristalina, em direção a campo Alegre de Goiás","-47.678333","-16.869444",NA,"Herbário ESA número: 48948&nf;Flores creme Habitat: área de cerado recentemente queimada Hábito: subarbusto","PACA102741",NA,NA,NA,NA,NA,NA,"47°40'42W","16°52'10S","2007","05","Magnoliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:28:34-03","IAP","PACA-AGP","102742","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchioretto","V.C. Souza","4254","1993","09","06",NA,"Brasil","SP","Itararé","Fazenda espinho","-49.264944","-24.26525",NA,"Herbário ESA número: 11946;&nf;Cerca de 10cm de altura;&nf;Brácteas creme, tubo estaminal amarelo Habitat: em campo queimado há um mês Hábito: erva","PACA102742",NA,NA,NA,NA,"1200","1200","49°15'53,8W","24°15'54,9S","2007","05","Magnoliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:28:34-03","IAP","PACA-AGP","102743","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchioretto","V.C. Souza","21333","1998","09","08",NA,"Brasil","GO","Campo Alegre de Goiás","Cerca de 20 Km de Cristalina em direção a campo Alegre de Goiás","-47.783611","-17.408611",NA,"Herbário ESA número: 48936;&nf;Flores creme Habitat: área de cerrado recentemente queimada Hábito: subarbusto","PACA102743",NA,NA,NA,NA,NA,NA,"47°47'01W","17°24'31S","2007","05","Magnoliatae",NA,NA,NA,NA,NA
"45","2019-08-27 13:28:34-03","IAP","PACA-AGP","103804","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchieretto","Volpi","724","2003","10","21",NA,"Brasil","MG","Delfinópolis","Estrada para Guarita.","-46.871111","-20.281111",NA,"cálice creme, corola verde claro, estames cinzas, indumento piloso&nf;HUFU Habitat: cerrado rupestre Hábito: erva","PACA103804",NA,NA,NA,NA,"816","816","46°52'16W","20°16'52S","2009","04","Magnoliatae",NA,NA,NA,NA,NA
"46","2019-08-27 13:28:34-03","IAP","PACA-AGP","103805","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchioretto","Nakajima","4093","2005","12","06",NA,"Brasil","MG",NA,"Região da Represa de Furnas, Trilha Paraíso Perdido, ca. 5 km da rodovia MG 050.",NA,NA,NA,"brácteas alvas, cálice creme&nf;HUFU Habitat: campo rupestre Hábito: erva","PACA103805",NA,NA,NA,NA,NA,NA,NA,NA,"2009","04","Magnoliatae",NA,NA,NA,NA,NA
"47","2019-08-27 13:28:34-03","IAP","PACA-AGP","103806","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchioretto","Nakajima","3534","2003","10","21",NA,"Brasil","MG","Delfinópolis","Estrada p/ Guarita.","-46.871111","-20.281111",NA,"brácteas alvas,cálice creme, anteras amarelas&nf;HUFU Habitat: cerrado rupestre","PACA103806",NA,NA,NA,NA,"816","816","46°52'16W","20°16'52S","2009","04","Magnoliatae",NA,NA,NA,NA,NA
"48","2019-08-27 13:28:34-03","IAP","PACA-AGP","103807","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.S. Marchioretto","Nakajima","3986","2005","09","30",NA,"Brasil","MG","Capitólio","Região Represa de Furnas, estr. da Trilha do Sol.","-46.2075","-20.654722",NA,"brácteas alvas, cálice creme&nf;HUFU Habitat: campo litológico após fogo Hábito: erva","PACA103807",NA,NA,NA,NA,"822","822","46°12'27W","20°39'17S","2009","04","Magnoliatae",NA,NA,NA,NA,NA
