"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"196","2020-12-11 11:31:23-03","UFMG","BHCB","199373","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Marquete, R; Morim, MP; Jordão, L","4513","2015","11","26","Southern America","Brasil","Minas Gerais","Buenópolis","Parque Estadual da Serra do Cabral, Área da gruta.","-44.253056","-17.93",NA,"Erva heliófila, ca. 60 cm de altura. Caule de casca lisa marrom, ramos apicais verdes, semi-alados. Folhas membranáceas, verdes, opacas nas duas faces. Inflorescências passadas com frutos passados.; Solo arenoso, relevo plano, vegetaç","BHCB199373","BHCB199373",NA,NA,NA,"632","632","-44.253056","-17.93","2016",NA,NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:31:24-03","UFMG","BHCB","40828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Barros, A; Stehmann, JR","54","1997","08","27","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Área de sucessão.","BHCB055042","BHCB055042",NA,NA,NA,"1480","1480","-43.983611","-20.093056","2006","11",NA,NA,NA,NA,NA,NA
"198","2020-12-11 11:31:24-03","UFMG","BHCB","41036","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Barros, A","124","1997","10","14","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Erva. Flores brancas.; Campo.","BHCB055043","BHCB055043",NA,NA,NA,"1480","1480","-43.983611","-20.093056","2006","07",NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:31:24-03","UFMG","BHCB","79684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Viana, PL","176","2001","09","12","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Calçada, Retiro das Pedras.","-43.983611","-20.093056",NA,"Floresceu 1 mês após queimada.; Erva. Inflorescência creme.; Canga nodular.","BHCB055051","BHCB055051",NA,NA,NA,"1400","1400","-43.983611","-20.093056","2007","03",NA,NA,NA,NA,NA,NA
"200","2020-12-11 11:31:24-03","UFMG","BHCB","84421","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Souza, VC de; Sakuragui, CM; Miyagi, PH; Levensteinas, B; Bérgamo, P; Cardoso, WP","4254","1993","09",NA,"Southern America","Brasil","São Paulo","Itararé","Fazenda Espinho.","-49.264944","-24.26525",NA,"Ervas ca. 10cm alt., brácteas creme, tubo estaminal amarelo.; Campo queimado há um mês.","BHCB055050","BHCB055050",NA,NA,NA,"1200","1200","-49.264944","-24.26525","2007","03",NA,NA,NA,NA,NA,NA
"201","2020-12-11 11:31:24-03","UFMG","BHCB","55201","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Badini, J","2963","1935",NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"Erva. Flor amarela.; Terreno pedregoso.","BHCB055040","BHCB055040",NA,"44599","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA,NA,NA
"202","2020-12-11 11:31:24-03","UFMG","BHCB","55200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Barreto, HLM","5246","1936","08","23","Southern America","Brasil","Minas Gerais","Andrelândia","Cruz das Almas.","-44.3092002868652","-21.7397003173828",NA,"Muito frequente.; Herbácea 0,15m. Flor alva.; Campo queimado.","BHCB055037","BHCB055037",NA,"26456","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA,NA,NA
"203","2020-12-11 11:31:24-03","UFMG","BHCB","55202","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Barreto, HLM","11618","1945","08","11","Southern America","Brasil","Minas Gerais","Uberaba","Estrada de Uberaba a Uberlândia.","-47.9319000244141","-19.7483005523682",NA,"muito frequente.; Subarbuto cespitoso. Flor alva.; Campo queimado.","BHCB055039","BHCB055039",NA,"73879","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA,NA,NA
"204","2020-12-11 11:31:23-03","UFMG","BHCB","1219","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Carvalho, RCF de","125","1983","07","30","Southern America","Brasil","Distrito Federal","Brasília","Lago Norte","-47.9296989440918","-15.7797002792358",NA,"Herbáceo.; Cerrado, próximo à margem do lago, terreno pedregoso.","BHCB055046","BHCB055046",NA,"70570","auto",NA,NA,NA,NA,"2007","03",NA,NA,NA,NA,NA,NA
"205","2020-12-11 11:31:23-03","UFMG","BHCB","22179","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Teixeira, WA","s.n.","1993","07","29","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-11 11:31:24-03","UFMG","BHCB","22179","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Teixeira, WA","s.n.","1993","07","29","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito, MBR.","-43.801399230957","-20.2532997131348",NA,"Florada após ocorrência de incêndio.; Herbáceo.; Campo rupestre. Próximo aos afloramentos de quartzito.","BHCB055045","BHCB055045",NA,"20553","auto",NA,NA,NA,NA,"2007","03",NA,NA,NA,NA,NA,NA
"207","2020-12-11 11:31:24-03","UFMG","BHCB","55204","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Magalhães, GM","426","1940","09","17","Southern America","Brasil","Minas Gerais","Lima Duarte","Serra da Ibitipoca, Pilar.","-43.793098449707","-21.8425006866455",NA,"Muito frequente.; Herbácea cespitosa, flor alva.; Campo queimado.","BHCB055044","BHCB055044",NA,"30417","auto",NA,NA,NA,NA,"2007","03",NA,NA,NA,NA,NA,NA
"208","2020-12-11 11:31:24-03","UFMG","BHCB","6777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Carneiro, C; Grandi, TSM","2082","1985","10","05","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,"Herbáceo.; Campo rupestre.","BHCB055055","BHCB055055",NA,"14750","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA,NA,NA
"209","2020-12-11 11:31:24-03","UFMG","BHCB","55203","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Barreto, HLM","10837","1940","07","28","Southern America","Brasil","Minas Gerais","Betim","Serra da Piedade., Divisas de Betim e Brumadinho.","-44.198299407959","-19.9678001403809",NA,"Muito frequente.; Herbácea.; Campo queimado.","BHCB055038","BHCB055038",NA,"15199","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA,NA,NA
"210","2020-12-11 11:31:24-03","UFMG","BHCB","55205","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Magalhães, GM","446","1940","09","16","Southern America","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Muito frequente.; Herbácea cespitosa, flor alva.; Campo pedregoso queimado.","BHCB055053","BHCB055053",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-11 11:31:23-03","UFMG","BHCB","13685","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Souza, HC; Brina, AE; Horta, MB; Attalla, NC; Braga, MMN","s.n.","1988","07","29","Southern America","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"Herbáceo.; Campo rupestre.","BHCB055041","BHCB055041",NA,"13809","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA,NA,NA
"212","2021-02-11 17:17:48-03","UFPR","UPCB","4256","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","9829","1962","09","23",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Do campo limpo..",NA,NA,NA,"46557","auto",NA,NA,NA,NA,"1963","02",NA,NA,NA,NA,NA,NA
"213","2021-02-11 17:17:48-03","UFPR","UPCB","24504","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Silva, S.M.","Uhlmann, A.","88","1994","10","15",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Erva ereta, flores creme. Campo cerrado..",NA,NA,NA,"44368","auto",NA,NA,NA,NA,"1995","06",NA,"02",NA,NA,NA,NA
"214","2009-07-09 17:05:00-03","MO","MOBOT","2451960","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Gert G. Hatschbach","Hatschbach 7306","1960","9","25","South America","Brazil","Paraná",NA,"Campo Largo. Rio Papagaios, campo limpio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2012-04-12 05:10:00-03","MO","MOBOT","2765829","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","T. Borsch, 2010","Alfredo F. Fuentes|et al.","Fuentes Claros 9251","2005","7","2","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Balcon Alto, al SE de Mojos Bosque montano pluvial con Topobea multiflora, Hedyosmum y Persea. Inventario fitosociologico Madidi 52. Plantas alcoholizadas.","-68.8619444","-14.5788889",NA,NA,NA,NA,NA,NA,NA,"2008.00000000",NA,NA,NA,NA,NA,NA,NA,"05-88",NA,"1",NA
"216","2008-08-07 03:32:00-03","MO","MOBOT","2974081","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Timothy J. Killeen","Killeen 1153","1985","9","1","South America","Bolivia","Santa Cruz",NA,NA,"-62","-16.13333",NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2011-10-29 20:40:00-02","MO","MOBOT","3419408","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Barroso","Ghillean T. Prance|et al.","Prance 19261","1973","10","22","South America","Brazil","Mato Grosso do Sul",NA,"East of town of chapada dos Guimaraes. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-08-31 09:17:48-03","INPA","INPA","15845","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Gomphrena","jubata","Gomphrena jubata","Moq.","Calago, K","Coêlho, DF","INPA15845","1965","09",NA,"Southern America","Brasil","Mato Grosso",NA,"Parque Nacional do Xingú, Camaiurás, Parque Nacional do Xingú, Lago próximo a aldeia dos índios Camaiurás.","-53.3","-11.6",NA,NA,"INPA0015845","INPA0015845 INPA0015845_e INPA0015845_e1",NA,NA,NA,NA,NA,"-53.3","-11.6","2002","06",NA,NA,NA,NA,NA,NA
"219","2021-01-10 20:50:57-03","INPA","INPA","83269","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Gomphrena","jubata","Gomphrena jubata","Moq.","Calago, K","Macêdo, M","830","1978","03","18","Southern America","Brasil","Mato Grosso","Poxoréu","Proximidades da Ponte do Ribeirão Corguincho. Cerrado, solo argilo-arenoso, úmido.","-54.3","-15.7",NA,NA,"INPA0083269","INPA0083269 INPA0083269_e INPA0083269_e1",NA,NA,NA,"450","450","-54.3","-15.7","2002","06",NA,NA,NA,NA,NA,NA
"220","2021-01-10 20:50:57-03","INPA","INPA","223670","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Queiróz, LP de","3956","1994","06","16","Southern America","Brasil","Bahia","Gentio do Ouro","Ca. 20km de Xique-Xique, na estrada para Santo Inácio. Campo rupestre.","-42.502799987793","-11.4288997650146",NA,NA,"INPA0223670","INPA0223670 INPA0223670_e",NA,"54643","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-06-15 15:28:17-03","UNESP-RC","HRCB","3402","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Hoehne, W.","s/n","1949","08","30",NA,"Brasil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,"1983","04",NA,NA,NA,NA,NA,NA
"222","2020-06-15 15:28:17-03","UNESP-RC","HRCB","33578","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mog.","Furlan, A.","Rezende, J.M.","109","1995","09","15",NA,"Brasil","Distrito Federal","Samanbaia",NA,NA,NA,NA,"Flor pequena, cálice possui papus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","01",NA,NA,NA,NA,NA,NA
"223","2020-06-15 15:28:17-03","UNESP-RC","HRCB","13353","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Campos, M.J.O.","s/n","1990","11","03",NA,"Brasil","Minas Gerais","Carmo do Rio Claro",NA,"-46.1189002990723","-20.9719009399414",NA,"Herbacea-flor branca.",NA,NA,NA,"25874","auto",NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA
"224","2020-06-15 15:28:17-03","UNESP-RC","HRCB","26999","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Assis, M.A. de","1044","1997","10","10",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"Erva, flores brancas.",NA,NA,NA,"22843","auto",NA,NA,NA,NA,"1998","02",NA,NA,NA,NA,NA,NA
"225","2020-06-15 15:28:17-03","UNESP-RC","HRCB","3401","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Handro, W.","Rawitscher, F.","s/n","1948","07","22",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,"1965","12",NA,NA,NA,NA,NA,NA
"226","2020-06-15 15:28:17-03","UNESP-RC","HRCB","22185","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Nakajima, J.N.","435","1994","08","21",NA,"Brasil","Minas Gerais","Sacramento",NA,"-47.439998626709","-19.8652992248535",NA,"Herbaceo, ca.0,1m.Bracteas e Calice creme.Anteras amareladas.",NA,NA,NA,"69737","auto",NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA
"227","2020-06-15 15:28:17-03","UNESP-RC","HRCB","22193","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Nakajima, J.N.","419","1994","08","19",NA,"Brasil","Minas Gerais","Sacramento",NA,"-47.439998626709","-19.8652992248535",NA,"Herbaceo, ca.0,1m.Calice creme. Estames amarelados.",NA,NA,NA,"69737","auto",NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA
"228","2020-06-15 15:28:17-03","UNESP-RC","HRCB","3429","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Furlan, A.","s/n","1980","08","23",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,"Erva 10cm, flores alvas, estame amarelos",NA,NA,NA,"26557","auto",NA,NA,NA,NA,"1983","02",NA,"09",NA,NA,NA,NA
"229","2020-06-15 15:28:17-03","UNESP-RC","HRCB","22170","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Romero, R.","3167","1995","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,"Campo limpo com afloramento rochosos, 3 meses após a queimada, Herbaceo em touceiras.Bracteas brancas.Calice amarelado.",NA,NA,NA,"57119","auto",NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA
"230","2020-06-15 15:28:17-03","UNESP-RC","HRCB","28620","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Handro, W.","149","1965","09","20",NA,"Brasil","São Paulo","Butantã",NA,NA,NA,NA,"Planta herbácea, flores brancas, raizes as vezes axial e lenhosa as vezes ramificadas e tuberosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","11",NA,NA,NA,NA,NA,NA
"231","2020-06-15 15:28:17-03","UNESP-RC","HRCB","35712","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Silva, M.A. da","4495","2000","09","13",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.883333","-15.933333",NA,"Erva heliofita ca.10cm de altura, inflorescencia branca, flores amarelas, um mês após o fogo no campo sujo proximo a guarita.",NA,NA,NA,NA,NA,"1100","1100","47º53'W","15º56'S","2007","05",NA,NA,NA,NA,NA,NA
"232","2020-06-15 15:28:17-03","UNESP-RC","HRCB","3379","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","O.Handro","Handro, W.","149","1965","09","20",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"Planta herbácea, flores brancas, raízes às vezes axial e lenhosa às vezes reamificada e tuberosas",NA,NA,NA,"53584","auto",NA,NA,NA,NA,"1965","09",NA,NA,NA,NA,NA,NA
"233","2020-06-15 15:28:17-03","UNESP-RC","HRCB","39904","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Ferreira, F.M.","233","2002","09","10",NA,"Brasil","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602",NA,"Erva ca. 15cm . Planta com indumento alvo. Flores alvas.",NA,NA,NA,"29865","auto",NA,NA,NA,NA,"2003","10",NA,NA,NA,NA,NA,NA
"234","2020-06-15 15:28:17-03","UNESP-RC","HRCB","10879","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Heringer, E.P.","665","1978","10","11",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,"Erva com folhas e caule pilosos, petalas alvas,anteras amarelas.",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA
"235","2020-06-15 15:28:17-03","UNESP-RC","HRCB","22183","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marchioretto,M.S.","Nakajima, J.N.","400","1994","08","19",NA,"Brasil","Minas Gerais","Sacramento",NA,"-47.439998626709","-19.8652992248535",NA,"Herbaceo, ca. 0,15m.Bracteas creme.Calice creme.Estames amarelados.",NA,NA,NA,"69737","auto",NA,NA,NA,NA,"2006","06",NA,NA,NA,NA,NA,NA
"236","2019-05-23 11:07:27-03","UFLA","ESAL","11","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","E.P.Heringer","Heringer, EP","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Chapada das Perdizes",NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-05-23 11:07:27-03","UFLA","ESAL","11232","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M. L. Gavilanes","Gavilanes, ML","4719",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"erva; 0.35; esbranquiçada;; campo rupestre",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-05-23 11:07:27-03","UFLA","ESAL","23924","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Massensini, Jr A","Mansanares, ME; Coelho, FF; Van den Berg, E","1352","2010","05","20",NA,"Brasil","Minas Gerais","Carrancas","Serra de Carrancas, Salto, Ponto 16 - Afloramento no topo do morro, próximo a pista de salto","-44.670833","-21.455833",NA,"Projeto CSBC; Crescendo em campo arenoso/pedregoso. Brácteas e tépalas creme, estames amarelos. Afloramento circundado por; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,"-44.670833","-21.455833","2016","07",NA,"08",NA,NA,NA,NA
"239","2019-05-23 11:07:27-03","UFLA","ESAL","23925","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Massensini, Jr A","Mansanares, ME; Campos, CF; Lasmar, CJ; Pe","2495","2011","10","29",NA,"Brasil","Minas Gerais","Itutinga","Depois da extração de areia, Ponto 7 - afloramento rochoso na beira da estrada para Carrancas, depois da ex","-44.655833","-21.316111",NA,"Projeto CSBC; Crescendo em fenda de rocha. Planta com xilopódio. Flores com corola creme.",NA,NA,NA,NA,NA,NA,NA,"-44.655833","-21.316111","2016","07",NA,"08",NA,NA,NA,NA
"240","2019-05-23 11:07:27-03","UFLA","ESAL","4406","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M. L. Gavilanes","Pereira, SC","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da ESAL","-44.999444","-21.245278",NA,"erva; ; branca;; cerrado",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-05-23 11:07:27-03","UFLA","ESAL","5357","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.E.Mansanares","Gavilanes(559); Matoso","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"erva; ; creme;; campo rupestre",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-05-23 11:07:27-03","UFLA","ESAL","8913","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J. Y. Tamashiro","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278",NA,"erva; 15cm; creme;; campo rupestre",NA,NA,NA,NA,NA,"12","12","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-05-23 11:07:27-03","UFLA","ESAL","8938","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J. Y. Tamashiro","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Poço Bonito","-44.999444","-21.245278",NA,"erva; 0.3; branca;; campo rupestre",NA,NA,NA,NA,NA,"11","11","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-05-23 11:07:27-03","UFLA","ESAL","18870","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Mansanares, ME","Aline, Bruno; Danilo","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914",NA,"erva; 0,15 m; branca;; campo rupestre",NA,NA,NA,"16664","auto","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-05-23 11:07:27-03","UFLA","ESAL","23923","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Mansanares, ME; Campos, CF; Lasmar, CJ; Pe","2437","2011","10","27",NA,"Brasil","Minas Gerais","Itumirim","Ponto 14 - afloramento próximo da Cachoeira das Aranhas","-44.774167","-20.373056",NA,"Projeto CSBC; Crescendo em solo arenoso/pedregoso. Planta com xilopódio. Tépalas creme, estames amarelos.",NA,NA,NA,NA,NA,NA,NA,"-44.774167","-20.373056",NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-12-19 11:16:56-03","UFG","UFG","13173","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Ferreira, H.D.","2023","1991","11","24",NA,"Brasil","Goiás","Mineiros",NA,"-52.5511016845703","-17.5694007873535",NA,NA,"UFG0013173","UFG0013173",NA,"100343","auto",NA,NA,NA,NA,"2019","06",NA,NA,NA,NA,NA,NA
"247","2019-12-19 11:16:56-03","UFG","UFG","18936","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Cruvinel, S.","Harley, R.; Ferreira, H.D.","28188","1996","08","15",NA,"Brasil","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,"UFG0018936","UFG0018936",NA,"40887","auto",NA,NA,NA,NA,"2006","09",NA,"28",NA,NA,NA,NA
"248","2019-12-19 11:16:56-03","UFG","UFG","17272","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Cruvinel, S.","Monteiro, C.H.","126","1995","08","19",NA,"Brasil","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,"UFG0017272","UFG0017272",NA,"40887","auto",NA,NA,NA,NA,"2006","09",NA,"29",NA,NA,NA,NA
