"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","phylum","order","individualCount","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"363","2020-10-14 10:04:21-03","FURB","FURB","22349","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Stival-Santos, A","2010","03","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","17","Brasil","Santa Catarina","São José","-48.6894444","-27.5402777","-48.6894444","-27.5402777","FURB36045","FURB36045","Forquilhas.","135","135","Florística IFFSC 352 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor amarela",NA,NA,"2107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-10-14 10:04:21-03","FURB","FURB","22455","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","03","31","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","10","Brasil","Santa Catarina","Florianópolis","-48.535","-27.7241667","-48.5350000","-27.7241667","FURB36039","FURB36039","Parque Municipal da Lagoa do Peri.","317","317","Epífita IFFSC e8003a (Acima de 4m). Forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;",NA,NA,"1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-10-14 10:04:21-03","FURB","FURB","22565","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","04","05","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","-48.4925","-27.7752778","-48.4925000","-27.7752778","FURB36041","FURB36041","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","46","46","Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"1651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-10-14 10:04:21-03","FURB","FURB","22650","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2010","04","05","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","12","Brasil","Santa Catarina","Florianópolis","-48.43","-27.4791667","-48.4300000","-27.4791667","FURB36038","FURB36038","Vargem Grande.","211","211","Epífita IFFSC e8005a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita de árvore caída;",NA,NA,"1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-10-14 10:04:21-03","FURB","FURB","23287","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Stival-Santos, A","2010","03","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","30","Brasil","Santa Catarina","Botuverá","-49.14","-27.27","-49.1400000","-27.2700000","FURB36077","FURB36077","Reserva Biológica Canela Preta.","639","639","Florística IFFSC 467 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;",NA,NA,"2253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-10-14 10:04:21-03","FURB","FURB","23718","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","30","Brasil","Santa Catarina","Orleans","-49.3191667","-28.2608333","-49.3191667","-28.2608333","FURB36032","FURB36032_1 FURB36032_2","Barracão.","314","314","Florística IFFSC 119 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor amarela",NA,NA,"4141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-10-14 10:04:21-03","FURB","FURB","23801","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","13","Brasil","Santa Catarina","São Martinho","-49.0302778","-28.1163889","-49.0302778","-28.1163889","FURB36033","FURB36033_1 FURB36033_2","SC - 431.","210","210","Florística IFFSC mv33 (Rupícola) Habitat: Floresta Ombrófila Densa; Habito: rupícola;",NA,NA,"4390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-10-14 10:04:21-03","FURB","FURB","23829","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","04","07","Brasil","Santa Catarina","Garuva","-48.7272223","-26.055","-48.7272223","-26.0550000","FURB36030","FURB36030_1 FURB36030_2","Sol Nascente.","13","13","Forófito 3. Epífita IFFSC e8000b (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita de arbórea;",NA,NA,"1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-10-14 10:04:21-03","FURB","FURB","24750","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, JL","2010","04","23","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2010","04","23","Brasil","Santa Catarina","Orleans","-49.41","-28.17","-49.4100000","-28.1700000","FURB36078","FURB36078","Rio Minador.","445","445","Epífita IFFSC e142b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído; Fruto capsular verde;",NA,NA,"1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-10-14 10:04:21-03","FURB","FURB","25111","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, J","2010","05","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","-50.0744445","-29.205","-50.0744445","-29.2050000","FURB36036","FURB36036","Trilha do Rio do Boi.","330","330","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,"2058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-10-14 10:04:21-03","FURB","FURB","25134","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, JL","2010","04","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","30","Brasil","Santa Catarina","Jacinto Machado","-49.9452777","-29.0452777","-49.9452777","-29.0452777","FURB36037","FURB36037","Interior do Cânion Fortaleza (Tigre Preto).","295","295","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto verde;",NA,NA,"2128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-10-14 10:04:21-03","FURB","FURB","26729","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2010","05","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365","-49.2355555","-26.3650000","FURB36046","FURB36046","Braço esquerdo.","417","417","Epífita IFFSC e993b (Acima de 4m). Forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,"2153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-10-14 10:04:21-03","FURB","FURB","28364","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2010","08","25","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","19","Brasil","Santa Catarina","Florianópolis","-48.4755556","-27.5766667","-48.4755556","-27.5766667","FURB36034","FURB36034","Morro da Lagoa.","444","444","Epífita IFFSC e8004b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita em galho caído; Fruto com fruto;",NA,NA,"2700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-10-14 10:04:21-03","FURB","FURB","28861","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, JL","2010","05","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","15","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB36060","FURB36060","Três Barras.","203","203","Epífita IFFSC e37b (Acima de 4m). Forótipo 6 Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto verde;",NA,NA,"2301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-10-14 10:04:21-03","FURB","FURB","29122","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, JL","2010","09","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","17","Brasil","Santa Catarina","Siderópolis","-49.59","-28.62","-49.5900000","-28.6200000","FURB36063","FURB36063","Serrinha.","479","479","Epífita IFFSC e47b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita de arbórea; Fruto verde;",NA,NA,"2368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-10-14 10:04:21-03","FURB","FURB","29168","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Stival-Santos, A","2010","05","21","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","-48.78","-27.72","-48.7800000","-27.7200000","FURB36062","FURB36062","Parque Estadual do Tabuleiro.","612","612","Florística IFFSC 286 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor verde",NA,NA,"2832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-10-14 10:04:21-03","FURB","FURB","29215","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Ceolin, LM","2010","07","13","Korte, A.; Kniess, A.","2010","05","14","Brasil","Santa Catarina","Indaial","-49.2308334","-27","-49.2308334","-27.0000000","FURB36065","FURB36065","Warnow Alto.","357","357","Florística IFFSC 635 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,"3272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-10-14 10:04:21-03","FURB","FURB","29396","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, JL","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","30","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","FURB36059","FURB36059","Margem da BR 101.","6","6","Epífita IFFSC e8002c (Acima de 4m) - sobre forófito 6 Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;",NA,NA,"2911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-10-14 10:04:21-03","FURB","FURB","29525","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","10","01","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","23","Brasil","Santa Catarina","Águas Mornas","-48.9608333","-27.8097222","-48.9608333","-27.8097222","FURB36058","FURB36058","rio Cubatão.","620","620","Florística IFFSC 253 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;",NA,NA,"3153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-10-14 10:04:21-03","FURB","FURB","30383","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2010","10","13","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","21","Brasil","Santa Catarina","Florianópolis","-48.43","-27.4791667","-48.4300000","-27.4791667","FURB36061","FURB36061","Vargem Grande.","211","211","Epífita IFFSC e8005b (Acima de 4m) - sobre forófito 9 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita de arbórea; Fruto com fruto;",NA,NA,"2760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-10-14 10:04:21-03","FURB","FURB","31032","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","2010","07","14","Brasil","Santa Catarina","Nova Trento","-49.0505556","-27.3586111","-49.0505556","-27.3586111","FURB36080","FURB36080","Valsugana.","307","307","Florística IFFSC 426 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,"4034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-10-14 10:04:21-03","FURB","FURB","31075","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","-48.7558333","-27.8933333","-48.7558333","-27.8933333","FURB36024","FURB36024","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","295","295","Florística IFFSC 226 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: epífita;",NA,NA,"4924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-10-14 10:04:21-03","FURB","FURB","31112","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","2010","05","19","Brasil","Santa Catarina","Apiúna","-49.4108333","-27.09","-49.4108333","-27.0900000","FURB36026","FURB36026","Ribeirão Vinte.","333","333","Florística IFFSC 575 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; Fruto com fruto;",NA,NA,"3295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-10-14 10:04:21-03","FURB","FURB","31160","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Verdi, M.; Burkhardt, B. & Klemz, G.","2010","06","30","Brasil","Santa Catarina","São Bonifácio","-48.96","-27.9938889","-48.9600000","-27.9938889","FURB36020","FURB36020","Santa Maria.","339","339","Florística IFFSC 197 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"5105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-10-14 10:04:21-03","FURB","FURB","31258","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","06","Brasil","Santa Catarina","Angelina","-48.96","-27.54","-48.9600000","-27.5400000","FURB36027","FURB36027","Linha do Chaves.","718","718","Florística IFFSC 349 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita; Fruto verde;",NA,NA,"2401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-10-14 10:04:21-03","FURB","FURB","31289","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","05","06","Brasil","Santa Catarina","Joinville","-49.0477777","-26.1925","-49.0477777","-26.1925000","FURB36023","FURB36023","Serra Dona Francisca.","576","576","Epífita IFFSC e1048b (Acima de 4m) - sobre forófito 2 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto com fruto;",NA,NA,"2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-10-14 10:04:21-03","FURB","FURB","31306","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","06","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","FURB36029","FURB36029","Cinema.","569","569","Florística IFFSC e466b (Epífita), forófito extra. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto seco;",NA,NA,"1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-10-14 10:04:21-03","FURB","FURB","31309","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","06","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","FURB36028","FURB36028","Cinema.","569","569","Epífita IFFSC e466b (Acima de 4m), forófito 5. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;",NA,NA,"1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-10-14 10:04:21-03","FURB","FURB","31334","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","30","Brasil","Santa Catarina","Biguaçu","-48.78","-27.36","-48.7800000","-27.3600000","FURB36025","FURB36025","Amâncio.","440","440","Epífita IFFSC e429b (Acima de 4m), forófito 4. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"1790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-10-14 10:04:21-03","FURB","FURB","31401","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Schmitt, J","2012","07","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","-49.2313889","-27.1813889","-49.2313889","-27.1813889","FURB36022","FURB36022","Braço do Salão - Fazenda Sabiá.","533","533","Epífita IFFSC e518b (Acima de 4m) - sobre forófito 16 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto cápsula verde;",NA,NA,"1724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-10-14 10:04:21-03","FURB","FURB","31417","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","-49.2313889","-27.1813889","-49.2313889","-27.1813889","FURB36031","FURB36031","Braço do Salão - Fazenda Sabiá.","533","533","Florística IFFSC e518b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: rupícola; Fruto com fruto;",NA,NA,"1628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2020-10-14 10:04:21-03","FURB","FURB","35798","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2011","04","26","Cadorin, T.J.; Oliveira, C.P.L.","2011","04","26","Brasil","Santa Catarina","Jaraguá do Sul","-49.1527778","-26.3016667","-49.1527778","-26.3016667","FURB36056","FURB36056",NA,"628","628",NA,NA,NA,"3202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2020-10-14 10:04:21-03","FURB","FURB","35799","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2011","04","27","Cadorin, T.J.; Oliveira, C.P.L.","2011","04","27","Brasil","Santa Catarina","Jaraguá do Sul","-49.155","-26.2994444","-49.1550000","-26.2994444","FURB36057","FURB36057",NA,"662","662",NA,NA,NA,"3203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-11-08 08:54:31-03","FURB","FURB","36402","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Caglioni, E","2011","09","12","Caglioni, E.","2011","09","12","Brasil","Santa Catarina","Blumenau","-49.1236111","-26.8930555","-49.1236111","-26.8930555","FURB02845","FURB02845","Rua Bahia.","30","30",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
