"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","375616","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"R. Reitz","4544","1951","12","30","Brazil","Santa Catarina","Palhoça","Serrinha, Anitápolis, Palhoça","-48.6678","-27.6456",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375616","NY00375616_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375598","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"R. Reitz","2404","1956","01","10","Brazil","Santa Catarina","Itajaí","Luis Alves, Itajaí","-48.6617","-26.9081",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375598","NY00375598_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00897126","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897126","NY00897126_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375625","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"W. J. Burchell","2844?","1826","03","27","Brazil","Rio de Janeiro","Niterói","To the Island of Boa Viagem (part of Niterói)","-43.13","-22.92",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375625","NY00375625_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","375604","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"R. M. Klein","213","1950","01","27","Brazil","Santa Catarina","Brusque","Mata do Hoffmann, Brusque","-48.9","-27.1",NA,NA,"50","50","Eq. Ecologia nr. 93 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375604","NY00375604_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","107360","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.",NA,NA,NA,NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00107360","NY00107360_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","possible isotype",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","375603","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"R. Reitz","5750","1957","12","19","Brazil","Santa Catarina","Garuva","Três Garuva, S. Francisco do Sul","-48.8547","-26.0269",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375603","NY00375603_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","375613","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"F. C. Hoehne","28605","1931","12","21","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"Planta viva, n°: 178 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375613","NY00375613_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00897123","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"A. F. Regnell","II50",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Prov. Minas Geraes, Caldas.","-46.3858","-21.9236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897123","NY00897123_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00897120","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"H. S. Irwin","20724","1968","02","23","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 18km N. of Sêrro on road (MG 2) to Diamantina.","-43.55","-18.55",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897120","NY00897120_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","476261","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","R. L. Liesner",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Serra da Lapa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476261","NY00476261_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","476262","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.",NA,NA,NA,NA,"L. Riedel","549",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476262","NY00476262_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","375590","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.",NA,NA,NA,NA,"F. C. Hoehne","s.n.","1931","12","21","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505",NA,NA,NA,NA,"Planta viva n°: 178, nome vulgar: Guassatunga <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375590","NY00375590_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00897121","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"Y. E. J. Mexia","4394","1930","02","25","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Near western boundary","-42.868031","-20.7613428",NA,NA,"670","670","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897121","NY00897121_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02210646","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.",NA,NA,NA,NA,"Collector unspecified","66",NA,NA,NA,"Brazil",NA,NA,"In sylvis ad montem Tijuca prope Sebastianopol.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2501541' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210646","NY02210646_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","375607","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"H. S. Irwin","20933","1968","02","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Minas Gerais, ca. 27 km N. of Sêrro on road (MG 2) to Diamantina","-43.62","-18.53",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375607","NY00375607_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00897125","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897125","NY00897125_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","375610","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén","11040","1911","01","01","Brazil","Paraná","Imbituva","Imbituva","-50.6042","-25.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375610","NY00375610_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","375592","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"J. P. Lanna Sobrinho","1221","1965","12","29","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Tijuca, Estaçao Biológica","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375592","NY00375592_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","375589","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","G. G. Hatschbach",NA,NA,NA,"P. I. Oliveira","793","1984","03","24","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.025191","-25.507967",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375589","NY00375589_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","375591","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"L. R. Landrum","4101","1982","01","07","Brazil","Paraná","Cerro Azul","Cerro Azul, along road to Rio Branco do Sul","-49.33","-25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375591","NY00375591_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","375605","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. C. de Lima",NA,NA,NA,"G. Martinelli","132","1973","01","07","Brazil","Rio de Janeiro","Petrópolis","Vale das Videiras, Morro do Cuca","-43.1783","-22.505",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375605","NY00375605_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","375599","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"R. M. Klein","1015","1955","01","07","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375599","NY00375599_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","375609","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén","17355","1915","11","28","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375609","NY00375609_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","375612","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"F. C. Hoehne","28797","1932","01","26","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"Planta viva, n°: 218 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375612","NY00375612_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","375606","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"L. B. Smith","12037","1957","03","11","Brazil","Santa Catarina","Campo Alegre","7 km west of Campo Alegre","-49.2656","-26.1925",NA,NA,"800","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375606","NY00375606_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","375608","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén","17467","1915","12","23","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375608","NY00375608_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","375618","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","F. Chagas e Silva",NA,NA,NA,"F. Chagas e Silva","177","1989","01","20","Brazil","Paraná","Londrina","Floresta do Godoy","-51.1628","-23.3106",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375618","NY00375618_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00897127","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","R. L. Liesner",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897127","NY00897127_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","375588","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","1610","1995","12","19","Brazil","Paraná","Piraquara","Serra Piramirim, estrada Itupava","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375588","NY00375588_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","375595","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"R. Reitz","8343","1959","01","26","Brazil","Santa Catarina","Rio do Sul","Serra do Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375595","NY00375595_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1015521","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.",NA,NA,NA,NA,"L. Freire","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","Distrito de Laje, estrada para Campo Limpo, Granja Matra.","-42.9656","-22.4122",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107329' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015521","NY01015521_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","375623","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"Martii Herbar. Florae Brasil.","1268",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375623","NY00375623_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","375593","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.",NA,NA,NA,NA,"G. G. Hatschbach","10835","1964","01","08","Brazil","Paraná","Cerro Azul","Rio do Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375593","NY00375593_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00897124","PreservedSpecimen","Plantae","Salicaceae","Casearia","obliqua","Casearia obliqua","Spreng.","H. O. Sleumer",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897124","NY00897124_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA
