"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"22","2021-03-15 16:37:00-03","NY","NYBG","00894280","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","G. T. Prance","1973","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894280",NA,"18818","Mato Grosso","Behind Colegio Buriti Football Field.","Magnoliophyta","Laurales","Meisn.","H. H. van der Werff","NY00894280_01","-55.793376","-15.4185","720","720","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00894268","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","H. S. Irwin","1966","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894268",NA,"17358","Mato Grosso","Serra Azul, ca. 85 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","Magnoliophyta","Laurales","Meisn.","J. G. Rohwer","NY00894268_01","-52.23","-15.4","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00894277","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C. A. Cid Ferreira","1985","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894277",NA,"6142","Mato Grosso","BR 163, Rod. Cuiabá-Sinop. Estr. da Faz. Sta Maria do Amazonas a 65 km S de Sinop","Magnoliophyta","Laurales","Meisn.","H. H. van der Werff","NY00894277_01","-55.75","-12.42",NA,NA,"Nobres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00894279","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","W. W. Thomas","1985","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894279",NA,"3910","Mato Grosso","Rd. to Fazenda Santana, 9.6 km S of Rio Celeste (ca. 61 km S of Sinop), then 1.5 - 4 km E on rd. to Fazenda Satana.","Magnoliophyta","Laurales","Meisn.","H. H. van der Werff","NY00894279_01","-55.62","-12.38",NA,NA,"Nobres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00894269","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C. A. Cid Ferreira","1985","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894269",NA,"6544","Mato Grosso","Rio Caxipozinho, próx. a Cachoeira Véu de Noiva. Area da Chapada dos Guimaraes","Magnoliophyta","Laurales","Meisn.",NA,"NY00894269_01","-55.5","-15.8",NA,NA,"Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 17:28:00-03","NY","NYBG","354879","PreservedSpecimen","Plantae","Lauraceae","Aydendron","goyazense","Aydendron goyazense","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"1841. com. shuttl. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=695666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354879","isotype","3424","Goiás","Missione Duro.","Magnoliophyta","Laurales",NA,NA,"NY00354879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 17:28:00-03","NY","NYBG","354878","PreservedSpecimen","Plantae","Lauraceae","Aydendron","goyazense","Aydendron goyazense","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=695665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354878","isotype","3424","Goiás","Missione Duro.","Magnoliophyta","Laurales",NA,NA,"NY00354878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","21850","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Amaral Jr., A.","1998","10","14",NA,"Brasil",NA,NA,"arbusto de 1m de alt., pedúnculo da inflorescência avermelhado, frutos verdes, flores amarelo-esverdeadas.","BOTU021850",NA,"176","Mato Grosso do Sul",NA,NA,NA,"Meisn.",NA,NA,"-52.357222","-21.616667",NA,NA,"Santa Rita do Pardo","52°21'26w","21°37'00s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:56-03","UNESP-IBB","BOTU","26479","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Moraes, P.L.R.","1993","10","29",NA,"Brasil",NA,NA,"Árvore 17m.","BOTU026479",NA,"829","São Paulo",NA,NA,NA,"Meisn.",NA,NA,NA,NA,NA,NA,"São Miguel Arcanjo","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:30:59-03","UFRJ","RFA","34987","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.M. Vieira","2003","08","20",NA,"Brasil",NA,NA,"Arbusto heliófilo, comum. Folhas verdes discolores. Cálice esverdeado, pétalas flores alvacentas, frutos imaturos verdes","RFA22516",NA,"1448","Mato Grosso do Sul","Morro do Urucum",NA,NA,"Meisn.","C.M. Vieira",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:39:05-03","EAO","IAN","104783","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Magalhães, MG","1957","05",NA,"Southern America","Brasil",NA,NA,NA,"IAN104783",NA,"9690","Goiás","Buriti-Alegre. Cerrado. Terra vermelha, terreno plano.","Dicotiledônea",NA,"Meisn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980","03",NA,NA,NA,NA,NA
"33","2021-03-30 12:39:05-03","EAO","IAN","87273","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Macêdo, A","1952","07","20","Southern America","Brasil",NA,NA,NA,"IAN087273",NA,"3555","Goiás","Morrinho.","Dicotiledônea",NA,"Meisn.","SR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980","03",NA,NA,NA,NA,NA
"34","2020-11-26 18:08:31-03","CPAN-UFMS","COR","12231","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Ishii, I. H.; Alves, F. M.; Urquiza, M. V. S. & Porfírio, G. E. O.","2004","07","01",NA,"Brasil",NA,NA,"Arvoreta, 3 m de altura; flor creme Habito: Arvoreta",NA,NA,"516","Mato Grosso do Sul","Área 3-B, Vales no final da linha do transecto (362m)",NA,NA,"Meisn.",NA,NA,"-57.559444","-19.213056","751","751","Corumbá","57º33'34''W","19º12'47''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-02 16:29:00-03","CPAN-UFMS","COR","4296","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Bortolotto, I. M.; Damasceno-Júnior, G. A.; Moraes, M. C. & Albuquerque, E.","1996","06","12",NA,"Brasil",NA,NA,"Subarbusto, 50 cm de altura Habito: Subarbusto",NA,NA,"328","Mato Grosso do Sul","Alto do Morro do Urucum",NA,NA,"Meisn.","Moraes, P. L. R.",NA,"-57.609722","-19.166944","644","644","Ladário","57º36'35''W","19º10'1''S",NA,NA,"2001","11","09",NA,NA,NA,NA
"36","2020-11-26 18:08:31-03","CPAN-UFMS","COR","4722","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Bortolotto, I. M.","1996","09","18",NA,"Brasil",NA,NA,"Arbusto; flor com pecíolo vinado e cálice vinho; fruto verde Habito: Arbusto",NA,NA,"372","Mato Grosso do Sul","Morro do Urucum",NA,NA,"Meisn.",NA,NA,"-57.609722","-19.166944","644","644","Corumbá","57º36'35''W","19º10'1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:08:31-03","CPAN-UFMS","COR","12229","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Ishii, I. H.; Alves, F. M.; Urquiza, M. V. S. & Porfírio, G. E. O.","2004","07","01",NA,"Brasil",NA,NA,"Arbusto, 2,5 m de altura Habito: Arbusto",NA,NA,"522","Mato Grosso do Sul","Área 3-B, Vales no final da linha do transecto (362m)",NA,NA,"Meisn.","Alves, F. M.",NA,"-57.559444","-19.213056","751","751","Corumbá","57º33'34''W","19º12'47''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:08:31-03","CPAN-UFMS","COR","231","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Conceição, C. A.","1984","10","04",NA,"Brasil",NA,NA,"Subarbusto, 50-60 cm de altura Habito: Subarbusto",NA,NA,"1593","Mato Grosso do Sul",NA,NA,NA,"Meisn.","Moraes, P. L. R.",NA,"-57.630833","-19.000278","121","121","Corumbá","57º37'51''W","19º0'1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-02 16:29:00-03","CPAN-UFMS","COR","4133","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Damasceno Jr, G.A.; Balestieri, J.B.P. & Rodriguez, D.P.","1995","08","22",NA,"Brasil",NA,NA,"Habito: Arbusto",NA,NA,"840","Mato Grosso do Sul","Morro do Urucum.",NA,NA,"Meisn.","Pedro L.R. de Moraes",NA,"-57.608889","-19.194444","900","900","Corumbá","57º36'32''W","19º11'40''S",NA,NA,"2001","11","09",NA,NA,NA,NA
"40","2021-03-02 16:28:59-03","CPAN-UFMS","COR","1268","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Vasconcellos, S. T. et al.","1986","10","26",NA,"Brasil",NA,NA,NA,NA,NA,"52","Mato Grosso do Sul","Morro do Paxixi",NA,NA,"Meisn.","Alves, F. M.",NA,"-55.7875","-20.471667",NA,NA,"Aquidauana","55º47'15''W","20º28'18''S",NA,NA,"2005","11","01",NA,NA,NA,NA
"41","2021-03-02 16:28:59-03","CPAN-UFMS","COR","3233","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Baracat, C.; Culau, R.","1993","07","03",NA,"Brasil",NA,NA,"Árvore Habito: Árvore",NA,NA,"4","Mato Grosso do Sul","Morraria Urucum",NA,NA,"Meisn.","Alves, F. M.",NA,"-57.609722","-19.166944","644","644","Ladário","57º36'35''W","19º10'1''S",NA,NA,"2004","11","11",NA,NA,NA,NA
"42","2021-03-02 16:28:59-03","CPAN-UFMS","COR","11375","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Damasceno - Junior, G.A.; Velasques, J.S.; Cruz, H.S.; Porfirio, G. E. O.; Costa, A.C.O.","2002","02","07",NA,"Brasil",NA,NA,"caule avermelhado; Com Fruto: preto com pedúnculos vermelhos Habito: árvore",NA,NA,"2863","Mato Grosso do Sul","Fazenda Paraíso. Cerradão; litólico; Morro.",NA,NA,"Meisn.","Alves, F.M.",NA,"-57.594444","-19.199444","200","200","Corumbá","57º35'40''W","19º11'58''S",NA,NA,"2007","12","13",NA,NA,NA,NA
"43","2020-11-26 18:08:31-03","CPAN-UFMS","COR","13722","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Ishii, I. H.; Alves, F. M.; Urquiza, M. V. S. & Porfírio, G. E. O.","2004","07","07",NA,"Brasil",NA,NA,"Arvoreta, 1,8 m de altura Habito: Arvoreta",NA,NA,"529","Mato Grosso do Sul","Mineração Corumbaense Reunidas; escarpa lado leste de 0-50 m",NA,NA,"Meisn.",NA,NA,"-57.559444","-19.213056","751","751","Corumbá","57º33'34''W","19º12'47''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-02 16:29:00-03","CPAN-UFMS","COR","9646","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Takahasi, A., I.H.Ishii, e alunos do 4 ano Biologia","2003","11","15",NA,"Brasil",NA,NA,"Com fruto:preto qundo maduros e pedúnculo vermelho Habito: árvore",NA,NA,"395","Mato Grosso do Sul","Mineração Corumbaense Reunida S.A. mata de cerrado; ferruginoso; morro.",NA,NA,"Meisn.","Alves, F.M.",NA,"-57.551944","-18.075",NA,NA,"Corumbá","57º33'7''W","18º4'30''S",NA,NA,"2004","09","10",NA,NA,NA,NA
"45","2021-03-02 16:28:59-03","CPAN-UFMS","COR","237","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Conceição, C. A.","1982","09","05",NA,"Brasil",NA,NA,"Arbusto, 30-50 cm de altura Habito: Arbusto",NA,NA,NA,"Mato Grosso do Sul","Morro do Urucum",NA,NA,"Meisn.","Moraes, P. L. R.",NA,"-57.609722","-19.166944","900","900","Ladário","57º36'35''W","19º10'1''S",NA,NA,"2001","07","09",NA,NA,NA,NA
"46","2021-03-02 16:29:00-03","CPAN-UFMS","COR","4707","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Bortolotto, I. M.; Rodriguez, D. P.","1996","09","18",NA,"Brasil",NA,NA,"Subarbusto, 70 cm de altura; flor amarela Habito: Subarbusto",NA,NA,"377","Mato Grosso do Sul","Morro do Urucum",NA,NA,"Meisn.","Moraes, P. L. R.",NA,"-57.609722","-19.166944","800","800","Corumbá","57º36'35''W","19º10'1''S",NA,NA,"2001","11","09",NA,NA,NA,NA
