"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"97","2020-06-25 16:06:14-03","FUVATES","HVAT","3500","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","M. Strong","2003","03","01","A. Kegler","1233","2002","01","20","Brasil","Rio Grande do Sul","Caxias do Sul","Forqueta.","-51.179444","-29.168056","-51º10'46''W","-29º10'5''S",NA,NA,"Duplicata do registro HHUCS 18983","HVAT00003500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-12-19 11:18:32-03","UFG","UFG","43282","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Aparecida da Silva, M.","2007","12","17","Aparecida da Silva, M.; Francener, A. & Alves de Oliveira, V.","6256","2007","11","15","Brasil","Goiás","Niquelândia",NA,"-48.348889","-14.128889","-48.348889","-14.128889",NA,NA,NA,"UFG0043282","UFG0043282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 11:55:57-03","UFPE","UFP","42363","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","C.F.S.Muniz","1985","09",NA,"C.F.S.Muniz","357","1981","03","15","Brasil","São Paulo","Gália",NA,"-49.666667","-22.333333","-49.666667","-22.333333",NA,NA,"Terreno úmido.; Terreno úmido.","UFP042363",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 11:55:57-03","UFPE","UFP","86321","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2010","12","08","Affonso, R; Zanin, A","145","2010","12","08","Brasil","Santa Catarina","Criciúma",NA,"-49.430556","-28.690278","-49.430556","-28.690278",NA,NA,"Herbácea.; Mata remascescente. Local úmido, sombreado.","UFP086321",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 11:55:57-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2010","12","08","Affonso, R; Zanin, A","145","2010","12","08","Brasil","Santa Catarina","Criciúma",NA,"-49.430556","-28.690278","-49.430556","-28.690278",NA,NA,"Herbácea.; Mata remascescente. Local úmido, sombreado.",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 11:55:57-03","UFPE","UFP","15340","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Luceño, M","1996","09",NA,"Cruz, J","154","1988","10","18","Brasil","Paraná","Cascavél",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"Herbácea ca. de 60 cm de altura, frutos imaturos verdes.; Herbácea ca. de 60 cm de altura, frutos imaturos verdes.","UFP015340",NA,NA,"Poales",NA,NA,NA,"47841","auto",NA,NA,NA,NA
"103","2021-03-01 11:55:57-03","UFPE","UFP","41693","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","C.F.S.Muniz","1979","09",NA,"M.Kuhlmann","s.n.","1957","04","22","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Ola da capoeira, vegetação natural.; Ola da capoeira, vegetação natural.","UFP041693",NA,NA,"Poales",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"104","2020-09-12 05:00:02-03","US","US","2403212","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"-- Reitz & Klein, --","6789","1958","7","14","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Muller - Urussanga.",NA,NA,NA,NA,"300",NA,NA,"US02099216","US02099216_01",NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","209539","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"A. Regnell","II 300/II 301","1864",NA,NA,"Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraes, Caldas.",NA,NA,NA,NA,NA,NA,NA,"US02099211","US02099211_01",NA,"Cyperales",NA,"South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"106","2020-09-12 05:00:02-03","US","US","820044","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"A. Regnell","II 300","1864","9","30","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraes, Caldas.",NA,NA,NA,NA,NA,NA,NA,"US02099218","US02099218_01",NA,"Cyperales",NA,"South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"107","2020-09-12 05:00:02-03","US","US","3351575","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"E. M. Zardini & L. Guerrero","37110","1993","8","26","Paraguay","Caaguazu",NA,"Caaguazu, Cuayaqui. Between Coronel Oviedo and Caaguazu; Route 2, km 158-159. Tall forest.","-56.18","-25.48",NA,NA,NA,NA,NA,"US02099210",NA,NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","209544","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"A. Regnell","II 300","1864","7","20","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraes, Caldas.",NA,NA,NA,NA,NA,NA,NA,"US02099219","US02099219_01",NA,"Cyperales",NA,"South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","2403213","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"-- Reitz & Klein, --","6790","1958","7","14","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Muller - Urussanga.",NA,NA,NA,NA,"300",NA,NA,"US02099217","US02099217_01",NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","2504754","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"-- Reitz & Klein, --","10461","1960","12","20","Brazil","Santa Catarina",NA,"Monte Crista, Garuva, Sao Francisco do Sul.",NA,NA,NA,NA,"900",NA,NA,"US02099214","US02099214_01",NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","2403518","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"-- Reitz & Klein, --","8912","1959","7","11","Brazil","Santa Catarina",NA,"Pirao Frio, Sombrio.",NA,NA,NA,NA,"10",NA,NA,"US02099212","US02099212_01",NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","3709100","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Bauters, K.",NA,NA,NA,"E. Zardini, J. Galeano & A. Mallorquin","60080","2003","7","17","Paraguay","Alto Paraná",NA,"Itaipu Binacional Paraguay-Brazil: Tati Yupi Biological Refuge.","-54.6236","-25.3558","54 37 25 W","25 21 21 S","220",NA,NA,"US01921540",NA,NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","3200942","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"A. Usteri","9245","1906","9","21","Brazil","São Paulo",NA,"Avenida Paulista, S. Paulo.",NA,NA,NA,NA,NA,NA,NA,"US02099215","US02099215_01",NA,"Cyperales",NA,"South America - Neotropics",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","3441063","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"A. Kegler","1233","2002","1","20","Brazil","Rio Grande do Sul",NA,"RS-Mun. de Caxias do Sul - Forgueta.",NA,NA,NA,NA,"780",NA,NA,"US02099213","US02099213_01",NA,"Cyperales",NA,"South America",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"115","2020-09-02 16:23:53-03","Cenargen","CEN","94050","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","L. Schneider","2018","11",NA,"Araci Molnar Alonso","1307","2013","10","03","Brasil","DF","BRASILIA","Brazlândia - Sítio Coité do Cerrado","-48.149722","-15.742222","-48.149722","-15.742222",NA,NA,"Material coletado: Ramo com fruto. Doação da Embrapa Cerrados.","CEN00094050","CEN00094050",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"1"
"116","2020-09-02 16:23:53-03","Cenargen","CEN","14370","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","L. Schneider","2018","11",NA,"A. L. Cabrera","28894","1977","10","00","Brasil",NA,NA,"Argentina, Dept. San Pedro. San Pedro.",NA,NA,NA,NA,NA,NA,"Doação do Ex-Instituto de Botanica Darwinion (SI) - Flora Argentina.","CEN00014370","CEN00014370",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"1"
"117","2020-09-02 16:23:53-03","Cenargen","CEN","7263","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","L. Schneider","2018","11",NA,"Germana C. Reis","33","1983","03","16","Brasil","DF","BRASILIA","Estação Florestal Cabeça de Veado. Ca. de 20 km a SE de Brasília. Local pertubado. Alt.: entre 1025-1150 m.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Inflorescência terminal. Doação do Herbário Ezechias Paulo Heringer - Fundação Zoobotânica do Distrito Federal.","CEN00007263","CEN00007263",NA,NA,NA,NA,"Exsicatas","70570","auto",NA,NA,NA,"1"
"118","2020-09-02 16:23:53-03","Cenargen","CEN","98242","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","L. Schneider","2018","11",NA,"Sigrid Luiza Jung-Mendaçolli","787","1997","10","24","Brasil","SP","JUNDIAI","Estação Experimental do IAC,, interior da mata , local encharcado","-46.8800010681152","-23.1800003051758","-46927972.0","-23111861.0","680","680","Doação Instituto Agronomico - Campinas - SP. Herbário IAC 35.287.","CEN00098242","CEN00098242",NA,NA,NA,NA,"Exsicatas","17840","auto",NA,NA,NA,"1"
"119","2019-11-13 11:18:56-03","USP","SPF","170272","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Araújo, AC","2006",NA,NA,"Irwin, HS","23564","1969","02","19","Brasil","Minas Gerais",NA,"Serra do Espinhaço",NA,NA,NA,NA,"950","950",NA,"SPF00170272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-13 11:18:56-03","USP","SPF","34497","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1995","08",NA,"Lange, JMC","s.n.","1946","03",NA,"Brasil","Rio de Janeiro","Resende","Pico do Itatiaia.","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,"SPF00034497",NA,NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"121","2019-11-13 11:18:56-03","USP","SPF","155907","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1987","05",NA,"Forero, E","8622","1980","10","08","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"SPF00155907",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"122","2019-01-25 15:39:38-02","IAC","IAC","28977","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","L.C. Bernacci & R. Pilati et al.","1994","06","14","L.C. Bernacci & R. Pilati et al.","358","1994","06","14","Brasil","São Paulo","Monte Alegre do Sul","IAC, Estação Experimental, área nativa","-46.668492","-22.694886","-46.668492","-22.694886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-01-25 15:34:41-02","IAC","IAC","29234","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","C.F.S. Muniz","1999","04","14","L.C. Bernacci & L.P.M. Plese","581","1994","07","14","Brasil","São Paulo","Campinas","Reserva Santa Genebra","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-01-25 15:39:38-02","IAC","IAC","34119","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","R.B. Torres","1997","07","16","R.B. Torres","283","1997","07","16","Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental, área nativa","-47.8825","-24.608333","-47.882500","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-01-25 15:39:38-02","IAC","IAC","35287","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","S.L. Jung-Mendaçolli et al.","1997","10","24","S.L. Jung-Mendaçolli et al.","787","1997","10","24","Brasil","São Paulo","Jundiaí","IAC, Estação Experimental","-46.927972","-23.111861","-46.927972","-23.111861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-01-25 15:39:38-02","IAC","IAC","51612","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","R. B. Torres","1988","06","27","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","134","1986","11","27","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","-48.35056","-23.423889","-48.35056","-23.423889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-11-12 17:02:32-03","UEL","FUEL","5819","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Modesto, Luceño","1996",NA,NA,"J. da Cruz","154","1988","10","18","Brasil","Paraná","Cascavel","Parque Ecologico Municipal Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,"FUEL020186",NA,"Tracheophyta","Poales",NA,NA,NA,"47841","auto",NA,NA,NA,NA
"128","2020-11-12 17:02:32-03","UEL","FUEL","3932","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Luceño, M","1997","01",NA,"Maria de Lourdes R. de Souza","s.n.","1986","10","08","Brasil","São Paulo","Garça","Bosque","-49.6500015258789","-22.2099990844727",NA,NA,NA,NA,NA,"FUEL020187",NA,"Tracheophyta","Poales",NA,NA,NA,"25763","auto",NA,NA,NA,NA
"129","2019-11-01 15:14:40-03","UnB","UB","14520","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Jeronimo, CA","2004","10","18","Proença, CEB; Gomes, ACM; Jeronimo, CA; Demo, C; Batista, AC; Zoccoli, DM; Mendes, VC","2972","2004","09","27","Brasil","Goiás","Pirenópolis","RPPN Vargem Grande. Próximo ao Córrego Santa Maria","-48.916944","-15.804167","-48.916944","-15.804167","1000","1100","Herbácea. Flor marrom-avermelhada; Mata de galeria estreita com afloramento rochoso. Solo: Solo arenoso.","UB0011969","UB0011969","Monocotyledonae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-01 15:14:40-03","UnB","UB","78251","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Koyama, TM","1974",NA,NA,"Irwin, HS","34306","1972","01","16","Brasil","Goiás","Pirenópolis","Pirenópolis, 20km ao E de Pirenópolis","-48.9592","-15.8525","-48.9592","-15.8525",NA,NA,"Stems to ca. 3 m tall","UB0011968","UB0011968","Monocotyledonae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-01 15:14:40-03","UnB","UB","78341","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Schneider, L","2018","11",NA,"Irwin, HS","10895","1965","12","01","Brasil","Goiás","Corumbá de Goiás","Corumbá de Goiás, 9km ao S de Corumbá de Goiás","-48.8086","-15.9236","-48.8086","-15.9236",NA,NA,"Mais informações; Capoeira and gallery margin","UB0012384","UB0012384","Monocotyledonae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"132","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1986","06",NA,"Irwin, HS; Harley, RM; Onishi, E","30287A","1971","01","13","Brasil","Minas Gerais",NA,"At base of Serra da Piedade, ca. 35 km E of Belo Horizonte, road to Caete",NA,NA,NA,NA,"1600","1600","Culms to ca. 75 cm tall. Fruit light green; Secondary forest on steep slopes, shallow laterite clay","UB0011970","UB0011970","Monocotyledonae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-01 15:14:40-03","UnB","UB","187710","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Schneider, L","2018","11",NA,"Eiten, LT","s.n.","1967","09","15","Brasil","Rio de Janeiro","Itatiaia","Collected on Mt. Itatiáia and cultivated at the Instituto de Bôtanica in São Paulo.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"UB0012383","UB0012383","Monocotyledonae",NA,NA,"Southern America",NA,"19648","auto",NA,NA,NA,NA
"134","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Schneider, L","2018","11",NA,"Eiten, LT","s.n.","1967","09","15","Brasil","Rio de Janeiro","Itatiaia","Collected on Mt. Itatiáia and cultivated at the Instituto de Bôtanica in São Paulo.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"UB0011413","UB0011413","Monocotyledonae",NA,NA,"Southern America",NA,"19648","auto",NA,NA,NA,NA
"135","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Schneider, L","2018","11",NA,"Eiten, LT","s.n.","1967","09","15","Brasil","Rio de Janeiro","Itatiaia","Collected on Mt. Itatiáia and cultivated at the Instituto de Bôtanica in São Paulo.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"UB0011414","UB0011414","Monocotyledonae",NA,NA,"Southern America",NA,"19648","auto",NA,NA,NA,NA
"136","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Schneider, L","2018","11",NA,"Eiten, LT","s.n.","1967","09","15","Brasil","Rio de Janeiro","Itatiaia","Collected on Mt. Itatiáia and cultivated at the Instituto de Bôtanica in São Paulo.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"UB0012385","UB0012385","Monocotyledonae",NA,NA,"Southern America",NA,"19648","auto",NA,NA,NA,NA
"137","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Schneider, L","2018","11",NA,"Eiten, LT","s.n.","1967","09","15","Brasil","Rio de Janeiro","Itatiaia","Collected on Mt. Itatiáia and cultivated at the Instituto de Bôtanica in São Paulo.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"UB0012387","UB0012387","Monocotyledonae",NA,NA,"Southern America",NA,"19648","auto",NA,NA,NA,NA
"138","2020-08-20 14:59:20-03","UFSC","FLOR","38567","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R.","2010","12","08","Affonso, R.; Zanin, A.","144","2010","12","08","Brasil","Santa Catarina","Criciúma","Parque Ecológico da Prefeitura Municipal de Criciúma.","-49.430556","-28.690278","49º25'50''W","28º41'25''S",NA,NA,"herbácea. local úmido, sombrio, solo coberto de folhiço. Há fotos da planta viva associadas à exsicata.","FLOR0038567","FLOR0038567_v1 FLOR0038567_v2",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-08-20 14:59:20-03","UFSC","FLOR","38568","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R.","2010","12","08","Affonso, R.; Zanin, A.","145","2010","12","08","Brasil","Santa Catarina","Criciúma","Parque Ecológico da Prefeitura Municipal de Criciúma.","-49.430556","-28.690278","49º25'50''W","28º41'25''S",NA,NA,"herbácea. local úmido, sombreado.","FLOR0038568",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-08-20 14:59:20-03","UFSC","FLOR","38569","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R.","2010","12","08","Affonso, R.; Zanin, A.","146","2010","12","08","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal de Criciúma.","-49.430556","-28.690278","49º25'50''W","28º41'25''S",NA,NA,"herbácea","FLOR0038569",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-08-20 14:59:20-03","UFSC","FLOR","38576","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R.","2011","01","06","Affonso, R.; Zanin, A.","153","2010","12","08","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.377778","-27.654167","49º22'40''W","27º39'15''S",NA,NA,"herbácea. Mata em frente a Comunidade Católica de Soldadinho.","FLOR0038576",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-08-20 20:41:11-03","UFSC","FLOR","45769","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R.","2011",NA,NA,"Siqueira, C.E.","241","2011","01","01","Brasil","Santa Catarina","Florianópolis","Unidade de Conservação Ambiental Desterro, área pertencente à Universidade federal de Santa Catarina, Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"FLOR0045769",NA,NA,"Poales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"143","2020-08-20 20:41:11-03","UFSC","FLOR","433","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Barros, M.","1963",NA,NA,"Reitz, R.; Klein, R.M.","10461","1960","12","20","Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,"900","900",NA,"FLOR0000433",NA,NA,"Poales",NA,NA,NA,"22441","auto",NA,NA,NA,NA
"144","2021-03-04 15:42:09-03","IF","SPSF","38210","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","A.Gil","2008","04","28","R.Cielo-Filho & O. T. Aguiar & J. A. Pastore & D.F.Bueno","499","2006","11","23","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.770556","-23.513889",NA,NA,NA,NA,"COLETA: Herbácea, frutos.; GEOGRAFIA: Início da trilha 3.;",NA,NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,NA,NA,"Liliopsida",NA,NA,NA
"145","2021-03-04 15:42:09-03","IF","SPSF","40564","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","A.Gil","2009","11","30","R.Cielo-Filho & J.B.Baitello & C.R.Lima","774","2008","08","28","Brasil","SP","Itapeva","Estação Experimental","-49.065278","-24.067222",NA,NA,NA,NA,"COLETA: Erva, fruto imaturo verde.;",NA,NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,NA,NA,"Liliopsida",NA,NA,NA
"146","2021-03-04 15:42:09-03","IF","SPSF","16208","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla",NA,NA,NA,NA,NA,"J.A.Pastore & R.Esteves","471","1993","05","27","Brasil","SP","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,"53584","auto","Liliopsida",NA,NA,NA
"147","2021-03-04 15:42:09-03","IF","SPSF","10976","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla",NA,NA,NA,NA,NA,"A.Custodio Filho & G.A.D.C. Franco","27","1986","06","03","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,"34059","auto","Liliopsida",NA,NA,NA
"148","2021-03-04 15:42:09-03","IF","SPSF","30269","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla",NA,NA,NA,NA,NA,"M.Sugiyama & S.Aragaki","993","1992","06","17","Brasil","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,"37574","auto","Liliopsida",NA,NA,NA
"149","2021-03-04 15:42:09-03","IF","SPSF","11926","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla",NA,NA,NA,NA,NA,"E.L.M.Catharino","1399","1990","05","17","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de vale&nf;;",NA,NA,"Magnoliophyta","Poales",NA,"América do Sul",NA,"55628","auto","Liliopsida",NA,NA,NA
"150","2021-02-08 12:51:46-03","UFRGS","ICN","096862","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Araujo, AC","2006","08",NA,"Fernandes, I","104","1986","04","19","Brasil","RS","Sapucaia do Sul","Morro Sapucaia","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Plataforma na vertente rochosa do morro","ICN00010652","ICN00010652","Monocotyledon",NA,NA,"América do Sul",NA,"7291","auto",NA,NA,NA,NA
