"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","636663","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"M. Alves","2000","01","28","Brazil","Bahia","Rio de Contas","Estrada para o Pico das Almas, a 10 Km ao N da cidade.","-41.8667","-13.5325",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636663","NY00636663_01","1840","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","569156","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","M. T. Strong",NA,NA,NA,"S. Diesel","2001","03","10","Brazil","Rio Grande do Sul",NA,"Sao Francisco de Paula.","-50.576516","-29.448498",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569156","NY00569156_01","2360","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","637242","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","G. Davidse",NA,NA,NA,"D. N. Smith","1984","01","21","Peru","Pasco","Oxapampa","Road to Mallam-pampa, 5-8 km SW of Huancabamba.","-75.57","-10.42",NA,NA,"1740","1740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637242",NA,"5765","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01091831","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","C. F. S. Muniz",NA,NA,NA,"C. A. Krug","1938","12","21","Brazil","São Paulo","Caraguatatuba","Caraguatatuba","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264324' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091831","NY01091831_01","s.n.","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","95242","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"W. W. Thomas","1996","03","24","Brazil","Bahia","Rio de Contas","Ca. 2.2 km west of Rio de Contas on path to Pico das Almas, Campos do Queroz, at base of Pico das Almas","-41.9547","-13.5308",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00095242","NY00095242_01","11124","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 03:44:00-03","NY","NYBG","637240","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans",NA,"G. Davidse",NA,NA,NA,"G. Davidse","1982","11","27","Venezuela","Bolívar","Piar","At top of Salto Aicha near eastern base of Uaipan-tepui.","-62.53","5.63",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637240",NA,"22894","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 13:59:00-03","NY","NYBG","637243","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans",NA,"M. G. López",NA,NA,NA,"M. M. Arbo","1996","12","05","Argentina","Corrientes","Concepción","Estancia Yatay Corá, 50 km al NE de Chavarría, camino a Concepción; arroyo Garzal cerca del casco.","-58.225","-29.658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637243",NA,"7110","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","637238","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","M. Alves",NA,NA,NA,"A. C. Brade","1937","03",NA,"Brazil","Rio de Janeiro",NA,"Itatiaia, Estado do Rio, Planalto.","-44.61526","-22.368371",NA,NA,"2100","2100","Jardim Botanico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637238","NY00637238_01","15582","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","612479","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","A. C. Araújo",NA,NA,NA,"M. Alves","2000","01","26","Brazil","Bahia","Palmeiras","Vertente leste do Morro do Pai Inácio.","-41.43","-12.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612479","NY00612479_01","1822","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01201071","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","W. W. Thomas",NA,NA,NA,"E. L. Sette Silva","1986","08","04","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452401' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201071","NY01201071_01","658","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","636659","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"R. M. Harley","1974","02","06","Brazil","Bahia",NA,"8 km. S.W. of Mucugé, on road from Cascavel near Fazenda Paraguacú. Serra do Sincorá.","-41.42","-13.03",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636659","NY00636659_01","16070","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-08-01 14:28:00-03","NY","NYBG","02618958","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans",NA,NA,NA,NA,NA,"M. Alves","2001","01","09","Brazil","Minas Gerais","Santana do Riacho","APA da Serra do Cipó, estrada para Conceição do Mato Dentro, próximo a ponte do antigo Km 123.","-43.7142","-19.1692",NA,NA,"1200","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943267' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618958","NY02618958_01","2174","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","636660","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"R. M. Harley","1977","03","04","Brazil","Bahia",NA,"19.5 km. S.E. of the town of Morro do Chapeu on the BA052 road to Mundo Novo, by the Rio Ferro Doido. Morro do Chapeu.","-41.03","-11.63",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636660","NY00636660_01","19388","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","636661","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"R. M. Harley","1977","03","18","Brazil","Bahia",NA,"Middle N.E. slopes of the Pico das Almas ca. 25 km. W.N.W. of the Vila do Rio de Contas. Serra das Almas.","-41.95","-13.55",NA,NA,"1500","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636661","NY00636661_01","19637","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","636658","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"S. A. Mori","1979","02","05","Brazil","Bahia","Maraú","Estrada que liga Ponta do Mutá (Porto de Campinhos) a Maraú, a 3 km do Porto. Folha SD 24 (14-39b).","-38.9654696","-13.927171",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636658","NY00636658_01","11396","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00749845","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","A. C. Araújo",NA,NA,NA,"E. P. Heringer","1980","10","14","Brazil","Distrito Federal","Brasília","(Trevo de Unaí).","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749845","NY00749845_01","17935","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","636662","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"M. Alves","2000","01","28","Brazil","Bahia","Rio de Contas","Estrada para o Pico das Almas, a 10 Km ao N da cidade.","-41.8667","-13.5325",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636662","NY00636662_01","1839","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01201072","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","W. W. Thomas",NA,NA,NA,"E. L. Sette Silva","1986","08","04","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452403' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201072","NY01201072_01","658","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","602861","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","A. C. Araújo",NA,NA,NA,"L. A. Mattos Silva","2000","10","05","Brazil","Bahia",NA,"Nova Viçosa: Saida de Nova Viçosa para Caravelas. Cerca de 300 m a W do entroncamento.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602861","NY00602861_01","4216","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","28779","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Trevisan, R.","2012","05",NA,"Gonzatti, F.","2011","11","27","Brasil","Rio Grande do Sul","Palmares",NA,NA,NA,"9999","9999",NA,NA,"Em dunas úmidas","BOTU028779",NA,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:30:03-03","UFRJ","RFA","14549","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.",NA,NA,NA,NA,"P. Occhioni","1973","11",NA,"Brasil","Minas Gerais","Caxambu","Estrada para Cambuquira","-44.9324989318848","-21.9771995544434",NA,NA,NA,NA,NA,"RFA52970",NA,"5736",NA,NA,NA,NA,"11683","auto",NA,NA,NA,NA,NA,NA
"32","2019-11-19 15:45:23-03","UNEB","HUNEB","13266","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir",NA,NA,NA,NA,"Guedes, M.L.","2009","05","24","Brasil","Bahia","Maraú","Litoral Sul, Fazenda taipus de Fora.","-38.930556","-13.943056","38W55'50''","13S56'35''","17","17",NA,"HUNEB0013266",NA,"15128ALCB:88486","Angiospermae","Florideophycidae",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"33","2021-03-30 12:52:17-03","EAO","IAN","101153","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Lanjouw, J; Lindeman, JC","1949","01","07",NA,NA,NA,"Around a little marsh let in savanna.",NA,NA,NA,NA,NA,NA,NA,"IAN101153",NA,"1689","Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:52:17-03","EAO","IAN","101154","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Lanjouw, J; Lindeman, JC","1949","01","07",NA,NA,NA,"Along a small marsh in savanna.",NA,NA,NA,NA,NA,NA,NA,"IAN101154",NA,"1690","Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:52:17-03","EAO","IAN","112798","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Oliveira, E","1962","05","12","Brasil","Pará",NA,"Rio Tírios, parte norte ocidental do E. Pará.",NA,NA,NA,NA,NA,NA,"Flor clara.","IAN112798",NA,"1856","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:52:17-03","EAO","IAN","156722","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Rodrigues, AI; Dantas, M","1979","04","26","Brasil","Roraima",NA,"Estrada Normandia - Caracaranã km. 25.","-59.254167","0.737222","-59.254167","0.737222",NA,NA,NA,"IAN156722",NA,"579","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:52:17-03","EAO","IAN","156898","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Rodrigues, AI; Dantas, M","1979","04","30","Brasil","Roraima",NA,NA,"-59.254167","0.737222","-59.254167","0.737222",NA,NA,NA,"IAN156898",NA,"755","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:52:17-03","EAO","IAN","44059","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Core, EL","1944","01","21",NA,NA,NA,"Pinca of Henrique, near popayan;",NA,NA,NA,NA,NA,NA,NA,"IAN044059",NA,"246","Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:52:17-03","EAO","IAN","52347","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Lima, RP de","1950","03",NA,"Brasil","Pará",NA,"Ilha de Marajó; Rio Camará; vegetação herbacea dos campos da fazenda Sta. Rita, Retiro Pau Grande.",NA,NA,NA,NA,NA,NA,NA,"IAN052347",NA,"s.n.","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:52:17-03","EAO","IAN","68899","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Black, GA","1951","01","21","Brasil","São Paulo",NA,"Itirapina; Campo Alegre.",NA,NA,NA,NA,NA,NA,NA,"IAN068899",NA,"11054","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:52:17-03","EAO","IAN","71854","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Black, GA","1951","09","12","Brasil","Rio Branco",NA,"Lado Norte do Rio Mucajaí.",NA,NA,NA,NA,NA,NA,NA,"IAN071854",NA,"13471","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:52:17-03","EAO","IAN","85021","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Black, GA; Klein, RM","1954","10","21","Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN085021",NA,"17120","Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:52:17-03","EAO","IAN","85213","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Black, GA; Klein, RM","1954","10","30","Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN085213",NA,"17415","Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:52:17-03","EAO","IAN","153075","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Cavalcante, PB","1962","08","04","Brasil","Amapá","Macapá","Acampamento n°04, Igarapé Ariramba.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,"IAN153075",NA,"52341","Monocotiledônea",NA,"Southern America",NA,"225229","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:52:17-03","EAO","IAN","133267","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Oliveira, E","1970","03","06","Brasil","Pará","Muaná",NA,"-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,NA,"IAN133267",NA,"5172","Monocotiledônea",NA,"Southern America",NA,"72451","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:52:17-03","EAO","IAN","112744","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Pena, BS da","1962","04","05","Brasil","Pará","Muaná","Fazenda Santo André, Ilha de Marajó.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,NA,"IAN112744",NA,"22","Monocotiledônea",NA,"Southern America",NA,"72451","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:52:17-03","EAO","IAN","158695","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Dantas, M; Nivaldo, S","1982","04","21","Brasil","Pará","Muaná","Rio Afuá fazenda berta.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,NA,"IAN158695",NA,"1010","Monocotiledônea",NA,"Southern America",NA,"72451","auto",NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:52:17-03","EAO","IAN","158734","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Dantas, M; Nivaldo, S","1982","04","22","Brasil","Pará","Muaná","Rio Anabiju.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,NA,"IAN158734",NA,"1049","Monocotiledônea",NA,"Southern America",NA,"72451","auto",NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:52:17-03","EAO","IAN","158773","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09","25","Dantas, M; Nivaldo, S","1982","04","22","Brasil","Pará","Muaná","Rio Anabiju, margem esquerda, em frente a fazenda Espirito Santo.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,NA,"IAN158773",NA,"1088","Monocotiledônea",NA,"Southern America",NA,"72451","auto",NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:52:17-03","EAO","IAN","158819","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Dantas, M; Nivaldo, S","1982","04","24","Brasil","Pará","Muaná","Trajeto Monte Alegre/ Santo André.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,NA,"IAN158819",NA,"1134","Monocotiledônea",NA,"Southern America",NA,"72451","auto",NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:52:17-03","EAO","IAN","133016","PreservedSpecimen","Plantae","Cyperaceae","Scleria","distans","Scleria distans","Poir.","Schneider, L","2018","09",NA,"Oliveira, E","1969","09","04","Brasil","Pará","Salvaterra","Ilha de Marajó. Ig. Paixão.","-48.5167007446289","-0.75333297252655",NA,NA,NA,NA,NA,"IAN133016",NA,"4915","Monocotiledônea",NA,"Southern America",NA,"52029","auto",NA,NA,NA,NA,NA,NA
