"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"1495","2020-11-12 16:59:34-03","UEL","FUEL","38905","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, OS","Hatschbach, G; Hatschbach, M; Silva, JM","69905","2000","01","12","Brasil","Piraí do Sul","PR 090, 10 km oeste do alto da Serra das Furnas, 10 Km oeste do alto da Serra das Furnas","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2002",NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"1496","2019-10-16 14:12:10-03","UEL","FUEL","25832","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Tamashiro, JY","Hertel, R","284","1946","02","08","Brasil","Piraquara","São Roque","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1999",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"1497","2020-11-12 16:59:34-03","UEL","FUEL","7889","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Tamashiro, JY","Gimenez, DM","s.n.","1989","12","02","Brasil","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1999",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"1498","2020-11-12 16:59:34-03","UEL","FUEL","42700!","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Ribas, OS","Silva, JM; Marinero, F","5429","2006","12","12","Brasil","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2007",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"1499","2020-11-12 16:59:34-03","UEL","FUEL","33182","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby",NA,"K.L.V.R. de Sá; et al.","160","2002","05","17","Brasil","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"1500","2020-11-12 16:59:34-03","UEL","FUEL","33127","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby",NA,"K.L.V.R. de Sá; et al.","192","2002","05","27","Brasil","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"1501","2020-11-12 16:59:34-03","UEL","FUEL","6014","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Tamashiro, JY","Francisco das Chagas e Silva; et al.","s.n.","1988","12","04","Brasil","Sengés","Rodovia Sengés-Jaguariaíva Km 252","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1999",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA
"1502","2020-11-12 16:59:34-03","UEL","FUEL","26243","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Tamashiro, JY","Francisco das Chagas e Silva; et al.","s.n.","1988","12","04","Brasil","Sengés","Rodovia Sengés-Jaguariaíva Km 252, Jaguariaíva Km 252","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1999",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA
"1503","2020-11-12 16:59:34-03","UEL","FUEL","37391","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Estevan, DA","Estevan, DA; et al.","659","2004","12","14","Brasil","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2009",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA
"1504","2019-10-16 14:12:10-03","UEL","FUEL","48062","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Ribas, OS","Pasini, E","332","2010","02","02","Brasil","Bom Jesus","em campo sujo, na encosta","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Rio Grande do Sul",NA,"2010","08","18","55856","auto",NA,NA,NA,NA,NA,NA,NA
"1505","2019-10-16 14:12:10-03","UEL","FUEL","43918","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Ribas, OS","Marchett, CA","14","2008","01","19","Brasil","Porto Alegre","No campo, Morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Rio Grande do Sul",NA,"2008","05","15","29946","auto",NA,NA,NA,NA,NA,NA,NA
"1506","2020-11-12 16:59:34-03","UEL","FUEL","10443","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Sobral, M","Verdi, M; Grosch, B; Klemz, G","1240","2008","07","15","Brasil","Campo Belo do Sul","Fazenda Gateados, Floresta Ombrófila Mista; borda da mata; Estádio Suces: Avançado","-50.760799407959","-27.8992004394531",NA,NA,"845","845",NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Santa Catarina",NA,"2009","03",NA,"35150","auto",NA,NA,NA,NA,NA,NA,NA
"1507","2020-11-12 16:59:34-03","UEL","FUEL","14696","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Tamashiro, JY","Rodrigues, KMP; et al.","s.n.","1995","04","07","Brasil","Itararé","Cerrado ao lado do Campo de Aviação","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","São Paulo",NA,"1999",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1508","2020-11-12 16:59:34-03","UEL","FUEL","23227","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Tamashiro, JY","Souza, VC; et al.","2167","1993","06","21","Brasil","Itararé","Estr. Itararé-Bonsucesso, próx. entr. Faz. São Nic, próx. entr. Faz. São Nicolau Bonsucesso","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","São Paulo",NA,"1999","11","08","27729","auto",NA,NA,NA,NA,NA,NA,NA
"1509","2020-11-12 16:59:34-03","UEL","FUEL","5993","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Tamashiro, JY","Dias, MC; et al.","355","1988","12","04","Brasil","Itararé","Gruta da Barreira","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","São Paulo",NA,"1999",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1510","2020-11-12 16:59:34-03","UEL","FUEL","14837","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Tamashiro, JY","Rossi, CMA; et al.","s.n.","1995","04","07","Brasil","Itararé","Margem esquerda do Ribeirão Caiçara","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","São Paulo",NA,"1999",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1511","2019-11-01 15:00:11-03","UnB","UB","39159","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Barneby, R","Irwin, HS","22295","1969","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","2019-11-01 15:00:11-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Villarroel, D","Villarroel, D; Martinez, MT; Alemán, L","3842","2013","12","01","Bolivia","Prov. Andrés Ibáñez","Monumento Natural Espejillos. Zona de Alto Espejo. Cerrado ralo, con arboles dispersos sobre suelos pedregosos.","-63.451667","-17.912778","-63.451667","-17.912778","880","880","Hierba con base leñosa, flores azules, frutos claros",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Santa Cruz",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","2019-11-01 15:00:11-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Cordeiro, J","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","4224","2013","12","18","Brasil",NA,"Bolsa Nova, Estrada Tamanduá-Ponte dos Arcos","-49.709444","-25.478889","-49.709444","-25.478889","1044","1044","Subarbusto, 40cm, inflorescências lilases com anteras amarelas; Campo limpo e seco",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Paraná",NA,"2014","05","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","2019-11-01 15:00:11-03","UnB","UB","19093","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, R","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","22134","1969","01","17","Brasil",NA,"Ca. 27km S.W. of Diamantina on road to Gouveia",NA,NA,NA,NA,"1300","1300","Ascending subshrub, the stems to ca. 35cm long. Heads rose-pink.; Cerrado. Campo and cerrado. Solo: Sandy soil.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","2019-11-01 15:00:11-03","UnB","UB","192282","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Silva, JS","Souza, VC; Souza, JP; Scalon, VR; Romão, GO; Araújo, AO","24560","2000","07","29","Brasil","Brasília","Rodovia Brasilia - Planaltina de goias (DF-128) km6. Proximo a Estaçao Ecologica de Águas Emendadas.","-47.645833","-15.548056","-47.645833","-15.548056",NA,NA,"Erva 1,4m. de alt.; flores róseas.; Cerrado.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Distrito Federal",NA,"2009","08","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","2019-11-01 15:00:11-03","UnB","UB","363","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby",NA,"Campos, SM","149","1960","01","19","Brasil","Itapetininga","Posto Experimental de Ovinos. Departamento de Produção Animal","-48.05","-23.583333","-48.05","-23.583333",NA,NA,"D55cm# 4kmNW da cidade em linha reta e 12km pela rodovia. Inflorescências com 1,5cm de diâmetro.; 50,05m. Flor lilás; Campo limpo touceiras de 45cm.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","2019-11-01 15:00:11-03","UnB","UB","140006","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, R","Silva, JM","2888","1999","02","19","Brasil","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Flor lilás.; Ereta 0,5m.; Campo de altitude",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Paraná ",NA,"1999",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"1518","2019-11-01 15:00:11-03","UnB","UB","140007","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, R","Silva, JM","1076","1992","02","28","Brasil","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Flor lilás.; Arbusto 1,5m.; Campo limpo",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Paraná ",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"1519","2019-11-01 15:00:11-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby",NA,"Pilon, NAP; Assis, GB","s.n.","2015","02","12","Brasil","Águas de Santa Bárbara",NA,"-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Arbusto com até 1 m de altura, flores róseas; Campo cerrado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"1520","2019-11-01 15:00:11-03","UnB","UB","140000","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","Barneby, R","Gottsberger, IS","214970B2",NA,NA,NA,"Brasil","Botucatu","18km north of Botucatu","-48.416667","-22.75","-48.416667","-22.75",NA,NA,"Cerrado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","2019-11-01 15:00:11-03","UnB","UB","140001","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","Barneby, R","Gottsberger, IS","214915","1970","12","31","Brasil","Botucatu","18km north of Botucatu","-48.416667","-22.75","-48.416667","-22.75",NA,NA,"Cerrado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","2019-11-01 15:00:11-03","UnB","UB","39158","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","Simon, MF","Caliente, AD","543","1993","06",NA,"Brasil","Três Lagoas","Três Lagoas","-52.133333","-20.916667","-52.133333","-20.916667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","2019-11-01 15:00:11-03","UnB","UB","19091","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","Dutra, VF","Irwin, HS; Maxwell, H; Wasshausen, DC","20082","1968","02","14","Brasil",NA,"Serra do Cipó, ca. km 120 (ca. 145km N. of Belo Horizonte)",NA,NA,NA,NA,"1200","1200","Corolla purplish pink.; Subshrub 1m; Sandy campo with outcrops.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Minas Gerais",NA,"2008","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","2019-11-01 15:00:11-03","UnB","UB","19092","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","Barneby, R","Irwin, HS; Maxwell, H; Wasshausen, DC","20206","1968","02","16","Brasil",NA,"Serra do Cipó, km 132 (ca. 153 N. of Belo Horizonte)",NA,NA,NA,NA,"1300","1300","Heads rose-pink.; Erect subshrub 2m; Gallery margin. Gallery forest and adjacent cerrado and campo slopes.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","2019-11-01 15:00:11-03","UnB","UB","2723","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","Dutra, VF","Anderson, WR; Stieber, M; Kirkbride Junior, JH; Fonsêca, SG","35338","1972","02","04","Brasil",NA,"Ca. 8km N de Gouveia na estrada para Diamantina",NA,NA,NA,NA,"1220","1220","Inflorescências rosas.; Arbusto 1m; Margem da floresta.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Minas Gerais",NA,"2006","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","2019-11-01 15:00:11-03","UnB","UB","39876","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","Barneby, R","Irwin, HS","13053","1966","02","20","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","2019-11-01 15:00:11-03","UnB","UB","139999","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","glabrecens","Mimosa dolens glabrecens","(Chodat) Hassl.","Barneby, R","Gottsberger, IS","117","1970","04","16","Brasil","Botucatu","18km north of Botucatu","-48.416667","-22.75","-48.416667","-22.75",NA,NA,"Cerrado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","2019-11-01 15:00:11-03","UnB","UB","140002","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","glabrecens","Mimosa dolens glabrecens","(Chodat) Hassl.","Barneby, R","Gottsberger, IS","214825R","1972","03","04","Brasil","Botucatu","18km north of Botucatu","-48.416667","-22.75","-48.416667","-22.75",NA,NA,"Cerrado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","2019-11-01 15:00:11-03","UnB","UB","139998","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","glabrecens","Mimosa dolens glabrecens","(Chodat) Hassl.","Barneby, R","Iri","1080","1965",NA,NA,"Brasil","Lençóis Paulista",NA,"-48.7999992370605","-22.5900001525879",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"1984",NA,NA,"29915","auto",NA,NA,NA,NA,NA,NA,NA
"1530","2019-11-01 15:00:11-03","UnB","UB","140003","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Barneby, R","Gottsberger, IS","1-16272","1972","02","16","Brasil","Botucatu","18km north of Botucatu","-48.416667","-22.75","-48.416667","-22.75",NA,NA,"Cerrado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","2019-11-01 15:00:11-03","UnB","UB","183146","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Simon, MF","Simon, MF","879","2007","12","20","Brasil","Caldas",NA,"-46.448056","-21.830556","-46.448056","-21.830556","1195","1195","Subarbusto espinhoso com vários ramos eretos saindo de uma base comum, 1m. Flores em botão, frutos de estação anterior.; Borda de mata de galeria no alto de ribanceira. Local perturbado",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Minas Gerais",NA,"2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","2019-11-01 15:00:11-03","UnB","UB","188060","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rudis","Mimosa dolens rudis","Benth.","Silva, JM; Ribas, OS","Silva, JM; Martin, LA","8151","2012","01","05","Brasil","Ponta Grossa","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Erva ereta 70 cm; flor vinosa.; Campo limpo.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Paraná ",NA,"2012","01",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"1533","2019-11-01 15:00:11-03","UnB","UB","140005","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Simon, MF","Bidá, A","262","1984","02","08","Brasil","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"Herbácea.",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Paraná ",NA,"2001",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA
"1534","2019-11-01 15:00:11-03","UnB","UB","139997","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G","Silva, JM","1425","1995","01","05","Brasil","Curitiba","Uberaba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Flor rosada.; Xilopodífera 0,5m.; Campo limpo, seco",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"Paraná ",NA,"1995",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"1535","2019-11-01 15:00:11-03","UnB","UB","140004","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Simon, MF","Hoehne, W","SPF11429","1945","03","02","Brasil","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,"Campo seco",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"São Paulo",NA,"2001",NA,NA,"9448","auto",NA,NA,NA,NA,NA,NA,NA
"1536","2019-10-03 10:03:46-03","UFSCar","SORO","3242","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Benth.",NA,"Souza, V.C.; Sakuragui, C.M.; Scaramuzza, C.A.M.; Fina, B.G.; Rolim, G.S.; Shimabukuro, M.T.","2324","1993","02","17","Brasil","Itararé","Próximo ao Rio Verde","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Erva reptante, filetes róseos-vioos, anteras alvas.",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1537","2019-10-03 10:03:46-03","UFSCar","SORO","3243","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.",NA,"Souza, V.C.; Yamamoto, K.; Stehmann, J.R.; Dutilh, J.A.","4580","1994","11","26","Brasil","Itararé","Rodovia Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Subarbusto, ca 50 cm de alt., filetes róseos.",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1538","2019-10-03 10:03:46-03","UFSCar","SORO","2297","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","subsp. eriophylla","Mimosa dolens subsp. eriophylla","Vell.",NA,"Souza, V.C.; Sakuragui, C.M.; Scaramuzza, C.A.M.; Fina, B.G.; Rolim, G.S.; Shimabukuro, M.T.","2187","1993","02","13","Brasil","Itararé","Próximo ao Rio Verde","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1539","2019-07-03 15:17:16-03","UFU","HUFU","48427","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Bernardes, P.H.N.; Nakajima, J.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","131","2007","05","21","Brasil","Capitólio","Região de Furnas., Morro atrás da pousada do Rio Turvo.","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,"Subarbusto, ca. 0,6 m. Botões florais verdes e estames lilás.; Cerrado rupestre.","HUFU00040550","HUFU00040550",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2012","07","25","29474","auto",NA,NA,NA,NA,NA,NA,NA
"1540","2019-07-03 15:17:16-03","UFU","HUFU","8800","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby",NA,"Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado, C.A.L.","2203","1995","05","11","Brasil","Sacramento","Parque Nacional da Serra da Canastra, Morro próximo do córrego dos Passageiros, vertente do córrego.","-47.439998626709","-19.8652992248535",NA,NA,NA,NA,"Arbusto ca. 2m. Cálice avermelhado. Corola creme. Filetes e estiletes róseos.; Campo limpo.","HUFU00040557","HUFU00040557",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"69737","auto",NA,NA,NA,NA,NA,NA,NA
"1541","2019-05-06 11:57:49-03","UFU","HUFU","10752","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Simon, M.","Romero, R.; Nakajima, J.N.; Chautems, A. & Peixoto, M.","3284","1996","01","12","Brasil","São Roque de Minas","Córrego dos Rolinhos","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Arbusto ca. 2m. Cálice e corola vinho. Estiletes e filetes róseos.; Borda de mata de encosta.","HUFU00040585","HUFU00040585",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2017","06",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"1542","2019-07-03 15:17:16-03","UFU","HUFU","5602","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Garcia, F.C.P.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","968","1994","04","20","Brasil","São Roque de Minas","Parque Nacional da Serra da Canastra, Borda da mata das margens do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Arbusto ca. 2,50m. Cálice esverdeado, corola vinho e filetes lilás.","HUFU00040553","HUFU00040553",NA,NA,NA,NA,NA,"Minas Gerais",NA,"1994","10","13","57119","auto",NA,NA,NA,NA,NA,NA,NA
