"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","typeStatus","fieldNumber","dayIdentified","class","individualCount"
"14","2019-08-20 10:18:56-03","UNICAMP","UEC","117472","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Silva, AF","1297","1985","10","11",NA,"Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.716667",NA,"flor, Arvoreta de 3,5 m; flores de cor branca, aromáticas. Nome vulgar: pixirica.","UEC083611","UEC083611",NA,NA,NA,NA,"-45.9375","-23.716667",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:34:33-03","UNICAMP","UEC","177486","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Martins, AB","Souza, FM; Sousa, RC; Pereira, HFA; Garcia, RLM","953","2007","10","22",NA,"Brazil","São Paulo","São Paulo","Parque Estadual do Jaraguá. Trilha das Garças. (SAD69, 23K, )","-46.769722","-23.471667",NA,"Arbusto, 2m. Flores brancas perfumadas.; Área Úmida, pedregosa.","UEC002965","UEC002965","779","779",NA,NA,"-46.769722","-23.471667","2008","11",NA,NA,NA,NA,NA
"16","2021-03-01 16:34:33-03","UNICAMP","UEC","171397","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","9783","2009","03","12",NA,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trail to Piscina do Maromba.","-44.5633010864258","-22.4960994720459",NA,"Tree 4 m tall. Young fruits green. Ocasional.; Rain forest vegetation.","UEC045470","UEC045470",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:18:56-03","UNICAMP","UEC","70113","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Árbocz, GF","922","1994","10","14",NA,"Brazil","São Paulo","Joanópolis","Fazenda Santa Cruz","-46.2700004577637","-22.9300003051758",NA,"flor, Arbusto de 1,5-2 m de altura. Flores brancas com estimativa de florescimento em 03/11. Sub-bosque.","UEC083877","UEC083877","1200","1200","22329","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:18:56-03","UNICAMP","UEC","65134","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Hoehne, W","11442","1944","11","30",NA,"Brazil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,"flor","UEC083610","UEC083610",NA,NA,"53584","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:18:56-03","UNICAMP","UEC","75484","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Barreto, KD; Fernandes, GD; Fernandes, RD","3148","1994","10","27",NA,"Brazil","São Paulo","Tapiraí","Fazenda Quatro Barras","-47.5","-23.9599990844727",NA,"flor, Arbusto, 2 m de altura; flores alvas. Sub-bosque. Mata atlântica.","UEC083609","UEC083609",NA,NA,"41034","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:07-03","UFRRJ","RBR","46669","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","M.R. Moutinho, J.F.A. Baumgratz","M.M. Moreira; D.R. Couto","254","2018","10","23",NA,"Brasil","Rio de Janeiro","Itatiaia","Parte baixa. Parte baixa. Trilha da Cachoeira Itaporani. Parque Nacional do Itatiaia","-44.623889","-22.435556",NA,NA,"RBR00046669",NA,"1044","1044",NA,NA,"44º37'26''W","22º26'8''S","2019",NA,NA,NA,NA,NA,NA
"21","2016-08-12 09:46:19-03","MNHN","RECOLNAT_MNHN_P","P01903845","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Martin & Cremers","Claussen",NA,"1843",NA,NA,NA,"Brésil",NA,NA,"Paraibara (Minas Geraes)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903845' target='other'> <mi>dwc_moreinfo</mi></a>","P01903845","P01903845_01",NA,NA,NA,NA,NA,NA,NA,NA,"holotype","334",NA,NA,NA
"22","2020-12-11 11:38:21-03","UFMG","BHCB","188615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Pereira, AFS; Souza, JAM; Silva, E","102","2017","04","04","Southern America","Brasil","Minas Gerais","Barão de Cocais","Fazenda Sapatinho","-43.516944","-19.839167",NA,"Árvore terrícola; frutos esverdeados.; Floresta Estacional Semidecidual","BHCB188615",NA,"1153","1153",NA,NA,"-43.516944","-19.839167",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:38:21-03","UFMG","BHCB","33925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:38:21-03","UFMG","BHCB","33925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:38:21-03","UFMG","BHCB","42633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:38:21-03","UFMG","BHCB","80921","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Magalhães, GM","5061","1949","06","09","Southern America","Brasil","Minas Gerais","Santos Dumont",NA,"-43.5525016784668","-21.4566993713379",NA,"Árvore, 13 metros.; Mata.","BHCB042797",NA,NA,NA,"25699","auto",NA,NA,"2011",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:38:21-03","UFMG","BHCB","150339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Polisel, RT","388","2007","09","10","Southern America","Brasil","São Paulo","Juquitiba","Estrada da Palestina, Sítio do Sr. Wilson, BR 116, km330, topo de morro","-47.060001373291","-23.9300003051758",NA,"Arvoreta 2m, botões florais castanhos","BHCB003141",NA,"700","700","24559","auto",NA,NA,"2008","11",NA,NA,"30",NA,NA
"28","2021-02-11 17:19:55-03","UFPR","UPCB","66738","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R.","Guimarães, P.","315","2007","10","12",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.6","-22.416667",NA,"Arbusto de 3m de altura. Ramos ferrugíneos, cálice verde claro, pétalas brancas, inflorescência amarela. Trilha no interior da mata..","UPCB0017037","UPCB0017037","1200","1200",NA,NA,"-44.6","-22.416667","2009","01",NA,NA,"01",NA,NA
"29","2021-02-11 17:19:55-03","UFPR","UPCB","90338","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R.","Meyer, F.S. | Reginato, M.","1125","2012","02","15",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, parte baixa","-44.613794","-22.438341",NA,"Arbusto 2m alt. Coletado em local com Floresta Ombrófila Densa Montana, ca. 900 mts altitude, na trilha que segue para a Cachoeira Véu da Noiva..","UPCB0030643","UPCB0030643",NA,NA,NA,NA,"-44.613794","-22.438341","2017",NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:19:55-03","UFPR","UPCB","43825","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R.","Bernacci, L.C.","3035","2001","02","08",NA,"Brasil","São Paulo","Cotia","Caucaia do Alto, próximo ao ponto V62","-46.9099998474121","-23.6000003814697",NA,"Arbusto ca. 3,0m alt. com ramos ferrugíneos e frutos imaturos..","UPCB0017079","UPCB0017079",NA,NA,"23869","auto",NA,NA,"2001","01",NA,NA,"01",NA,NA
"31","2021-02-11 17:19:55-03","UFPR","UPCB","58988","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naud.","Goldenberg, R.","Silva, A.F.","1297","1985","10","11",NA,"Brasil","São Paulo","São José dos Campos","Mata da Estufa.","-45.8800010681152","-23.1700000762939",NA,"Árvore 3,5m, flores brancas aromáticas..","UPCB0017046","UPCB0017046",NA,NA,"39297","auto",NA,NA,"2008","01",NA,NA,"01",NA,NA
"32","2021-02-11 17:19:55-03","UFPR","UPCB","64403","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Caddah, M.K.","Caddah, M.K.","447","2009","05","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, descida para parte baixa do Véu da Noiva","-44.5633010864258","-22.4960994720459",NA,"Arvortea ca. 3,0 m, frutos maduros alaranjados, coleta em sílica..","UPCB0017062","UPCB0017062","1040","1040","19648","auto",NA,NA,"2009","06",NA,NA,NA,NA,NA
"33","2021-02-11 17:19:55-03","UFPR","UPCB","71273","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R.","Almeda, F.","9783","2009","03","12",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trail to Piscina do Maromba. Rain forest vegetation.","-44.5633010864258","-22.4960994720459",NA,"Tree 4m tall. Young fruits green. Occasional..","UPCB0017040","UPCB0017040","1100","1100","19648","auto",NA,NA,"2010","01",NA,NA,"01",NA,NA
"34","2021-02-11 17:19:55-03","UFPR","UPCB","50154","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R.","Leoni, L.S.","5695","2004","04","21",NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional, surge próximo ao abrigo ao lado da estrada","-41.9071998596191","-20.6502990722656",NA,"Subarbusto com 1,5-1,6m, estéril na coleta. Alt.: 1480m s.n.m..","UPCB0019996","UPCB0019996",NA,NA,"21988","auto",NA,NA,"2004","01",NA,NA,"01",NA,NA
"35","2010-04-15 17:18:00-03","MO","MOBOT","3254808","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Alexander C. Brade","Brade 17180","1942",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Itatiaia-Lote 88 do Rio.",NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-26 13:56:20-03","IMA","MAC","23524","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","R.Goldenberg","O.Handro","s.n.","1937","04","20",NA,"Brasil","São Paulo","Capital","Nativa no Jardim Botânico.","-47.04905","-24.071539",NA,"Arbusto","MAC0023524","MAC0023524",NA,NA,NA,NA,"-47.04905","-24.071539","1998",NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","3080479","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"J. P. P. Carauta & M. F. Peixoto","5272/488",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Est. do Rio de Janeiro, Barra do Piraí, Ipiabas.",NA,NA,NA,NA,"US02937302","US02937302_01","700","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"38","2020-09-12 05:00:02-03","US","US","3498942","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"W. Hoehne","SPF11442",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"São Paulo, S.P. Parque do Estado de São Paulo.",NA,NA,NA,NA,"US02937306","US02937306_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"39","2020-09-12 05:00:02-03","US","US","2848169","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"P. J. M. Maas & G. Martinelli","3219","1977","10","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Edo. Rio de Janeiro. Parque Nacional do Itatiaia, disturbed forest near Véu da Noiva.",NA,NA,NA,NA,"US02937304","US02937304_01","1000","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"40","2020-09-12 05:00:02-03","US","US","2623450","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"-- Altamiro & -- Walter","63","1945","10","6","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estado do Rio de Janeiro, Itatiaia, etrada para Maromba.",NA,NA,NA,NA,"US02937305","US02937305_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"41","2020-09-12 05:00:02-03","US","US","3505822","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"G. Árbocz","922",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Estado nativo. Cultivado. Município Joanópolis. Estado SP. Fazenda Santa Cruz.",NA,NA,NA,NA,"US02937303","US02937303_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"42","2020-09-02 16:33:04-03","Cenargen","CEN","62327","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","R. Goldenberg","Oswaldo Handro",NA,"1937","04","20",NA,"Brasil","SP","SAO PAULO","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273","Exsicatas","Doação do Instituto de Botânica de São Paulo - São Paulo, Brasil.","CEN00062327","CEN00062327",NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,"1"
"43","2019-11-13 11:25:33-03","USP","SPF","189765","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Caddah, MK","Baumgratz, JFA","903","2007","02","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.566667","-22.25",NA,NA,"SPF00189765",NA,"1050","1050",NA,NA,"-44.566667","-22.25","2012","09",NA,NA,NA,NA,NA
"44","2021-03-15 18:28:48-03","USP","SPF","168639","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Hoehne, FC","s.n.","1931","11","05",NA,"Brasil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Planta viva nº 127","SPF00168639",NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:25:33-03","USP","SPF","11442","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Hoehne, W","s.n.","1944","12","30",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00011442",NA,NA,NA,"53584","auto",NA,NA,"1996","12",NA,NA,NA,NA,NA
"46","2019-11-13 11:25:33-03","USP","SPF","168640","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Macedo, ICC","50","1984","10","24",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00168640",NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"47","2019-09-04 19:17:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora",NA,NA,"P. C. D. Clausen","334",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA
"48","2015-03-07 08:53:05-03","F","FMNH-SEEDPLANTS","V0135802F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0135802F","V0135802F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"49","2015-03-07 08:53:05-03","F","FMNH-SEEDPLANTS","V0135803F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0135803F","V0135803F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"50","2015-03-07 08:53:05-03","F","FMNH-SEEDPLANTS","V0135804F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0135804F","V0135804F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"51","2015-03-07 08:53:42-03","F","FMNH-SEEDPLANTS","V0139141F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0139141F","V0139141F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"52","2018-05-14 17:31:20-03","F","FMNH-SEEDPLANTS","V0181751F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora",NA,"RRC ID Flag","F. C. Hoehne","28431",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0181751F","V0181751F_01 V0181751F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28431",NA,"Dicotyledoneae",NA
