"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","verbatimLongitude","verbatimLatitude","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02694840","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"M. F. Devecchi","270","South America","Brazil","Parque Estadual da Ilha Anchieta. Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978351' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694840","2014","01","30","São Paulo","Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","M. F. Devecchi","NY02694840_01","Ubatuba","-45.07192","-23.54153","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02681295","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"B. Luschnath","41","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971119' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681295","1835",NA,NA,"Rio de Janeiro","Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","M. F. Devecchi","NY02681295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02681290","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"W. J. Burchell","1165","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971110' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681290",NA,NA,NA,NA,"Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","M. F. Devecchi","NY02681290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02681303","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Z. A. Trinta","1086","South America","Brazil","Entre Guaraparí e Anchieta","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971155' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681303","1964","12","10","Espírito Santo","Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","M. F. Devecchi","NY02681303_01",NA,"-40.569687","-20.73072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02681298","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"J. Miers","3805","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971126' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681298",NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","M. F. Devecchi","NY02681298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02286534","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","isotype","G. Gardner","20","South America","Brazil","[By the aqueduct on the] Corcovado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948476' target='other'> <mi>dwc_moreinfo</mi></a>","NY02286534","1836","08",NA,"Rio de Janeiro","Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","P. B. Cavalcante","NY02286534_01",NA,"-43.195652","-22.930074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02681299","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"G. Gardner","I19","South America","Brazil","In sylvis montis Corcovado circa aquaductum, prope Rio Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971130' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681299","1836","08",NA,"Rio de Janeiro","Magnoliophyta","Sapindales","A.St.-Hil. & Tul.","M. F. Devecchi","NY02681299_01",NA,"-43.212237","-22.951713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:33:39-03","MN","R","7958","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Glaziou, A.F.M.","9384",NA,"Brasil",NA,NA,NA,"Plantas do Brasil Central","R000007958","1878","09","10","Rio de Janeiro",NA,NA,"A. St.-Hil. & Tul.","Franceschinelli, E.; Yamamoto, K.","R000007958_001 R000007958_002",NA,NA,NA,NA,NA,"1990","08","28",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:33:39-03","MN","R","71149","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Glaziou, A.F.M.",NA,NA,"Brasil",NA,NA,NA,"Herb. J. de Saldanha, 3116; Plantae Flum. Ex Herb.","R000071149",NA,NA,NA,"Rio de Janeiro",NA,NA,"A. St.-Hil. & Tul.","Cavalcante, P.","R000071149_001 R000071149_002","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"1980","10",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:11:44-03","UFES","VIES","16162","S","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Pereira, O.J.; Espindula, E.","6366",NA,"Brasil","Rio Jucu.",NA,NA,NA,"VIES016162","2000","08","17","Espírito Santo",NA,NA,"A.St.-Hil. & Tul.","Marcelo","VIES016162","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"2016","09","29","48150","auto",NA,NA,NA,NA,NA,NA
"21","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2497","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"P. Capell S.J.","s.n.",NA,"Brasil","Gávea",NA,NA,"Heterotípico de Simaba insignis A.St.-Hil. & Tul.&nf;Na floresta, é como uma palmeira, para tanto ele tem apenas cem tralem e folhas longas.","002497","1951","09","24","Rio de Janeiro",NA,"Angiospermae","Gardner","Dr. Khulmann",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"22","2013-10-03 16:27:24-03","MNHN","RECOLNAT_MNHN_P","P00394169","PreservedSpecimen",NA,"Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Claussen",NA,NA,"Brésil","s.loc.","xy",NA,"Cat. des bois : B 2210 / Catalogue, mention en marge : 1999 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00394169' target='other'> <mi>dwc_moreinfo</mi></a>","P00394169","1842",NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA
"23","2015-10-11 01:06:35-03","MNHN","RECOLNAT_MNHN_P","P01817249","PreservedSpecimen",NA,"Simaroubaceae","Simaba","insignis","Simaba insignis","type","Guillemin, J.B.A.",NA,NA,"brésil","Brésil méridional, Serra d'Estrella","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817249' target='other'> <mi>dwc_moreinfo</mi></a>","P01817249","1839",NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.",NA,"P01817249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"840",NA,NA,NA,NA,NA
"24","2013-12-11 17:55:57-02","MNHN","RECOLNAT_MNHN_P","P01817250","PreservedSpecimen",NA,"Simaroubaceae","Simaba","insignis","Simaba insignis","isotype","Guillemin",NA,NA,"brésil","sur le Corcovado","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817250' target='other'> <mi>dwc_moreinfo</mi></a>","P01817250","1839",NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.",NA,"P01817250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-10-11 01:07:42-03","MNHN","RECOLNAT_MNHN_P","P01817251","PreservedSpecimen",NA,"Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Gardner, G.",NA,NA,"brésil","Environs de Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817251' target='other'> <mi>dwc_moreinfo</mi></a>","P01817251","1866",NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Cavalcante","P01817251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"26","2015-10-11 01:08:14-03","MNHN","RECOLNAT_MNHN_P","P01817252","PreservedSpecimen",NA,"Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Gardner, G.",NA,NA,"brésil","Environs de Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817252' target='other'> <mi>dwc_moreinfo</mi></a>","P01817252","1866",NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Cavalcante","P01817252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"27","2017-06-26 17:38:20-03","MNHN","RECOLNAT_MNHN_P","P01817253","PreservedSpecimen",NA,"Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Gardner, G.",NA,NA,"brésil","Environs de Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817253' target='other'> <mi>dwc_moreinfo</mi></a>","P01817253","1866",NA,NA,NA,NA,NA,"A.St.-Hil. & Tul.","Cavalcante","P01817253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"28","2020-12-11 11:41:31-03","UFMG","BHCB","41390","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-10-19 12:01:00-03","MO","MOBOT","101076570","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera","Lectotype","George Gardner","Gardner 20","South America","Brazil","In woods aqueduct on the Corcovado.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2018-10-19 11:58:00-03","MO","MOBOT","101076568","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","Holotype","Jean B.A. Guillemin","Guillemin 1016","South America","Brazil","In sylvaties.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"A. St.-Hil. & Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"31","2018-10-19 12:05:00-03","MO","MOBOT","101076573","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","longifolia","Simaba longifolia","Holotype","Giovanni Casaretto","Casaretto 1854","South America","Brazil","Monte Corcovado.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Casar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","1066236","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera","Isotype","G. Gardner","20","South America - Neotropics","Brazil","Corcovado.",NA,NA,NA,NA,"1836",NA,NA,"Rio de Janeiro",NA,"Sapindales","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","1420691","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"J. Miers","3805","South America - Neotropics","Brazil","Corcovado",NA,NA,NA,"US01858067",NA,NA,NA,"Rio de Janeiro",NA,"Sapindales","A. St.-Hil. & Tul.",NA,"US01858067_01 US01858067_02","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,"1","Dicotyledonae",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","1420692","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"J. Miers","3805","South America - Neotropics","Brazil","Corcovado",NA,NA,NA,"US01858068",NA,NA,NA,"Rio de Janeiro",NA,"Sapindales","A. St.-Hil. & Tul.",NA,"US01858068_01 US01858068_02","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,"1","Dicotyledonae",NA,NA,NA
"35","2021-03-15 18:30:07-03","USP","SPF","138516","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Pirani, JR","4517",NA,"Brasil","Parque Estadual da Ilha Anchieta, Trilha da Restinga da Praia das Palmas.",NA,NA,"Arvoretas 0,5-3 m alt., ao sol e à sombra de árvores, tronco delgado e pouco ramificado, aparentemente rebrotando após produção de ampla inflorescência terminal. Frutos velhos colhidos do chão, secos.","SPF00138516","1999","10","15","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.083333","-23.533333",NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,"-45.083333","-23.533333",NA
"36","2021-03-15 18:30:07-03","USP","SPF","216188","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Devecchi, MF","270",NA,"Brasil","Parque Estadual da Ilha Anchieta, Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.",NA,NA,"Arvoreta ca. 5 m alt. Caule ereto sem ramificações e folhas concentradas no ápice. Folhas discolores. Estéril.","SPF00216188","2014","01","30","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.071917","-23.541528","5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA
"37","2021-03-15 18:30:07-03","USP","SPF","216189","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Devecchi, MF","271",NA,"Brasil","Parque Estadual da Ilha Anchieta, Mata atrás dos alojamentos, no caminho que leva para as trilhas para as Praia das Palmas e do Sul.",NA,NA,"Arvoreta ca. 3 m alt. Caule ereto sem ramificações com as folhas saindo da região do ápice. Folhas discolores. Estéril.","SPF00216189","2014","01","31","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.071917","-23.541528","5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA
"38","2021-03-15 18:30:07-03","USP","SPF","216193","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Devecchi, MF","269",NA,"Brasil","Parque Estadual da Ilha Anchieta, Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.",NA,NA,"Arvoreta ca. 4 m alt. Caule ereto sem ramificações e folhas concentradas no ápice. Folhas discolores. Estéril.","SPF00216193","2014","01","30","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.071917","-23.541528","5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA
"39","2021-03-15 18:30:07-03","USP","SPF","216508","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Devecchi, MF","388",NA,"Brasil","Ilha Anchieta, Trilha para a Praia do Sul.",NA,NA,"Árvore ca. 5 m alt. Folhas adensadas no ápice do caule. Discolores. Inflorescência terminal, ca. 70 cm compr. Frutos imaturos verde-vináceos.; Mata Atlântica.","SPF00216508","2015","01","15","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.071917","-23.541528",NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA
"40","2021-03-15 18:30:07-03","USP","SPF","216509","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Devecchi, MF","389",NA,"Brasil","Ilha Anchieta, Trilha para a Praia do Sul.",NA,NA,"Árvore ca. 6 m alt. Folhas adensadas no ápice do caule, discolores. Inflorescência terminal ca. 40 cm compr. Flores com cálice verde-ferrugineo, pétalas alvo-esverdeadas, estames com filete e antera creme.; Mata Atlântica.","SPF00216509","2015","01","15","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.071917","-23.541528",NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA
"41","2021-03-15 18:30:07-03","USP","SPF","233641","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Devecchi, MF","270",NA,"Brasil","Parque Estadual da Ilha Anchieta, Trilha para a praia do Sul, ca. 500m depois da bifurcação da trilha para a Praia das Palmas.",NA,NA,"Arvoreta ca. 5 m alt. Caule ereto sem ramificações e folhas concentradas no ápice. Folhas discolores. Estéril.","SPF00233641","2014","01","30","São Paulo",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Ubatuba","-45.071917","-23.541528","5","5","2017","06",NA,NA,NA,NA,NA,NA,"-45.071917","-23.541528",NA
"42","2021-03-15 18:30:07-03","USP","SPF","204883","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Kuhlmann, JG","6258",NA,"Brasil","Alto da Gávea.",NA,NA,"Arvorezinha com tipo de palmeira, pouco ramificada; flor alvacenta.","SPF00204883","1943","07","09","Rio de Janeiro",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"2017","06",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-15 18:30:07-03","USP","SPF","204902","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Tatto","686",NA,"Brasil","Caminho do Morro do Papagaio.",NA,NA,"Folhas e flores.","SPF00204902","1940","10","08","Rio de Janeiro",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"2017","06",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-15 18:30:07-03","USP","SPF","204882","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Ducke, J","s.n.",NA,"Brasil","Gávea.",NA,NA,"Árvore 2-3 metros de altura. Flore alaranjada, odorífera.","SPF00204882","1921","08","19","Rio de Janeiro",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"2017","06",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-15 18:30:07-03","USP","SPF","204896","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"Occhioni, P","345",NA,"Brasil","Matas da Vista Chinesa.",NA,NA,"Árvore pequena, flor esverdeada.","SPF00204896","1943","09","19","Rio de Janeiro",NA,NA,"(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"2017","06",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"46","2019-09-04 19:21:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera","Type [status unknown]","G. Gardner","20","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
