"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","phylum","order","continentOcean","preparationType","occurrenceRemarks","imagecode","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"12","2021-03-15 16:37:00-03","NY","NYBG","1017848","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","G. Heiden",NA,"T. M. Pedersen","10941","1975","02","02","Brazil","Paraná","Palmeira","Corrego da Anta.","-50.0064","-25.4294",NA,NA,NA,NA,"NY01017848","Magnoliophyta","Asterales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1224028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00855067","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","G. Heiden",NA,"A. C. Brade","13562","1934","06",NA,"Brazil","Minas Gerais","Diamantina","Cons. Matta.","-43.6003","-18.2494",NA,NA,NA,NA,"NY00855067","Magnoliophyta","Asterales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855067_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","787885","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","W. C. A. Heering",NA,"P. K. H. Dusén","7011","1908","10","23","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,"NY00787885","Magnoliophyta","Asterales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","787887","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","G. M. Barroso",NA,"L. B. Smith","14754","1965","01","18","Brazil","Paraná","Jaguariaíva","Barra do Rio das Mortes, Rio Jaguariaíva.","-49.27","-24.13",NA,NA,"810","810","NY00787887","Magnoliophyta","Asterales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787887_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:28:45-03","UNESP-IBB","BOTU","12165","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Hoehne, W.",NA,"Gemtchújnicov, I.D.","17","1953","11",NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,"9999","9999",NA,NA,"BOTU012165",NA,NA,NA,NA,"Vassourinha","BOTU012165",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:34:31-03","EAO","IAN","135456","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Barroso, GM","1968","Irwin, HS; Maxwell, HS","18685","1968","01","16","Brasil","Goiás",NA,"Creek margin, 15km N of Corumb;a de Goiás, on road to Niquelândia, Goiás in valley of rio Corumbá. Cerrado and low woods on sandstone slopes.",NA,NA,NA,NA,"1150","1150","IAN135456","Dicotiledônea",NA,"Southern America",NA,"Shrub ca. 1m tall. Heads white.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:34:31-03","EAO","IAN","59344","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne, W","1020","1942","03","03","Brasil","São Paulo",NA,"Próximo a Jaraguá.",NA,NA,NA,NA,NA,NA,"IAN059344","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:36:59-03","EAO","IAN","8838","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"sc","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN008838","Dicotiledônea",NA,"Southern America",NA,NA,"IAN008838_f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:31-03","EAO","IAN","123091","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Barroso, GM","1966","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13011","1966","02","19","Brasil","Distrito Federal","Brasília","Locally common. Creek margin near waterfall, ca. 25km S.W. of Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"950","950","IAN123091","Dicotiledônea",NA,"Southern America",NA,"Shrub ca. 1m tall. Heads white. Periodicaly flooded creek bank.",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:34:31-03","EAO","IAN","105522","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Barroso, GM",NA,"Magalhães, MG","5416","1943","06","21","Brasil","Minas Gerais","Aiuruoca","Campo pedregoso, margem de córrego, Serra do Papagaio.","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"IAN105522","Dicotiledônea",NA,"Southern America",NA,"Subarbusto, flor alva.",NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA
"22","2013-07-03 10:29:30-03","EBDA","BAH","1034","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Wilson Hoehne","1942","Wilson Hoehne",NA,"1942","03","03","Brasil","São Paulo","São Paulo","Proximo ao Jaraguá","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forma masculina e feminina.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:24:46-03","PUCPR","HUCP","18684","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","Dc.","Selusniaki, M","2008","Selusniaki, M; Beltrami, L","1205","2006","08","26","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00007353","Eudicotiledonea",NA,NA,NA,NA,"HUCP00007353","27346","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:24:46-03","PUCPR","HUCP","19688","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","Dc.","Selusniaki, M",NA,"Selusniaki, M; Moledo, R","2181","2008","07","12","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-26 18:07:10-03","CPAN-UFMS","COR","7434","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","G. Hatschbach","2001","Barbosa, E.; Cordeiro, J. & Peres, R. H.","467","2000","04","20","Brasil","Paraná","Palmeira","Rodovia BR-277, Km 156 - próximo ao pedágio","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto com 85cm de altura; capítulo alvacento Habito: Subaarbusto",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:09:57-03","UFBA","ALCB","132013","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Rosa, PO","2015","Rosa, PO; Chacon, RG; Soares, ACA; Oliveira, MS","1501","2015","05","14","Brasil","Goiás","Cristalina","RPPN Linda Serra dos Topázios: estrada à direita da entrada, próximo ao Rio Topázio. Borda do Rio.","-47.686389","-16.731111","-47.686389","-16.731111",NA,NA,"ALCB048893","Dicotyledon",NA,"Southern America",NA,"ca 1m de altura. Brácteas involucrais verdes e corola creme.","ALCB048893",NA,NA,"05",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:09:57-03","UFBA","ALCB","028490","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Teles, AM","2003","Hoehne, W","s/n","1949","02","03","Brasil","São Paulo","Pacaembú",NA,"-51.2599983215332","-21.5599994659424",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"Forma masculina.",NA,"26864","auto","10",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:09:57-03","UFBA","ALCB","032633","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Teles, AM","2003","Hoehne, W","s/n","1999","01","17","Brasil","São Paulo","São Paulo","Via Anhanguera","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"Forma masculina.; Terreno úmido.",NA,"53584","auto","10",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:09:58-03","UFBA","ALCB","92731","PreservedSpecimen","Plantae","Asteraceae","Baccharis","xiphophylla","Baccharis xiphophylla","Baker","Santana, FA","2012","Guedes, ML; Gomes, FS; Alunos de Botânica III","16601","2009","10","11","Brasil","Bahia","Mucugê","Chapada Diamantina","-41.4725","-13.4725","-41.4725","-13.4725","1068","1068",NA,"Dicotyledon",NA,"Southern America",NA,"Folhas fasciculadas. capítulos sésseis, pappus cerdosos, cremes.",NA,NA,NA,"03","15",NA,NA,NA,NA,NA
"30","2019-10-09 11:09:58-03","UFBA","ALCB","88980","PreservedSpecimen","Plantae","Asteraceae","Baccharis","xiphophylla","Baccharis xiphophylla","Baker","Santana, FA","2012","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2088","2009","07","04","Brasil","Bahia","Mucugê","Chapada Diamantina, em frente às estufas de flores","-41.443611","-13.027222","-41.443611","-13.027222","1030","1030",NA,"Dicotyledon",NA,"Southern America",NA,"ca. 30cm alt. Brácteas involucrais verdes, flores creme. Planta masculina.",NA,NA,NA,"03","15",NA,NA,NA,NA,NA
"31","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110840","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1949","01","17","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110840",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110840",NA,NA,NA,NA,"Magnoliopsidae","U 0115695",NA,NA,NA
"32","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110838","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1949","02","03","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110838",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110838",NA,NA,NA,NA,"Magnoliopsidae","U 0115696",NA,NA,NA
"33","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110839","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1949","01","17","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110839",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110839",NA,NA,NA,NA,"Magnoliopsidae","U 0115897",NA,NA,NA
"34","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110841","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1949","02","10","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110841",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110841",NA,NA,NA,NA,"Magnoliopsidae","U 0115694",NA,NA,NA
"35","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110842","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1949","05","13","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110842",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110842",NA,NA,NA,NA,"Magnoliopsidae","U 0115693",NA,NA,NA
"36","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110843","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1949","02","03","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110843",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110843 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110843",NA,NA,NA,NA,"Magnoliopsidae","U 0115692",NA,NA,NA
"37","2020-02-08 08:48:01-03","NBC","NL-BOTANY","U.1110844","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.",NA,NA,"Hoehne W",NA,"1946","03","20","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1110844",NA,"Asterales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1110844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1110844",NA,NA,NA,NA,"Magnoliopsidae","U 0115691",NA,NA,NA
"38","2020-11-04 11:01:10-03","ESALQ","ESA","15871","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","A.P.DC.","Simão-Bianchini, R. & Scaramuzza, C.A.M.",NA,"Souza, V.C. et al.","6251.0","1994","06","05","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA015871","Magnoliophyta",NA,NA,NA,NA,"ESA015871","27729","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:01:10-03","ESALQ","ESA","9520","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Scaramuzza, C.A.M.",NA,"Souza, V.C. et al.","2499.0","1993","02","15","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA009520","Magnoliophyta",NA,NA,NA,NA,"ESA009520","27729","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:01:10-03","ESALQ","ESA","31551","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Irmão Teodoro",NA,"Hoehne, W.","12366.0","1949","05","09","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"ESA031551","Magnoliophyta",NA,NA,NA,NA,"ESA031551",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:01:10-03","ESALQ","ESA","31535","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Hoehne, W.",NA,"Hoehne, W.","12191.0","1949","01","17","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"ESA031535","Magnoliophyta",NA,NA,NA,NA,"ESA031535",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:01:10-03","ESALQ","ESA","31548","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Hoehne, W.",NA,"Hoehne, W.","12194.0","1949","01","17","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"ESA031548","Magnoliophyta",NA,NA,NA,NA,"ESA031548",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:01:10-03","ESALQ","ESA","31579","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Irmão Teodoro",NA,"Hoehne, W.","12371.0","1949","05","13","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031579","Magnoliophyta",NA,NA,NA,NA,"ESA031579","53584","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:01:10-03","ESALQ","ESA","31595","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Hoehne, W.",NA,"Hoehne, W.","12196.0","1949","02","03","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031595","Magnoliophyta",NA,NA,NA,NA,"ESA031595","53584","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:01:10-03","ESALQ","ESA","31536","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Hoehne, W.",NA,"Hoehne, W.","12119.0","1948","12","23","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031536","Magnoliophyta",NA,NA,NA,NA,"ESA031536","53584","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:01:10-03","ESALQ","ESA","31550","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Hoehne, W.",NA,"Hoehne, W.","12198.0","1949","02","03","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031550","Magnoliophyta",NA,NA,NA,NA,"ESA031550","53584","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:01:10-03","ESALQ","ESA","31580","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Irmão Teodoro",NA,"Hoehne, W.","12364.0","1949","05","20","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031580","Magnoliophyta",NA,NA,NA,NA,"ESA031580","53584","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:01:10-03","ESALQ","ESA","94077","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia",NA,"Heiden, G.","2010","Souza, V.C.; Romão, G.O.; Rodrigues, C.D.N.; Dantas, A.P.T.","32123.0","2006","02","16","Brasil","São Paulo","Itaberá","Beira do Rio Verde. Rodovia Itararé - Itapeva. Campo alagável.","-49.1300010681152","-23.8600006103516",NA,NA,NA,NA,"ESA094077","Magnoliophyta",NA,NA,NA,"Arbusto, ca. 1 m alt.; capítulos creme.","ESA094077","29370","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:01:10-03","ESALQ","ESA","32494","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","9802.0","1996","01","08","Brasil","Minas Gerais","Delfinópolis","Serra da Gurita, próximo à estrada Delfinópolis - Sacramento. 20º17'21,8S, 46º52'04,8W. Campo rupestre com cerrado e mata ciliar adjacentes. 900 m.s.m.","-46.868",NA,"-46,868","-20,289,389","900","900","ESA032494","Magnoliophyta",NA,NA,NA,"Arbusto, ca. 40 cm alt.; capítulos alvos. Beira de riacho.",NA,NA,NA,"11","29",NA,NA,NA,NA,NA
"50","2020-11-04 11:01:10-03","ESALQ","ESA","80443","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Hatschbach, G.",NA,"Ribas, O.S. et al.","3618.0","2001","06","12","Brasil","Paraná","Porto Amazonas",NA,"-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"ESA080443","Magnoliophyta",NA,NA,NA,NA,"ESA080443","14684","auto",NA,NA,NA,NA,NA,NA,NA
