"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","recordNumber","coordinatePrecision","geoFlag","phylum","order","individualCount","continentOcean","preparationType","class","relatedCatalogItem","sex","typeStatus","fieldNumber"
"16","2021-03-15 16:37:00-03","NY","NYBG","400451","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","R. Reitz",NA,NA,NA,"R. Reitz","1954","03","18","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400451","NY00400451_01","Morro da Fazenda, Itajaí","1759",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","400449","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","R. Reitz",NA,NA,NA,"R. Reitz","1956","01","09","Brazil","Santa Catarina","Itajaí","-48.941177","-26.748537",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400449","NY00400449_01","Braço Joaquim, Luis Alves","2412",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","400453","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1970","01","15","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400453","NY00400453_01","Pico Torto","23339",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA
"19","2020-11-13 09:19:15-03","UFRJ","RFA","12336","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1969","01","24","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Bráctea vermelha, corola alva, folhas vinosas","RFA51346",NA,"Colônia Floresta","20917","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:26:26-03","PUCPR","HUCP","22532","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Ariati, V",NA,NA,NA,"Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,"Superagui","476","37295","auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:03:57-03","ESALQ","ESA","95224","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Breier, T.B.",NA,NA,NA,"Braidotti, J.C. et al.","2005","03","25","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095224","ESA095224",NA,"64.0","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:03:57-03","ESALQ","ESA","75648","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.",NA,NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","10","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"800","800","Epífita. Inflorescência amarelo-avermelhada.","ESA075648",NA,"BLOQUEADO","2071.0","53584","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:03:57-03","ESALQ","ESA","69083","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Smith","Forster, W.",NA,NA,NA,"Forster, W.; Atanasio, C.; Siqueira, L.P.; Sorreano, M.C.M.; Souza, S.C.; Buchianeri, V.; Scalon, V.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2000","04","22","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Epífita. 1 m sobre o hospedeiro. Inflorescências velhas.","ESA069083","ESA069083","BLOQUEADO","498.0","41977","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:55:10-03","ESALQ","ESA","134792","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Brito, T.R.O.","2015","07","12","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.","2015","09","11","Brasil","Rio de Janeiro","Parati","-44.7131004333496","-23.2178001403809",NA,NA,"1450","1450","Epífita; brácteas vermelhas; flores com base laranja-avermelhada e ápice amarelo.","ESA134792",NA,"Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.","39587.0","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 17:00:40-03","MN","R","103097","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Smith, L.B.","1952","03","05","Smith, L.B. 6046; Reitz, R.","1952","03","05","Brasil","Santa Catarina","Brusque","-48.9","-27.1","48°54'W","27°6'S","35","35",NA,"R010013360","R010013360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-24 16:39:43-03","MN","R","193093","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Vidal, J.","1954",NA,NA,"Brasil","Santa Catarina","Torres",NA,NA,NA,NA,NA,NA,NA,"R010013361","R010013361 R010013361_1",NA,"IV - 629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-24 16:39:43-03","MN","R","193135","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Vidal, J.","1954","01",NA,"Brasil","Santa Catarina","Torres",NA,NA,NA,NA,NA,NA,NA,"R010013373","R010013373 R010013373_1 R010013373_2",NA,"IV - 535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-07 08:35:14-03","MN","R","193622","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Fischer, E.A.","1990","11","11","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"R010013348","R010013348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 17:00:40-03","MN","R","214102","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Verdi, M.","2010","02","19","Verdi, M. 3663; Klettenberg, D.H. & Klemz, G.","2010","02","13","Brasil","Santa Catarina","Lauro Muller","-49.499722","-28.35","49°29'59''W","28°21'0''S","449","449",NA,"R010013349","R010013349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 17:00:40-03","MN","R","214103","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gasper, A.L.","2009","12","10","Verdi, M. 3164; Klettenberg, D.H. & Klemz, G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","49°46'12''W","28°42'36''S","311","311",NA,"R010013356","R010013356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 17:00:40-03","MN","R","214104","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Cadorin, T.J.","2010","03","16","Cadorin, T.J. 1678; Grosh, B.; Zimmermann, R. & Lopes, C.P.","2010","03","16","Brasil","Santa Catarina","Florianópolis","-48.4925","-27.775278","48°29'33''W","27°46'31''S","46","46",NA,"R010013355","R010013355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-24 16:39:43-03","MN","R","214105","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Silva-Santos, A.","2009","11","17","Santos, A.S.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","-48.869722","-27.005556","48°52'11''W","27°0'20''S","45","45",NA,"R010013354","R010013354",NA,"1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 17:00:40-03","MN","R","214106","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Bonnet, A.","2010","02","02","Verdi, M. 2952; Tomazi, A.L. & Klemz, G.","2009","11","05","Brasil","Santa Catarina","Siderópolis","-49.59","-28.62","49°35'24''W","28°37'12''S","479","479",NA,"R010013353","R010013353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 17:00:40-03","MN","R","214107","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Schimitt, J.L","2010","03","15","Schimitt, J.L 988; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","-48.87","-28.08","48°52'12''W","28°4'48''S","526","526",NA,"R010013352","R010013352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 17:00:40-03","MN","R","214108","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Schimitt, J.L","2010","04","06","Schimitt, J.L 1836; Cadorin, T.J. & Canglioni, E. (1836)","2010","04","06","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","49°13'48''W","27°16'12''S","569","569",NA,"R010013351","R010013351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 17:00:40-03","MN","R","214109","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Verdi, M.","2010","03","30","Verdi, M. 3963; Klettenberg, D.H. & Klemz, G.","2010","03","15","Brasil","Santa Catarina","Orleans","-49.411944","-28.259722","49°24'43''W","28°15'35''S","309","309",NA,"R010013350","R010013350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 17:00:40-03","MN","R","214110","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Bonnet, A.","2010","02","03","Verdi, M. 2809; Klettenberg, D.H. & Klemz, G. (3963)","2009","10","17","Brasil","Santa Catarina","Timbé do Sul","-49.86","-28.8","49°51'36''W","28°48'0''S","360","360",NA,"R010013372","R010013372","Vila Belmiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-24 16:39:43-03","MN","R","214111","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Stival-Santos, A.","2010","03","30","Santos, A.S.; Legal, E. & Silveira, S.","2010","03","30","Brasil","Santa Catarina","Botuverá","-49.14","-27.27","49°8'24''W","27°16'12''S","639","639",NA,"R010013371","R010013371",NA,"2248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 17:00:40-03","MN","R","214112","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Cadorin, T.J.","2010","03","30","Cadorin, T.J. 1747; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu","-48.78","-27.36","48°46'48''W","27°21'36''S","440","440",NA,"R010013368","R010013368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 17:00:40-03","MN","R","214113","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Cadorin, T.J.","2010","07","10","Cadorin, T.J. 2968; Grosh, B. & Lopes, C.P.","2010","07","10","Brasil","Santa Catarina","Antônio Carlos","-48.87","-27.45","48°52'12''W","27°27'0''S","710","710",NA,"R010013369","R010013369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 17:00:40-03","MN","R","214114","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Verdi, M.","2010","04","10","Verdi, M. 4362; Souza, N.L.; Klemz, G. & Klettenberg, D.H.","2010","04","10","Brasil","Santa Catarina","São Martinho","-48.958333","-28.168333","48°57'30''W","28°10'6''S","89","89",NA,"R010013370","R010013370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-07 08:35:14-03","MN","R","215432","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Costa, A.","2016","07","18","Neves, B.F.S. 103; Néri, J. & Uribbe, F.P.","2012","10","12","Brasil","São Paulo","Ribeirão Grande","-48.409278","-24.268639","048°24'33.4''W","24°16'07.1''S","869","869",NA,"R010010902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-07 08:35:14-03","MN","R","234316","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Kessous, I.M.","2018","04","28","Kessous, I.M. 343; Pinto, A.R. & Picanço, W.L.","2018","04","28","Brasil","Santa Catarina","Ilhota","-48.953611","-25.805278","48°57'13W","25°48'19S",NA,NA,NA,"R010052221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-24 16:39:43-03","MN","R","214097","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2008","04","03","Gomes-da-Silva, J.","2008","04","03","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"R010013364","R010013364",NA,"40","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-24 16:39:43-03","MN","R","214098","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2008","04","03","Gomes-da-Silva, J.","2008","04","03","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"R010013365","R010013365",NA,"41","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-07 08:35:14-03","MN","R","32526","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Foster, M.B.","1939","08","30","Brasil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"R010013358","R010013358",NA,"430","15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-07 08:35:14-03","MN","R","214087","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Marquete, R.","1993","12","07","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,"1363","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-25 18:18:28-03","MN","R","214762","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Castellanos, A.",NA,NA,NA,"Pereira, E.","1963","01","06","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010013347","R010013347",NA,"7243","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-07 08:35:14-03","MN","R","214078","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Cadorin, T.J.","2009","10","28","Brasil","Santa Catarina","Angelina","-48.9852981567383","-27.5685997009277",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-07 08:35:14-03","MN","R","214082","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Cadorin, T.J.","2010","02","16","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-07 08:35:14-03","MN","R","214084","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Schimitt, J.L","2009","10","13","Brasil","Santa Catarina","Botuverá","-49.0746994018555","-27.1993999481201",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20562","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-07 08:35:14-03","MN","R","214081","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Santos, A.S.","2009","11","26","Brasil","Santa Catarina","Canelinha","-48.7677993774414","-27.2649993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-07 08:35:14-03","MN","R","214079","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Verdi, M.","2008","09","24","Brasil","Santa Catarina","Jacinto Machado","-49.763599395752","-28.9974994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
