"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","stateProvince","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"13","2020-02-08 09:25:02-03","NBC","NL-BOTANY","L.1079029","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Koninklijk Instituut voor de Tropen",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079029","NL-L1079029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16281",NA,NA,NA,NA
"14","2020-02-08 09:25:02-03","NBC","NL-BOTANY","L.1079030","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Koninklijk Instituut voor de Tropen",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079030","NL-L1079030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16281",NA,NA,NA,NA
"15","2020-02-08 09:25:02-03","NBC","NL-BOTANY","U 0255421","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Koninklijk Instituut voor de Tropen",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200255421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0255421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16281",NA,NA,NA,NA
"16","2020-02-08 09:25:02-03","NBC","NL-BOTANY","U.1571952","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Forzza RC; Pivari MOD; Assis LCS",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1571952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1571952","NL-U1571952","2002","04","Minas Gerais","Delprete PG","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0098430",NA,NA,NA,NA
"17","2019-02-15 11:49:35-02","IPA","IPA","45177","S","Plantae","Plantae",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Andrade-Lima","788362","Southern America","Brasil",NA,NA,NA,"IPA0045177",NA,"1978","06","Piauí","Zappi, D.",NA,"São Raimundo Nonato","-42.6994018554688","-9.01527976989746",NA,NA,"2004","05","02",NA,NA,NA,NA,"45407","auto",NA,NA
"18","2019-02-15 11:49:35-02","IPA","IPA","30527","S","Plantae","Plantae",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Emperaire, L.","716","Southern America","Brasil","Serra da Capivara",NA,NA,"IPA0030527",NA,"1979",NA,"Piauí","Delprete, P.",NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:32:23-03","IAP","PACA-AGP","96530","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","Kl.",NA,"J. Barcia","1389",NA,"Brasil","Centro Geodérmico",NA,"HASU 15263.&nf;Árvore com 3m de altura, flores alvas, lacínias cor de mel, quando fletidos para baixo, cálice frutífero acrescido e verde. Habitat: Em crista da escarpa, solo rochoso. Fenofase: flores alvas Hábito: árvore","PACA096530",NA,"1983","05","MT","N. Leane","09","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"1983","05","15",NA,NA,"Magnoliatae",NA,"107042","auto",NA,NA
"20","2020-12-20 21:19:18-03","UFV","VIC","2738","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","Kl.",NA,"Kuhlm","s.n.",NA,"Brasil","ESAV",NA,NA,"VIC002738",NA,NA,NA,"Minas Gerais",NA,NA,"Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA
"21","2020-02-28 19:10:02-03","UFJF","CESJ","37545","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"R.C. Forzza; M.O.D. Pivari; L.C.S. Assis","2183","América do Sul","Brasil","Reserva Biológica da Represa do Grama",NA,"Árvore 8m alt. Folhas discolores, frutos verdes.","CESJ037545",NA,"2002","04","Minas Gerais","P.G. Delprete","21","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2004",NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA
"22","2019-11-21 14:44:29-03","UFJF","CESJ","50663","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"L. Menini Neto; N.L. Abreu","558","América do Sul","Brasil","Serra Negra, Fazenda Serra Negra, 21º56'38,7S, 43º50'20,3W",NA,"Árvore ca. 9 m alt., na transição da mata com o campo rupestre, folhas discolores, flores creme.","CESJ050663",NA,"2008","05","Minas Gerais",NA,"09","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA
"23","2019-11-21 14:44:29-03","UFJF","CESJ","53275","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"J.A. Oliveira; F.S. Souza; J..H.C. Ribeiro; J. Miloski; S.A. Roman","37","América do Sul","Brasil","Serra Negra, RPPN Fazenda Serra Negra",NA,"Árvore, 10m, na borda de mata, frutos imaturos verdes.","CESJ053275",NA,"2009","04","Minas Gerais","J.A. Oliveira","04","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"2009","04","04",NA,NA,NA,NA,"30417","auto",NA,NA
"24","2019-11-21 14:44:29-03","UFJF","CESJ","52315","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"F.S. Souza; D. Monteiro; J.A. Oliveira; A.C. Mezzonato; J.H.C. Ribeiro","643","América do Sul","Brasil","Serra Negra, RPPN Serra Negra",NA,"Árvore, 10m, no campo rupestre, flores creme e frutos secos. Flores perfumadas.","CESJ052315",NA,"2008","10","Minas Gerais","J.A. Oliveira","26","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"2008","10",NA,NA,NA,NA,NA,"30417","auto",NA,NA
"25","2019-11-21 14:44:29-03","UFJF","CESJ","56076","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","929","América do Sul","Brasil","Serra do Relógio, RPPN Alto da Boa Vista",NA,"Árvore, 5m, em área antropizada. Frutos secos.","CESJ056076",NA,"2010","04","Minas Gerais","F.S. Souza; J.H.C. Ribeiro","09","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2010","04",NA,NA,NA,NA,NA,"11991","auto",NA,NA
"26","2021-02-23 17:06:25-03","UFES","VIES","49193","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Silva, H.L.; Lieven, L.J","200",NA,"Brasil","Valsugana Velha, Mata da Chave Inglesa.",NA,NA,"VIES049193",NA,"2018","11","Espírito Santo",NA,"16","Santa Teresa","-40.589722","-19.973889",NA,NA,NA,NA,NA,"40º35'23''W","19º58'26''S",NA,NA,NA,NA,NA,NA
"27","2020-04-27 16:11:26-03","UFES","VIES","17024","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Pereira, O.J.; Espindula, E.","6431",NA,"Brasil","Rio Jucu.",NA,NA,"VIES017024","VIES017024 VIES017024_1","2000","10","Espírito Santo","Anunciação, E.A.","24","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"2001","03","12",NA,NA,NA,NA,"48150","auto",NA,NA
"28","2020-06-29 09:31:59-03","UFRRJ","RBR","37746","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"D.A. Folli","309",NA,"Brasil","Reserva Florestal Vale do Rio Doce, Estrada Caingá, km: 0,87-3-12, S-01.",NA,NA,"RBR00037746",NA,"1981","02","Espírito Santo","P.G. Delprete","05","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA
"29","2020-06-29 09:31:59-03","UFRRJ","RBR","37745","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"I.A. Silva","329",NA,"Brasil","Reserva Florestal Vale do Rio Doce, Estrada do Flamengo Km: 5,303.",NA,NA,"RBR00037745",NA,"1982","05","Espírito Santo","P.G. Delprete","15","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA
"30","2013-04-01 09:18:02-03","IPT","BCTW","4370","S","Plantae","Magnoliophyta",NA,NA,"Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","IPT",NA,"Belo Horizonte","-43.9378","-19.9208",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"17082","auto",NA,NA
"31","2021-03-21 19:38:26-03","UFC","EAC","10924","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Fernandes, A.; Nunes, E.","EAC10924","Southern America","Brasil","Serra das Confusões",NA,"Arbórea; Carrasco","EAC0010924",NA,"1981","11","Piauí","Castro, A.S.F.","19","Caracol","-43.3300018310547","-9.27861022949219",NA,NA,"2010","06","07",NA,NA,NA,NA,"21070","auto",NA,NA
"32","2021-03-21 19:38:26-03","UFC","EAC","27092","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Ancus, H.; et al.","s.n.","Southern America","Brasil","Serra das Confusões",NA,"Arbórea, 6-8m, flor amarela, fruto ferrugíneo; Carrasco","EAC0027092",NA,"1981","11","Piauí","Delprete, P.G.","19","Caracol","-43.3300018310547","-9.27861022949219",NA,NA,"1998",NA,NA,NA,NA,NA,NA,"21070","auto",NA,NA
"33","2015-11-04 09:22:36-02","MNHN","RECOLNAT_MNHN_P","P01900395","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Riedel, L.",NA,NA,"Brésil","Sylvis Tijuva prope Rio de Jan.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900395' target='other'> <mi>dwc_moreinfo</mi></a>","P01900395","P01900395_01","1837","1",NA,"Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037",NA
"34","1996-05-28 14:26:26-03","MNHN","RECOLNAT_MNHN_P","P01900396","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Gaudichaud, C.",NA,NA,"Brésil","San-Paolo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900396' target='other'> <mi>dwc_moreinfo</mi></a>","P01900396","P01900396_01","1833",NA,NA,"Andersson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"534",NA
"35","2020-12-11 11:40:54-03","UFMG","BHCB","43000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Lombardi, JA; Gonçalves, M; Temponi, LG","2349","Southern America","Brasil","Estação Biológica de Caratinga., Mata do Rafael.",NA,"Plantas do Brasil.; Arbóreo, ca. 6m. Folhas mais ou menos carnosas. Frutos imaturos verde-amarelados, maduros dispersando sementes.; Mata Atlântica. Alto de morro.",NA,NA,"1998","09","Minas Gerais",NA,"05","Caratinga","-41.817222","-19.731389",NA,NA,NA,NA,NA,"-41.817222","-19.731389",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:40:54-03","UFMG","BHCB","6484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Lopes, MA; Andrade, PM de","698","Southern America","Brasil","Estação Biológica de Caratinga.",NA,"Arbóreo, 8m. Flores brancas.; Mata Atlântica.",NA,NA,"1984","12","Minas Gerais",NA,"20","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA
"37","2020-12-11 11:40:54-03","UFMG","BHCB","980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Andrade, PM de; Lopes, MA","170","Southern America","Brasil","Estação Biológica de Caratinga.",NA,"Arbóreo, 7m.; Mata Atlântica.",NA,NA,"1984","05","Minas Gerais",NA,"21","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA
"38","2020-12-11 11:40:54-03","UFMG","BHCB","17692","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Costa, LVC; et al.","416","Southern America","Brasil","Estação Biológica de Caratinga., Alto trilha KK-S.",NA,"Arbóreo, 6m.; Mata Atlântica. Meio de população de samambaias (Pteridium sp.).",NA,NA,"1989","11","Minas Gerais",NA,"19","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA
"39","2020-12-11 11:40:54-03","UFMG","BHCB","73403","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Barreto, HLM","1760","Southern America","Brasil","Fazenda da Cachoeira",NA,"Árvore; 8,00 metros; Mata","BHCB044034","BHCB044034","1935","07","Minas Gerais",NA,"26","Tombos","-42.0228004455566","-20.9046993255615",NA,NA,"1935",NA,NA,NA,NA,NA,NA,"16749","auto",NA,NA
"40","2020-12-11 11:40:54-03","UFMG","BHCB","7679","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Lopes, MA; Andrade, PM de","56","Southern America","Brasil","Fazenda Montes Claros. Matão.",NA,"Arbóreo, 5m. Fruto verde.; Mata Atlântica.",NA,NA,"1984","03","Minas Gerais",NA,"18","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA
"41","2015-10-19 14:43:00-02","MO","MOBOT","100868936","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"André M. Amorim|F. Matos|J. Paixão|L.C. da J. Gomes|Sérgio C. de Sant'Ana","Amorim 5576","South America","Brazil","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'água. Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,"2006","2","Minas Gerais","E. Chilquillo (UEC)","8","Santa Maria do Salto","-40.0544444","-16.4063889","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2015-10-19 14:49:00-02","MO","MOBOT","100868937","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"André M. Amorim|F. Matos|J. Paixão|L.C. da J. Gomes|Sérgio C. de Sant'Ana","Amorim 5577","South America","Brazil","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'água.",NA,NA,NA,NA,"2006","2","Minas Gerais","C.M. Taylor (MO)","8","Santa Maria do Salto","-40.0544444","-16.4063889","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2013-08-23 04:12:00-03","MO","MOBOT","1415219","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"H.L. Mello Barreto","Barreto 1760","South America","Brazil","Mata Atlantica",NA,NA,NA,NA,"1935","7","Minas Gerais",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","18258",NA,"Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","Klotzsch",NA,"R.R. Vervloet; et al","1227",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Árvore com 15m, fundo de vale, dossel 12m, frutos imaturos de cor verde, vegetação tipo capoeira, altitude 700m.","MBML018258",NA,"2002","10","Espírito Santo","Daniela Zappi/Set.-2009","16","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","44949",NA,"Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","Klotzsch",NA,"A. D. Mattedi; et al","221",NA,"Brasil","Alto Caxixe",NA,"10m, frutos deicentes de cor marrom, sementes alaranjadas meristemas apicasi com ócrea","MBML044949",NA,"2010","02","Espírito Santo",NA,"04","Venda Nova do Imigrante","-41.085114","-20.401847",NA,NA,NA,NA,NA,"41W5'6,41","20S24'6,65",NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","52209",NA,"Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","Klotzsch",NA,"A. M. Assis; R. Cribari & C. Hencker","4301",NA,"Brasil","Hotel Fazenda Monte Verde",NA,"Árvore 10m. DAP 10cm. Frutos secos.Floresta secundária em estágio inicial.","MBML052209",NA,"2014","09","Espírito Santo","A.M. Assis/Set.2014","05","Vargem Alta","-40.998778","-20.468278","1050","1050",NA,NA,NA,"40W59'55,6","20S28'5,8",NA,NA,NA,NA,NA,NA
