"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","typeStatus"
"20","2020-10-14 10:03:52-03","FURB","FURB","19947","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, WS","2011","01","10","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3558","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","555","555","Florística IFFSC 74 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca com labelo roxo","FURB34459","FURB34459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-14 10:03:52-03","FURB","FURB","20357","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, WS","2010","10","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1326","2010","02","05","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444","-48.6019444","-27.1494444","55","55","Epífita IFFSC e8002b (Acima de 4m) forófito 5 Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio a avançado Habito: epífita de arbórea;","FURB34456","FURB34456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:03:52-03","FURB","FURB","20712","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, WS","2011","01","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1523","2010","02","24","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","812","812","Forófito 6. Epífita IFFSC e625b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; flor labelo roxo","FURB02680","FURB02680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:03:52-03","FURB","FURB","31047","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2837","2010","06","24","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","Epífita IFFSC e01b (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB34457","FURB34457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:38:13-03","MBM","MBM","13957","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","23333","1970","01","15","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita","MBM013957",NA,NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA
"25","2020-12-21 16:38:13-03","MBM","MBM","49106","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Hoehne, F.C.",NA,NA,NA,"Hatschbach, G.","1848","1950","01","06","Brazil","Paraná","São José dos Pinhais","Garuva","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Epífita","MBM049106","MBM049106",NA,NA,NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA
"26","2015-09-03 19:30:09-03","MNHN","RECOLNAT_MNHN_P","P00456552","PreservedSpecimen",NA,"Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Riedel, L.",NA,"1845",NA,NA,"Brésil",NA,NA,"Brésil : Rio Macahé",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00456552' target='other'> <mi>dwc_moreinfo</mi></a>","P00456552","P00456552_01",NA,NA,NA,NA,NA,"hb",NA,NA,"7",NA,NA
"27","2015-09-04 16:44:27-03","MNHN","RECOLNAT_MNHN_P","P00456553","PreservedSpecimen",NA,"Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Riedel, L.",NA,"1845",NA,NA,"Brésil",NA,NA,"Brésil : Rio Macahé",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00456553' target='other'> <mi>dwc_moreinfo</mi></a>","P00456553","P00456553_01",NA,NA,NA,NA,NA,"hb",NA,NA,"7",NA,NA
"28","2020-12-11 11:44:19-03","UFMG","BHCB","7724","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Lopes, MA; Andrade, PM de","837","1985","11","13","Brasil","Minas Gerais","Caratinga","Estação Biol. Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"epífita. Labelo branco com centro lilás. Asas tigradas amarelas com manchas roxo escura. Estigma lilás.; Mata atlântica","BHCB000917","BHCB000917","Monocotyledon",NA,NA,NA,"Southern America",NA,"49886","auto",NA,NA,NA
"29","2021-02-11 17:20:53-03","UFPR","UPCB","73348","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, W.S.","2011","02","15","Schmitt, J.L.","1523","2010","02","24","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.129444","-27.000278","-50.129444","-27.000278","812","812","Epífita. IFFSC e625b. Floresta ombrófila densa. Flor com labelo roxo..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:20:53-03","UFPR","UPCB","73354","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, W.S.","2011","02","15","Verdi, M.","3558","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.498611","-28.443611","-49.498611","-28.443611","555","555","Epífita. IFFSC 74. Floresta ombrófila densa. Flor branca com labelo roxo..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-01-28 05:13:00-02","MO","MOBOT","935191","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","E.A. Christenson 4/07",NA,NA,NA,"R.C. Quevedo|René Guillén V.|E. Gutiérrez|Antony Jardim|B. Vacadiez","Quevedo Sopepí 958","1993","7","19","Bolivia","Beni","Itenez","Serranía San Simón ormaciones de pampa arbolada y algunas islas grandes de bosque alto; paisaje montañoso muy visible por la explotación de oro en la zona; actualmente se destruyen estas formaciones por la quema inducida.","-62.05","-14.41666",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","2812480","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Rev. Pabst, 5 May",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 23333","1970","1","15","Paraguay","Paraguarí",NA,"Pico Torto, Paranó.",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","2812544","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Rev. Pabst, 5 May",NA,NA,NA,"Per Dusén","Dusén 8200","1915","2","8","Brazil","Paraná",NA,"Jaguariahyna in silvula ad truncos arborum.",NA,NA,NA,NA,"710.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"34","2020-08-31 09:19:24-03","INPA","INPA","43431","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Amaral Junior, A","1353","1973","01",NA,"Brasil","São Paulo","Botucatu","Sem local exato de coleta.","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,"INPA0043431","INPA0043431 INPA0043431_e INPA0043431_e1","Monocotyledon",NA,"Asparagales",NA,"Southern America",NA,"40412","auto",NA,NA,NA
"35","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","5482",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","L. Kollmann/13-12-1988",NA,NA,NA,"L. Kollmann","39","1988","10",NA,"Brasil","Espírito Santo","Santa Leopoldina","Santa Lúcia","-40.5297012329102","-20.1005992889404",NA,NA,NA,NA,"Planta estéril sobre árvore cáida. Sépalas e pétalas verde claras com manchas marrons na base. Labelo amarelo na base, roxo no meio, branco no ápice. Culta Herb. em 13/12/1988.","MBML005482","MBML005482",NA,NA,NA,NA,NA,NA,"23799","auto",NA,NA,NA
"36","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","7078",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","P. I. S. Braga/1986",NA,NA,NA,"M. A. Lopes; et al","837","1985","11","13","Brasil","Minas Gerais","Caratinga","Est. Biol. de Caratinga (Mata do Jaq).","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Habitat mata atlântica. Habitus epífita. Labelo branco com centro lilás. Asas tigradas amarelas com manchas roo escura. Estigma lilás.","MBML007078","MBML007078",NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA
"37","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","13950",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","L. Kollmann/30-11-2000",NA,NA,NA,"L. Kollmann; et al","3445","2000","11","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Epífita na sombra. Sépalas e pétalas amareladas com pintas marrons. Labelo branco com base rosa. Calo amarelado.","MBML013950","MBML013950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","18551",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","L. Kollmann/25-03-2004",NA,NA,NA,"R.R. Vervloet; et al","1411","2002","12","03","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita, meia encosta, dossel 18m, flor verde com pintas marrons, labelo branco com base vinho.","MBML018551","MBML018551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","20146",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","L. Kollmann/25-03-2004",NA,NA,NA,"R.R. Vervloet; et al","2041","2003","03","25","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita, a 8m do solo, frutos imaturos de cor verde, topo de morro, dossel 12m.","MBML020146","MBML020146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","44568",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"J. Freitas","102","2010","11","08","Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro. Prop. Alfredo Renok, trilha próxima a caixa d'água.","-40.613944","-20.335175","40W36'50,2","20S20'6,63",NA,NA,"Coletada em Maio/2008 (cultivada na casa do coletor até floração). Flores com sépalas e pétalas verde-claras com pintas amarronzadas. Labelo branco com manchas lilás. Herborizada em 08/11/2010","MBML044568","MBML044568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","4290",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"R. A. Kautsky",NA,"1987","10","21","Brasil","Espírito Santo","Domingos Martins","EX HORT.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"Doação do Sr. R.A.Kautsky, epífita cultivada em mata primária, culta in MBML.","MBML004290",NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA
"42","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","38529",NA,"Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","D. R. Couto - 12/10/04","2004","10","12","D.R. Couto","191","2004","10","12","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"695","695","Holoepífita característica. Vegetando sobre Bombacaceae. Flores verdes maculadas. Fragmento do Toti.","MBML038529","MBML038529",NA,NA,NA,NA,NA,NA,"29430","auto",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","1934573","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata",NA,NA,NA,NA,NA,"R. Reitz","C2034","1948","1","24","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00434100","US00434100_01",NA,"Monocotyledonae","Orchidales","1","South America - Neotropics",NA,NA,NA,NA,NA,NA
"44","2021-03-25 13:53:02-03","UNIVILLE","JOI","5091","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, W. S.","2005","12","09","D.B.G. Bussmann",NA,"2005","05","06","Brasil","Santa Catarina","Araquari","Ilha Papagaios.","-48.7221984863281","-26.3700008392334",NA,NA,"2","2","; HABITAT: mata secundária; HABITO: terrestre","JOI005091",NA,NA,NA,NA,NA,NA,NA,"25329","auto",NA,NA,NA
"45","2021-03-25 13:53:02-03","UNIVILLE","JOI","16490","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Mancinelli, W. S.","2007","02","18","Mancinelli, W.S.",NA,"2007","02","18","Brasil","Santa Catarina","Joinville","Espinheiros.","-48.8456001281738","-26.3043994903564",NA,NA,"5","5","Número de coleta: 749-B; HABITO: Epífita","JOI016490",NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA
"46","2019-07-09 12:43:48-03","F","FMNH-SEEDPLANTS","V0435621F","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata",NA,"RRC ID Flag",NA,NA,NA,"P. Dusén","4","1910","2","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"500",NA,NA,"V0435621F","V0435621F_01 V0435621F_02","Spermatophyta","Monocotyledoneae",NA,NA,"South America",NA,NA,NA,"4",NA,NA
"47","2019-07-09 12:44:31-03","F","FMNH-SEEDPLANTS","V0435622F","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata",NA,NA,NA,NA,NA,"G. Hatschbach","23333","1970","1","15","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0435622F","V0435622F_01","Spermatophyta","Monocotyledoneae",NA,NA,"South America",NA,NA,NA,NA,NA,NA
"48","2019-11-13 16:04:56-03","UNISANTA","HUSC","10979","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Caetano, J.","2015","10",NA,"Sampaio, P.S.P.","1251","2015","10","11","Brasil","Minas Gerais","São Thomé das Letras","Bairro Canta Galo, próximo ao pesqueiro, sobre rocha com folhas em decomposição.","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"Erva com tépalas verdes pintalgada de vináceo e labelo branco com mancha vinácea.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA
"49","2019-11-01 15:15:13-03","UnB","UB","8398","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata alba","L.C. Menezes","Menezes, LC",NA,NA,NA,"Menezes, LC","78","1998","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Labelo branco.; Epífita. Flor verde; .",NA,NA,"Monocotyledonae",NA,NA,NA,"Southern America",NA,NA,NA,NA,"alba","holotype"
"50","2020-08-20 14:54:42-03","UFSC","FLOR","2524","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Pabst, G.","1969","05","28","Klein, R.M.; Bresolin, A.","8072","1968","12","19","Brasil","Santa Catarina","Florianópolis","Morro do Rio vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"150","150","epífito, flor verde pintada de marrom; labelo branco com manchas azuladas","FLOR0002524",NA,NA,NA,"Asparagales",NA,NA,NA,"27000","auto",NA,NA,NA
"51","2020-08-20 20:37:49-03","UFSC","FLOR","3212","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Pabst, G.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","10718","1973","01","16","Brasil","Santa Catarina","Imaruí","Serraria Alcides P. Alves, Águas Mornas.","-48.8199996948242","-28.3414001464844",NA,NA,"100","100","epífito, flor amarela com labelo esbranquiçado","FLOR0003212",NA,NA,NA,"Asparagales",NA,NA,NA,"29971","auto",NA,NA,NA
