"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","class","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"11","2020-12-21 16:17:53-03","MBM","MBM","8628","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Hansen, B.",NA,NA,NA,"Hatschbach, G.","1968","08","14","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM008628",NA,NA,"19606","Southern America",NA,"MBM008628",NA,"30514","auto",NA,NA,NA,NA,NA
"12","2020-12-21 16:17:53-03","MBM","MBM","180028","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","1969","09","19","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM180028",NA,NA,"15509","Southern America",NA,"MBM180028",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:17:53-03","MBM","MBM","358632","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Sato, H.A.","2013","09","16","Liebsch, D.","2006","08","09","Brazil","Paraná","Domingos Soares","Fazenda Selva Verde",NA,NA,NA,NA,"Indivíduo encontrado parasitando Bracaatinga. A parte de fora da terra tinha 40-50cm, enquanto a parte no interior tinha 20cm de comprimento. Flor amarela com muitas abelhas.","MBM358632",NA,NA,"1162","Southern America",NA,"MBM358632",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:17:53-03","MBM","MBM","216285","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Cervi, A.C.",NA,NA,NA,"Cervi, A.C.; et al.; et al.","1997","08","27","Brazil","Paraná","Guaraqueçaba","Reserva Ecológica Fundação O Boticário","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM216285",NA,NA,"6296","Southern America",NA,"MBM216285",NA,"37295","auto",NA,NA,NA,NA,NA
"15","2020-12-21 16:17:53-03","MBM","MBM","8631","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1968","10","25","Brazil","Paraná","Morretes","Colônia Maria Luiza","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM008631",NA,NA,"20141","Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"16","2020-12-21 16:17:53-03","MBM","MBM","425067","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","pyramidale","Lophophytum pyramidale","(Leandro) L.J.T.Cardoso & J.M.A.Braga","Brotto, M.L.","2019","10","05","Brotto, M.L.; Barboza, E.; Barboza, E.","2019","09","10","Brazil","Paraná","Guaraqueçaba","Rio Açungui, na planície","-48.419167","-25.199722","-48.419167","-25.199722","Erva terrícola, parasita de raíz; estames amarelos.; Floresta Ombrófila Densa das Terras Baixas.","MBM425067",NA,NA,"3746","Southern America",NA,NA,NA,NA,NA,NA,NA,"5","5",NA
"17","2021-02-11 17:18:13-03","UFPR","UPCB","20351","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Cardoso, L.J.T.","2014","10","14","Cervi, A.C.","1985","09","21","Brasil","Paraná","Rio Negro",NA,"-49.7975006103516","-26.1058006286621",NA,NA,"Parasita de raízes de árvores. Mata recém derrubada, na inflorescência havia moscas..",NA,NA,NA,"3447",NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA,NA
"18","2021-02-11 17:18:13-03","UFPR","UPCB","48912","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Cardoso, L.J.T.","2014","10","14","Goldenberg, R.","2004","10","01","Brasil","São Paulo","Sete Barras","Material cedido por Paola Marchi em 23.VIII.2004","-47.9199981689453","-24.3799991607666",NA,NA,"Parasita, estróbilos feminino marrom e masculino creme, odor leve de farinha, brácteas triangulares na base da inflorescência, o topo removido para estudos anatômicos..",NA,NA,NA,"664",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"19","2021-02-11 17:18:13-03","UFPR","UPCB","31489","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Cardoso, L.J.T.","2014","10","14","Cervi, A.C.","1997","08","27","Brasil","Paraná","Guaraqueçaba","Reserva Ecológica Fundação O Boticária","-48.3288993835449","-25.3066997528076",NA,NA,"Holoparasita, flores masculinas (superiores) amareladas e flores femininas (inferiores) marrons. Junto à Heliconia sp..",NA,NA,NA,"6296",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"20","2021-02-11 17:18:13-03","UFPR","UPCB","40862","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Cardoso, L.J.T.","2014","10","14","Gatti, A.L.S.","1998","08","16","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha da Onça","-48.3288993835449","-25.3066997528076",NA,NA,"Parasita de raiz, inflorescência creme-amarelada com escamas. Floresta ombrófila densa submontana, floresta secundária..",NA,NA,NA,"264",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"21","2021-02-11 17:18:13-03","UFPR","UPCB","67283","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichl.","Cardoso, L.J.T.","2014","10","14","Blum, C.T.","2009","12","02","Brasil","Paraná","Morretes","Serra da Prata.","-48.834400177002","-25.476900100708",NA,NA,"Parasita, ocorrente em Floresta Ombrófila Densa Sub Montana..",NA,NA,NA,"09-237",NA,NA,NA,NA,"30514","auto",NA,NA,"400","400",NA
"22","2020-09-12 05:00:02-03","US","US","2269024","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler",NA,NA,NA,NA,"L. Smith & R. M. Klein","1956","11","3","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,"US01338561",NA,"Santalales","7287","South America",NA,"US01338561_01","Dicotyledonae","27253","auto",NA,NA,NA,NA,"1"
"23","2020-09-12 05:00:02-03","US","US","2404775","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler",NA,NA,NA,NA,"G. Hatschbach","1962","12","26","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,"US01338560",NA,"Santalales","9842","South America",NA,"US01338560_01","Dicotyledonae","24916","auto",NA,NA,NA,NA,"1"
"24","2019-10-29 10:07:26-03","UFPR","EFC","13976","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","pyramidale","Lophophytum pyramidale","(Leandro) L.J.T. Cardoso & J.M.A Braga","Blum, C.T.","2009","11","09","Blum, C.T.; Brotto, M.L.","2009","11","09","Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614","-48.6987","-25.6140","Terrícola parasita, aos 400 m.s.n.m. Com inflorescência de flores masculinas amarelas e femininas creme.","EFC013976",NA,NA,"643",NA,NA,NA,NA,NA,NA,NA,NA,"400","400",NA
"25","2019-10-29 10:07:26-03","UFPR","EFC","9962","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","pyramidale","Lophophytum pyramidale","(Leandro) L.J.T. Cardoso & J.M.A Braga","Blum, C.T.","2014","03","24","Kozera, C.; Kuniyoshi, Y.S.; Barddal, M.L.","2002","08","14","Brasil","Paraná","Morretes","Proximidades do rio Carambiú","-48.834400177002","-25.476900100708",NA,NA,"Terrícola. Parasita de raízes.","EFC009962",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"26","2019-11-13 11:16:38-03","USP","SPF","165290","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Sato, HA",NA,NA,NA,"Danuncio, GL","2004","07","27","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,NA,NA,"SPF00165290",NA,NA,"1","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-25 13:51:43-03","UNIVILLE","JOI","10344","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Meyer, F.S.","2010","10","28","Meyer, F.S.","2010","08","24","Brasil","Santa Catarina","Jaraguá do Sul","Parque Industrial da WEG - trilha do arboreto, às margens do Rio Itapocú.","-49.0666999816895","-26.4860992431641",NA,NA,"; HABITAT: terrestre; HABITO: parasita de raíz de angiospermas","JOI010344",NA,NA,"958",NA,NA,"JOI010344",NA,"33840","auto",NA,NA,NA,NA,NA
"28","2018-08-07 15:41:43-03","F","FMNH-SEEDPLANTS","V0450207F","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri",NA,"B. Hansen",NA,NA,NA,"A. Krapovickas et al.","1969","9","19","Argentina","Misiones","Leandro N. Alem","Cerro Azul",NA,NA,NA,NA,NA,"V0450207F","Spermatophyta",NA,"15509","South America",NA,"V0450207F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"29","2020-08-20 20:42:00-03","UFSC","FLOR","28723","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Cervi, A.C.","1997",NA,NA,"Cervi, A.C.; WandemBruch, A.","1997","08","27","Brasil","Paraná","Guaraqueçaba","Reserva Ecológica da Fundação O Boticário.","-48.3288993835449","-25.3066997528076",NA,NA,"holoparasita, flores masculinas (superiores) amarelas e flores femininas (inferiores) marrons","FLOR0028723",NA,"Santalales","6296",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"30","2020-08-20 15:00:21-03","UFSC","FLOR","48306","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Mello, A.S.","2012","01","02","Mello, A.S.; Weber, P. & Ghizoni, I.","2012","01","02","Brasil","Santa Catarina","Balneário Camboriú","Próximo à Praia do Estaleirinho.","-48.6347007751465","-26.9906005859375",NA,NA,"saprófita, flor marrom. parasita de Myrcia splendens.","FLOR0048306",NA,"Santalales","674",NA,NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA
"31","2014-04-23 09:35:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"P04P2N0015",NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:08:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"P04P2N0015",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 12:38:47-03","UFRGS","ICN","086427","S","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichler","Dettke, GA",NA,NA,NA,"Waechter, JL",NA,NA,NA,"Brasil","RS","Crissiumal","Lajeado Erva","-54.1011009216309","-27.4997005462646",NA,NA,NA,NA,"Dicotyledon",NA,"1988","América do Sul",NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA
"34","2021-02-08 12:38:47-03","UFRGS","ICN","140167","S","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichler","Lima, LFP","2005","10","16","Sebold, DS","2005","10","16","Brasil","SC","Balneário Camboriú","Praia do Estaleirinho propriedade de José H. Sanchotene","-48.6347007751465","-26.9906005859375",NA,NA,"Restinga, árvore parasitada não identificada",NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA
"35","2021-02-08 12:38:47-03","UFRGS","ICN","182426","S","Plantae","Balanophoraceae","Lophophytum","leandrii","Lophophytum leandrii","Eichler","Mello, AS","2012","01","02","Mello, AS; Weber, P; Ghizoni, I","2012","01","02","Brasil","SC","Balneário Camboriú","Próximo a Praia do Estaleirinho","-48.6347007751465","-26.9906005859375",NA,NA,"Doação FLOR 48306; Parasita de Myrcia splendens, saprófita, flor marrom; Interior de floresta ombrófila densa de terras baixas",NA,"Dicotyledon",NA,"674","América do Sul",NA,NA,NA,"8793","auto",NA,NA,NA,NA,NA
"36","2020-12-03 09:40:44-03","IBt","SP","200772","S","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Villagra, BLP","2006","06","02","Muniz, CFS","1983","08","17","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro da captação","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP011156",NA,NA,"492",NA,NA,"SP011156",NA,"37574","auto",NA,NA,NA,NA,NA
"37","2020-12-03 09:40:44-03","IBt","SP","154928","S","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Villagra, BLP","2006","06","02","De-Grande, DA; Lopes, EA","1978","07","07","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha de acesso à captação de água","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP011157",NA,NA,"116",NA,NA,"SP011157",NA,"37574","auto",NA,NA,NA,NA,NA
"38","2020-12-03 09:40:44-03","IBt","SP","246322","S","Plantae","Balanophoraceae","Lophophytum","leandri","Lophophytum leandri","Eichler","Villagra, BLP","2006","06","02","Martuscelli, P; Milanelo, M","1990","08","07","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Morro do Ipanema","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SP011155",NA,NA,"s.n.",NA,NA,"SP011155",NA,"37574","auto",NA,NA,NA,NA,NA
