"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"872","2021-03-04 15:44:03-03","IF","SPSF","45425","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","N.M.Ivanauskas",NA,NA,NA,"Brasil","SP","Campos do Jordão","Estrada Santa Teresa","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,"6425","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"2012","03","08","21048","auto","Magnoliopsida",NA,NA,NA,NA
"873","2021-03-04 15:44:03-03","IF","SPSF","21702","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","I.Koch","1996","05","24","Brasil","SP","Queluz","floresta alterada","-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"546","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"14382","auto","Magnoliopsida",NA,NA,NA,NA
"874","2021-03-04 15:44:03-03","IF","SPSF","21279","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","P.L.R.de Moraes","M.A.Assis & C.E.Carneiro","1995","04","20","Brasil","SP","Ubatuba","P.E.Serra do Mar, Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"541","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"1995","05","08","34265","auto","Magnoliopsida",NA,NA,NA,NA
"875","2021-03-04 15:44:03-03","IF","SPSF","16806","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","J.R.Stehmann & A.A.Arantes","1992","11","30","Brasil","MG","Marliérea","Parque Estadual Florestal do Rio Doce",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"1993","09","16",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"876","2021-03-04 15:44:03-03","IF","SPSF","44634","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","M.L.Brotto","M.L.Brotto","2010","05","07","Brasil","PR","Morretes","Candonga","-48.816111","-25.594444",NA,NA,"245","245","COLETA: Floresta Ombrófila Densa Submontana&nf;Árvore 12m altura; flores amareladas odoríferas.; GEOGRAFIA: Estrada de Canavieiras;",NA,NA,NA,"451","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"2010","05","17",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"877","2021-03-04 15:44:03-03","IF","SPSF","46158","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"E.Bausen","1991","07","09","Brasil","ES","Santa Teresa","Estação Biológica de Santa Lúcia","-40.533333","-19.966667",NA,NA,NA,NA,"COLETA: Árvore com 6m de altura; Flores amarelo-claras e botões de inflorescência marrons.; GEOGRAFIA: Valsugana Velha; Capoeirão; No morro.&nf;600-900m de altitude.;",NA,NA,NA,"17","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"878","2021-03-04 15:44:03-03","IF","SPSF","51062","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","M.L.Brotto","M.L.Brotto","2016","04","09","Brasil","PR","Morretes","Rodovia BR 277","-48.697222","-25.5375",NA,NA,"10","10","COLETA: Árvore com 8m de altura; flores cor amarelo claro, com odor suave agradável.;",NA,NA,NA,"2299","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"2016","04","15",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"879","2021-03-04 15:44:03-03","IF","SPSF","51315","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"P.L.R. de Moraes & H. van der Werff & S. Lucena","2015","02","19","Brasil","BA","Belmonte","Rio Jequitinhonha","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"COLETA: árvore 20m, ramos caídos com flores, frutos verdes.;",NA,NA,NA,"4851","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"71281","auto","Magnoliopsida",NA,NA,NA,NA
"880","2021-03-04 15:44:03-03","IF","SPSF","16181","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"G. Hatschbach & J.M.Silva","1985","10","19","Brasil","ES","Domingos Martins","corrego do Cavalo","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"49975","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"48150","auto","Magnoliopsida",NA,NA,NA,NA
"881","2021-03-04 15:44:03-03","IF","SPSF","10892","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","I.Cordeiro","1981","03","01","Brasil","MG","Santana do Riacho","mata ciliar","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"1994","08","04","26557","auto","Magnoliopsida",NA,NA,NA,NA
"882","2021-03-04 15:44:03-03","IF","SPSF","53627","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","((Ruiz & Pav.)) Mez",NA,"P.L.R. de Moraes et al.","2016","10","14","Brasil","PR","Morretes","Rio Pitinga","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"COLETA: Árvore de 18 m de altura. Frutos maduros arroxeados.;",NA,NA,NA,"5455","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"30514","auto","Magnoliopsida",NA,NA,NA,NA
"883","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","laurel","Nectandra laurel triquetra","Klotzsch",NA,"Matthews, A",NA,NA,NA,"Peru",NA,NA,"in Peruvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","Southern America",NA,NA,NA,NA,"triquetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","laurel","Nectandra laurel triquetra","Klotzsch",NA,"?",NA,NA,NA,"Brazil",NA,NA,"Fortasse etiam in Brasilia boreali-occidentali detegenda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"triquetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","laurel","Nectandra laurel triquetra","Klotzsch",NA,"Matthews, A",NA,NA,NA,"Peru",NA,NA,"in Peruvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3032","Southern America",NA,NA,NA,NA,"triquetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"?",NA,NA,NA,"Brazil",NA,NA,"in America tropica cis- et trans-andina, inde a Mexico usque ad Brasiliam australiorem",NA,NA,NA,NA,NA,NA,NA,NA,"P05P2N0091",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Blanchet",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahiensi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis attenuata","Meisn.",NA,"Humboldt, FWHA",NA,NA,NA,"?",NA,NA,"In regione temperata prope et Azufal in Andibus Quinduiensibus, civit. Novo-Granatensis, alt. 6300 ped.",NA,NA,NA,NA,NA,NA,"m. Nov.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis attenuata","Meisn.",NA,"Schott, HW",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Brasilia, prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis grandis","Nees",NA,"Karsten, GCWH",NA,NA,NA,"Colombia",NA,NA,"in Columbia",NA,NA,NA,NA,NA,NA,"Vaga et Extrabrasiliensis; HABITAT: Vaga et Extrabrasiliensis",NA,NA,NA,"63","Southern America",NA,NA,NA,NA,"grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Poeppig, EF",NA,NA,NA,"Peru",NA,NA,"in Peruvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Pohl, JBE",NA,NA,NA,"Brazil",NA,NA,"in Brasilia circa Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Gardner, G",NA,NA,NA,"Brazil","Minas Gerais",NA,"et in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5154","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"?",NA,NA,NA,"Mexico",NA,NA,"in Mexico, locis non indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hb. Hook.s.n.","Northern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Oersted, AS",NA,NA,NA,"Costa Rica",NA,"Turrialba","in America centrali ad Turialva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Poeppig, EF",NA,NA,NA,"Peru",NA,NA,"in Peruvia circa Cuchero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Nees, CGD",NA,NA,NA,"Peru",NA,NA,"et circa Tocache et Huallaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(fide Neess.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Schüch (Barão de Capanema), G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Brasiliae prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Schiede, CJW; Deppe, F",NA,NA,NA,"Mexico",NA,NA,"in Mexici regione calida circa Metapalca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243","Northern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Dombey, J",NA,NA,NA,"Peru",NA,NA,"in Peruvia circa Cuchero",NA,NA,NA,NA,NA,NA,"m. Aug.",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Schiede, CJW",NA,NA,NA,"Mexico",NA,NA,"in Mexico circa Misantla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1145","Northern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Schiede, CJW",NA,NA,NA,"Mexico",NA,NA,"in Mexico circa Misantla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"241","Northern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Pohl, JBE",NA,NA,NA,"?",NA,NA,"ad Ribeirâo negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Poeppig, EF",NA,NA,NA,"?",NA,NA,"in nemoribus Peruviae circa Lima, Cuchero, Chinchao, Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Matthews, A",NA,NA,NA,"?",NA,NA,"in nemoribus Peruviae circa Lima, Cuchero, Chinchao, Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3032",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Matthews, A",NA,NA,NA,"?",NA,NA,"in nemoribus Peruviae circa Lima, Cuchero, Chinchao, Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1430",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Linden, JJ",NA,NA,NA,"?",NA,NA,"in Nova Granata circa Teapa, Tabasco, Tesqua, Panplona, alt. 3600 ped.",NA,NA,NA,NA,NA,NA,"m. Mart. Apr.",NA,NA,NA,"1350",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Linden, JJ",NA,NA,NA,"?",NA,NA,"in Nova Granata circa Teapa, Tabasco, Tesqua, Panplona, alt. 3600 ped.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1618",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Ruiz, H; Pavon, JA",NA,NA,NA,"?",NA,NA,"in nemoribus Peruviae circa Lima, Cuchero, Chinchao, Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Weddell, HA",NA,NA,NA,"Brazil",NA,NA,"in Brasilia, variis locis non memoratis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1044","Southern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia, variis locis non memoratis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Schott, HW",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","IBB/Tijuca, Rio de Janeiro, RJ, circa Tijuca","-43.25","-22.933333","-43.25","-22.933333",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Riedel, L",NA,NA,NA,"Brazil",NA,NA,"in Brasilia, variis locis non memoratis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Martius, C",NA,NA,NA,"Brazil",NA,NA,"in Brasilia, variis locis non memoratis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hb. Fl. Br169","Southern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Lhotzky, J",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","in Serra dos Orgâos","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,"10","Southern America",NA,NA,NA,NA,"villosa",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"916","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis attenuata","Meisn.",NA,"Humboldt, FWHA",NA,NA,NA,"?",NA,NA,"In regione temperata prope et Azufal in Andibus Quinduiensibus, civit. Novo-Granatensis, alt. 6300 ped.",NA,NA,NA,NA,NA,NA,"m. Nov.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis attenuata","Meisn.",NA,"Schott, HW",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Brasilia, prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Blanchet",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahiensi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Poeppig, EF",NA,NA,NA,"Peru",NA,NA,"in Peruvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Pohl, JBE",NA,NA,NA,"Brazil",NA,NA,"in Brasilia circa Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"Gardner, G",NA,NA,NA,"Brazil","Minas Gerais",NA,"et in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5154","Southern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis intermedia","Meisn.",NA,"?",NA,NA,NA,"Mexico",NA,NA,"in Mexico, locis non indicatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hb. Hook.s.n.","Northern America",NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Oersted, AS",NA,NA,NA,"Costa Rica",NA,"Turrialba","in America centrali ad Turialva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Poeppig, EF",NA,NA,NA,"Peru",NA,NA,"in Peruvia circa Cuchero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Nees, CGD",NA,NA,NA,"Peru",NA,NA,"et circa Tocache et Huallaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(fide Neess.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Schüch (Barão de Capanema), G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Brasiliae prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Schiede, CJW; Deppe, F",NA,NA,NA,"Mexico",NA,NA,"in Mexici regione calida circa Metapalca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243","Northern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis venosa","Nees",NA,"Dombey, J",NA,NA,NA,"Peru",NA,NA,"in Peruvia circa Cuchero",NA,NA,NA,NA,NA,NA,"m. Aug.",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","2017-09-11 17:10:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis villosa","Meisn.",NA,"Schiede, CJW",NA,NA,NA,"Mexico",NA,NA,"in Mexico circa Misantla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1145","Northern America",NA,NA,NA,NA,"villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
