"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","fieldNumber","individualCount","class","typeStatus"
"144","2021-02-11 17:19:32-03","UFPR","UPCB","90145","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","aff. monophylla","Goeppertia aff. monophylla","(Vell.) Borchs. & S.Suárez","Lozano, E. D.",NA,NA,NA,"Lozano, E. D. | Canestraro, B. K..","2012","03","16","Brasil","Paraná","Telêmaco Borba","Margem do Rio Tibagi","-50.6156005859375","-24.3239002227783","35037","Herbácea, 70 cm, flores alvas com o ápice das pétalas lilás, no interior de fragmento em várzea..","UPCB0029042","auto",NA,NA,"922",NA,NA,"UPCB0029042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-02-11 17:19:32-03","UFPR","UPCB","52514","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","cf. monophylla","Goeppertia cf. monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02",NA,"Cervi, A.C.","1998","12","03","Brasil","Paraná","Guaraqueçaba","Reserva Natural de Salto Morato","-48.3288993835449","-25.3066997528076","37295","Erva ereta 80cm, flor rosada-clara..",NA,"auto",NA,NA,"6566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-02-11 17:19:32-03","UFPR","UPCB","29025","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02",NA,"Barbola, I.F.","1996","01","05","Brasil","Paraná","Morretes","IAPAR: Estação Experimental Morretes II","-48.834400177002","-25.476900100708","30514",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-02-11 17:19:32-03","UFPR","UPCB","38645","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02","21","Kozera, C.","1998","11","30","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637","24916","Herbácea rizomatosa com flores brancas, próxima a um córrego. Subosque, floresta ombrófila densa de encosta..",NA,"auto",NA,NA,"684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-02-11 17:19:32-03","UFPR","UPCB","24357","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, S.M.","2016","02",NA,"Britez, R.M.","1985","10","26","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637","24916","Herbácea, 1m, flor branca. Região de transição entre floresta e campo..",NA,"auto",NA,NA,"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-02-11 17:19:32-03","UFPR","UPCB","24356","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, S.M.","2016","11",NA,"Britez, R.M.","1986","12","12","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio","-48.5092010498047","-25.5200004577637","24916","Herbácea, flor branca. Base do morro, local sombrio..",NA,"auto",NA,NA,"1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-11 17:19:32-03","UFPR","UPCB","38646","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02",NA,"Kozera, C.","1999","01","23","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708","30514","Herbácea rizomatosa com flores brancas. Subosque, floresta ombrófila densa de encosta..",NA,"auto",NA,NA,"917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-02-11 17:19:32-03","UFPR","UPCB","38647","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02",NA,"Kozera, C.","1999","04","17","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708","30514","Herbácea rizomatosa. Subosque, floresta ombrófila densa de encosta..",NA,"auto",NA,NA,"1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-02-11 17:19:32-03","UFPR","UPCB","38648","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02","21","Kozera, C.","1999","02","26","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708","30514","Herbácea rizomatosa. Subosque, floresta ombrófila densa de encosta..",NA,"auto",NA,NA,"956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-02-11 17:19:32-03","UFPR","UPCB","3369","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02","01","Hatschbach, G.","1960","12","15","Brasil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596","41937","Flor cinza-azulado. Mata de encosta de serra..",NA,"auto",NA,NA,"7533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-02-11 17:19:32-03","UFPR","UPCB","21224","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S. Suárez","Saka, M.N.","2016","02",NA,"Negrelle, R.R.B.","1993","03","06","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564","18121","Herbácea, flor branca. Tabuleiro em frente à sede..",NA,"auto",NA,NA,"A855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-11 17:19:32-03","UFPR","UPCB","33322","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","02",NA,"Cervi, A.C.","1997","12","04","Brasil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076","37295","Erva ereta com inflorescência de flores acinzentadas. Bastante comum, no interior da floresta..",NA,"auto",NA,NA,"6465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2016-11-15 05:15:00-02","MO","MOBOT","3061963","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","V.L. Uliana",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","1986","1","13","Brazil","Paraná",NA,"Estrada Guaratuba a Garuvá, acceso a Barra do Saí.",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 40327","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2018-02-21 09:34:02-03","UNIOESTE","UNOP","6151","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Vieira, S.","2003",NA,NA,"Hatschbach, G.","1975","12","16","Brasil","Paraná","Adrianópolis","7 Barras (Mun. Adrianópolis) Paraná.","-48.9911003112793","-24.6571998596191","49901","Interior mata pluvial, encosta de morro.",NA,"auto",NA,NA,"37856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-07-10 09:47:14-03","MBML","MBML-HERBARIO","49505",NA,"Plantae","Marantaceae","Calathea","aff. monophylla","Calathea aff. monophylla","(Vell.) Körn.","D.R. Couto/20-02-2008",NA,NA,NA,"D.R. Couto","2008","02","14","Brasil","Espírito Santo","Alegre","ARIE Laerth Paiva Gama","-41.555","-20.767",NA,"Erva terrícola, ca. 2m altura. Flores brancas; brácteas verdes. Mata alta.","MBML049505",NA,NA,NA,"470",NA,NA,"MBML049505","531","531","41W33'18","20S46'1,2",NA,NA,NA,NA,NA,NA
"159","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","44458",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"E.J. de Lírio; L. Marquardt & V.L. Aledi","2011","12","20","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Bonito","-40.7461013793945","-20.040599822998","31867","Floresta ombrófila densa. Interior da mata. Herb 80cm, inflorescência","MBML044458","auto",NA,NA,"165",NA,NA,"MBML044458_1 MBML044458_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","29920",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann","2007","04","25","Brasil","Espírito Santo","Atílio Vivácqua","Moitão, Pedra do coração","-41.203889","-21.3425",NA,"Erva 1,5m na sombra, inflorescência velha preta.","MBML029920",NA,NA,NA,"9665",NA,NA,"MBML029920",NA,NA,"41W12'14","21S20'33",NA,NA,NA,NA,NA,NA
"161","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","35959",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/X-2013",NA,NA,NA,"L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","2008","01","19","Brasil","Espírito Santo","Atílio Vivácqua","Moitão","-41.209722","-21.340278",NA,"Erva na sombra, flores brancas, bracteas verdes.","MBML035959",NA,NA,NA,"10328",NA,NA,"MBML035959",NA,NA,"41W12'35","21S20'25",NA,NA,NA,NA,NA,NA
"162","2020-07-10 09:47:14-03","MBML","MBML-HERBARIO","1699",NA,"Plantae","Marantaceae","Goeppertia","aff. monophylla","Goeppertia aff. monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/IX-2014",NA,NA,NA,"W. Pizziolo","1986","02","06","Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,"Erva, inflorescência verde amarronzada, flores amarelas, local úmido, semi-sombra, capoeirão.","MBML001699",NA,NA,NA,"285",NA,NA,"MBML001699",NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA,NA
"163","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","37158",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"R. C. Forzza; et al","2009","01","20","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,"MBML037158",NA,NA,NA,"5431",NA,NA,"MBML037158",NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"164","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","11109",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"Cintia C. Chamas; et al","1996","11","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Herbácea, altura 1,40m, folha verde homotropa, flor branca bráctea verde. Trilha da divisa, solo arenoso, meia sombra.","MBML011109",NA,NA,NA,"449",NA,NA,"MBML011109",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"165","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","15975",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. Kollmann; et al","2002","01","09","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Erva 1,6m na sombra. Brácteas verdes. Flores lilás claras.","MBML015975",NA,NA,NA,"5272",NA,NA,"MBML015975",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"166","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","1685",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"W. Boone","1985","12","18","Brasil","Espírito Santo","Santa Teresa","Vale dos Colibris","-40.573889","-19.936111",NA,"Erva, formando touceira, brácteas verdes, pétalas e sépalas alvas à vináceas. Semi-sombra. Solo raso. Rupestre.","MBML001685",NA,NA,NA,"991",NA,NA,"MBML001685",NA,NA,"40W34'26","19S56'10",NA,NA,NA,NA,NA,NA
"167","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","1687",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"W. Boone","1985","12","10","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha","-40.617778","-19.931111",NA,"Planta arbustiva, 1,8m, brácteas verdes, levemente vináceas, flores com verticilos externo vináceo e interno amarelo claro, ciófila, local bastante úmido, capoeirão ripário.","MBML001687",NA,NA,NA,"955",NA,NA,"MBML001687",NA,NA,"40W37'4","19S55'52",NA,NA,NA,NA,NA,NA
"168","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","1691",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"H. Q. Boudet Fernandes","1985","12","17","Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Erva, inflorescência verde clara, ciófila, mata.","MBML001691",NA,NA,NA,"1749",NA,NA,"MBML001691",NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA
"169","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","1697",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"W. Boone","1986","01","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Erva, folha 1,6m, brácteas vinho escuras, flores amarelas, semi-sombra, mata, à beira de riacho, encosta.","MBML001697",NA,NA,NA,"1025",NA,NA,"MBML001697",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"170","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","18514",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"R.R. Vervloet; et al","2002","12","18","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Planta com 1m, inflorescência com brácteas verdes, flores creme, fundo de vale, dossel 18m, altitude 830m.","MBML018514",NA,NA,NA,"1558",NA,NA,"MBML018514",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"171","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","19326",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka/IV-2016",NA,NA,NA,"L. Kollmann; et al","2003","01","14","Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,"Erva 2m. Flores amarelas e vináceas.","MBML019326",NA,NA,NA,"5904",NA,NA,"MBML019326_1 MBML019326_2",NA,NA,"40W41'50","20S2'36",NA,NA,NA,NA,NA,NA
"172","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","19331",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann","2003","01","13","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Erva 1,7m, na sombra, flores vináceas.","MBML019331",NA,NA,NA,"5883",NA,NA,"MBML019331",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"173","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","19887",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"R.R. Vervloet; et al","2003","02","24","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Planta com 2m, flores de cor marrom, beira de córrego, meia encosta, dossel 16m.","MBML019887",NA,NA,NA,"1887",NA,NA,"MBML019887",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"174","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","23810",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","2005","01","26","Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Erva de 1,5m. Na sombra, beira d'agua. Flores marrons.","MBML023810",NA,NA,NA,"7322",NA,NA,"MBML023810",NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA
"175","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","25286",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. Kollmann; et al","2006","03","17","Brasil","Espírito Santo","Santa Teresa","Bairro Centenário","-40.588056","-19.936389",NA,"Erva 1,3m. Brácteas verdes na sombra.","MBML025286",NA,NA,NA,"8772",NA,NA,"MBML025286",NA,NA,"40W35'17","19S56'11",NA,NA,NA,NA,NA,NA
"176","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","25583",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. Kollmann; et al","2006","02","24","Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944",NA,"Erva 2m na sombra. Brácteas marrons escuras.","MBML025583",NA,NA,NA,"8697",NA,NA,"MBML025583",NA,NA,"40W34'23","19S50'13",NA,NA,NA,NA,NA,NA
"177","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","25684",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","2006","01","18","Brasil","Espírito Santo","Santa Teresa","Penha, Tabajara","-40.556389","-19.951389",NA,"Erva 1,5m na meia sombra. Brejo, flores brancas.","MBML025684",NA,NA,NA,"8529",NA,NA,"MBML025684",NA,NA,"40W33'23","19S57'5",NA,NA,NA,NA,NA,NA
"178","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","25694",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; et al","2005","12","02","Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Erva 1,2m na sombra. Flores brancas.","MBML025694",NA,NA,NA,"8501",NA,NA,"MBML025694_1 MBML025694_2",NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA
"179","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","25764",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. Kollmann; et al","2005","12","02","Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Erva 1,5m na sombra. Brácteas marrons e pétalas rosadas.","MBML025764",NA,NA,NA,"8518",NA,NA,"MBML025764_1 MBML025764_2",NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA
"180","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","28737",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","2006","11","28","Brasil","Espírito Santo","Águia Branca","Águas Claras, Mata do Zequinha, propr.: Zequinha.","-40.812778","-18.871389",NA,"Flores bege. Brácteas verdes. Mata fundo de vale.","MBML028737",NA,NA,NA,"1581",NA,NA,"MBML028737","400","400","40W48'46","18S52'17",NA,NA,NA,NA,NA,NA
"181","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","28945",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann","2007","01","09","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.479167","-20.272778",NA,"Erva 1m na sombra, folhas verdes, flores brancas, brácteas verdes.","MBML028945",NA,NA,NA,"9430",NA,NA,"MBML028945",NA,NA,"40W28'45","20S16'22",NA,NA,NA,NA,NA,NA
"182","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","29027",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"R. C. Britto","2006","02","26","Brasil","Espírito Santo","Itaguaçu","Areia Branca","-40.964167","-19.748333",NA,"Planta herbacea com 1,3m, à meia sombra em local úmido e bracteas verdes.","MBML029027",NA,NA,NA,"17",NA,NA,"MBML029027_1 MBML029027_2",NA,NA,"40W57'51","19S44'54",NA,NA,NA,NA,NA,NA
"183","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","29938",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"Cintia C. Chamas","1994","02","14","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Herbácea, altura 1,4m, folha verde homotropa, flor branca, bráctea verde. Trilha da divisa, solo arenoso, meia sombra.","MBML029938",NA,NA,NA,NA,NA,NA,"MBML029938_1 MBML029938_2",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"184","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","32330",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"V. Demuner; T. A. Cruz, M.Belizário.","2007","11","30","Brasil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.","-40.492222","-20.026667",NA,"Herbácea botões florais, flores com pétalas lilás, sépalas verdes. Interior de mata.","MBML032330",NA,NA,NA,"4661",NA,NA,"MBML032330","300","300","40W29'32","20S1'36",NA,NA,NA,NA,NA,NA
"185","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","36304",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"R. C. Forzza; et al","2008","02","12","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,"MBML036304",NA,NA,NA,"4975",NA,NA,"MBML036304",NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"186","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","41386",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"A. M. Assis; Valdir G. Demuner","2008","01","25","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Fragmento 125 ha (altitude 20-100 m). Acesso pela Rodovia ES-490, entrada à esquerda, 2,5 km após o trevo da SAFRA, em direção à Marataízes","-41.045556","-20.931667",NA,"Herbácea. Flores brancas com ápice vinoso. Interior da Mata. Fundo de vale. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML041386",NA,NA,NA,"1362",NA,NA,"MBML041386",NA,NA,"41W2'44","20S55'54",NA,NA,NA,NA,NA,NA
"187","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","9065",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1999","01","27","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"Planta de 1m. Brácteas verdes.","MBML009065",NA,NA,NA,"1692",NA,NA,"MBML009065",NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA
"188","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","9068",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1999","01","27","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"Planta na sombra. Inflorescência verde, Flores brancas amarronzadas.","MBML009068",NA,NA,NA,"1677",NA,NA,"MBML009068",NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA
"189","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","9116",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","M.N. Saka/XII-2012",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1999","02","02","Brasil","Espírito Santo","Santa Teresa","Dois Pinheiros","-40.59","-19.933333",NA,"Planta 1m. Na sombra. Flores amarelas.","MBML009116",NA,NA,NA,"1761",NA,NA,"MBML009116",NA,NA,"40W35'24","19S56'0",NA,NA,NA,NA,NA,NA
"190","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","9419",NA,"Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárezm","M.N. Saka, 8/6/2020",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1998","12","15","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Country Club","-40.635556","-19.925556",NA,"Planta terrestre 1,50m. Brácteas alaranjadas.","MBML009419",NA,NA,NA,"1296",NA,NA,"MBML009419",NA,NA,"40W38'8","19S55'32",NA,NA,NA,NA,NA,NA
