"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","typeStatus","sex"
"11","2021-03-01 16:24:46-03","UNICAMP","UEC","176988","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Lopes, ITFV","Kuntz-Galvão, J; Campos, OR","1313","2012","10","20",NA,"Brazil","Minas Gerais","Alto Caparaó","-41.891861","-20.48725",NA,NA,"Trepadeira, frutos castanhos.","UEC126844","UEC126844",NA,"2017",NA,NA,"Estrada entre os municípios de Caparaó e Alto Caparaó, beira da estrada.","-41.891861","-20.48725",NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:24:46-03","UNICAMP","UEC","24251","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Leitão Filho, HF","Yamamoto, K; et al.","1098","1981","07","16",NA,"Brazil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,NA,"Trepadeira, robusta, capítulos com flores brancas.","UEC126843","UEC126843",NA,"1981","08","10","Campo do Saco.","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:24:46-03","UNICAMP","UEC","33977","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira, CT","Rocha, YV","15572","1983","08","25",NA,"Brazil","São Paulo","Vinhedo","-46.974722","-23.004722",NA,NA,"Trepadeira, papo branco.","UEC126842","UEC126842",NA,"2015","05",NA,"Estação de Tratamento de Água.","-46.974722","-23.004722",NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:24:46-03","UNICAMP","UEC","39615","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.",NA,"Tamashiro, JY; Martins, FR; Martins, EF","17727","1985","08","24",NA,"Brazil","Minas Gerais","Monte Belo","-46.3675003051758","-21.3264007568359","16667",NA,"Trepadeira, flores brancas.","UEC126846","UEC126846","auto","1992",NA,NA,"Fazenda Lagoa. Mata da Olaria.",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-04-27 16:08:52-03","UFES","VIES","38372","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","I.T.F.V. Lopes","Flores, T.B.; Galvão, J.K. & Campos, O.R.","1313","2012","10","20",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,NA,"VIES038372","VIES038372","auto","2017","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:16:38-03","MBM","MBM","69171","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L. Rob.","Holmes, W.C.","Custódio, A.","306","1980","07","30","Southern America","Brazil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"MBM069171","MBM069171","auto",NA,NA,NA,"Estação Biológica",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 05:39:20-03","MNHN","RECOLNAT_MNHN_P","P02693603","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira","Glaziou, A.",NA,"1887","12","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693603' target='other'> <mi>dwc_moreinfo</mi></a>","P02693603","P02693603_01",NA,NA,NA,NA,"Brésil: Serra d´ Itabira do Campo. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"17080",NA,NA,NA
"18","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693717","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira","Helmreichen",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693717' target='other'> <mi>dwc_moreinfo</mi></a>","P02693717","P02693717_01",NA,NA,NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693727","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira","Lindberg",NA,"1858","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"hb",". [El fives] 1858. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693727' target='other'> <mi>dwc_moreinfo</mi></a>","P02693727","P02693727_01",NA,NA,NA,NA,"Brasilia, Min. ger. e. Rio Jan. Brasil, América do Sul",NA,NA,NA,NA,"13",NA,NA,NA
"20","2020-03-29 15:24:35-03","MNHN","RECOLNAT_MNHN_P","P02696186","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira","[Regnell]",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02696186' target='other'> <mi>dwc_moreinfo</mi></a>","P02696186","P02696186_01",NA,NA,NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"III 1728",NA,NA,NA
"21","2015-09-04 05:31:28-03","MNHN","RECOLNAT_MNHN_P","P02696180","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira","Sellow",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641","25710","hb",". . 75. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02696180' target='other'> <mi>dwc_moreinfo</mi></a>","P02696180","P02696180_01","auto",NA,NA,NA,"Brésil. Caldas, Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"III 1781",NA,NA,NA
"22","2020-12-11 11:33:16-03","UFMG","BHCB","168993","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.",NA,"Sobral, M; Barbosa, AM; Gontijo, D","14922","2012","09","01","Southern America","Brasil","Minas Gerais","Ritápolis","-44.3180999755859","-21.021900177002","18703",NA,"Trepadeira; frutos imaturos.; Em beira de mata.","BHCB013324",NA,"auto","2014","10","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:33:16-03","UFMG","BHCB","16335","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.",NA,"Pequeno, PHA; et al.","20","1989","09","14","Southern America","Brasil","Minas Gerais","João Monlevade","-43.1735992431641","-19.8099994659424","9985",NA,"Mata Atlântica. Trepadeira.; mata atlântica, trepadeira","BHCB006960",NA,"auto","2013","04",NA,"Área da Belgo Mineira.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2013-02-18 09:43:00-03","MO","MOBOT","3350562","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L. Rob.",NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Chagas E. Silva","Heringer 5276","1980",NA,NA,"South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bacia do Rio sao Barolomeu.",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-01-25 15:38:45-02","IAC","IAC","24912","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","R. Simão-Bianchini","W. Hoehne","6245","1968","08","17",NA,"Brasil","São Paulo","Águas de Lindóia","-46.6328","-22.4764",NA,NA,"Mikania malacolepsis identificação apud SP 119630",NA,NA,NA,"1994","12","15",NA,"-46.6328","-22.4764",NA,NA,NA,NA,NA,NA
"26","2019-05-06 11:53:45-03","UFU","HUFU","26489","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Nakajima, J.N.","Castro, R.M.; Assis, L.C.S.; Valente, A.S.M.; Garcia, M.G.M.; Forzza, R.C. & Silva, E.P.","633","2001","10","21",NA,"Brasil","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807","7934",NA,"Frutos com pápus creme e brácteas involucrais pardescentes.; Interior da mata.","HUFU00048217","HUFU00048217","auto","2003","05",NA,"Mata do Baú",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-05-06 11:53:45-03","UFU","HUFU","26476","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Nakajima, J.N.","Araújo, F.S.; Scalon, V.R.","117","2001","07","27",NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417",NA,"Liana, folhas discolores, brácteas verdes, cálice e corola brancos.; Borda da mata com caracteristicas bastante seca e com muitas bromélias.","HUFU00048218","HUFU00048218","auto","2003","05",NA,"Parque Estadual do Ibitipioca, Arredores do Parque Ibitipoca, estrada para o destrito de Moreiras. Setor Oeste.",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-05-06 11:53:45-03","UFU","HUFU","74965","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Lopes, I.T.F.V.","Flores, T.B.; Kuntz-Galvão, J. & Campos, O.R.","1313","2012","10","20",NA,"Brasil","Espírito Santo","Alto Caparaó","-41.891944","-20.487222",NA,NA,"Trepadeira, frutos castanhos.","HUFU00073531","HUFU00073531",NA,"2017","11",NA,"Estrada entre os municípios de Alto Caparaó e Caparaó.","-41.891944","-20.487222",NA,NA,NA,NA,NA,NA
"29","2019-05-06 11:53:45-03","UFU","HUFU","33149","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Nakajima, J.N.","Silva, J.A.","14963","1977","03","11",NA,"Brasil","Minas Gerais","Juíz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,"Trepadeira com flores brancas.; Mata.","HUFU00048216","HUFU00048216","auto","2003","05",NA,"Poço D'Anta",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-04 15:42:36-03","IF","SPSF","18427","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","J.A.Pastore","J.Y.Tamashiro","479","1994","08","16","América do Sul","Brasil","SP","Joanópolis","-46.2700004577637","-22.9300003051758","22329",NA,"COLETA: XLS: SPSFAntigo&nf;Liana, capítulos brancos.;",NA,NA,"auto","2011","11","04","a 5km. da cidade",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"31","2021-02-08 12:36:40-03","UFRGS","ICN","084405","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B. L. Rob.","Ritter, MR","Stehmann, JR; Teixeira","s.n.","1987","08","11","América do Sul","Brasil","MG","Patrocínio","-46.9925003051758","-18.9438991546631","44638",NA,"CETEC; Trepadeira, flor branca.; Área 6",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 10:01:02-03","IBt","SP","445170","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Simão Bianchini, R","Pastore, M; Simão Bianchini, R; Silva, OLM; Bianchini, S","228","2013","01","21",NA,"Brasil","São Paulo","São José do Barreiro","-44.3699","-22.4432",NA,NA,NA,NA,NA,NA,"2013","02","18","Parque Nacional da Bocaina, Beira da estrada Francisca Mendes Ribeiro","-44.3699","-22.4432","1480","1480",NA,NA,NA,NA
"33","2019-11-21 10:01:02-03","IBt","SP","16441","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Robinson, BL","Campos Novaes, J","808",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tijuco Preto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:01:02-03","IBt","SP","20790","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Robinson, BL","Regnell, A","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641","25710",NA,NA,"SP029921","SP029921","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:01:02-03","IBt","SP","143820","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Leitão Filho, HF","Joly, AB; Semir, J; Ugadim, Y","CFSC341","1970","06","08",NA,"Brasil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","31264",NA,NA,NA,NA,"auto",NA,NA,NA,"Serra do Cipó, Entre Km 137 - 138 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,NA,"1240","1240",NA,NA,NA,NA
"36","2019-11-21 10:01:02-03","IBt","SP","143752","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Leitão Filho, HF","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","CFSC4135","1973","04","30",NA,"Brasil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","31264",NA,NA,NA,NA,"auto",NA,NA,NA,"Serra do Cipó, Km 138 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:01:02-03","IBt","SP","143750","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Leitão Filho, HF","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2163","1972","05","27",NA,"Brasil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752","31264",NA,NA,NA,NA,"auto",NA,NA,NA,"Serra do Cipó, Km 139 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:01:02-03","IBt","SP","244239","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Oliveira, F","Oliveira, F","s.n.","1988","07","07",NA,"Brasil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","23696",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:01:02-03","IBt","SP","275566","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Simão Bianchini, R","Barros, F","2768","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,NA,NA,NA,"auto","1995","05","19","Serra do Cipó, Retiro do Alto do Palácio",NA,NA,"1300","1300",NA,NA,NA,NA
"40","2019-11-21 10:01:02-03","IBt","SP","119630","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Simão Bianchini, R","Hoehne, W","6245","1968","08","17",NA,"Brasil","São Paulo","Águas de Lindóia","-46.6300010681152","-22.4699993133545","8148",NA,NA,NA,NA,"auto","1994","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:01:02-03","IBt","SP","256690","S","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B.L.Rob.","Simão Bianchini, R","Oliveira, F","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Bragança Paulista","-46.5400009155273","-22.9500007629395","17597",NA,NA,NA,NA,"auto","1993","10","10","Entre KM 137-138 ao longo da rodovia Lagoa Santa Conceição do Mato de Dentro - Diamantina",NA,NA,NA,NA,NA,NA,NA,NA
"42","2010-08-16 16:37:41-03","GH","HU-HERB","GH 00010379","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B. L. Robinson",NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,"Holotype","undetermined"
"43","2010-08-16 16:37:41-03","GH","HU-HERB","GH 00257256","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","malacolepis","Mikania malacolepis","B. L. Robinson",NA,"A. F. Regnell","20790","1862","9","6","South America","Brazil",NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Caldas. Minas",NA,NA,NA,NA,"20790",NA,NA,"undetermined"
