"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","relatedCatalogItem","typeStatus"
"11","2020-02-14 14:10:27-03","UFBA","ALCB","138439","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Cardoso, D","Cardoso, D; Lima, HC de; Carvalho, CS de; Zuanny, D; Silva, JB da","4662","2019","01","23","Southern America","Brasil","Alagoas","União dos Palmares","Fazenda Flor da Serra, acesso pela BR-104, estrada do Barro Vermelho, após o assentamento Ximenes. Crescendo na área de pastagem na entrada da trilha para o ponto central do conglomerado.","-35.954167","-9.171667",NA,"ca. 10 m alt. Folhas em espiral no ápice dos ramos, folíolos cartáceos. Estéril. Amostra em sílica-gel.","ALCB069660",NA,"2019","01","-35.954167","-9.171667","574","574",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:17:26-03","UFBA","ALCB","112061","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Camargo, R","Hatschbach, G; Nicolack, V","54337","1990","10","04","Southern America","Brasil","Paraná","Guaraqueçaba","Caminho do Paruquara.","-48.3288993835449","-25.3066997528076",NA,"2m., flor lilás. w; pluvial da base do morro.","ALCB033213","ALCB033213","2005",NA,NA,NA,"10","10","37295","auto",NA,NA,NA,NA,NA
"13","2019-10-09 11:17:26-03","UFBA","ALCB","133404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Cardoso, D; Lima, HC de","Cardoso, D; Lima, HC de","4200","2017","08","29","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de janeiro, junto ao muro do antigo viveiro, limite com canteiro de plantas medicinais.","-43.2075004577637","-22.9027996063232",NA,"ca. 20 m alt. Florescência praticamente sem folhas. Flores com cálice antropurpúreo e pétalas lilás. DNA. Botões florais coletados em álcool 70% para estudos onogenéticos.","ALCB053141","ALCB053141","2017","07",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"14","2020-02-08 09:15:12-03","NBC","NL-BOTANY","U.1329962","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) A.C.Sm.",NA,"Ducke A",NA,"1925","10","06","Southern America","Brazil",NA,NA,"Procedencia: Rio de Janeiro ad urbem in silvis Loes Alto da Boa Vista.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1329962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1329962","NL-U1329962",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-11-04 11:10:59-03","ESALQ","ESA","123619","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,NA,"Colletta, G.D. ; Souza, V.C.","1007.0","2013","04","29",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra.","-47.5","-23.9599990844727",NA,"Árvore","ESA123619",NA,NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"16","2020-11-04 11:10:59-03","ESALQ","ESA","123863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,NA,"Souza, V.C. ; Flores, T.B.","34964.0","2013","04","30",NA,"Brasil","São Paulo","Tapiraí","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.","-47.5","-23.9599990844727",NA,"Árvore, ca. 8 m alt. Vegetativo.","ESA123863",NA,NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"17","2021-01-14 15:30:40-03","MN","R","64402","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"Ducke, W.A.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:30:40-03","MN","R","66954","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias","Lima, H.C.","Sampaio, A.J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:30:40-03","MN","R","69549","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias","Lima, H.C.","Glaziou, A.F.M.",NA,"1895","06","05",NA,"Brasil","Rio de Janeiro","rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha","R000069549","R000069549_001","1979",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"20","2019-02-22 11:47:09-03","IPA","IPA","41505","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex de Assis Iglesias","Kuhlmann, M.","Kuhlmann, M.","3923",NA,NA,NA,"Southern America","Brasil","São Paulo",NA,"Jardim Botânico, Parque do Estado. Mata natural",NA,NA,NA,"Árvore de 25m de altura, completamente desfolhada na época de floração. Não floresce todos os anos. Folhas adultas em 18/10/1955; flores de cor lilás em 09/1956. Frutos em 1956","IPA0041505",NA,"1957","01",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA
"21","2020-12-20 21:17:51-03","UFV","VIC","18168","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex de Assis Iglesias","Cardoso, D.","Luiza, A.","s.n.","1995","08","14",NA,"Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,"Altura de 18 metros, P4 nº 124.","VIC018168","VIC018168","2010","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:31:29-03","UNICAMP","UEC","141602","S","Plantae","Magnoliopsida",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Novaes, A","Silva, ED; Martins, AB; Belinello, R; Cândido, CP; Rodrigues, KF","123","2003","09","09",NA,"Brazil","Minas Gerais","Augusto de Lima","Serra do Cabral","-44.313333","-18.070278",NA,"árvore, 3m, flores lilases, crescendo em solo arenoso","UEC124501","UEC124501","2018","03","-44.313333","-18.070278","654","654",NA,NA,NA,"05",NA,NA,NA
"23","2019-08-20 10:15:22-03","UNICAMP","UEC","65462","S","Plantae","Magnoliopsida",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Lima, HC","Hatschbach, G; Silva, JM","54898","1991","01","23",NA,"Brazil","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3288993835449","-25.3066997528076",NA,"flor, Árvore 20 m, flor no solo. Mata pluvial.",NA,NA,"2001","02",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"24","2019-08-20 10:15:22-03","UNICAMP","UEC","65463","S","Plantae","Magnoliopsida",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Lima, HC","Hatschbach, G; Nicolack, V","54337","1990","10","04",NA,"Brazil","Paraná","Guaraqueçaba","Caminho do Paruquara","-48.3288993835449","-25.3066997528076",NA,"flor, Árvore 20 m, flor lilás. Mata pluvial da base de morro.",NA,NA,"2001","02",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"25","2019-11-19 14:08:11-03","UFRPE","PEUFR","14590","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex de Assis Iglesias","D. Cardoso","D.P. Lima","12710","1971","09","28",NA,"Brasil","Bahia","Porto Seguro","Mata do Vale Verde","-39.0647010803223","-16.4496994018555",NA,"Árvore de grande porte; casca rugosa, escura, com manchas esbranquiçadas; flores com perfume enjoativo","PEUFR014590",NA,"2008","01",NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA
"26","2021-04-05 11:06:06-03","UNESP-IBB","BOTUW","645","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão)",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000645",NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:30:41-03","UFRRJ","RBR","26989","S","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","H.C. Lima","P.R.C. Farag","202","1995","12","06",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Barrelão, área de Reunião, estrada para Serrinha.","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026989","RBR00026989","2006","05",NA,NA,NA,NA,"25743","auto",NA,"03",NA,NA,NA
"28","2013-04-01 09:20:17-03","IPT","BCTW","13543","S","Plantae","Magnoliophyta",NA,NA,"Vatairea","heteroptera","Vatairea heteroptera","(Allemão) F.A.Iglesias",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Cia Vale do Rio Doce (CVRD)","-40.0722","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA
"29","2013-04-01 09:20:17-03","IPT","BCTW","11540","S","Plantae","Magnoliophyta",NA,NA,"Vatairea","heteroptera","Vatairea heteroptera","(Allemão) F.A.Iglesias",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Simão","Horto Jataí","-47.55","-21.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27881","auto","Magnoliopsida",NA,NA,NA,NA
"30","2013-04-01 09:20:17-03","IPT","BCTW","10385","S","Plantae","Magnoliophyta",NA,NA,"Vatairea","heteroptera","Vatairea heteroptera","(Allemão) F.A. Iglesias",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"31","2020-12-21 16:28:24-03","MBM","MBM","86674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Lima, H.C. de","Lima, H.C. de","1555",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,"MBM086674","MBM086674",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:28:24-03","MBM","MBM","280672","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Lima, H.C. de","J. Tabacow; et al.; et al.","s.n.","1988","08",NA,"Southern America","Brazil","Minas Gerais","Teófilo Otoni","Teófilo Otoni","-41.505298614502","-17.8575000762939",NA,NA,"MBM280672","MBM280672",NA,NA,NA,NA,NA,NA,"62594","auto",NA,NA,NA,NA,NA
"33","2020-12-21 16:28:24-03","MBM","MBM","86693","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Lima, H.C. de","Pessoal do Horto Florestal","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Furnas - Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"MBM086693","MBM086693",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"34","2020-12-21 16:28:24-03","MBM","MBM","86680","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Lima, H.C. de","Paulino Rosa","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,"MBM086680","MBM086680",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"35","2020-12-21 16:28:24-03","MBM","MBM","86673","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Lima, H.C. de","Ducke, A.","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"MBM086673","MBM086673",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"36","2020-12-21 16:28:24-03","MBM","MBM","86675","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Lima, H.C. de","Lima, H.C. de","1605",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, próximo ao viveiro","-43.2075004577637","-22.9027996063232",NA,"Árvore ca. 20 m altura. Folhas em início de rebrotação. Frutos acastanhados. Sementes já totalmente desenvolvidas","MBM086675","MBM086675","1980",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"37","2020-12-21 16:28:24-03","MBM","MBM","29400","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Fr. All.) Ducke","Camargo, R.","Equipe do Horto Florestal","s.n.","1927","08","18","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Próximo as furnas, Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"MBM029400","MBM029400",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"38","2020-12-11 11:36:34-03","UFMG","BHCB","7596","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Lopes, MA; et al.","492","1984","08","21","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. T. d'água.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica;arbóreo;flores roxas coletadas no chão;/S/folhas casca cheirosa quando cortada;mesma espécie da T.da Formiga;arv.nº4134;",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"39","2020-12-11 11:36:34-03","UFMG","BHCB","23770","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"40","2020-12-11 11:36:34-03","UFMG","BHCB","30686","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3223578","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias","C.H. Stirton","FLORESTAL","FLORESTAL 45593","1941","9","1","South America","Brazil","Rio de Janeiro",NA,"Horts Florestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-02-28 19:36:00-03","MO","MOBOT","3223782","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias","M. Kuhlmann","Moysés Kuhlmann","Kuhlmann 3923",NA,NA,NA,"South America","Brazil","São Paulo",NA,"São Paulo, mata natural do Jardim Botânico (Parque do Estado).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-03-24 10:04:00-03","MO","MOBOT","3224006","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias","H.C. de Lima","A. Ducke","Ducke 19226","1925",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Alto da Bôa Vista, Tijuca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:46:56-03","MBML","MBML-HERBARIO","5345",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","H. C. de Lima/1988","J. W. Tabacow; et C.Chamas",NA,"1988","08","24",NA,"Brasil","Minas Gerais","Teófilo Otoni","4KM DE Teófilo Otoni","-41.505298614502","-17.8575000762939",NA,"Cálice marrom escuro flor lilás claro com mácula lilás escuro e branco.","MBML005345","MBML005345",NA,NA,NA,NA,NA,NA,"62594","auto",NA,NA,NA,NA,NA
"45","2021-01-26 13:55:10-03","IMA","MAC","18226","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tipuana","heteroptera","Tipuana heteroptera","(Allemão) Benth.","D.Cardoso","H.C.de Lima; D.B.O.S.Cardoso; C.S.Carvalho; D.Zuanny; J.B.da Silva","4657","2019","01","23",NA,"Brasil","Alagoas","União dos Palmares","Fazenda Flor da Serra, Acesso pela BR-104, estrada do Barro Vermelho, após o assentamento Ximenes.","-36.389167","-10.554586",NA,"Árvore jovem ca. 2 m de altura. Folhas com folíolos papiráceos. Estéril.; Fragmento de Mata Atlântica.","MAC0018226",NA,"2019","01","-36.389167","-10.554586",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-26 13:55:10-03","IMA","MAC","16388","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","H.C.Lima; R.O.Ribeiro","M.A.B.L.Machado","224","2002","04","11",NA,"Brasil","Alagoas","Coruripe","Usina Coruripe, Fazenda Capiatã A. Mata em encosta.","-36.266667","-10.000556",NA,"Árvore com ca. de 30m de altura.; Mata Atlântica.","MAC0016388",NA,"2009","07","-36.266667","-10.000556",NA,NA,NA,NA,NA,"30",NA,NA,NA
"47","2021-01-26 13:55:10-03","IMA","MAC","18212","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","D.Cardoso; H.C.de Lima; C.S.de Carvalho; D.Zuanny; J.B.da Silva","4662","2019","01","23",NA,"Brasil","Alagoas","União dos Palmares","Fazenda Flor da Serra, Acesso pela BR-104, estrada do Barro Vermelho.","-35.954167","-9.171667",NA,"Árvore ca.10 m. Folhas em aspiral no ápice dos ramos, folíolos cartáceos. Estéril. Crescendo na área de pastagem na entrada da trilha para o ponto central do conglomerado. Amostra em sílica-gel.; Mata Atlântica.","MAC0018212",NA,"2019","01","-35.954167","-9.171667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-26 13:55:10-03","IMA","MAC","50484","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","Chagas-Mota","9523","2010","11","20",NA,"Brasil","Alagoas","Tanque D'Arca","RPPN Cachoeira.","-36.422006","-9.566469",NA,"Árvore ca. 10 m de altura. Frutos verdes.; Mata Atlântica.","MAC0050484",NA,"2019","01","-36.422006","-9.566469",NA,NA,NA,NA,NA,"25",NA,NA,NA
