"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","class","order","relatedCatalogItem","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","preparationType","individualCount","typeStatus"
"13","2020-11-19 10:22:31-03","CPAP","CPAP","14168","PreserverdSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Salis, S. M.","873","1996","03","27",NA,"Brasil","Em frente a recepção do Hotel dos Camalotes","Árvore, 8m de altura. FLOR: esverdeada. FRUTO: vermelho. INTERESSE: madeira. FREQUÊNCIA: Frequente. AMBIENTE: Arvoredo remanescente de chaco. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Quebracho",NA,"MS","Porto Murtinho","-57.866667","-21.666667","57°52' W","21°40' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-19 10:22:31-03","CPAP","CPAP","5933","PreserverdSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","D. E. Prado","Pott, A.","4619","1989","02","18",NA,"Brasil","Hotel dos Camalotes, Pantanal","Árvore 5-15m de altura, exemplar feminino. FLOR: não vista. FRUTO: castanho. INTERESSE: Tanino.. FREQUÊNCIA: Esparsa. AMBIENTE: Mata chaquenha, aberta, alagável. SUBSTRATO: solo argiloso pesado. RELEVO: plano. <ll>dwc_commonname:</ll> Quebracho",NA,"MS","Porto Murtinho","-57.883333","-21.65","57°53' W","21°39' S",NA,NA,NA,NA,"100","100","1989","02",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-19 10:22:31-03","CPAP","CPAP","1511","PreserverdSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Pott, A.","2093","1985","04","18",NA,"Brasil","Hotel dos Camalotes","Árvore ereta 15m de altura. FLOR: . FRUTO: . INTERESSE: Tanifera.. FREQUÊNCIA: . AMBIENTE: Mata chaquenha ripária.. SUBSTRATO: solo argiloso cinza, pesado, plástico. RELEVO: plano. <ll>dwc_commonname:</ll> Quebracho",NA,"MS","Porto Murtinho","-57.916667","-21.666667","57°55' W","21°40' S",NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:22:31-03","CPAP","CPAP","5927","PreserverdSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","D. E. Prado","Pott, A.","4613","1989","02","18",NA,"Brasil","Hotel dos Camalotes, Pantanal","Árvore 5-15m de altura, exemplar masculino. FLOR: creme. FRUTO: . INTERESSE: Tanino.. FREQUÊNCIA: Esparsa. AMBIENTE: Mata chaquenha, aberta, alagável. SUBSTRATO: solo argiloso pesado. RELEVO: plano. <ll>dwc_commonname:</ll> Quebracho",NA,"MS","Porto Murtinho","-57.883333","-21.65","57°53' W","21°39' S",NA,NA,NA,NA,"100","100","1989","02",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:30:03-03","UFJF","CESJ","61435","PreservedSpecimen","Plantae","Angiosperma","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"A.M.González","200","2008","12","05","América do Sul","Argentina","Parque Mitre","Cultivado. Ejemplar femenino","CESJ061435","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,"CESJ061435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-07 11:40:40-03","UFMS","CGMS","43510","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","F.S. Carvalho","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","278","2010","02","24",NA,"Brasil","Fazenda Retiro Conceição. Parcela 05.","Fruto maduro. Fruto maduro. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 7,00m de altura.","CGMS1073494","Mato Grosso do Sul","Porto Murtinho","-57.7788889","-21.6822223","-57,7788889","-21,6822223",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:40:40-03","UFMS","CGMS","43128","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","D. Prado","A. Pott; V.J. Pott; D. Prado","4613","1989","02","18",NA,"Brasil","Hotel dos Camalotes.","Flor creme. Habitat: Mata chaquenha; aberta; alagável. Solo argiloso pesado. Relevo plano. Habito: Árvore, 5-15 m de altura; exemplar masculino. Esparsa.","CGMS1073109","Mato Grosso do Sul","Porto Murtinho","-57.8833333","-21.65","-57,8833333","-21,65",NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:40:40-03","UFMS","CGMS","27692","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","E.P. Seleme","E.P. Seleme; A.L.B. Sartori","187","2008","12","16",NA,"Brasil","Fazenda flores.","Flor verde eBotão floral verdes. Habitat: Chaco. Habito: Árvore. 10,00m de altura.","CGMS1057135","Mato Grosso do Sul","Porto Murtinho","-57.8975","-21.7175","-57,8975","-21,7175",NA,NA,NA,NA,NA,NA,"2008","12","16",NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:40:40-03","UFMS","CGMS","43126","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"S.M. Salis; V.J. Pott; R.R. Silva; A. Arantes","873","1996","03","27",NA,"Brasil","Em frente a recepção do Hotel dos Malotes.","Flor esverdeada. Fruto vermelho. Habitat: Arvoredo remanescente de Chaco. Solo argiloso. Relevo plano. Habito: Árvore, 8 m de altura. Frequente.","CGMS1073107","Mato Grosso do Sul","Porto Murtinho","-57.8666667","-21.6666667","-57,8666667","-21,6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:40:40-03","UFMS","CGMS","27740","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","E.P. Seleme","E.P. Seleme; I.M. Neves; A. Pott","235","2009","01","26",NA,"Brasil","Fazenda flores.","Fruto vermelho. Odor. Habitat: Chaco. Habito: Árvore. 10,00m de altura.","CGMS1057184","Mato Grosso do Sul","Porto Murtinho","-57.8975","-21.7175","-57,8975","-21,7175",NA,NA,NA,NA,NA,NA,"2009","01","26",NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:40:40-03","UFMS","CGMS","43127","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","D. Prado","A. Pott; V.J. Pott; D. Prado","4619","1989","02","18",NA,"Brasil","Hotel dos Camalotes.","Flor não vista. Fruto castanho. Habitat: Mata chaquenha; aberta; alagável. Solo argiloso pesado. Relevo plano. Habito: Árvore, 5-15 m de altura; exemplar feminino. Esparsa.","CGMS1073108","Mato Grosso do Sul","Porto Murtinho","-57.8833333","-21.65","-57,8833333","-21,65",NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:40:40-03","UFMS","CGMS","52339","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"G.A. Damasceno-Junior; M.C. Andrade; A. França; D.R.C. Padilha","5149","2010","03","26",NA,"Brasil","Fazenda Santa Virginia mata próximo ao mata burro.","Fruto vermelho. Habitat: Borda de Chaco florestado - inundado. Habito: Arbusto. 7,00 m de altura.","CGMS1082312","Mato Grosso do Sul","Porto Murtinho","-57.8769445","-22.0227778","-57,8769445","-22,0227778",NA,NA,NA,NA,"85","85",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:40:40-03","UFMS","CGMS","27680","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","E.P. Seleme","E.P. Seleme; A.L.B. Sartori","175","2008","12","15",NA,"Brasil","Fazenda flores.","Flor verde. Odor. Habitat: Chaco. Habito: Árvore. 10,00m de altura.","CGMS1057123","Mato Grosso do Sul","Porto Murtinho","-57.8975","-21.7175","-57,8975","-21,7175",NA,NA,NA,NA,NA,NA,"2008","12","15",NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:40:40-03","UFMS","CGMS","49894","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","A. Guerra","A. Guerra","67","2014","09","24",NA,"Brasil","Beira estrada, Dique Beira Rio.","Flor ausente. Habitat: Chaco Arborizado. Habito: Arvore, 2,50m de altura.","CGMS1079826","Mato Grosso do Sul","Porto Murtinho","-57.8780556","-21.6880555","-57,8780556","-21,6880555",NA,NA,NA,NA,NA,NA,"2014","09","30",NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:40:40-03","UFMS","CGMS","33928","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","A.L.B. Sartori","A.L.B. Sartori","1090","2011","12","16",NA,"Brasil","Fazenda Flores.","Flores e estames verde-claro. Habitat: Chaco Florestado. Habito: Árvore. 8,00m de altura.","CGMS1063325","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,NA,NA,"2011","12","16","185577","auto",NA,NA,NA,NA
"28","2021-04-07 11:40:40-03","UFMS","CGMS","58820","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"A. Pott; V.J. Pott","12890","2005","06","24",NA,"Brasil","Fazenda Santo Antônio, 32 Km NNW de Porto Murtinho, Pantanal.","Flor ausente. Habitat: Savana arbórea de Chaco com dominância de Schinopsis balansae. Solo vertissolo. Relevo plano. Habito: Árvore. 6-12 m altura. Dominante.","CGMS1088735","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA
"29","2013-04-01 09:19:44-03","IPT","BCTW","9543","S","Plantae","Magnoliophyta",NA,"Schinopsis","balansae","Schinopsis balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2013-04-01 09:19:44-03","IPT","BCTW","257","S","Plantae","Magnoliophyta",NA,"Schinopsis","balansae","Schinopsis balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:11:40-03","MBM","MBM","17746","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Anzótegui, L.; et al.; et al.","60","1970","02","14","Southern America","Argentina","Corrientes",NA,"MBM017746",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM017746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-05 07:28:04-03","MNHN","RECOLNAT_MNHN_P","P04852099","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Zardini, E.|Tilleria, T.",NA,"1993","2","24",NA,"Paraguai","Estero del Ypoá. 8km S of Ruerto Guyrati, around Arroyo Surubiy.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04852099' target='other'> <mi>dwc_moreinfo</mi></a>","P04852099",NA,NA,"-57.63333","-25.65",NA,NA,NA,NA,NA,"P04852099_01",NA,NA,NA,NA,NA,NA,NA,"35204","hb",NA,NA
"33","2015-09-05 07:28:04-03","MNHN","RECOLNAT_MNHN_P","P04852100","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04852100' target='other'> <mi>dwc_moreinfo</mi></a>","P04852100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04852100_01",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA
"34","2015-09-05 07:28:04-03","MNHN","RECOLNAT_MNHN_P","P04852101","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04852101' target='other'> <mi>dwc_moreinfo</mi></a>","P04852101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04852101_01",NA,NA,NA,NA,NA,NA,NA,"6028","hb",NA,NA
"35","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633018","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633018' target='other'> <mi>dwc_moreinfo</mi></a>","P06633018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633018_01",NA,NA,NA,NA,NA,NA,NA,"6028","hb",NA,NA
"36","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633019","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","Ad [mijam fe] Paraguay, Rosario.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633019' target='other'> <mi>dwc_moreinfo</mi></a>","P06633019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633019_01",NA,NA,NA,NA,NA,NA,NA,"6028","hb",NA,NA
"37","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633020","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Aguilar, R.M.",NA,"1947","12","21",NA,"Argentina","Gob. Chaco. Dep. Resistencia, Margarita Belen.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633020' target='other'> <mi>dwc_moreinfo</mi></a>","P06633020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633020_01",NA,NA,NA,NA,NA,NA,NA,"1175","hb",NA,NA
"38","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633021","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Morel, I.",NA,"1949","2","2",NA,"Argentina","Gob. Formosa. Dep. Pilcomayo. Localidad Puerto Ramos.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633021' target='other'> <mi>dwc_moreinfo</mi></a>","P06633021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633021_01",NA,NA,NA,NA,NA,NA,NA,"7165","hb",NA,NA
"39","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633022","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Bonpland",NA,"1833","1","1",NA,"Argentina",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633022' target='other'> <mi>dwc_moreinfo</mi></a>","P06633022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633022_01",NA,NA,NA,NA,NA,NA,NA,"495","hb",NA,NA
"40","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633023","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Bonpland, M.",NA,"1833","1","1",NA,"Argentina",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633023' target='other'> <mi>dwc_moreinfo</mi></a>","P06633023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633023_01",NA,NA,NA,NA,NA,NA,NA,"495","hb",NA,NA
"41","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633024","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Pedersen, T.M.",NA,"1954","12","10",NA,"Argentina","Estancia La Yela; Dep. Empedrado; Prov. Corrientes.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633024' target='other'> <mi>dwc_moreinfo</mi></a>","P06633024",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633024_01",NA,NA,NA,NA,NA,NA,NA,"3041","hb",NA,NA
"42","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633025","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Bonpland, A.",NA,"1832","1","1",NA,"Argentina","Corrientes.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633025' target='other'> <mi>dwc_moreinfo</mi></a>","P06633025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633025_01",NA,NA,NA,NA,NA,NA,NA,"495","hb",NA,NA
"43","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633026","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Venturi, S.",NA,"1904","1","19",NA,"Argentina","Chaco santafecino, Mocoví.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633026' target='other'> <mi>dwc_moreinfo</mi></a>","P06633026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633026_01",NA,NA,NA,NA,NA,NA,NA,"113","hb",NA,NA
"44","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633027","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Aguilar, R.M.",NA,"1947","12","21",NA,"Argentina","Margarita Belém. Provincia: Gob. Chaco. Dep. Resistencia.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633027' target='other'> <mi>dwc_moreinfo</mi></a>","P06633027",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633027_01",NA,NA,NA,NA,NA,NA,NA,"1172","hb",NA,NA
"45","2018-04-11 15:35:05-03","MNHN","RECOLNAT_MNHN_P","P06633028","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Calot",NA,"1876","5","1",NA,"Argentina","Territoire du G. Chaco. Colonie Vanguardia.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633028' target='other'> <mi>dwc_moreinfo</mi></a>","P06633028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633028_01",NA,NA,NA,NA,NA,NA,NA,"80","hb",NA,NA
"46","2009-11-06 08:22:00-02","MO","MOBOT","100226214","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","J. de Egea","M. Peña-Chocarro|J. de Egea Juvinel","Peña-Chocarro 2284","2005","1","23","South America","Paraguay","Estancia Redondo.",NA,NA,"Ñeembucú",NA,"-58.0511111","-24.5772223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
