"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"12","2021-03-15 16:37:00-03","NY","NYBG","761902","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"G. G. Hatschbach","1969","02","13","Brazil","Paraná","Guarapuava","Cachoeira dos Turcos","-51.4581","-25.3956",NA,NA,NA,NA,"NY00761902","NY00761902_01","Magnoliophyta","Poales","21183","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34747' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","761906","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"L. B. Smith","1971","12","16","Brazil","Santa Catarina","Sao Joaquim","Sao Francisco Xavier, 11 km north of Rio Pelotas","-49.9317","-28.2942",NA,NA,NA,NA,"NY00761906","NY00761906_01","Magnoliophyta","Poales","15840","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34748' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","761904","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"L. B. Smith","1956","12","21","Brazil","Santa Catarina","Caçador","17 km north of Caçador","-51.001528","-26.6283935",NA,NA,"950","1100","NY00761904","NY00761904_01","Magnoliophyta","Poales","9040","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34746' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:54:03-03","EAO","IAN","65870","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Chase, A","Guadichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Rio Grande.",NA,NA,NA,NA,NA,NA,"IAN065870",NA,"Monocotiledônea",NA,"166","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296245","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Herb Arechavaleta J","1874","01","01","Uruguay",NA,NA,"Montevideo. Cerca delor Canados, parajes humidos. *.",NA,NA,NA,NA,NA,NA,"NL-L1296245","NL-L1296245",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296246","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Stuckert TJV","1902","01","01","Argentina",NA,NA,"Bei Córdoba in Argentinien. Auf rotem, Feuchtem Toscalboden. Begleitpflanzen: Gaura australis Griseb., Galium bigeminum Griseb. Die pflanze wird bis zu 3 m hoch.",NA,NA,NA,NA,NA,NA,"NL-L1296246","NL-L1296246",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296247","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Parodi LR","1926","12","01","Argentina",NA,NA,"Plantas Argentinas. Habita i ovillo de los canales an les quintos al norte de la ciudad. *.",NA,NA,NA,NA,NA,NA,"NL-L1296247","NL-L1296247",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296248","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Stuckert TJV","1902","01","01","Argentina",NA,NA,"Bei Córdoba in Argentinien. Auf rotem, feuchtem Toscalboden. Begleitpflanzen: Gaura australis Griseb., Galium bigeminum Griseb. Die pflanze wird bis zu 3 m hoch.",NA,NA,NA,NA,NA,NA,"NL-L1296248","NL-L1296248",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296249","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Balansa B","1874","02","02","Paraguay",NA,NA,"Embouchure de la riviere de Santa- Lucia, au no de Montevides. Praisies marecageuses.",NA,NA,NA,NA,NA,NA,"NL-L1296249","NL-L1296249",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:26:04-03","IAP","PACA-AGP","87016","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","R. Trevisan","Mauhs, J.","2006","12","03","Brasil","RS","Esmeralda","Estação Ecológica de Aracuri.","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"PACA087016",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"Habitat: Banhado entre capoeira.","Liliatae","2006","01","04","38649","auto",NA,NA,NA
"22","2019-08-27 13:26:04-03","IAP","PACA-AGP","59816","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","Emrich-Rambo","Camargo, O. R.","1956","12","28","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA059816",NA,"Magnoliophyta","Cyperales","1058",NA,NA,"sicher, 5,5,1957.; fl. Habitat: in dumetosis subhumidis","Liliatae","1957","05","05","19545","auto",NA,NA,NA
"23","2019-08-27 13:26:04-03","IAP","PACA-AGP","56294","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","L. Parodi","Rambo, B.","1955","01","02","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA056294",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"Habitat: in dumetosis subpaludosis Fenofase: fruto","Liliatae",NA,NA,NA,"76715","auto",NA,NA,NA
"24","2019-08-27 13:26:04-03","IAP","PACA-AGP","54683","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","L. Parodi","Rambo, B.","1954","01","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA054683",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"Habitat: in paludosis alte dumetosis Fenofase: flor e fruto","Liliatae",NA,NA,NA,"76715","auto",NA,NA,NA
"25","2019-08-27 13:26:04-03","IAP","PACA-AGP","49433","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","Barreto","Rambo, B.","1950","12","18","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA049433",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"Habitat: in humidis alte graminosis Fenofase: fruto","Liliatae","1955","11",NA,"76715","auto",NA,NA,NA
"26","2019-08-27 13:26:04-03","IAP","PACA-AGP","25602","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","Barreto","Rambo, B.","1944","01",NA,"Brasil","RS","São Gabriel","Faz. Sta. Cecília","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"PACA025602",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"Habitat: in humidis alte dumetosis Fenofase: fruto","Liliatae","1955","11",NA,"56206","auto",NA,NA,NA
"27","2019-08-27 13:26:04-03","IAP","PACA-AGP","44124","PreservedSpecimen","Plantae","Gramineae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","Barreto","Rambo, B.","1949","10","24","Brasil","RS","São Leopoldo","Barreto Vianna","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA044124",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"Habitat: in humidis alte dumetosis Fenofase: fruto","Liliatae","1955","11",NA,"10287","auto",NA,NA,NA
"28","2020-12-20 21:19:02-03","UFV","VIC","1923","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Oliveira, R.C. de","Kuhlmann, J.G.","1935","03","14","Brasil","Minas Gerais","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC001923","VIC001923",NA,NA,"s.n.",NA,NA,NA,NA,"2000","12",NA,"13937","auto",NA,NA,NA
"29","2019-11-21 14:42:54-03","UFJF","CESJ","1212","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","R.C. Oliveira","L. Krieger",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CESJ001212",NA,"Angiosperma",NA,"CESJ1212",NA,NA,NA,NA,"2000","12",NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:47:36-03","UFMS","CGMS","21513","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","A. Guglieri","H.M. Longhi-Wagner; F.O. Zuloaga; A. Guglieri","2005","03","06","Brasil","Paraná","Morretes para Antonina",NA,"-48.7997222","-25.4483333","-48,7997222","-25,4483333","40","40","CGMS1050920",NA,NA,NA,"9399",NA,NA,"Parte vegetativa semelhante ao 9397, mas espiguetas diferentes eInflorescência mais rica; bainhas híspidas; folhas muito cortantes; folhagem glauca; base lenhosa. Doação ICN 136656 (UFRGS) - Porto Alegre - RS; dupl. CEN, SI. Habitat:",NA,"2009","02","06",NA,NA,NA,NA,NA
"31","2020-12-04 13:19:38-03","UDESC","LUSC","5180","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","T. Lobato","T.Lobato","2012","01","26","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"LUSC002020","LUSC002020",NA,NA,"276",NA,NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA
"32","2019-01-17 11:23:39-02","PUCRS","MPUC","10604","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","F.J.M. Caporal",NA,"2004","01","22","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,"Liliopsida","2010","01","01",NA,NA,"1",NA,NA
"33","2021-03-16 17:54:35-03","UCS","HUCS","14801","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","Smith, S.F.","Kegler, A.","2000","01","12","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,NA,"Angiospermae","Poales","556",NA,NA,"orla de capoeira",NA,"2000","11",NA,"49662","auto",NA,NA,NA
"34","2021-03-16 17:54:35-03","UCS","HUCS","14791","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl.","Smith, S.F.","Scur, L.","2000","01","12","Brasil","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,NA,"Angiospermae","Poales","397",NA,NA,"orla do campo",NA,"2000","11",NA,"49662","auto",NA,NA,NA
"35","2021-01-27 14:32:56-03","UFSM","SMDB","12389","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Canto-Dorow, T","Kozera, C; Kozera, OP","2005","11","21","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"SMDB012389",NA,NA,NA,"2901",NA,NA,"Herbácea cespitosa, hidrosere.",NA,"2007","03",NA,"27346","auto",NA,NA,NA
"36","2021-01-27 14:32:56-03","UFSM","SMDB","12390","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Canto-Dorow, T","Kozera, C; Kozera, OP","2006","01","12","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"SMDB012390",NA,NA,NA,"2899",NA,NA,"Herbácea robusta e cespitosa, dominante em hidrosere",NA,"2007","03",NA,"27346","auto",NA,NA,NA
"37","2020-12-21 16:40:46-03","MBM","MBM","110449","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl",NA,"Caponio, I.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM110449","MBM110449",NA,NA,"84","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:40:46-03","MBM","MBM","24849","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Valls, J.F.M.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmeira","Rio Caniú","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM024849","MBM024849",NA,NA,"2563","Southern America",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA
"39","2020-12-21 16:40:46-03","MBM","MBM","2809","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Swallen, J.R.","Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Lages","Encruzilhada","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"MBM002809","MBM002809",NA,NA,"3214","Southern America",NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA
"40","2020-12-21 16:40:46-03","MBM","MBM","45875","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl",NA,"Schulz, A.G.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM045875","MBM045875",NA,NA,"15079","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:40:46-03","MBM","MBM","97623","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Renvoize, S.A.","Oliveira, P.I.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM097623","MBM097623",NA,NA,"868","Southern America",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"42","2020-12-21 16:40:46-03","MBM","MBM","2810","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Swallen, J.R.","Reitz, R.; Klein, R.M.; Klein, R.M.",NA,NA,NA,"Brazil","Santa Catarina","Santa Cecília","Campo do Areão","-50.4268989562988","-26.9608001708984",NA,NA,NA,NA,"MBM002810","MBM002810",NA,NA,"1452","Southern America",NA,NA,NA,NA,NA,NA,"37034","auto",NA,NA,NA
"43","2020-12-21 16:40:46-03","MBM","MBM","25445","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Valls, J.F.M.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guarapuava","Estrada para Pitanga","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM025445","MBM025445",NA,NA,"4293","Southern America",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"44","2020-12-21 16:40:46-03","MBM","MBM","24871","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Swallen, J.R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Tijucas do Sul","Saltinho","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM024871","MBM024871",NA,NA,"5385","Southern America",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA
"45","2020-12-21 16:40:46-03","MBM","MBM","2857","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","Presl","Swallen, J.R.","Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Porto União","Fazenda Frei Rogério","-51.0783004760742","-26.2381000518799",NA,NA,NA,NA,"MBM002857","MBM002857",NA,NA,"3663","Southern America",NA,NA,NA,NA,NA,NA,"41804","auto",NA,NA,NA
"46","2020-12-11 11:45:16-03","UFMG","BHCB","57919","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Viegas, AP",NA,NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA
"47","2021-02-11 17:21:19-03","UFPR","UPCB","61906","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","C.Presl","Canto-Dorow, T.","Kozera, C.","2005","12","19","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"UPCB0039208","UPCB0039208",NA,NA,"2806",NA,NA,"Herbácea em área de várzea..",NA,"2007","01","01","27346","auto",NA,NA,NA
"48","2021-02-11 17:21:19-03","UFPR","UPCB","60842","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","C.Presl","Canto-Dorow, T.","Kozera, C.","2006","01","12","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"UPCB0039207","UPCB0039207",NA,NA,"2901",NA,NA,"Herbácea, cespitosa, hidrosere..",NA,"2007","01","01","27346","auto",NA,NA,NA
"49","2018-05-17 05:29:00-03","MO","MOBOT","2405909","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Morrone, O., //","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","1995","3","11","Argentina","Corrientes","Empedrado","Ruta Nac. 12 entre El Sombrero y Arroyo Peguahó, km 994,5","-58.76666","-27.33333",NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 5346","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2018-05-09 14:26:00-03","MO","MOBOT","101045179","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","C.L. Quarin","Camilo L. Quarín|M.H. Urbani|et al.","2013","10","10","Uruguay","Colonia",NA,"2 km S de Carmelo.","-58.2680556","-34.0158333",NA,NA,NA,NA,NA,NA,NA,NA,"Quarín 4328","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2018-06-21 14:20:00-03","MO","MOBOT","101051826","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","L.B. Smith","Lyman B. Smith|Pe. Raulino Reitz","1965","1","5","Brazil","Santa Catarina","São Joaquim","Near Encruzilhada de Boava, 7 km south of São Joaquim.","-49.9333333","-28.3333333",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,"Smith 14251","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"52","2018-06-21 14:45:00-03","MO","MOBOT","101051829","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Gerrit Davidse (MO)","Walter J. Eyerdam|Alan A. Beetle","1938","11","28","Argentina","Buenos Aires",NA,"Delta of Río Parana, Sec. I, Río Parana de Las Palmas. Recreo Naon.",NA,NA,NA,NA,"10.00000000",NA,NA,NA,NA,NA,"Eyerdam 23102","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
