"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","imagecode","decimalLongitude","decimalLatitude","county","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-02-08 09:35:06-03","NBC","NL-BOTANY","U.1400351","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Argent GCG; Ramos J; Richards PW; Souza R",NA,"Southern America","Brazil",NA,"State of Goias. Aragarças, c. 1 km East of aragarças. Cerrado.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1400351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1400351",NA,"Laurales","(Meisn.) Mez",NA,"1967","09","14","NL-U1400351","-52.25","-15.85",NA,NA,NA,"Magnoliopsidae","-52.25","-15.85",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:35:06-03","NBC","NL-BOTANY","U.1400352","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Prance GT; Silva NT",NA,"Southern America","Brazil",NA,"New Brazilian Highways, Nortern Goias, West of Filadelfia, Serra Mamoneira, Foothills of serra along stream.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1400352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1400352",NA,"Laurales","(Meisn.) Mez",NA,"1964","08","05","NL-U1400352",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:35:06-03","NBC","NL-BOTANY","U.1400353","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Richards PW",NA,"Southern America","Brazil",NA,"Sate of Mato Grosso. Epidition base Camp, Louro, By road, c. 2 km S of boundary of Fazenda Suia Missu.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1400353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1400353",NA,"Laurales","(Meisn.) Mez",NA,"1968","07","27","NL-U1400353",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:40:48-02","IPA","IPA","17714","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Giulietti, A.M.;","393","Southern America","Brasil","Mato Grosso","Acampamento da Royal Society, arredores do acampamento.",NA,NA,"Árvore de 6m de altura, com fruto verde, casca fina e cerne vermelho.","IPA0017714","Plantae",NA,"(Meisn.) Mez","Moraes, P.L.R.","1968","10","09",NA,NA,NA,NA,"2014","02",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:40:48-02","IPA","IPA","47596","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Luetzelburg","28191","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"IPA0047596","Plantae",NA,"(Meisn.) Mez","Moraes, P.L.R.","1936","06",NA,NA,"-38.228099822998","-6.7591700553894","Sousa","2014","02",NA,NA,NA,"10","21208","auto",NA,NA,NA,NA
"16","2021-03-01 16:32:18-03","UNICAMP","UEC","119227","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Barros, R; Castro, AJ; Farias, RR","951",NA,"Brazil","Piauí","EEUU Após a ponte à caminho da sede.",NA,NA,"Arbusto 4,0m, fruto imaturo verde com cálice viáceo, frequência rgular, solo arenoso.","UEC005667","Magnoliopsida",NA,"(Meisn.) Mez","Moraes, PLR","2000","09","25","UEC005667","-44.962222","-8.879167","Baixa Grande do Ribeiro","2003","03",NA,"-44.962222","-8.879167","11",NA,NA,"350","350",NA,NA
"17","2021-03-01 16:32:18-03","UNICAMP","UEC","142497","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Moraes, PLR","2560",NA,"Brazil","São Paulo","Estação Ecológica de Itirapina Em mata de brejo.",NA,NA,"Arvoreta 3m, frutos imaturos.; Cerrado.","UEC005668","Magnoliopsida",NA,"(Meisn.) Mez","Moraes, PLR","2006","01","31","UEC005668","-47.8199996948242","-22.25","Itirapina","2006",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA
"18","2015-10-01 21:43:58-03","MNHN","RECOLNAT_MNHN_P","P00128391","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Gardner, G.",NA,NA,"Brésil",NA,"Prov. de Piauhi (Sud)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128391' target='other'> <mi>dwc_moreinfo</mi></a>","P00128391",NA,NA,"(Meisn.) Mez","Kostermans",NA,NA,NA,"P00128391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2720",NA
"19","2015-10-01 21:44:02-03","MNHN","RECOLNAT_MNHN_P","P00128392","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Gardner, G.",NA,NA,"Brésil",NA,"Prov. de Piauhi (Sud)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128392' target='other'> <mi>dwc_moreinfo</mi></a>","P00128392",NA,NA,"(Meisn.) Mez","Kostermans",NA,NA,NA,"P00128392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2720",NA
"20","2015-10-01 21:44:18-03","MNHN","RECOLNAT_MNHN_P","P00128393","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Gardner, G.",NA,NA,"Brésil",NA,"Prov. de Piauhi (Sud)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128393' target='other'> <mi>dwc_moreinfo</mi></a>","P00128393",NA,NA,"(Meisn.) Mez","Kostermans",NA,NA,NA,"P00128393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2720",NA
"21","2015-10-01 21:48:08-03","MNHN","RECOLNAT_MNHN_P","P00128394","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Gardner, G.",NA,NA,"Brésil",NA,"Prov. de Piauhi (Sud)","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128394' target='other'> <mi>dwc_moreinfo</mi></a>","P00128394",NA,NA,"(Meisn.) Mez","Kostermans",NA,NA,NA,"P00128394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2720",NA
"22","2019-07-11 15:31:28-03","MNHN","RECOLNAT_MNHN_P","P01753263","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Argent, G.|Ramos, J.|Souza, R.|Richards, P.W.",NA,NA,"Brasil","Goiás","Ca. 1km east of Aragarças.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01753263' target='other'> <mi>dwc_moreinfo</mi></a>","P01753263",NA,NA,"(Meisn.) Mez","Barbosa","1967","9","14","P01753263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6384",NA
"23","2015-09-03 18:52:32-03","MNHN","RECOLNAT_MNHN_P","P01979121","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Allemão, F.",NA,NA,"Brasil",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01979121' target='other'> <mi>dwc_moreinfo</mi></a>","P01979121",NA,NA,"(Meisn.) Mez",NA,NA,"10","1","P01979121_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1322",NA
"24","2015-09-03 18:52:32-03","MNHN","RECOLNAT_MNHN_P","P01979122","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Prance, G.T.|Silva, N.T.",NA,NA,"Brasil","Goiás","West of Filadelfia, Serra de Mamoeira","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01979122' target='other'> <mi>dwc_moreinfo</mi></a>","P01979122",NA,NA,"(Meisn.) Mez",NA,"1964","8","5","P01979122_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58563",NA
"25","2019-07-11 15:29:49-03","MNHN","RECOLNAT_MNHN_P","P01753266","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Argent, G.C.",NA,NA,"Brasil","Mato Grosso","Base Camp, Terra preta camp.","hb",NA,"Nome vulgar: louro boeta <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01753266' target='other'> <mi>dwc_moreinfo</mi></a>","P01753266",NA,NA,"(Meisn.) Mez","Barbosa","1968","8","19","P01753266_01","-51.76667","-12.81667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6721",NA
"26","2019-07-11 15:29:49-03","MNHN","RECOLNAT_MNHN_P","P01753264","PreservedSpecimen",NA,"Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Richards, P.W.",NA,NA,"Brasil","Mato Grosso","By road ca. 2 km S of boundary of Fazenda Suia Missú","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01753264' target='other'> <mi>dwc_moreinfo</mi></a>","P01753264",NA,NA,"(Meisn.) Mez","Barbosa","1968","7","27","P01753264_01","-51.76667","-12.81667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6526",NA
"27","2020-10-01 14:25:23-03","JBB","HEPH","9853","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Bucci, FFB","274A,B","Southern America","Brasil","Tocantins","Serra do Lajeado Beira da Trilha que vai para Cachoeira",NA,NA,NA,NA,"Magnoliid","Laurales","(Meisn.) Mez","Bucci, FFB","1994","03","22",NA,"-48.270556","-10.124444","Palmas","1994",NA,NA,"-48.270556","-10.124444",NA,NA,NA,NA,NA,NA,NA
"28","2020-10-01 14:25:23-03","JBB","HEPH","9853","Amost","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Bucci, FFB","274A,B","Southern America","Brasil","Tocantins","Serra do Lajeado Beira da Trilha que vai para Cachoeira",NA,NA,NA,NA,"Magnoliid","Laurales","(Meisn.) Mez","Bucci, FFB","1994","03","22",NA,"-48.270556","-10.124444","Palmas","1994",NA,NA,"-48.270556","-10.124444",NA,NA,NA,NA,NA,NA,NA
"29","2018-07-12 14:32:00-03","MO","MOBOT","101054978","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"G. Malme","Malme 2014","South America","Brazil","Mato Grosso","Santa Anna da Chapadas, in cerrados arenosis.",NA,NA,NA,NA,NA,NA,"(Meisn.) Mez","H. van der Werff (MO)","1902","7","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2011-01-27 11:26:00-02","MO","MOBOT","1822994","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Ghillean T. Prance|Nilo T. Silva","Prance 58563","South America","Brazil","Goiás","Northern Goiás. West of Filadélfia, Serra de Mamoneira. Foothills of serra along stream.",NA,NA,NA,NA,NA,NA,"(Meisn.) Mez","S. Renner (HBG)","1964","8","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2011-02-10 10:41:00-02","MO","MOBOT","1822997","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"George Gardner","Gardner 2720","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"(Meisn.) Mez",NA,"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1822995","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"W.L. Balée","Balée 1878","South America","Brazil","Pará","Município de Altamira: Igarapé Ipixuna, affluent of rio Xingu. 5 km S of settlement, Araweté Indian Reserve. - Terre firme moist forest on mild slope.",NA,NA,NA,NA,NA,NA,"(Meisn.) Mez",NA,"1985","11","1",NA,"-52.51666","-4.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 09:10:57-03","INPA","INPA","137777","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Ferreira, CAC","6142","Southern America","Brasil","Mato Grosso","BR-163 Cuiabá-Sinop. Estr. da Faz. Sta Maria., BR-163, Rod. Cuiabá-Sinop. Estrada da Fazenda Santa Maria do Amazonas a 65 km sul de Sinop",NA,NA,NA,"INPA0137777","Dicotyledon Magnoliids","Laurales","(Meisn.) Mez","Moraes, PLR de","1985","09","19","INPA0137777 INPA0137777_e INPA0137777_e1","-55.75","-12.416667","Nobres","2004","01",NA,"-55.75","-12.416667","29",NA,NA,NA,NA,NA,NA
"34","2021-01-10 20:48:11-03","INPA","INPA","56949","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Maciel, AA","76-59","Southern America","Brasil","Mato Grosso","Rodovia Cuiabá-Chapada dos Guimarães, proximidades da Veu-de-Noiva",NA,NA,NA,"INPA0056949","Dicotyledon Magnoliids","Laurales","(Meisn.) Mez","Renner, SS","1976","07","09","INPA0056949 INPA0056949_e",NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-19 11:19:18-03","UFG","UFG","358","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Barbosa, A.","2405",NA,"Brasil","Goiás","À direita da GOM-9 para Nerópolis, 15 km de Goiânia; mata alterada e pastos.",NA,NA,"Árvore 3m.","UFG0000358",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1968","10","02",NA,"-49.2538986206055","-16.6786003112793","Goiânia","2004",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA
"36","2019-12-19 11:19:18-03","UFG","UFG","3197","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Barbosa, A.","1802",NA,"Brasil","Goiás","À direita da GOM-9 para Nerópolis, 15km de Goiânia; mata alterada e pastos.",NA,NA,"Árvore 6m.","UFG0003197",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1968","08","03",NA,"-49.2538986206055","-16.6786003112793","Goiânia","2004",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA
"37","2019-12-19 11:19:18-03","UFG","UFG","24915","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Silva, G.P.; et al.","1955",NA,"Brasil","Goiás","Afluente esquerdo do córrego Gameleira; mata de galeria antropizada; solo areno-argiloso com deposição de matéria orgânica; relevo plano",NA,NA,"Botões florais verdes. Ocasional no local.","UFG0024915",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1993","09","23",NA,"-48.5614013671875","-18.1424999237061","Corumbaíba","2004",NA,NA,NA,NA,NA,"40186","auto",NA,NA,NA,NA
"38","2019-12-19 11:19:18-03","UFG","UFG","1241","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Barbosa, A.","2399",NA,"Brasil","Goiás","Goiânia a Senador Canedo pela GOM-7, no km 12, à esquerda da rodovia; mata alterada.",NA,NA,"Árvore 6m; fruto.","UFG0001241",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1968","10","01",NA,"-49.2538986206055","-16.6786003112793","Goiânia","2004",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA
"39","2019-12-19 11:19:18-03","UFG","UFG","663","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Barbosa, A.","1867",NA,"Brasil","Goiás","Goiânia a Senador Canedo pela GOM-7, no km 12, à esquerda da rodovia; mata alterada.",NA,NA,"Árvore 15m.","UFG0000663",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1968","08","04",NA,"-49.2538986206055","-16.6786003112793","Goiânia","2004",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA
"40","2019-12-19 11:19:18-03","UFG","UFG","1302","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Barbosa, A.","1640",NA,"Brasil","Goiás","Goiânia a Senador Canedo pela GOM-7, no km 12, à esquerda da rodovia; mata alterada.",NA,NA,"Árvore 8,.","UFG0001302",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1968","07","03",NA,"-49.2538986206055","-16.6786003112793","Goiânia","2004",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA
"41","2019-12-19 11:19:18-03","UFG","UFG","1509","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Barbosa, A.","1713",NA,"Brasil","Goiás","Morro do Mendanha, nas proximidades da estrada para Trindade; mata primitiva.",NA,NA,"Árvore 16m.","UFG0001509",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1968","07","05",NA,"-49.2538986206055","-16.6786003112793","Goiânia","2004",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA
"42","2019-12-19 11:19:18-03","UFG","UFG","20290","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","11650",NA,"Brasil","Goiás","Serra Dourada, A 3km do trevo de Mossâmedes em direção a Goiânia, à esquerda da rodovia. 3º transecto.",NA,NA,"4m; folha verde discolor; fruto verde-vinoso; ramo da inflorescência vinoso.","UFG0020290",NA,NA,"(Meisn.) Mez","Morais, P.L.R.; Oliveira, F.M.B.","1994","08","17",NA,"-50.2150001525879","-16.1266994476318","Mossâmedes","2004",NA,NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2249049","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"A. Macedo","4037","South America - Neotropics","Brazil","Filadélfia","Filadélfia",NA,NA,NA,"US01322221",NA,"Laurales","(Meisn.) Mez",NA,"1955","8","12","US01322221_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","2457295","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"G. T. Prance & N. Silva","58563","South America - Neotropics","Brazil",NA,"West of Filadélfia, Serra da Mamoneira.",NA,NA,NA,"US01322222",NA,"Laurales","(Meisn.) Mez",NA,"1964","8","5","US01322222_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-02 16:30:17-03","Cenargen","CEN","64079","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Ricardo Vieira Nunes","11",NA,"Brasil","DF","Fazenda Sucupira, parcelas do final. PL - 06 parcela 13.","Exsicatas",NA,"Botões florais verdes.","CEN00064079",NA,NA,"(Meisn.) Mez","B. M. T. Walter","1996","08","02","CEN00064079","-47.9296989440918","-15.7797002792358","BRASILIA","2019","04",NA,"-4800000.0","-1586667.0",NA,"70570","auto","1080","1080",NA,"4"
"46","2020-09-02 16:30:17-03","Cenargen","CEN","24358","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Glocimar Pereira-Silva","1955",NA,"Brasil","GO","Afluente esquerda do córrego Gameleira.","Exsicatas",NA,"Botões florais verdes.","CEN00024358",NA,NA,"(Meisn.) Mez","B. M. T. Walter","1993","09","23","CEN00024358","-48.5614013671875","-18.1424999237061","CORUMBAIBA","2019","04",NA,NA,NA,NA,"40186","auto",NA,NA,NA,"4"
"47","2019-11-13 11:20:59-03","USP","SPF","201831","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Sousa Silva, S","344",NA,"Brasil","Goiás",NA,NA,NA,NA,"SPF00201831",NA,NA,"(Meisn.) Mez","Fonseca, ML","2007","10","12",NA,"-51.334167","-16.495833","Ivolândia","2008","06",NA,"-51.334167","-16.495833",NA,NA,NA,"507","507",NA,NA
