"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"43","2016-09-27 14:27:00-03","NY","NYBG","01855879","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","T. B. Croat","98343A","2007","09","05","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2157145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855879","Magnoliophyta","Myrtales",NA,"R. Goldenberg","Pichincha",NA,"Along road to Scientific Station from Bellavista Cloud Forest Reserve, 1.2 km from Bellavista, then 0.5 km W toward Scientific Station.","-78.6867","-0.0239",NA,NA,"NY01855879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02064132","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. K. Caddah","787","2010","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2419017' target='other'> <mi>dwc_moreinfo</mi></a>","NY02064132","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","São Paulo","Itirapina","Cerrado. Pedregulho","-47.8","-22.27","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","02499382","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. Goldenberg","1729","2014","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2299276' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499382","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Guaratinga","Propriedade do Sr. Jair; cabruca e floresta estacional abaixo de inselberg","-39.807969","-16.653594","300","350","NY02499382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-09-27 03:38:00-03","NY","NYBG","1653500","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","O. Tostain","1184","2007","12","13","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1454193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653500","Magnoliophyta","Myrtales",NA,"F. Crozier",NA,NA,"Saul; Crique Limonade au niveau de la confluence avec la Crique Cochon. Secteur SE du PER de la societe Rexma, autour du camp de terrain no.2, au sud du bourg de Saul","-53.21333333","3.576666667","180","180","NY01653500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","521909","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. Denslow","2129","1974","03","28","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521909","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Antioquia",NA,"Tropical Wet/Very Wet Forest Transition Zone vicinity Planta Providencia, 26 km S & 23 km W (Air) of Zaragoza. In valley of Rio Anorí between Dos Bocas & Anorí","-75.05","7.22","400","700","NY00521909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00987896","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","L. O. A. Teixeira","153","1982","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987896","Magnoliophyta","Myrtales","(Sm.) Triana","S. S. Renner","Amazonas","Humaitá","Estrada Humaitá-Porto Velho km 60","-63.3703262","-7.9607224",NA,NA,"NY00987896_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","3677331","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. Vásquez Martínez","36860","2010","10","28","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3915074' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677331","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Dist. Palcazu. Parque Nacional Yanachaga-Chemillen. Sector Rotpen.","-75.3108333","-10.4155556","600","600","NY03677331_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00987958","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. Davidse","17641","1980","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987958","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Pará","Vigía","17 km southeast of Vigia along road (PA-140.) to Belém","-48.083333","-0.95","50","50","NY00987958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00987936","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","7435","1968","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987936","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Acre","Tarauacá","East of Rio Tarauacá, 15 Km, below Tarauacá","-70.7659408","-8.2972518",NA,NA,"NY00987936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00987943","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. G. da Silva","6356","1983","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987943","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Rondônia",NA,"Alvorada, linha do centro da cidade",NA,NA,NA,NA,"NY00987943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","1144941","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. R. Wullschlaegel","181",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301153' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144941","Magnoliophyta","Myrtales","(Sm.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,"NY01144941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","00925160","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Smith","189","1927","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925160","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Mato Grosso",NA,"Near source of Rio Paraguay (Rio Amolar).",NA,NA,"610","610","NY00925160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","00987956","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","E. Forero","7044","1968","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987956","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Rondônia",NA,"1 Km NE of Ariquemes",NA,NA,NA,NA,"NY00987956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","822782","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A. M. V. de Carvalho","7155","2002","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822782","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Uruçuca","Escola Média de Agropecuária Regional da CEPLAC (EMARC), Reserva Gregório Bowdar.","-39.2797","-14.5947","107","107","NY00822782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","521280","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. de C. Novaes","7469",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521280","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"São Paulo","Campinas",NA,"-47.06","-22.9",NA,NA,"NY00521280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00987962","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","S. R. Lowrie","87","1980","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987962","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas",NA,"Manaus-Porto Velho Hwy, Km 620","-63.1855702","-7.3373761",NA,NA,"NY00987962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00987924","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. L. Sobel","4848","1984","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987924","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Pará","Anajás","About 2 km downstream from Bela Vista, on Rio Mocões, Ilha de Marajó","-49.7326612","-0.7998302",NA,NA,"NY00987924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00987980","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","15774","1971","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987980","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas",NA,"Ponte de Guariba near Tapuruquara","-65.0192","-0.4142",NA,NA,"NY00987980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00987889","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. S. Irwin","48126",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987889","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amapá",NA,NA,NA,NA,NA,NA,"NY00987889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-01-26 14:53:00-02","NY","NYBG","02678622","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. L. Clark","5650","2000","12","20","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2905384' target='other'> <mi>dwc_moreinfo</mi></a>","NY02678622","Magnoliophyta","Myrtales",NA,NA,"Napo","Tena","Parroquia: Talag. Comunidad Cando. North of Río Jatunyacu.","-77.9414","-1.0792","540",NA,"NY02678622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","823135","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A. M. Amorim","2395","1998","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823135","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Una","Reserva Biológica do MIco-leão (IBAMA). Entrada no km 46 da Rod BA-001 Ilhéus/Una. Coletas efetuadas na trilha paralela ao rio Maruim.","-39.08","-15.15",NA,NA,"NY00823135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","1653495","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. S. Bunting","10845","1982","02","25","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452911' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653495","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Zulia","Perijá","Alrededores de la Estación Hidrológica Aricuaisá-Pie de Monte.","-72.8986","9.5917","100","250","NY01653495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1653522","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","L. Cayola","1186","2004","09","08","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653522","Magnoliophyta","Myrtales","(Sm.) Triana","A. Fuentes","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, Pauje Yuyo, 1.8 Km NE de la comunidad.","-68.4483","-15.0386","1020",NA,"NY01653522_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","521901","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. C. Steward","20","1977","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521901","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Roraima",NA,"Estrada Manaus-Caracarai, km 329. Army post north of Waimari-Atoari Indian Reserve","-60.6913733","-0.2363341",NA,NA,"NY00521901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","00987963","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","S. R. Lowrie","299","1980","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987963","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Acre",NA,"12 Km from Rio Branco on Rio Branco-Porto Velho road","-67.781184","-10.0117862",NA,NA,"NY00987963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1019162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","P. G. Delprete","9884","2006","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279656' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019162","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Goiás","Pirenópolis","Santuário de Vida Silvestre Vagafogo. Floresta de encosta de de galeria na margem do rio Vagafogo, com copa de 25-35 m.","-48.995","-15.8242","900","900","NY01019162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","00987931","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. G. da Silva","3735",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987931","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Pará",NA,NA,NA,NA,NA,NA,"NY00987931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","3908440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. M. Rueda","617","1992","07","05","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4232979' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908440","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Loreto",NA,"Iquitos Alpaguayo bosque del Instituto de Investigación del Amazonia Peruana km 21 carretera Quistococha-Nauta.","-73.4186","-3.9711",NA,NA,"NY03908440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","00987907","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. A. Cid Ferreira","5026","1984","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987907","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Rondônia","Aríquemes","BR 364, estrada Cuiabá-Porto Velho, km 470, ao longo da rodovia","-63.05","-10.18",NA,NA,"NY00987907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","1552260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","P. C. Stouffer","3304.91107","1991",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1940055' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552260","Magnoliophyta","Myrtales","(Sm.) Triana","M. H. Nee","Amazonas","Manaus","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, then 21 km east on ZF3, Fazenda Porto Alegre. Reserva 3304.","-59.9048156","-2.4341821","50","125","NY01552260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","3785523","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","S. Vilca C.","437","2005","10","01","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143898' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785523","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Dist. Palcazú. Camino a la parcela permanente ubicada en el Cerro Ozuz. Bosque primario muy húmedo tropical.","-75.28861","-10.31055","850","1010","NY03785523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","02675921","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","B. M. Torke","762","2011","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2771826' target='other'> <mi>dwc_moreinfo</mi></a>","NY02675921","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pará","Belterra","Floresta Nacional do Tapajós: Tapajós River, east bank, near community of Itapaiunas, 0-3 km from community along trail to Igarapé Jacarai","-55.1364","-3.09",NA,NA,"NY02675921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00924917","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. S. Irwin","8615","1965","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924917","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Distrito Federal","Brasília","Riacho Fundo, ca. 15 km S.W. of Brasília on road to Goiânia","-48.02","-15.88","1150","1150","NY00924917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00925167","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. M. Harley","10059","1968","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925167","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Mato Grosso",NA,"Expedition Base Camp.","-51.77","-12.82",NA,NA,"NY00925167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","00987983","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Frame","185","1984","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987983","Magnoliophyta","Myrtales","(Sm.) Triana","L. Coêlho","Rondônia",NA,"Ca. 17 km SW of Ariquemes along road to Santa Cruz (BR-421)","-63.1681","-10.0069",NA,NA,"NY00987983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-09-27 06:37:00-03","NY","NYBG","01855839","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. Morales","1429","2005","10","28","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2145095' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855839","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Morona-Santiago","Tiwintza","Región de la Cordillera de Cutucú, al norte del Río Santiago. Cantón Tiwintza. Centro Shuar Yapapas. Bosque húmedo tropical, de tierras bajas. En bosque maduro, medianamente intervenido, por el sendero que conduce desde la carretera a la comunidad. Informante: Diego Mariana","-78.0691667","-3.0086111","380",NA,"NY01855839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
