"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","dayIdentified","previousCatalogNumber"
"11","2013-04-01 09:18:28-03","IPT","BCTW","2919","S","Plantae","Magnoliophyta",NA,NA,"Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","Colatina",NA,"-40.6306","-19.5394",NA,"Magnoliopsida","57036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-04-01 09:18:28-03","IPT","BCTW","5004","S","Plantae","Magnoliophyta",NA,NA,"Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez","IPT",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","Cachoeiro de Itapemirim",NA,"-41.1128","-20.8489",NA,"Magnoliopsida","35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2013-04-01 09:18:28-03","IPT","BCTW","3382","S","Plantae","Magnoliophyta",NA,NA,"Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2013-04-01 09:18:28-03","IPT","BCTW","2631","S","Plantae","Magnoliophyta",NA,NA,"Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-04-01 09:18:28-03","IPT","BCTW","2879","S","Plantae","Magnoliophyta",NA,NA,"Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,NA,NA,NA,"Brasil",NA,"Coleção Madeiras da Amazônia - no. 128",NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:30:50-03","MBM","MBM","425785","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez","Quinet, A.","Baez, C.; Fernandez, E.; Gomes, R.; Fernandez, E.; Gomes, R.","1586","Southern America","Brazil",NA,"Árvore matriz nº153; CAP 159 cm; corte avermelhado. Cerne alvacento. Odor agradável. Folhas discolores. Gema apical dupla verde/castanha. Tronco de casca grossa marrom-avermelhado. Altura: 15m.; Floresta Ombrófila Densa em avançado e","MBM425785",NA,"2018","05","07","Rio de Janeiro","Cachoeira de Macacu","Parque Estadual dos Três Picos, Reserva Ecológica de Guapiaçu, REGUA - Trilha verde-claro","-42.741944","-22.409167",NA,NA,NA,NA,"2018","04","-42.741944","-22.409167","373","373",NA,NA,NA,NA
"17","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749579","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Binot",NA,NA,"Brasil","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749579' target='other'> <mi>dwc_moreinfo</mi></a>","P01749579","P01749579_01","1880","1","1",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93",NA,NA,NA
"18","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749581","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . Reçu le 29 Juin 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749581' target='other'> <mi>dwc_moreinfo</mi></a>","P01749581","P01749581_01",NA,NA,NA,NA,NA,"Province de Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11470",NA,NA,NA
"19","2015-09-03 19:07:21-03","MNHN","RECOLNAT_MNHN_P","P01749584","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . Reçu le 29 Juin 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749584' target='other'> <mi>dwc_moreinfo</mi></a>","P01749584","P01749584_01",NA,NA,NA,"Rio de Janeiro","Teresópolis","BRÉSIL: Province de Rio-Janeiro (Theresopolis). Teresópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.9655990600586","-22.4122009277344",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,"11473",NA,NA,NA
"20","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749582","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749582' target='other'> <mi>dwc_moreinfo</mi></a>","P01749582","P01749582_01","1879","5","1","Rio de Janeiro","Teresópolis","BRÉSIL: Rio Janeiro. Theresopolis. Teresópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.9655990600586","-22.4122009277344",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,"11473",NA,NA,NA
"21","2015-09-03 19:07:21-03","MNHN","RECOLNAT_MNHN_P","P01749564","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749564' target='other'> <mi>dwc_moreinfo</mi></a>","P01749564","P01749564_01","1880","4","1","Rio de Janeiro","Petrópolis","BRÉSIL: (Rio Jan) Petropolis. Petrópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,"12124",NA,NA,NA
"22","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749580","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749580' target='other'> <mi>dwc_moreinfo</mi></a>","P01749580","P01749580_01","1879","2","4","Rio de Janeiro","Teresópolis","Brésil. Rio Jan. Theresopolis. Teresópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.9655990600586","-22.4122009277344",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,"11470",NA,NA,NA
"23","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749583","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749583' target='other'> <mi>dwc_moreinfo</mi></a>","P01749583","P01749583_01","1879","5","1","Rio de Janeiro","Teresópolis","Brésil. Rio Jan., Theresopolis. Teresópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.9655990600586","-22.4122009277344",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,"11473",NA,NA,NA
"24","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749578","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749578' target='other'> <mi>dwc_moreinfo</mi></a>","P01749578","P01749578_01","1879","1","8","Rio de Janeiro","Teresópolis","BRÉSIL: (Rio Jan) Theresopolis. Teresópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.9655990600586","-22.4122009277344",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-03-09 18:11:35-03","MNHN","RECOLNAT_MNHN_P","P01749577","PreservedSpecimen",NA,NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"Glaziou, A.",NA,NA,"Brasil","hb",". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01749577' target='other'> <mi>dwc_moreinfo</mi></a>","P01749577","P01749577_01","1879","1","8","Rio de Janeiro","Teresópolis","Brésil. R.J. Theresopolis. Teresópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.9655990600586","-22.4122009277344",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-03 19:06:46-03","MNHN","RECOLNAT_MNHN_P","P00128424","PreservedSpecimen",NA,NA,NA,"Lauraceae","Silvia","navalium","Silvia navalium","Allemão","Kostermans","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128424' target='other'> <mi>dwc_moreinfo</mi></a>","P00128424","P00128424_01","1880","2","2",NA,NA,"Rio de Janeiro: Petropolis, al Alto da Imperatriz",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12125",NA,NA,NA
"27","2015-09-04 16:25:00-03","MNHN","RECOLNAT_MNHN_P","P00128425","PreservedSpecimen",NA,NA,NA,"Lauraceae","Silvia","navalium","Silvia navalium","Allemão","Kostermans","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128425' target='other'> <mi>dwc_moreinfo</mi></a>","P00128425","P00128425_01","1880","2","2",NA,NA,"Rio de Janeiro: Petropolis, al Alto da Imperatriz",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12125",NA,NA,NA
"28","2015-09-04 16:25:00-03","MNHN","RECOLNAT_MNHN_P","P00128426","PreservedSpecimen",NA,NA,NA,"Lauraceae","Silvia","navalium","Silvia navalium","Allemão","Kostermans","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128426' target='other'> <mi>dwc_moreinfo</mi></a>","P00128426","P00128426_01","1880","2","2",NA,NA,"Rio de Janeiro: Petropolis, al Alto da Imperatriz",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12125",NA,NA,NA
"29","2015-09-30 18:25:56-03","MNHN","RECOLNAT_MNHN_P","P00128427","PreservedSpecimen",NA,NA,NA,"Lauraceae","Silvia","navalium","Silvia navalium","Allemão","Kostermans","Glaziou, A.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128427' target='other'> <mi>dwc_moreinfo</mi></a>","P00128427","P00128427_01","1880","2","2",NA,NA,"Rio de Janeiro: Petropolis, al Alto da Imperatriz",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12125",NA,NA,NA
"30","2020-12-11 11:37:01-03","UFMG","BHCB","67571","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,NA,"s.n.",NA,NA,NA,"Nome vulgar: Tapinhoan. Proveniente do Museu Nacional Rio de Janeiro, cat. geral nº 30942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1846741","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez","H. van der Werff (MO)","* RAMALHO","RAMALHO 1","South America","Brazil",NA,NA,NA,NA,"1996","12","26","Rio de Janeiro",NA,"Nova Iguaçu, Reserva Biológica do Tinguá, Maciço do Macuco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-07-27 09:31:00-03","MO","MOBOT","1846745","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez","H. van der Werff (MO)","Auguste F.M. Glaziou","Glaziou 12125","South America","Brazil",NA,NA,NA,NA,"1880","2","2",NA,NA,"Petropolis Alto da Imperabriz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","1846773","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez",NA,"M. Allemão","Allemão s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","USw22674","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Mezilaurus","navalium","Mezilaurus navalium",NA,NA,"Collector unknown","s.n.","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","483756","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Mezilaurus","navalium","Mezilaurus navalium",NA,NA,"A. F. M. Glaziou","12125","South America - Neotropics","Brazil",NA,NA,"US01350856","US01350856_01",NA,NA,NA,"Petrópolis",NA,"Province de Rio-Janeiro. Petropolis pr. Alto da Imperatriz",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2405487","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Mezilaurus","navalium","Mezilaurus navalium",NA,NA,"A. F. M. Glaziou","12125","South America - Neotropics","Brazil",NA,NA,"US01350855","US01350855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2019-11-13 11:21:04-03","USP","SPF","174310","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez","Assis, LCS","Assis, LCS","1130",NA,"Brasil",NA,NA,"SPF00174310",NA,"2005","11","12","Mato Grosso do Sul","Rio Verde de Mato Grosso",NA,"-54.824389","-18.965528",NA,NA,NA,NA,"2006","03","-54.824389","-18.965528","470","470",NA,NA,NA,NA
"38","2019-09-04 19:22:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Silvia","navalium","Silvia navalium",NA,NA,"F. F. Allemão",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-01-25 15:41:50-02","IAC","IAC","17003","S","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub. ex Mez","C.F. Nardin","A.F.M. Glaziou","12125",NA,"Brasil",NA,"Plantas recebidas da Universidade da California, Berkeley, Estados Unidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","02",NA,NA,NA,NA,NA,NA,"14",NA
"40","2020-09-22 13:48:39-03","USP","SPFW","4882","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub.exMez","Serviço Florestal","Sem coletor","s.n.",NA,"Brasil",NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-08-23 11:00:33-03","NHMLondon","NHM-LONDON-BOT","BM001009292","S","Plantae",NA,"Laurales","Lauraceae","Mezilaurus","navalium","Mezilaurus navalium","(Allemão) Taub.","André Joseph Guillaume Henri Kostermans; Kosterm.","Francisco Freire Allemão e Cysneiro; b.1797; d.1874; Allemão","s.n.",NA,"Brasil",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/058418ec885920c631f5359852f9add8944b7f0e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","Isotype",NA,NA,NA,"1985",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:565964"
"42","2019-11-01 15:02:03-03","UnB","UB","167189","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lauraceae","Silvia","navalium","Silvia navalium","Allem.",NA,"Glaziou, AM","12125","Southern America","Brasil",NA,NA,NA,NA,"1986","05","27","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-04 15:43:57-03","IF","SPSF","21850","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Mezilaurus","navalium","Mezilaurus navalium",NA,NA,"C.A.L.Oliveira","1262","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1997","01","31","RJ","Nova Iguaçú","Reserva Biologica do Tingua","-43.451099395752","-22.7591991424561",NA,"Magnoliopsida","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-04 15:43:57-03","IF","SPSF","21851","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Mezilaurus","navalium","Mezilaurus navalium",NA,NA,"A.T.Ramalho & W.Silva","1","América do Sul","Brasil",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1996","12","26","RJ","Nova Iguaçú","Reserva Biologica do Tingua","-43.451099395752","-22.7591991424561",NA,"Magnoliopsida","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:10:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Silvia","navalium","Silvia navalium","Meisn.",NA,"Allemão, FF","s.n.","Southern America","Brazil",NA,"flor. m. Dec., Jan., fruct. matur. m. Maj., Jun.; Pl. Dryas.; HABITAT: Pl. Dryas.",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"in mntibus curca Rio de Janeiro, alt. 1000 ped. et ultra s. m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-09-23 11:02:02-03","G","G-DC","G00200445","S","Plantae",NA,NA,"Orobanchaceae","Silvia","navalium","Silvia navalium","Allemão","Alves, F. M.","Freire Allemao e Cysneiro, F.",NA,"AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=156193&base=img&lang=en","G00200445","G00200445","1860",NA,"00","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222","ISOTYPUS of Silvia navalium Allemão",NA,NA,NA,"2010","01","-42.9125","-22.48222222",NA,NA,NA,NA,"01",NA
