"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"13","2020-11-24 17:11:09-03","UTFPR","DVPR","2742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, KY","Soares-Silva, LH; Chagas-Silva, F; Goldenberg, R","289","1991","08","04",NA,"Brasil","Paraná","Telêmaco Borba","Lagoa: Fazenda Monte Alegre","-50.6156005859375","-24.3239002227783",NA,"Árvore 20m, fruto imaturo de cor verde, pouco frequente.","DVPR002742",NA,"35037","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:50:43-03","EAO","IAN","82081","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Gleason, HA","Mexia, Y","4317","1930","02","04","Southern America","Brasil","Minas Gerais",NA,"Districto Carangola; About 5km north of Fazenda da Grama north of Mato Virgem, on west-facing, steep slope.",NA,NA,NA,"Tree, 30m high, trunk diameter 50cm., gray, straight, without lower branches. Flower yellow, almost past bloom=orange. Common tree in original forest. Crown of orange flower a featur??? wooded hills.","IAN082081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:50:43-03","EAO","IAN","93859","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Glaziou, AFM","11940",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Petrópolis","Serra das ???","-43.1786003112793","-22.5049991607666",NA,NA,"IAN093859",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:25:58-03","PUCPR","HUCP","10528","S","Plantae","Eudicotiledonea",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Cervi, AC","Cervi, AC","3663","1992","04","14",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"HUCP00019220","HUCP00019220","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:08:33-03","NBC","NL-BOTANY","L.2158905","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Hatschbach GG",NA,"1968","05","07","Southern America","Brazil",NA,NA,"Parana, Rio branco do Sul, Curoila.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158905","NL-L2158905",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U 0007161","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Stafleu FA","Regnell AF",NA,"1866","11","18","Southern America","Brazil","Minas Gerais",NA,"Prov. Minas Geraes: Caldas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007161","NL-U0007161",NA,NA,NA,"Magnoliopsidae","type","44131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769680","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Mori SA; Carvalho AMV de; Halloran D",NA,"1979","11","27","Southern America","Brazil",NA,NA,"Plantas da Regiao Cacaueira da Bahia, Brasil, Municipio de Porto Seguro. BR 367, a 12 km a W de Porto Seguro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769680","NL-U1769680",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769808","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Glaziou AFM",NA,"1881","01","01","Southern America","Brazil",NA,NA,"Brazilie, prov. Rio de Janeiro,petropoles Alto de simperatiz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769808","NL-U1769808",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:08:33-03","NBC","NL-BOTANY","WAG.1872600","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Hatschbach GG",NA,"1977","05","27","Southern America","Brazil",NA,NA,"Senges, arrederes, Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872600","NL-WAG1872600",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:20:59-03","ESALQ","ESA","20820","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,NA,"Bastos, E.B.; Sanches, C.D.; Gorenstein, M.R.; Hoffmann, J.R.; Ferreira, V.F.","13.0","1994","09","05",NA,"Brasil","São Paulo","Pariquera-açú","Estação Experimental do Instituto Agronômico de Campinas. Beira da Rodovia Regis Bittencourt. Área com fragmentos de mata Atlântica secundária.","-478.875",NA,NA,"Árvore, ca. 25 m alt. Ao lado da sede.","ESA020820","ESA020820",NA,NA,NA,NA,NA,NA,"-478,875","-24,622,778",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:20:59-03","ESALQ","ESA","19571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,"Shimizu, G.H.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","2174.0","1994","03","16",NA,"Brasil","São Paulo","Cabreúva","Mata da Casa Branca. Mata mesófila semidecídua.","-470.472",NA,NA,"Árvore, 17 m alt.; flores amarelas. Dossel.","ESA019571","ESA019571",NA,NA,"2008",NA,NA,NA,"-470,472","-23,266,833",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:20:59-03","ESALQ","ESA","130653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35856.0","2013","02","20",NA,"Brasil","São Paulo","Guarulhos","Fragmento 15 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.3814","-46.3872",NA,"Árvore","ESA130653",NA,NA,NA,"2013",NA,NA,NA,"-23.3814","-46.3872","780","780",NA,NA,NA,NA,NA
"25","2020-11-04 11:20:59-03","ESALQ","ESA","89120","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Hatschbach, G.","Soares, A. ; Maschio, W.","322.0","1999","05","04",NA,"Brasil","Paraná","Tunas do Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,NA,"ESA089120","ESA089120","41885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:20:59-03","ESALQ","ESA","68785","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,NA,"Oliveira, A.A. et al.","3684.0","2000","04","25",NA,"Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,"ESA068785","ESA068785","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:20:59-03","ESALQ","ESA","71764","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Oliveira, A.A.","Oliveira, A.A.; Stella, A.; Siqueira, L.P.; Muniz, M.R.A.; Souza, P.C.A.; Silva, P.P.V.; S.C.Souza, Pereira, V.A.C.; Scalon, V.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3688.0","2000","04","25",NA,"Brasil","São Paulo","Salesópolis","Estrada Intermediária, parque estadual da Serra do Mar, Km 45, 1060-1130 msm. Floresta Ombrófila Densa de Altitude, com diferentes graus de degradação. Interior de mata.","-45.8400001525879","-23.5300006866455",NA,"Árvore, 3m alt.; flores amarelos.","ESA071764","ESA071764","18032","auto",NA,NA,NA,NA,"-45,683,333","-23,633,333",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:20:59-03","ESALQ","ESA","82809","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, A.R.","Pifano, D.S. ; Castro, R.M.","400.0","2002","07","09",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"ESA082809","ESA082809","36144","auto","2002",NA,NA,NA,NA,NA,NA,NA,"01","01",NA,NA,NA
"29","2020-11-04 11:20:59-03","ESALQ","ESA","108154","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,NA,"Valente, A.S.M.",NA,"2001","05","12",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"ESA108154","ESA108154","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:20:59-03","ESALQ","ESA","80596","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Maschio, W. Graff, P.","339.0",NA,NA,NA,NA,"Brasil","Paraná","Tunas do Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,NA,"ESA080596","ESA080596","41885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:20:59-03","ESALQ","ESA","6557","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, A.R.","Gandolfi, S. et al.",NA,"1991","04","30",NA,"Brasil","São Paulo","Guarulhos",NA,"-46.5299987792969","-23.4599990844727",NA,NA,"ESA006557","ESA006557","26398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:20:59-03","ESALQ","ESA","87439","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Pastore, J.A.","Custódio, L.","1023.0","1999","09","01",NA,"Brasil","São Paulo","Mairiporã",NA,"-46.5800018310547","-23.3099994659424",NA,NA,"ESA087439","ESA087439","15840","auto","2000",NA,NA,NA,NA,NA,NA,NA,"10","09",NA,NA,NA
"33","2020-11-04 11:20:59-03","ESALQ","ESA","27022","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, A.R.","Cardoso-Leite, E. ; Oliveira, A.","58.0","1995","07","27",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA027022","ESA027022","15567","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:20:59-03","ESALQ","ESA","10554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, A.R.","Barreto, K.D. et al.","234.0","1993","04","07",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA010554","ESA010554","15567","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:20:59-03","ESALQ","ESA","69389","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Franco, G.A.D.C.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.; Zidko, A.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3010.0","2000","04","25",NA,"Brasil","São Paulo","Salesópolis","Estrada intermediária, Parque Estadual da Serra do Mar, Km 45. Vegetação campo de altitude. Borda de mata","-45.8400001525879","-23.5300006866455",NA,"Árvore, ca. 9m alt.; flores amarelas, frutos verde-marrons","ESA069389","ESA069389","18032","auto",NA,NA,NA,NA,"-45,698,889","-23,637,778",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:33:58-03","MN","R","7533","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Viana, M.C.","Glaziou, A.F.M.","11948","1880","03","22",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007533","R000007533_001 R000007533_002",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-12 01:36:43-03","UFPI","TEPB","29239","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,"Passos, F.B","Yamamoto K.",NA,"1992","05","01",NA,"Brasil","Rio de Janeiro","Petrópolis","Estrada de Petrópolis-Teresópolis","-43.1786003112793","-22.5049991607666",NA,"Árvore ca 30m de alt; flores amarelas; folhas deflexas, brilhantes; borboletas amarelas visitando as flores Ambiente: Encosta íngrime",NA,NA,"36524","auto","2005",NA,NA,NA,NA,NA,"1150","1150","11","28",NA,NA,NA
"38","2015-07-02 14:04:33-03","JBP","HPL","11372","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","J.A. Pastore","L. Custódio & Custódio-Filho","1047","1999","09","10",NA,"Brasil","SP","Mairiporã","Coletado na Serra da Cantareira, Sausalito, em área de vegetação alterada; ocorrência de estrato arbóreo formando um dossel bem desenvolvido.","-46.58","-23.31",NA,NA,NA,NA,"15840","auto","2000",NA,NA,NA,NA,NA,NA,NA,"10","05",NA,NA,NA
"39","2015-07-02 14:04:33-03","JBP","HPL","8709","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,"H. Lorenzi","H. Lorenzi","1485","1994","04","14",NA,"Brasil","MG","Itamogi","Coletado no Bosque das Pindaíbas (do outro lado da estrada).","-47.0483","-21.0781",NA,NA,NA,NA,"11256","auto","1994",NA,NA,NA,NA,NA,NA,NA,"04","14",NA,NA,NA
"40","2015-07-02 14:04:33-03","JBP","HPL","8710","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica",NA,"H. Lorenzi","H. Lorenzi","1610","1994","09","02",NA,"Brasil","MG","Itamogi","Coletado na estrada do lixão.","-47.0483","-21.0781",NA,NA,NA,NA,"11256","auto","1994",NA,NA,NA,NA,NA,NA,NA,"09","02",NA,NA,NA
"41","2019-02-15 11:52:07-02","IPA","IPA","9656","S","Plantae","Plantae",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Vianna, M.C.","Pickel, B.","s.n.","1978","01",NA,"Southern America","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos, na mata.","-46.6300010681152","-23.5400009155273",NA,"Árvore alta, linheira. Inflorescência terminal amarela.","IPA0009656",NA,"53584","auto","1978",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA
"42","2020-12-20 21:19:43-03","UFV","VIC","029952","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Teixeira, R.N.C.; et al.","110","2005","07","12",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Fragmento florestal a 5 km de Santa Maria de Jetib","-40.7461013793945","-20.040599822998",NA,"Árvore de 20 m, emergente, coletada em interior de mata.","VIC029952","VIC029952","31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:19:43-03","UFV","VIC","028196","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Paula Lopes, W. de","253","1996","12","21",NA,"Brasil","Minas Gerais","Marliéria","PERD, Ás margens da lagoa D. Helvecio.","-42.7322006225586","-19.7122001647949",NA,"Árvore de cerca de 5 m altura, cálice verde, corola amarela.","VIC028196","VIC028196","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:19:43-03","UFV","VIC","000688","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Mexia, Y.","4317","1930","09","12",NA,"Brasil","Minas Gerais","Viçosa","sssss","-42.8819007873535","-20.7539005279541",NA,NA,"VIC000688","VIC000688","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:19:43-03","UFV","VIC","011066","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Silva, A.F.; Capellari, J.r. .L.","1423","1986","04","09",NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de 18 m,flores amarelo ouro, casca creme lenho marfim,seiva aquosa abundante, folhas brilhantes,","VIC011066","VIC011066","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:19:43-03","UFV","VIC","011224","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Silva, A.F.","1631",NA,NA,NA,NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de até 15 m, flores amarelas.","VIC011224","VIC011224","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:19:43-03","UFV","VIC","010898","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Silva, A.F.","1252","1985","10","08",NA,"Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de 10 m de altura, frutos verdes.","VIC010898","VIC010898","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:49:03-03","UFJF","CESJ","37917","PreservedSpecimen","Plantae","Angiosperma",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","A.R.Barbosa","D.S. Pifano; R.M. Castro","400","2002","07","09","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 20m, no interior da mata em local de muita luminosidade. Flores amarelas, botões verdes e frutos imaturos também. Visitada por beija-flor.","CESJ037917",NA,"36144","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
