"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","fieldNumber","relatedCatalogItem"
"13","2021-03-30 12:48:23-03","EAO","IAN","144675","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Diaz, M","63a","1974","03","22","Southern America","Peru","Loreto","Requena","Dtto. Sapuena. Bosque Humedo Tropical. Arboretum Jenaro Herrera.",NA,NA,NA,"Arbol n. 1/73. Flores amarillento. Frutos verde osouro.","IAN144675",NA,NA,NA,NA,NA,NA,NA,NA,NA,"120","120",NA,NA,NA,NA
"14","2021-03-30 12:48:23-03","EAO","IAN","96521","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Silva, NT da","Black, GA","20157","1957","07","15","Southern America","Brasil","Pará",NA,"Cateia, Rio Maicurú, localidade Cateia.",NA,NA,NA,"Arbusto, fruto com cheiro de genipapo.","IAN096521",NA,NA,NA,NA,"1972","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:48:23-03","EAO","IAN","64385","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Silva, NT da","Fróes, RL; Black, GA","27374","1951","07","10","Southern America","Brasil","Amapá","Macapá","Curiaú.","-51.0663986206055","-0.366667002439499",NA,"Árvore de 2m de altura, espalhada no campo aberto.","IAN064385","IAN064385 IAN064385_e",NA,NA,NA,"1972","06",NA,"225229","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:48:23-03","EAO","IAN","85735","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Gottsberger, IS","Pires, JM; Silva, NT da","4765","1955","02","01","Southern America","Brasil","Amapá","Macapá","Km 38 para Matapí.","-51.0663986206055","-0.366667002439499",NA,"Arbusto; flor branca.","IAN085735",NA,NA,NA,NA,"1998",NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:48:23-03","EAO","IAN","181354","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Margalho, LF","Silva, O","43","2005","01","06","Southern America","Brasil","Maranhão","Barreirinhas","Restinga, solo arenoso.","-42.8264007568359","-2.74693989753723",NA,"Arbusto de flores brancas tubulares gamopétala.","IAN181354",NA,NA,NA,NA,"2010","02","02","56843","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:48:23-03","EAO","IAN","118154","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Pires, JM","Fróes, RL","21568a","1946","04","05","Southern America","Brasil","Maranhão","São Luis","Praia do Olho D'água, costa do mar.","-44.3027992248535","-2.52972006797791",NA,"Arbusto de 2m de altura.","IAN118154",NA,NA,NA,NA,NA,NA,NA,"33693","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:48:23-03","EAO","IAN","160930","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Silva, MG da","Santos, JUM dos; Rosário, CS","440","1982","11","22","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Rod. entre Cuiabá e Chapada.&nf;Cerrado, solo arenoso.","-55.749698638916","-15.460599899292",NA,"Arbusto de 1,60m de altura, frutos imaturos verdes.","IAN160930",NA,NA,NA,NA,"1983",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:48:23-03","EAO","IAN","114549","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Silva, NT da","Silva, NT da","779","1962","07","31","Southern America","Brasil","Pará","Altamira","Região Garotire. Campo.","-52.2064018249512","-3.20333003997803",NA,"Árvore de 4m de altura, flor amarela.","IAN114549",NA,NA,NA,NA,"1971","02",NA,"748499","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:48:23-03","EAO","IAN","192593","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Lobato, LCB; Ferreira, LV; Andrade, D; Calderaro, D","3542","2008","11",NA,"Southern America","Brasil","Pará","Itaituba","Vila de São Luiz do Tapajós. Vegetação sobre afloramentos rochosos e arenosos ao longo da calha do rio.","-55.9836006164551","-4.27611017227173",NA,"Árvore de 3 m de altura, botões florais verdes e flores amarelas.","IAN192593",NA,NA,NA,NA,NA,NA,NA,"457045","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:48:23-03","EAO","IAN","91914","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Gottsberger, IS","Pires, JM; Black, GA","6497","1956","12","25","Southern America","Brasil","Pará","Santarém","Campo desnaturado ao redor da cidade.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN091914",NA,NA,NA,NA,"1998",NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:48:23-03","EAO","IAN","15945","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Pires, JM","Fróes, RL","20453","1945","01","30","Southern America","Brasil","Pará","Santarém","Terra firme, campo.","-54.7083015441895","-2.44305992126465",NA,"Arbusto.","IAN015945","IAN015945 IAN015945_e IAN015945_e1",NA,NA,NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:48:23-03","EAO","IAN","79417","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Sobrinho, V","659",NA,NA,NA,"Southern America","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,"Emberibeira. Arcal.","IAN079417",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:48:23-03","EAO","IAN","157214","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Silva, MG da","Silva, MG da; Pinheiro, A","4365","1979","01","29","Southern America","Brasil","Rondônia","Vilhena","Arredores do Aeroporto. Campo cerrado.","-60.1458015441895","-12.7405996322632",NA,"Arbusto de 1m de altura, fruto imaturo verde.","IAN157214",NA,NA,NA,NA,NA,NA,NA,"196523","auto",NA,NA,NA,NA,NA,NA
"26","2013-07-10 13:26:13-03","EBDA","BAH","7802","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Geraldo Pinto","Edson Ruy da S. Félix","27","1988","03","08",NA,"Brasil","Bahia","Mangue-seco","Jandíra - Caminho para Coqueiros",NA,NA,NA,"Arbusto arbóreo de 3 a 4m de altura; frutos verdes; flores amarelo esverdeado; suas galhas servem para confecção de agulhas para tecer redes de pescaria.IMPORT. PLANTA: suas galhas servem para confecção de agulhas para tecer redes de pescaria; serve para",NA,NA,NA,NA,NA,"1988","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-26 18:09:38-03","CPAN-UFMS","COR","12106","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Damasceno-Junior, G.A.","Damasceno-Junior, G.A.; Ishii, I.H.; Pott, A.; Pott, V.J.; Milliken, W. Ratter, J.A.; Yesilyurt, J.; Urquiza, M.V.; Duarte, L.C.L.","3421","2004","02","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Mineração Corumbaense - Mina da Escarpa. cerrado; litólico com afloramento de hematita; Morro.","-57.6533012390137","-19.0091991424561",NA,"Com fruto:verde",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto","800","800",NA,NA,NA,NA
"28","2020-11-26 18:09:38-03","CPAN-UFMS","COR","7283","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Alunos do curso","Turma da Ecologia da disciplina de Campo II - UNICAMP",NA,"1994","02","01",NA,"Brasil","São Paulo","Itirapina","Estação experimental do Instituto Florestal. Cerrado; arenoso;.","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:24:05-03","UFBA","ALCB","116237","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Guedes, ML","Guedes, ML; Costa, TF","22348","2014","08","17","Southern America","Brasil","Rio Grande do Norte","Apodí","Caminho para Caraúbas.","-37.556667","-5.7925",NA,"de ca 2 m de altura. Folhas planas, glabras. Fruto imaturo.",NA,NA,NA,"-37.556667","-5.7925","2014","08",NA,NA,NA,"51","51",NA,NA,NA,NA
"30","2019-10-09 11:24:05-03","UFBA","ALCB","034001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Delprete, P","Hind, DJN; Roque, N; Bautista, HP","PCD&nf;4416","1996","11","17","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Fazenda Brumadinho, Morro Brumadinho","-41","-13",NA,"4,0 m. Folhas cartáceas, discolores, face abaxial verde-claro, adaxial verde-escuro, brilhante. Cálice verde-claro; hipanto verde-escuro, tubo da corola próximo a base, amarelo-esverdeado, restante do tubo e lobos amarelos. Ocasional.; Solo litólico",NA,NA,NA,"-41","-13","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:24:05-03","UFBA","ALCB","40962","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Kiskbride, JH","Harley, RM; Stannard, B; Hind, DJN; Taylor, N","27085","1988","12","09","Southern America","Brasil","Bahia","Rio de Contas","Pico das Almas. vertente leste. Perto da Faz. Brumadinho, estrada para Junco.","-41.9","-13.533333",NA,NA,"ALCB025879","ALCB025879 ALCB025879_1",NA,"-41.9","-13.533333","1990",NA,NA,NA,NA,"1200","1200",NA,NA,NA,NA
"32","2019-10-09 11:24:05-03","UFBA","ALCB","127965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Guedes, ML","Guedes, ML; Cunha, L","25646","2017","04","29","Southern America","Brasil","Alagoas","Piacabuçu","Caminho para a Praia Pontal do Peba.","-36.433333","-10.4",NA,"Folhas com pecíolo curto, lâmina elíptica, bulada, glabra em ambas as faces. Flores com tubo longo, amarelo/pálido.","ALCB045340","ALCB045340",NA,"-36.433333","-10.4","2017","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:28:36-03","NBC","NL-BOTANY","U.1577380","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Krukoff BA",NA,"1933","03","11","Southern America","Brazil",NA,NA,"Brazilian Amazonia, low land on the bank of the River Mearim, State of Maranhao, Region of River Mearim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577380","NL-U1577380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 09:28:36-03","NBC","NL-BOTANY","U.1577382","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Ducke A",NA,"1923","03","06","Southern America","Brazil",NA,NA,"Procedencia Montealegre (civ. Pará) in campis montis Itanajury.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577382","NL-U1577382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 09:28:36-03","NBC","NL-BOTANY","WAG.1375210","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.",NA,"Irwin HS; Harley RM; Smith GL",NA,"1976","03","16","Southern America","Brazil",NA,NA,"Extensive limestone outcrop 6 km S of Cocos, and adjacent pastures.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1375210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1375210","NL-WAG1375210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-11-04 11:19:04-03","ESALQ","ESA","46101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20469.0","1997","10","09",NA,"Brasil","Mato Grosso","Rosário Oeste","Estrada Nova Brasilândia - Marzagão, ca. 65km de Nova Brasilândia. Estrada secundária para a Serra Azul (ca. 2km do seu início). Savana arborizada (cerrado)",NA,"-14.65",NA,"Arbusto, ca. 2,5 m alt.; botões verdes.","ESA046101","ESA046101",NA,"-55,233,333","-14.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:19:04-03","ESALQ","ESA","104084","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,"Franco, G.A.D.C. & Durigan, G.","Polisel, R.T.","111.0","2006","09","27",NA,"Brasil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,"ESA104084","ESA104084",NA,NA,NA,"2006","09","27","27552","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:19:04-03","ESALQ","ESA","11449","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Kinoshita, L.S.","Souza, V.C.","352.0","1988","11","06",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA011449","ESA011449",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:19:04-03","ESALQ","ESA","46095","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Souza, V.C.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14064.0","1997","03","14",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 36 Km de São Félix do Araguaia. 180 m.s.m. Savana arborizada (cerrado aberto), com palmeiras abundantes no estrato herbáceo.","-50.6693992614746","-11.6171998977661",NA,"Árvore, ca. 3 m alt.; frutos imaturos verdes; maduros amarelo-alaranjados.","ESA046095","ESA046095",NA,"-50,943,889","-11,580,278","1997","03","28","290331","auto","180","180",NA,NA,NA,NA
"40","2020-11-04 11:19:04-03","ESALQ","ESA","112266","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,NA,"Flores, T.B.","949.0",NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA112266","ESA112266",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:19:04-03","ESALQ","ESA","46102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis",NA,NA,"Nave, A.G. et al.","1029.0","1997","02","18",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,"ESA046102","ESA046102",NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:19:04-03","ESALQ","ESA","20559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Muler, A.E.","Barreto, K.D. et al.","2412.0","1994","05","04",NA,"Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,"ESA020559","ESA020559",NA,NA,NA,"2010",NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:19:04-03","ESALQ","ESA","130015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","Siqueira, G.","Colletta, G.D.; Flores, T.B.; Duarte, M.M.; Ferrari, A.C.","1770.0","2011","04","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Vale, área do projeto de restauração, projeto 145","-40.0722007751465","-19.3910999298096",NA,"Regenerante estéril","ESA130015",NA,NA,NA,NA,"2011",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-19 10:25:17-03","CPAP","CPAP","5350","PreserverdSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","A. Pott","Pott, A.","4217","1988","07","14",NA,"Brasil","AP","Macapá","Campo Experimental do Cerrado (KM 44 da BR-156) da UEPAT de Macapá/Embrapa.","-51.066667","0.366667",NA,"Arboreta decasca corticosa, 2-3m de altura. FLOR: não vista. FRUTO: ainda verde. INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Campo cerrado. SUBSTRATO: latossolo amarelo franco-arenoso distrófico. RELEVO: quase plano.",NA,NA,NA,"51°04' W","00°22' N","1988","07",NA,NA,NA,"50","50",NA,NA,NA,NA
"45","2020-11-19 10:25:17-03","CPAP","CPAP","5676","PreserverdSpecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","A. Pott","Pott, A.","4461","1988","10","31",NA,"Brasil","MS","Corumbá","Fazenda Rancharia, Sub-região da Nhecolândia, Pantanal","-56.766667","-18.55",NA,"Arboreta 4 m de altura. FLOR: branca. Flor odorosa (lembra jasmim), fica amarelada ao envelhecer. FRUTO: não visto. INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Cerrado de paleodique (cordilheira) não alagável. SUBSTRATO: solo arenoso (Podzol Hi",NA,NA,NA,"56°46' W","18°33' S","1988","10",NA,NA,NA,"140","140",NA,NA,NA,NA
"46","2015-07-02 14:04:05-03","JBP","HPL","10963","S","Plantae",NA,NA,"Rubiaceae","Tocoyena","brasiliensis","Tocoyena brasiliensis","Mart.","P.G. Delprete","P.G. Delprete, H. Lorenzi et al.","9266","2005","11","04",NA,"Brasil","TO","Couto Magalhães","Coletado na rodovia Couto Magalhães-Colinas do Tocantins, 5 km de Couto Magalhães; em área de floresta ombrófila com muitos elementos amazônicos (Phenakospermum guianense, Clucaria guianensis, etc). S 8° 19' 29; W 49° 09' 25 (200m.s.m.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","01","10",NA,NA,NA,NA,NA,NA,NA,NA
