"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber"
"161","2019-01-25 15:35:45-02","IAC","IAC","32637","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","W. Hoehne","1946","11","W. Hoehne","1946","11","Brasil","São Paulo","São Paulo","-46.6361","-23.5475",NA,NA,NA,NA,"s/nº","29",NA,"Alto da Lapa",NA,NA,NA,NA,NA,"-46.6361","-23.5475","29",NA,NA,NA,NA,NA
"162","2019-01-25 15:35:45-02","IAC","IAC","32638","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","F. Barros","1991","12","F. Barros & S.A.C. Chiea","1991","11","Brasil","São Paulo","Serra Negra","-46.7006","-22.6122",NA,NA,NA,NA,"2365","22",NA,"Alto da Serra",NA,NA,NA,NA,NA,"-46.7006","-22.6122","02",NA,NA,NA,NA,NA
"163","2019-01-25 15:35:45-02","IAC","IAC","32639","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","F.C. Hoehne","1917","10","F.C. Hoehne","1917","10","Brasil","São Paulo","São Paulo","-46.6361","-23.5475",NA,NA,NA,NA,"s/nº","16",NA,"Butantã",NA,NA,NA,NA,NA,"-46.6361","-23.5475","16",NA,NA,NA,NA,NA
"164","2019-01-25 15:35:45-02","IAC","IAC","32640","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","A. Gehrt","1909","10","H. Luederwaldt","1909","10","Brasil","São Paulo","São Paulo","-46.6361","-23.5475",NA,NA,"exsicata do Herbário do Museu Paulista",NA,"333","21",NA,"Ipiranga",NA,NA,NA,NA,NA,"-46.6361","-23.5475","21",NA,NA,NA,NA,NA
"165","2020-04-07 16:32:31-03","IAC","IAC","32641","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","1999","01","Forero; E. Lima; O. Yano & R. Fonnegra-Gomez","1980","09","Brasil","São Paulo","Guarulhos","-46.5333","-23.4628",NA,NA,NA,NA,"8146","21",NA,"Bairro das Pimentas, sítio Kida",NA,NA,NA,NA,NA,"-46.5333","-23.4628","21",NA,NA,NA,NA,NA
"166","2019-01-25 15:35:45-02","IAC","IAC","32642","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","E. Kuhn","1943","07","M. Kuhlmann","1943","05","Brasil","São Paulo","Limeira","-47.4017","-22.5647",NA,NA,NA,NA,"785","14",NA,"Beira do Córrego #?#Iracema#?#",NA,NA,NA,NA,NA,"-47.4017","-22.5647","26",NA,NA,NA,NA,NA
"167","2019-01-25 15:35:45-02","IAC","IAC","32643","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","J.R. Mattos (1)","1960","11","J.R. Mattos (1)","1960","11","Brasil","São Paulo","São Simão","-47.5508","-21.4792",NA,NA,NA,NA,"8655","29",NA,"Fazenda Bocaina",NA,NA,NA,NA,NA,"-47.5508","-21.4792","29",NA,NA,NA,NA,NA
"168","2020-04-07 16:32:31-03","IAC","IAC","32644","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","1999","01","C.F.S. Muniz","1981","03","Brasil","São Paulo","Teodoro Sampaio","-52.1675","-22.5325",NA,NA,NA,NA,"325","12",NA,"Serra do Diabo",NA,NA,NA,NA,NA,"-52.1675","-22.5325","21",NA,NA,NA,NA,NA
"169","2020-04-07 16:32:31-03","IAC","IAC","34704","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","1961","10","J.R. Mattos (1)","1961","10","Brasil","São Paulo","Mogi Guaçu","-46.9422","-22.3722",NA,NA,NA,NA,"9671","28",NA,"Fazenda Campininha",NA,NA,NA,NA,NA,"-46.9422","-22.3722","28",NA,NA,NA,NA,NA
"170","2020-04-07 16:32:31-03","IAC","IAC","34705","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","1999","01","E. Kuhn","1972","04","Brasil","São Paulo","Mogi Guaçu","-46.9422","-22.3722",NA,NA,NA,NA,"s/nº","29",NA,"Fazenda Campininha, Estação Experimental e Biológica",NA,NA,NA,NA,NA,"-46.9422","-22.3722","21",NA,NA,NA,NA,NA
"171","2020-04-07 16:32:31-03","IAC","IAC","35427","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci; F.A. Vitta & Y.V. Bakker","1999","01","E. Forero; S.L. Jung-Mendaçolli; M.M.R.F. Melo; M.G.L. Wanderley & F. Barros","1980","09","Brasil","São Paulo","Mogi Guaçu","-46.9422","-22.3722",NA,NA,NA,NA,"8371","24",NA,"Pádua Sales, Fazenda Campininha",NA,NA,NA,NA,NA,"-46.9422","-22.3722","21",NA,NA,NA,NA,NA
"172","2019-01-25 15:35:45-02","IAC","IAC","35876","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","F.A. Vitta","1997","02","A.A. Rezende",NA,NA,"Brasil","São Paulo","Mirassol","-49.5211","-20.8192",NA,NA,NA,NA,"559",NA,NA,"Estação Ecológica do Noroeste Paulista (Estação de Coleta 3)",NA,NA,NA,NA,NA,"-49.5211","-20.8192","15",NA,NA,NA,NA,NA
"173","2019-01-25 15:35:45-02","IAC","IAC","36162","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","F.A. Vitta & L.C. Bernacci","1998","05","L. Yamamoto","1997","09","Brasil","São Paulo","Pedreira","-46.9014","-22.7419",NA,NA,"altitude de 750 a 850 m",NA,"s/nº","15",NA,"Fazenda Bela Vista",NA,NA,NA,NA,NA,"-46.9014","-22.7419","06",NA,NA,NA,NA,NA
"174","2020-04-07 16:32:31-03","IAC","IAC","36335","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","2016","04","S.L. Jung-Mendaçolli et al.","1998","05","Brasil","São Paulo","Jundiaí","-46.8842","-23.1864",NA,NA,NA,NA,"883","22",NA,"IAC, Estação Experimental",NA,NA,NA,NA,NA,"-46.8842","-23.1864","05",NA,NA,NA,NA,NA
"175","2019-01-25 15:35:45-02","IAC","IAC","42818","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci & N. Junqueira","2003","03","L.C. Bernacci & N. Junqueira","2003","03","Brasil","Distrito Federal","Brasília","-47.9297","-15.7797",NA,NA,NA,NA,"3374","18",NA,"Planaltina. Procedente de cerrado 1100 m (DF).",NA,NA,NA,NA,NA,"-47.9297","-15.7797","18",NA,NA,NA,NA,NA
"176","2020-04-07 16:32:31-03","IAC","IAC","42981","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","2011","01","M.G. Bovini; J.F.A. Baumgratz; L.C.S. Giordano; R.A.M. Tavares & J.C. Silva","2002","11","Brasil","Rio de Janeiro","Macaé","-41.7869","-22.3708",NA,NA,NA,NA,"2233","19",NA,"Distrito de Frade, trilha para o pico",NA,NA,NA,NA,NA,"-41.7869","-22.3708","05",NA,NA,NA,NA,NA
"177","2019-10-03 14:20:28-03","IAC","IAC","43019","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","A.C. Cervi","1993","10","?","1990","05","Brasil","Espírito Santo","Linhares","-40.0722","-19.3911",NA,NA,"Nome popular: maracujá-de-morcego",NA,"1126","10",NA,"Reserva Natural da CVRD - Estrada pelada, próximo a porteira do Spelta 01",NA,NA,NA,NA,NA,"-40.0722","-19.3911","21",NA,NA,NA,NA,NA
"178","2019-01-25 15:35:45-02","IAC","IAC","43261","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci & N. Junqueira","2003","06","L.C. Bernacci & N. Junqueira","2003","06","Brasil","Distrito Federal","Brasília","-47.9297","-15.7797",NA,NA,NA,NA,"3549","05",NA,"Planaltina. Procedente de Carrancas (MG).",NA,NA,NA,NA,NA,"-47.9297","-15.7797","05",NA,NA,NA,NA,NA
"179","2019-01-25 15:35:45-02","IAC","IAC","43341","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","A.C. Cervi","1993","10","D.A. Folli","1990","05","Brasil","Espírito Santo","Linhares","-40.0722","-19.3911",NA,NA,NA,NA,"1126","10",NA,"Reserva Natural da Serra da CVRD - Próximo a porteira do Spelta 01",NA,NA,NA,NA,NA,"-40.0722","-19.3911","21",NA,NA,NA,NA,NA
"180","2020-04-07 16:32:31-03","IAC","IAC","43490","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","2005","08","F.C.P. Garcia & L.B. Bosquetti","2002","09","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"999","23",NA,"Parque Estadual do Rio Doce, trilha da Lagoa do Mumbaça, Cava Grande",NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"181","2020-04-07 16:32:31-03","IAC","IAC","44355","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci et al.","2004","05","L.C. Bernacci; H. Lorenzi & E.F. Souto","2004","05","Brasil","Minas Gerais","Careaçu","-45.6400001","-22.0620833",NA,NA,"Coordenadas do material: 22°03#?#43.5S 45°38#?#24W",NA,"3721","03",NA,"6Km da Rodovia Fernão Dias para Caxambu",NA,NA,NA,NA,NA,"-45.6400001","-22.0620833","03",NA,NA,NA,NA,NA
"182","2020-04-07 16:32:31-03","IAC","IAC","44363","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci et al.","2004","05","L.C. Bernacci; H. Lorenzi & E.F. Souto","2004","05","Brasil","Minas Gerais","Marliéria","-42.7322","-19.7122",NA,NA,NA,NA,"3729","05",NA,"Parque Florestal do Rio Doce",NA,NA,NA,NA,NA,"-42.7322","-19.7122","05",NA,NA,NA,NA,NA
"183","2020-04-07 16:32:31-03","IAC","IAC","45835","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","2005","03","L.C. Bernacci","2005","03","Brasil","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,"Originária de Careaçu - MG",NA,"3928","18",NA,"Instituto Plantarum",NA,NA,NA,NA,NA,"-47.2958","-22.7775","18",NA,NA,NA,NA,NA
"184","2020-04-07 16:32:31-03","IAC","IAC","46386","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","R.B. Torres et al.","2005","11","R.B. Torres; L.C. Bernacci; T.B. Conforti; R.M. Coelho; I.C.M. Ferreira; A.S. Espeleta & A.C. Lorandi","2005","11","Brasil","São Paulo","Campinas","-47.049059","-22.817012",NA,NA,NA,NA,"1611","09",NA,"Fazenda Argentina (mata brejosa)",NA,NA,NA,NA,NA,"-47.049059","-22.817012","09",NA,NA,NA,NA,NA
"185","2020-04-07 16:32:31-03","IAC","IAC","47493","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","L.C. Bernacci","2006","01","L.C. Bernacci","2006","01","Brasil","São Paulo","Nova Odessa","-47.2958","-22.7775",NA,NA,NA,NA,"4104","19",NA,"Instituto Plantarum, em cultivo coleção",NA,NA,NA,NA,NA,"-47.295800","-22.777500","19",NA,NA,NA,NA,NA
"186","2020-04-07 16:32:31-03","IAC","IAC","52119","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","miersii","Passiflora miersii","Mast.","I.P. Renó & J.A.M.A. Gomes","2009","11","J.A.M.A. Gomes & C. Aquino","2009","10","Brasil","São Paulo","Itapira","-46.8217","-22.4361",NA,NA,"Coordenada do material: 46w45#?#57, 22s16#?#87",NA,"750","30",NA,"Eleutério, margem do Rio Mogi Guaçu. FL-A2.",NA,NA,NA,NA,NA,"-46.8217","-22.4361","13",NA,NA,NA,NA,NA
"187","2020-07-23 12:17:47-03","CEPLAC","CEPEC","2949","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii",NA,"T. S. Nunes",NA,NA,"A. Castellanos",NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"26522",NA,NA,"Sem informação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/1999",NA
"188","2019-11-13 16:04:59-03","UNISANTA","HUSC","11016","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","P.S.P.Sampaio","2015","11","P.S.P.Sampaio; A.F.P.Sampaio","2015","11","Brasil","Minas Gerais","São Thomé das Letras","-44.976469","-21.718642",NA,NA,"trepadeira com botões verdes.; Borda da Floresta Estacional Semidecídua Montana.",NA,"1267","19",NA,"Estrada de terra entre a cidade e a cachoeira da Eubiose.","1243","1243",NA,NA,NA,"-44.976469","-21.718642",NA,NA,NA,NA,NA,NA
"189","2016-08-23 11:00:03-03","NHMLondon","NHM-LONDON-BOT","BM000566155","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"John Miers; b.1789; d.1879; Miers",NA,NA,"Brasil","Minas Gerais",NA,"-44.096503","-19.690239",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/f6fa4137ac8e6efafccadd0453ed7e54b184b468/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"-44.096503","-19.690239",NA,NA,NA,"Type",NA,"NHMUK:ecatalogue:4979752"
"190","2016-08-23 11:00:03-03","NHMLondon","NHM-LONDON-BOT","BM001008456","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"John Miers; b.1789; d.1879; Miers","1838","07","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/745b09679ae998c45764500b1cb71a84b3348cd5/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible type",NA,"NHMUK:ecatalogue:492758"
"191","2021-02-12 15:01:54-03","UFSCar","SPSC","3623","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"R.C. Hora","1998","10","Brasil","São Paulo","São Carlos",NA,NA,NA,NA,"Planta de flores roxas.;Mata Mesófila Semidecídua",NA,NA,"22",NA,"Fazenda Canchim.",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"192","2021-02-12 15:01:54-03","UFSCar","SPSC","3622","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","A.A. Rezende",NA,NA,"R.C. Hora","1998","02","Brasil","São Paulo","São Carlos",NA,NA,NA,NA,"Planta de flores roxas.;Mata Mesófila Semidecídua",NA,NA,"05",NA,"Fazenda Canchim.",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"193","2020-11-12 17:01:17-03","UEL","FUEL","9606","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, AC","1990","04","Santos, TS","1971","05","Brasil","Bahia","Teixeira de Freitas","-39.7419013977051","-17.5349998474121","44841",NA,NA,"auto","s.n.","13",NA,"BR-101 a Itamaraju. Região de mata",NA,NA,NA,"FUEL020872",NA,NA,NA,"05",NA,NA,NA,NA,NA
"194","2019-11-01 15:07:41-03","UnB","UB","156399","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Cervi, AC","1991","03","Irwin, HS; Maxwell, H; Wasshausen, DC","1968","02","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Slender liana 2m. Corolla violet and white.; Disturbed slope forest",NA,"20771A","24","Southern America","Serra do Espinhaço at Lapinha, ca. 18km N of Serro, on road (MG-2) to Diamantina","1200","1200",NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA
"195","2019-11-01 15:07:41-03","UnB","UB","156402","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Cervi, AC","1991","02","Anderson, WR; Stieber, M; Kirkbride Junior, JH","1972","02","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Vine. Petals white, corona purple and white.; Rocky (sandstone) cerrado, and open rocky hillsides with white sandy soil, sloping down to grassy brejo, creek, and adjacent gallery forest",NA,"35316","04","Southern America","Ca. 8km N of Gouveia on road to Diamantina",NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA
"196","2019-11-01 15:07:41-03","UnB","UB","156403","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Incógnito","1964","07","Heringer, EP","1957","04","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Mata ciliar",NA,"Herb5579","22","Southern America","Fazenda do Barreiro, 9km de Paraopeba",NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA
"197","2019-11-01 15:07:41-03","UnB","UB","156404","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Cervi, AC","1991","02","Irwin, HS; Fonseca, SF; Souza, R; Santos, RR; Ramos, J","1970","03","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Liana 2m. Fruit green.; Cerrado. Campo and cerrado",NA,"28472","28","Southern America","Ca. 3km N of São João da Chapada, road to Campo do Sampaio","1200","1200",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"198","2019-11-01 15:07:41-03","UnB","UB","156400","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Gehrt, A",NA,NA,"Brade, AC","1916","02","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","SP6455",NA,"Southern America","Vila Ema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-01 15:07:41-03","UnB","UB","156401","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Nunes, TS","2000","07","Sazima, M","1987","05","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265",NA,"Trepadeira. Flores esbranquiçadas pendentes, noturnas. Frutos jovens.","auto","18977","07","Southern America","Praia do Lázaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-10-03 10:04:24-03","UFSCar","SORO","1790","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Scudeler, A.L.; Cabral, L.M.","2014","02","Brasil","São Paulo","Sorocaba","-47.4500007629395","-23.5","17154",NA,NA,"auto","102","12",NA,"UFSCar - Sorocaba, fragmento 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-05-06 12:01:27-03","UFU","HUFU","58898","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Vargas, B.C.",NA,NA,"Vargas, B.C.; Araújo, G.M.","2010","11","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223",NA,"Trepadeira de gavinha. Cálice verde corola alva, corona lilás e branco, botão floral verde.; Mata semidecídua.","auto","273","24",NA,"Fazenda São José",NA,NA,NA,"HUFU00019486",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-05-06 12:01:27-03","UFU","HUFU","57390","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Vargas, B.C.","2011","09","Vargas, B.C.; Araújo, G.M.","2010","06","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223",NA,"Trepadeira. Fruto imaturo verde.; Mata semi - decídua.","auto","165","17",NA,"Fazenda Irara",NA,NA,NA,"HUFU00019485",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-05-06 12:01:27-03","UFU","HUFU","59344","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Vargas, B.C.","2011","09","Vargas, B.C.; Araújo, G.M.","2011","01","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223",NA,"Trepadeira gavinha. Cálice verde, corola alva, corona de filamentos lilás e branco.; Mata semi-decídua.","auto","299","24",NA,"Fazenda São José",NA,NA,NA,"HUFU00019487",NA,NA,NA,"30",NA,NA,NA,NA,NA
"204","2021-03-04 15:46:57-03","IF","SPSF","00762","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","miersii","Passiflora miersii",NA,NA,NA,NA,"D.Bento Pickel","1943","10","Brasil","SP","Pirassununga","-47.4199981689453","-21.9899997711182","24621",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: no campo&nf;;","auto",NA,"06","América do Sul","chacara Bom Retiro",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"205","2021-03-04 15:46:57-03","IF","SPSF","35910","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","L.C.Bernacci","2013","08","A.L.Klein","2003","10","Brasil","SP","Assis","-50.4099998474121","-22.6599998474121","23972",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: Cerradão.;","auto","AL-42","20","América do Sul","Estação ecológica",NA,NA,NA,NA,NA,NA,NA,"26","Magnoliopsida",NA,NA,NA,NA
"206","2021-03-04 15:46:57-03","IF","SPSF","39777","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","S.C.P.M. Souza","2008","10","R.Sebastiani","2008","03","Brasil","SP","Paranapanema","-48.7200012207031","-23.3799991607666","29740",NA,"COLETA: Trepadeira.Estaminódios listrados de branco e roxo deste a base em direção ao ápice, transversalmente. Anteras amarelas, pétalas brancas.Estilete verde.; GEOGRAFIA: Áreas das gravilhas. Trilha principal em frente à porteira.;","auto","313","31","América do Sul","Estação Ecológica de Paranapanema",NA,NA,NA,NA,NA,NA,NA,"17","Magnoliopsida",NA,NA,NA,NA
"207","2021-03-04 15:46:57-03","IF","SPSF","29874","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Passifloraceae","Passiflora","miersii","Passiflora miersii",NA,NA,NA,NA,"J.R.Guillaumon","2002","02","Brasil","SP","Vinhedo","-46.9700012207031","-23.0300006866455","9595",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: borda de cerradão&nf;;","auto",NA,"24","América do Sul","via Anhangüera",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"208","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Miers, J",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America","Habitat in Serra dos Orgãos",NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"209","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Weddell, HA",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"717",NA,"Southern America","in Serra d'Estrela",NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"210","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Saint-Hilaire, AFCP",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,"225",NA,"Southern America",NA,NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"211","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Sellow, F",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"290",NA,"Southern America",NA,NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"212","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Regnell, AF",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,"637",NA,"Southern America",NA,NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"213","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Warming, JEB",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"214","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Burchell, WJ","1827","02","Brazil","São Paulo","São Paulo","-46.633333","-23.55",NA,NA,NA,NA,"4300","22","Southern America","IBB/ São Paulo, SP, St. Paul's - northward 2 miles towards Agua-Branca",NA,NA,NA,NA,"P13P1N0117","-46.633333","-23.55",NA,NA,NA,NA,NA,NA
