"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","521221","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","C. A. Cogniaux",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521221","NY00521221_01","11963","Brasilia","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1018306","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"M. A. Nadruz Coelho","2007","09","25","Brazil","Rio de Janeiro","Magé","-43.0406","-22.6531",NA,NA,"200","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1254873' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018306","NY01018306_01","1918","Distrito de Santo Aleixo, Fazenda Floresta do Pico. Picada do córrego das pedras negras, trilha para o para pico grande.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01462516","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","M. K. Caddah",NA,NA,NA,"M. K. Caddah","2009","05","13","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462516","NY01462516_01","465","Parque Nacional do Itatiaia, trilha para Três Picos","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1738438","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","M. K. Caddah",NA,NA,NA,"M. K. Caddah","2011","02","06","Brazil","Espírito Santo","Santa Teresa","-40.76863","-19.8038",NA,NA,"900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568297' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738438","NY01738438_01","841","Estrada para o Alto Misterioso.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","521234","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","A. C. Brade",NA,NA,NA,"R. M. Klein","1955","10","14","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521234","NY00521234_01","1693","Morro de Ressacada","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","522196","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"B. Coe-Teixeira","1966","06","08","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522196","NY00522196_01","70","Sao Paulo, Santo Amaro, Chácara Flora","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","521236","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"F. C. Hoehne","1931","10","26","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521236","NY00521236_01","28398","Parque do Estado","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","521222","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"G. G. Hatschbach","1999","12","03","Brazil","Paraná","Doutor Ulysses","-49.4194","-24.5683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521222","NY00521222_01","69825","Sete Quedas","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01198039","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"M. M. M. Lopes","2006","08","11","Brazil","Bahia","Camacan","-39.5653","-15.3917",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198039","NY01198039_01","1062","RPPN Serra Bonita, 10 km W de Camacá na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissao; trilha ao lado do terreno onde será a casa do propietário","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521230","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","F. Markgraf",NA,NA,NA,"R. Reitz","1954","03","02","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521230","NY00521230_01","1677","Horto Florestal I. N. P.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521226","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"A. F. M. Glaziou","1888","09","22","Brazil","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521226","NY00521226_01","17552","Alto Macahé","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","229067","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Possibly collected by Pohl <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229067","NY00229067_01","1165","Brasilia","South America","sheet",NA,"Magnoliophyta","Myrtales","syntype",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","521237","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"H. de F. Leitão Filho","1976","10","08","Brazil","São Paulo","Jundiaí","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521237","NY00521237_01","3208","Ca. 10 km SW de Jundiaí. Serra do Japí","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1198426","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"A. M. Amorim","2006","10","21","Brazil","Bahia","Camacan","-39.5653","-15.3917",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1489696' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198426","NY01198426_01","6508","RPPN Serra Bonita. 9,7 km de Camacan na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre da Embratel","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521220","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","C. A. Cogniaux",NA,NA,NA,"J. Lhotsky",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521220","NY00521220_01","s.n.","Brasilia","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","521227","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","A. C. Brade",NA,NA,NA,"R. M. Klein","1955","03","31","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521227","NY00521227_01","1239","Morro da Ressacada","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01318260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","M. K. Caddah",NA,NA,NA,"M. K. Caddah","2010","01","22","Brazil","Rio de Janeiro","Nova Friburgo","-42.495278","-22.374722",NA,NA,"1370","1370","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305643' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318260","NY01318260_01","756","Casa do Seu David Müller","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521232","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"M. R. de V. Barbosa","1988","03","08","Brazil","Rio de Janeiro","Piraí","-43.8981","-22.6294",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521232","NY00521232_01","1011","Represa de Ribeirao das Lajes","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2530361","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"R. Goldenberg","2015","04","30","Brazil","Espírito Santo","São Roque do Canaã","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2767879' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530361","NY02530361_01","2152","Mata na entrada de trilha para o Alto Misterioso.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"14641","auto",NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2530360","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"R. Goldenberg","2015","04","30","Brazil","Espírito Santo","São Roque do Canaã","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2767878' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530360","NY02530360_01","2149","Mata na entrada de trilha para o Alto Misterioso.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"14641","auto",NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02840243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"L. G. Rigon","2015","11","04","Brazil","Rio de Janeiro","Piraí","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3137696' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840243","NY02840243_01","1041","Conglomerado 92-3-2-16. UTM do Ponto Central: E (610941m) N (7491499m). Fuso do GPS (23K)","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"20293","auto",NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02104670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"R. Goldenberg","2014","10","12","Brazil","Bahia","Wenceslau Guimarães","-39.71919","-13.58897",NA,NA,"665","665","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495773' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104670","NY02104670_01","2060","Estação Ecológica Estadual Wenceslau Guimarães, trilha para a Pedra da Torre","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1738440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","M. K. Caddah",NA,NA,NA,"M. K. Caddah","2011","02","06","Brazil","Espírito Santo","Santa Teresa","-40.79508","-19.83205",NA,NA,"790",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568296' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738440","NY01738440_01","831","Trilha para o Alto Misterioso, arredores da cidade. Arbustaria.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01195809","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"J. G. Jardim","2005","12","17","Brazil","Bahia","Arataca","-39.3394","-15.1742",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1404080' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195809","NY01195809_01","4834","Rod. Arataca/Una entrada a direta no assentamento Santo Antônio 9,5 km, vicinal para a Fazenda Palmeira 8,9 km da entrada. Serra do Peito de Moça, RPPN Palmeira/IESB. Coletas efetuadas próximo ao córrego ca. 2 km da sede","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1184226","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"H. C. de Lima","1991","11","21","Brazil","Rio de Janeiro","Guapimirim","-42.883","-22.483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466818' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184226","NY01184226_01","4351","Estação Ecológica Estadual de Paraíso. Serra QUeimada. Agua Comprida. rea F03.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1019032","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","M. K. Caddah",NA,NA,NA,"R. C. Forzza","2004","11","22","Brazil","Minas Gerais","Lima Duarte","-43","-21.7",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271535' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019032","NY01019032_01","3609","Parque Estadual da Serra do Ibitipoca.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","521233","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","1985","10","18","Brazil","Espírito Santo","Conceiçao do Castelo","-41.256612","-20.378333",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521233","NY00521233_01","49931","Alto Bananal","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03287810","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"S. A. Nicolau","1992","06","19","Brazil","São Paulo",NA,NA,NA,NA,NA,"6","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3582478' target='other'> <mi>dwc_moreinfo</mi></a>","NY03287810",NA,"418","Fazenda Sao Sebastiao do Ribeirao Grande, area oeste do talhao 10; Pindamonhangaba","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","521225","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"A. F. M. Glaziou","1889","04","25","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521225","NY00521225_01","17549","Palmeiras","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1686519","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"W. W. Thomas","1996","11","21","Brazil","Bahia","Santa Luzia","-39.5","-15.33",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537261' target='other'> <mi>dwc_moreinfo</mi></a>","NY01686519","NY01686519_01","11359","Serra da Onca, 10.8 km. NE of Santa Luzia (30 km. SW of Una) on Una-Santa Luzia Road, then 4.2 km. N on road to Serra da Onca.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","229066","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"-47.38","-21.57",NA,NA,NA,NA,"Collector noted on label only as Pohl <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229066","NY00229066_01","99","Inter frutices ad Ollaria","South America","sheet",NA,"Magnoliophyta","Myrtales","syntype",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","521229","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","A. C. Brade",NA,NA,NA,"R. M. Klein","1955","10","14","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521229","NY00521229_01","1693","Morro da Ressacada","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","521223","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521223","NY00521223_01","17550","Locality fide Cogniaux is Prov. Rio de Janeiro","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","685413","PreservedSpecimen","Plantae","Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","R. Goldenberg",NA,NA,NA,"R. Goldenberg","2005","10","17","Brazil","Paraná","Tunas do Paraná","-49.0856","-24.9744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685413","NY00685413_01","722","Estrada Tunas - Parque das Lauráceas","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
