"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4098042","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","H. S. Irwin","54809","1963","08","15","South America","Suriname",NA,"Wilhelmina Gebergte. On forested lower slopes of Juliana Top, 14 km north of Lucie Rivier.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417897' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098042",NA,"(Jacq.) Schltr.","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","58259","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","E. G. Britton","2883","1921","04","10","South America","Trinidad and Tobago",NA,"Trinidad. Mora Forest, east of Sangre Grande","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058259","NY00058259_01","(Jacq.) Schltr.",NA,NA,"-61.096661","10.591469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4098040","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","K. M. Redden","2080","2004","02","23","South America","Guyana","Cuyuni-Mazaruni","Pakaraima Mts., Mazaruni River. W bank at Surwakwima Falls. W. of Base Camp 6.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417895' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098040",NA,"(Jacq.) Schltr.","472",NA,"-60.67172","6.08131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","58258","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","W. E. Broadway","9899","1922","01","10","South America","Trinidad and Tobago",NA,"Trinidad. Heights of Aripo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058258","NY00058258_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1721947","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","G. T. Prance","11321","1971","04","05","South America","Brazil","Amazonas","Manaus-Caracarai road, km 45","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044425' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721947","NY01721947_02","(Jacq.) Schltr.",NA,NA,"-60.0315821","-2.5844508","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4098052","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. A. Steyermark","123955","1981","01","11","South America","Venezuela","Bolívar","Cerro Marutani, cumbre, afloramiento de piedra arensisca en la altiplanicie a lo largo del río Carla, afluente de las cabeceras del río Paragua","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417907' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098052",NA,"(Jacq.) Schltr.","1200",NA,"-62.75","3.83","Heres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4098043","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","S. A. Mori","20883","1989","09","10","South America","French Guiana","Cayenne","Mont Galbao trail, near second creek","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417898' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098043","NY04098043_01","(Jacq.) Schltr.","200",NA,"-53.2","3.62","Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02695357","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. J. Pipoly","6669","1984","02","05","South America","Brazil","Amazonas","0-3 Km N of 211 of Perimetral N Hwy; Pico Rondon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2970145' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695357",NA,"(Jacq.) Schltr.",NA,NA,"-62.8","1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4098049","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. A. Steyermark","88816","1961","01","25","South America","Venezuela","Bolívar","Dwarf forest between savanna and Cerro El Picacho, on ridge in rather clayey soil, southeast of Hato de Nuria, southeast of camp. Altiplanicie de Nuria","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417904' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098049",NA,"(Jacq.) Schltr.","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4098054","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","F. W. Pennell","8424","1922","07","21","South America","Colombia","Valle del Cauca","east of Zarzal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417909' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098054",NA,"(Jacq.) Schltr.","970","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","58276","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","N. L. Britton","1362","1920","04","03","South America","Trinidad and Tobago",NA,"Trinidad. Mount Tocuche","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058276","NY00058276_01","(Jacq.) Schltr.",NA,NA,"-61.409","10.739203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4098048","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. A. Steyermark","88464","1961","01","14","South America","Venezuela","Bolívar","Dwarf forest on ridge top. Between camp and Agua Linda, 7 km. E. of Hato de Nuria, E. of Miamo. Altiplanicie de Nuria","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417903' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098048",NA,"(Jacq.) Schltr.","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4098047","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. A. Steyermark","103311","1970","08","03","South America","Venezuela","Lara","selva nublada de Terepaima, al lado de la pica al sur de Terepaima, 20 kms. al sur de Cabudare","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417902' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098047",NA,"(Jacq.) Schltr.","1200","1300",NA,NA,"Palavecino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1721946","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","G. T. Prance","16111","1971","11","05","South America","Brazil","Amazonas","Summits of Serra Curicuriari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044424' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721946","NY01721946_01","(Jacq.) Schltr.",NA,NA,"-66.8300056","-0.3263238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1032095","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","P. K. H. Dusén","15474","1914","08","31","South America","Brazil","Paraná","Morretes app. Kilom. 6 viae Zerreae.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032095","NY01032095_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4098056","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. A. Steyermark","88464","1961","01","14","South America","Venezuela","Bolívar","Dwarf forest on ridge top. Between camp and Agua Linda, 7 km. E. of Hato de Nuria, E. of Miamo. Altiplanicie de Nuria","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4417911' target='other'> <mi>dwc_moreinfo</mi></a>","NY04098056",NA,"(Jacq.) Schltr.","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1721948","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","G. T. Prance","9414","1969","01","24","South America","Brazil","Roraima","Summit of Serra da Lua","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044426' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721948","NY01721948_02","(Jacq.) Schltr.","1400","1400","-60.208","2.467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","58260","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","E. G. Britton","2267","1921","03","13","South America","Trinidad and Tobago",NA,"Trinidad. Morne Bleu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=245334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058260","NY00058260_01","(Jacq.) Schltr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1721945","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","J. J. Pipoly","6651","1984","02","05","South America","Brazil","Amazonas","0-3 Km N of 211 of Perimetral N Hwy; Pico Rondon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721945","NY01721945_02","(Jacq.) Schltr.",NA,NA,"-62.8","1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:38-03","PUCPR","HUCP","24038","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Santos, TF","071","2015","03","20",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00002958","HUCP00002958","(Jacq.) Schlecht.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Santos, TF","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:38-03","PUCPR","HUCP","25198","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Kersten, RA","1597","2014","02","01",NA,"Brasil","Paraná","Parque Estadual do Palmito",NA,"FOD de Terras Baixas; sobre solo arenoso de restinga; epífita. 10m s.n.m.","HUCP00025198","HUCP00025198","(Jacq.) Schlecht.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá","Kersten, RA","24916","auto","2014","02","01",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:38-03","PUCPR","HUCP","21007","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lemos, JV","039","2008","01","02",NA,"Brasil","Paraná","Rio Guaraguaçu",NA,NA,"HUCP00002595","HUCP00002595","(Jacq.) Schlecht.",NA,NA,"-48.511100769043","-25.6735992431641","Pontal do Paraná","Lemos, JV","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:38-03","PUCPR","HUCP","24027","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Santos, T; Kersten, RA","051","2015","03","13",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00002953","HUCP00002953","(Jacq.) Schlecht.",NA,NA,"-48.5092010498047","-25.5200004577637","Paranaguá",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:46:25-03","NBC","NL-BOTANY","U.1459443","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1969","01","24","Southern America","Brazil",NA,"Brazilian Amazonia. Territory of Roraima. Serra da Lua. Summit of Serra da Lua.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459443","NL-U1459443","(Jacq.) Schltr.",NA,NA,"-68.208333","2.45",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-68.208333","2.45",NA,NA,NA,NA
"35","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512641","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Lehmann FC",NA,NA,NA,NA,"Southern America","Colombia",NA,"Forests of maudura im Cauca.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1512641","NL-L1512641","(Jacq.) Schltr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:46:25-03","NBC","NL-BOTANY","L.1512643","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Dusén PKH",NA,"1914","08","31","Southern America","Brazil",NA,"Plantae Brasilienses. Parana: Mareetes opp., kilom. 6 viae ferreae in siloula ad trimcos arb.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1512643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1512643","NL-L1512643","(Jacq.) Schltr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:46:25-03","NBC","NL-BOTANY","U.1459440","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Henkel TW",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459440","NL-U1459440","(Jacq.) Schltr.",NA,NA,NA,NA,NA,"Christenson EA",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0027185",NA,NA,NA
"38","2020-11-04 12:17:31-03","ESALQ","ESA","75519","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","252.0","2001","04","18",NA,"Brasil","São Paulo","BLOQUEADO",NA,"Epífita. Frutos passados verdes.","ESA075519","ESA075519","(Jacq.) Schltr.","5","5","-46.7799987792969","-24.1800003051758","Itanhaém",NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:41:04-03","MN","R","123624","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Prance, G.T.; Steward, J.R.; Ramos, J.F. & Farias, L.G.","9414","1969","01","24",NA,"Brasil","Roraima",NA,NA,"The New York Botanical Garden/Instituto Nacional de Pesquisas da Amazônia",NA,NA,"(Jacq.) Schltr.","1400","1400",NA,NA,NA,"Pabst, G.F.J.",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-31 13:41:04-03","MN","R","210537","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Andrade, A.G.; Emmerich, M. 1371","1387","1962","11","30",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,"(Jacq.) Schltr.",NA,NA,"-60.0250015258789","-3.10193991661072","Manaus","Pessoa, E.","138090","auto","2013","08","03",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:46:55-02","IPA","IPA","23043","S","Plantae","Plantae",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Andrade-Lima","70-6216","1970","12","03","Southern America","Brasil","Pernambuco","Brejo dos Cavalos, na mata.",NA,"Epífita em tronco de árvore.","IPA0023043",NA,"(Jacq.) Schltr.",NA,NA,"-35.9761009216309","-8.28332996368408","Caruaru","Lima-Verde, L.W.","35136","auto","2003","09","02",NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:46:55-02","IPA","IPA","29259","S","Plantae","Plantae",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Andrade-Lima","72-7134","1972","12","28","Southern America","Brasil","Pernambuco","Sítio Cafundó",NA,NA,"IPA0029259",NA,"(Jacq.) Schltr.",NA,NA,"-36.0442008972168","-7.90305995941162","Taquaritinga do Norte","Lima-Verde, L.W.","25558","auto","2003","09","02",NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:46:55-02","IPA","IPA","30017","S","Plantae","Plantae",NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","Roxana Barreto; Lima, V.C.; Andrade-Lima; Lima, V.C.; Andrade-Lima","41","1981","09","13","Southern America","Brasil","Sergipe","alto da Serra de Itabaiana, à borda da mata.",NA,"Rara.; Solo arenoso.","IPA0030017",NA,"(Jacq.) Schltr.",NA,NA,"-37.4253005981445","-10.6850004196167","Itabaiana","Lima-Verde, L.W.","16069","auto","2003","09","02",NA,NA,NA,NA,NA,NA,NA
"44","2016-07-05 11:14:18-03","FFCLRP","LBMBP","250","S","Plantae",NA,NA,"Orchidaceae","Jacquiniella","globosa","Jacquiniella globosa","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"(Jacq.) Schltr.",NA,NA,"-47.916667","-25","Cananéia","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"47°55'W","25°00'S",NA,NA,NA,NA
"45","2019-11-27 13:46:40-03","UFS","ASE","39078","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Jacquiniella","globosa","Jacquiniella globosa","Santos, JL; Fabricante, JR","38","2017","02","23","Southern America","Brasil","Sergipe","PARNA Serra de Itabaiana, Ambiente fechado, vegetação ciliar bem conservada, ambiente úmido, presença de muita serrapilheira",NA,"Holoepifita obrigatória - Fruto capsular verde imaturo, fruto maduro capsular maduro arrocheado. Folhas encartuchadas verdes.; Mata Atlântica","ASE0040553",NA,"(Jacq.) Schltr.",NA,NA,"-37.2148","-10.4443","Areia Branca","Santos, JL",NA,NA,"2017","03","10",NA,"-37.2148","-10.4443",NA,NA,NA,NA
