"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1073","2020-05-08 11:09:48-03","UEFS","HUEFS","15444","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Costa, A.L.",NA,"1975","05","17",NA,"Brasil",NA,NA,NA,"HUEFS0015444","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349","800","900","HUEFS0015444",NA,"98143","auto","1994","07",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1074","2020-05-08 11:09:48-03","UEFS","HUEFS","17691","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Queiroz, L.P.de","4008","1994","06","18",NA,"Brasil",NA,NA,NA,"HUEFS0017691","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby",NA,"Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0017691",NA,"98143","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1075","2020-05-08 11:09:48-03","UEFS","HUEFS","13950","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Carvalho, A.M.de","2937","1990","03","20",NA,"Brasil",NA,NA,NA,"HUEFS0013950","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby",NA,"Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0013950",NA,"52493","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1076","2020-05-08 11:09:48-03","UEFS","HUEFS","229499","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Andrade, I.R.","BHZB3757","2003","07","02",NA,"Brasil",NA,NA,"Cerrado/Caatinga.","HUEFS0229499","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby","L.P.de Queiroz","Minas Gerais","Itinga","Estrada Itinga - Jacaré / Vale do Rio Jequitinhonha.","-41.7653007507324","-16.6131000518799",NA,NA,"HUEFS0229499",NA,"41806","auto","2019","03",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1077","2020-05-08 11:09:48-03","UEFS","HUEFS","149473","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Cardoso, D.","2563","2009","04","27",NA,"Brasil",NA,NA,"Cerrado denso sobre solo cascalhento.","HUEFS0149473","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","J.P.Santos","Goiás","Colinas do Sul","Estrada de terra em direção a Alto Paraíso de Goiás.","-47.856389","-14.201944","913","913","HUEFS0149473",NA,NA,NA,"2013",NA,NA,"47W51'23''","14S12'7''","Rosanae",NA,NA,NA,NA
"1078","2020-05-08 11:09:48-03","UEFS","HUEFS","28321","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Atkins, S.","PCD4930","1997","02","03",NA,"Brasil",NA,NA,"Solo arenoso com afloramentos rochosos.","HUEFS0028321","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Rio de Contas","Serra do Mato Grosso.","-41.889722","-12.389444","1340","1340","HUEFS0028321",NA,NA,NA,"2005","01",NA,"41W53'23''","12S23'22''","Rosanae",NA,NA,NA,NA
"1079","2020-05-08 11:09:48-03","UEFS","HUEFS","14891","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Queiroz, L.P.de","3672","1993","10","29",NA,"Brasil",NA,NA,NA,"HUEFS0014891","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Bahia","Rio de Contas",NA,"-41.816667","-13.533333",NA,NA,"HUEFS0014891",NA,NA,NA,NA,NA,NA,"41W49'","13S32'","Rosanae",NA,NA,NA,NA
"1080","2020-05-08 11:09:48-03","UEFS","HUEFS","15575","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Arbo, M.M.","5754","1992","11","23",NA,"Brasil",NA,NA,NA,"HUEFS0015575","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Bahia","Barra da Estiva",NA,"-41.233333","-13.516667","890","890","HUEFS0015575",NA,NA,NA,NA,NA,NA,"41W14'","13S31'","Rosanae",NA,NA,NA,NA
"1081","2020-05-08 11:09:48-03","UEFS","HUEFS","16116","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Ganev, W.","2577","1993","11","26",NA,"Brasil",NA,NA,NA,"HUEFS0016116","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Bahia","Abaíra",NA,"-41.866667","-13.3","1200","1200","HUEFS0016116",NA,NA,NA,NA,NA,NA,"41W52'","13S18'","Rosanae",NA,NA,NA,NA
"1082","2020-05-08 11:09:48-03","UEFS","HUEFS","169672","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Neves, S.P.S.","285","2010","03","24",NA,"Brasil",NA,NA,"Cerrado rupestre.","HUEFS0169672","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Bahia","Palmeiras",NA,"-41.514722","-12.438056","842","842","HUEFS0169672",NA,NA,NA,NA,NA,NA,"41W30'53''","12S26'17''","Rosanae",NA,NA,NA,NA
"1083","2020-05-08 11:09:48-03","UEFS","HUEFS","172363","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Tourinho, R.","27","2002","05","06",NA,"Brasil",NA,NA,NA,"HUEFS0172363","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Gentio do Ouro","Cerro.","-42.535556","-11.398611",NA,NA,"HUEFS0172363",NA,NA,NA,"2019","03",NA,"42W32'8''","11S23'55''","Rosanae",NA,NA,NA,NA
"1084","2020-05-08 11:09:49-03","UEFS","HUEFS","193669","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Queiroz, L.P.de","15628","2012","06","12",NA,"Brasil",NA,NA,"Campo rupestre com afloramentos de quartzito","HUEFS0193669","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Bahia","Rio de Contas","Encosta até o topo do Pico das Almas.","-41.968056","-13.526944","1500","1900","HUEFS0193669 HUEFS0193669_01",NA,NA,NA,NA,NA,NA,"41W58'5''","13S31'37''","Rosanae",NA,NA,NA,NA
"1085","2020-05-08 11:09:49-03","UEFS","HUEFS","193896","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Paula-Souza, J.","5112","2005","01","30",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0193896","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.Queiroz","Bahia","Rio de Contas","31 Km de Jussiape em direção a Rio de Contas.","-41.765","-13.615556","960","960","HUEFS0193896",NA,NA,NA,"2014","12",NA,"41W45'54''","13S36'56''","Rosanae",NA,NA,NA,NA
"1086","2020-05-08 11:09:48-03","UEFS","HUEFS","28391","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Atkins, S.","PCD4930","1997","02","03",NA,"Brasil",NA,NA,"Solo arenoso, com afloramentos rochosos.","HUEFS0028391","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Rio de Contas","Serra do Mato Grosso.","-41.889722","-13.389444","1340","1340","HUEFS0028391",NA,NA,NA,"2005","01",NA,"41W53'23''","13S23'22''","Rosanae",NA,NA,NA,NA
"1087","2020-05-08 11:09:48-03","UEFS","HUEFS","45262","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Miranda, E.B.","474","2000","05","14",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0045262","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Abaíra","Catolés Catolés: Encosta da Serra da Tromba.","-41.692222","-13.286667","1015","1015","HUEFS0045262",NA,NA,NA,"2000","06",NA,"41W41'32''","13S17'12''","Rosanae",NA,NA,NA,NA
"1088","2020-05-08 11:09:48-03","UEFS","HUEFS","58413","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Bautista, H.P.","3282","2001","07","04",NA,"Brasil",NA,NA,"Cerrado arbóreo-aberto.","HUEFS0058413","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","A.Calvet","Bahia","Érico Cardoso","Tamanduá, estrada Morro do Fogo para Veredas.","-42.098333","-13.330556","1170","1170","HUEFS0058413",NA,NA,NA,"2008","07",NA,"42W5'54''","13S19'50''","Rosanae",NA,NA,NA,NA
"1089","2020-05-08 11:09:48-03","UEFS","HUEFS","66192","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Tourinho, R.","27","2002","05","06",NA,"Brasil",NA,NA,NA,"HUEFS0066192","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Gentio do Ouro","Cerro","-42.535556","-11.398611",NA,NA,"HUEFS0066192",NA,NA,NA,"2002","12",NA,"42W32'8''","11S23'55''","Rosanae",NA,NA,NA,NA
"1090","2020-05-08 11:09:48-03","UEFS","HUEFS","69935","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","França, F.","4322","2003","02","05",NA,"Brasil",NA,NA,"Vegetação herbáceo-arbustiva baixa, antropizada.","HUEFS0069935","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Ibicoara","Estrada entre Brejo de Cima e a rodovia Mucugê-Barra da Estiva, caminho para Cascavel.","-41.4525","-13.300556","995","1119","HUEFS0069935",NA,NA,NA,"2005","06",NA,"41W27'9''","13S18'2''","Rosanae",NA,NA,NA,NA
"1091","2020-05-08 11:09:49-03","UEFS","HUEFS","82512","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Queiroz, L.P.de","9187","2004","03","18",NA,"Brasil",NA,NA,NA,"HUEFS0082512","Angiospermae","Fabales","var. hypoleuca","(Nees & Mart.) H.S.Irwin & Barneby",NA,"Bahia","Mucugê","Estrada para Cascavel, ca. de 28 km de Mucugê BA - 142","-41.441111","-13.251944","1161","1161","HUEFS0082512",NA,NA,NA,NA,NA,NA,"41W26'28''","13S15'7''","Rosanae",NA,NA,NA,NA
"1092","2020-05-08 11:09:49-03","UEFS","HUEFS","102848","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. phyllostegia","Carvalho-Sobrinho, J.G.de","685","2005","10","29",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0102848","Angiospermae","Fabales","var. phyllostegia","H.S.Irwin & Barneby",NA,"Bahia","Mucugê","Estrada para Guiné.","-41.528611","-12.885","1071","1071","HUEFS0102848",NA,NA,NA,NA,NA,NA,"41W31'43''","12S53'6''","Rosanae",NA,NA,NA,NA
"1093","2020-05-08 11:09:49-03","UEFS","HUEFS","27111","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. phyllostegia","Stannard, B.","51945","1992","03","13",NA,"Brasil",NA,NA,NA,"HUEFS0027111","Angiospermae","Fabales","var. phyllostegia","H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Abaíra","Morro do Zabumba, Engenho de Baixo.","-41.8","-13.3","950","950","HUEFS0027111",NA,NA,NA,"1998","05",NA,"41W48'","13S18'","Rosanae",NA,NA,NA,NA
"1094","2020-05-08 11:09:49-03","UEFS","HUEFS","75957","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. phyllostegia","Pereira, E.","-9658-","1965","01","23",NA,"Brasil",NA,NA,"Mata higrófila","HUEFS0075957","Angiospermae","Fabales","var. phyllostegia","H.S.Irwin & Barneby",NA,"Bahia",NA,"Entre Itiruçú e Maracás.",NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1095","2020-05-08 11:09:49-03","UEFS","HUEFS","176654","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. pilosula","Queiroz, L.P.de","15284","2011","05","29",NA,"Brasil",NA,NA,"Mata atlântica. Morro de gnaiss. Vegetação em moitas.","HUEFS0176654","Angiospermae","Fabales","var. pilosula","H.S.Irwin & Barneby","L.P.de Queiroz","Espírito Santo","Nova Venécia","Ca. 10 Km S de Nova Venécia na ES 137, Km 131.","-40.472778","-19.773333","150","150","HUEFS0176654",NA,NA,NA,"2019","03",NA,"40W28'22''","19S46'24''","Rosanae",NA,NA,NA,NA
"1096","2020-05-08 11:09:49-03","UEFS","HUEFS","176642","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. pilosula","Queiroz, L.P.de","15272","2011","05","29",NA,"Brasil",NA,NA,"Mata atlântica. Afloramento de gnaiss.","HUEFS0176642","Angiospermae","Fabales","var. pilosula","H.S.Irwin & Barneby","L.P.de Queiroz","Espírito Santo","Santa Teresa","Ca. 15 km N de Santa Teresa na estrada ES-080, Santa Teresa-Colatina, próximo ao Mirante.","-40.616944","-19.865833","255","255","HUEFS0176642",NA,NA,NA,"2019","03",NA,"40W37'1''","19S51'57''","Rosanae",NA,NA,NA,NA
"1097","2020-05-08 11:09:49-03","UEFS","HUEFS","204569","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. pilosula","Demuner, V.","2443","2006","06","07",NA,"Brasil",NA,NA,NA,"HUEFS0204569","Angiospermae","Fabales","var. pilosula","H.S.Irwin & Barneby","L.P. de Queiroz","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda.","-40.800278","-18.945","450","550","HUEFS0204569",NA,NA,NA,"2014","12",NA,"40W48'1''","18S56'42''","Rosanae",NA,NA,NA,NA
"1098","2021-03-04 11:16:35-03","UEFS","HUEFS","206291","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. pilosula","Neves, D.R.M.","1235","2013","05","23",NA,"Brasil",NA,NA,"Transição Floresta Ombrófila/ Floresta Estacional.","HUEFS0206291","Angiospermae","Fabales","var. pilosula","H.S.Irwin & Barneby","J.P.Santos","Espírito Santo","Pancas","Serra do Alto Mutum Preto. Pedra da Colina. Subindo para rampa de voo livre.","-40.875","-19.231389","760","760","HUEFS0206291",NA,NA,NA,"2017","04",NA,"40W52'30''","19S13'53''","Rosanae",NA,NA,NA,NA
"1099","2020-05-08 11:09:48-03","UEFS","HUEFS","75431","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Correia, C.","270","2003","07","15",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0075431","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Santa Maria da Vitória","Estrada Santa Maria da Vitória - Correntina.","-44.583333","-13.383333","630","630","HUEFS0075431",NA,NA,NA,"2004","01",NA,"44W35'","13S23'","Rosanae",NA,NA,NA,NA
"1100","2020-05-08 11:09:48-03","UEFS","HUEFS","73377","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Jost, T.","507","2002","04","10",NA,"Brasil",NA,NA,"Cerrado/caatinga.","HUEFS0073377","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Urandi","estrada Urandi/Lícinio de Almeida, 15 Km depois de Urandi, há 19 km de Urandi.","-42.542222","-14.743056","770","770","HUEFS0073377",NA,NA,NA,"2002","12",NA,"42W32'32''","14S44'35''","Rosanae",NA,NA,NA,NA
"1101","2020-05-08 11:09:47-03","UEFS","HUEFS","236913","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Fontana, A.P.","9812",NA,NA,NA,NA,"Brasil",NA,NA,"Planossolo Háplico Eutrófico","HUEFS0236913","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby",NA,"Pernambuco","Tacaratu","Serra do Cruzeiro. Cerrado. Solo arenoso.",NA,"-9.116667","724","724",NA,NA,NA,NA,NA,NA,NA,NA,"9S7'","Rosanae",NA,NA,NA,NA
"1102","2020-05-08 11:09:47-03","UEFS","HUEFS","236986","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Fontana, A.P.","9910",NA,NA,NA,NA,"Brasil",NA,NA,"Planossolo Háplico Eutrófico","HUEFS0236986","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby",NA,"Alagoas","Mata Grande","Serra do Parafuso. Caatinga arbórea densa. Solo arenoso.",NA,"-8.933333","767","767",NA,NA,NA,NA,NA,NA,NA,NA,"8S56'","Rosanae",NA,NA,NA,NA
"1103","2020-05-08 11:09:48-03","UEFS","HUEFS","13147","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. calva","Carvalho, A.M.de","3047","1990","04","14",NA,"Brasil",NA,NA,NA,"HUEFS0013147","Angiospermae","Fabales","var. calva","H.S.Irwin & Barneby",NA,"Bahia","Andaraí",NA,"-41.3314018249512","-12.8072004318237",NA,NA,"HUEFS0013147",NA,"58558","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1104","2020-05-08 11:09:48-03","UEFS","HUEFS","2975","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Carvalho, A.M.de","1745","1983","04","15",NA,"Brasil",NA,NA,NA,"HUEFS0002975","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby",NA,"Bahia","Caetité",NA,"-42.4749984741211","-14.0693998336792","1100","1100","HUEFS0002975",NA,"53684","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1105","2020-05-08 11:09:48-03","UEFS","HUEFS","11574","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. calva","Queiroz, L.P.de","2746","1992","04","26",NA,"Brasil",NA,NA,NA,"HUEFS0011574","Angiospermae","Fabales","var. calva","H.S.Irwin & Barneby",NA,"Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145","500","600","HUEFS0011574",NA,"47385","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1106","2020-05-08 11:09:48-03","UEFS","HUEFS","192557","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. cana","Oliveira, G.R.de","10","2012","07","19",NA,"Brasil",NA,NA,NA,"HUEFS0192557","Angiospermae","Fabales","var. cana","(Nees & Mart.) H.S.Irwin & Barneby",NA,"Bahia","Licínio de Almeida",NA,"-42.5074996948242","-14.6822004318237",NA,NA,"HUEFS0192557",NA,"31339","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1107","2020-05-08 11:09:48-03","UEFS","HUEFS","109364","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. calva","Ferreira, V.S.","97","2006","03","18",NA,"Brasil",NA,NA,NA,"HUEFS0109364","Angiospermae","Fabales","var. calva","H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0109364",NA,"52493","auto","2011","06",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1108","2020-05-08 11:09:47-03","UEFS","HUEFS","21698","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Hatschbach, G.","61763","1995","03","11",NA,"Brasil",NA,NA,NA,"HUEFS0021698","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby",NA,"Minas Gerais","São Gonçalo do Abaeté",NA,"-45.8333015441895","-18.3383007049561",NA,NA,"HUEFS0021698",NA,"75342","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1109","2020-05-08 11:09:47-03","UEFS","HUEFS","146923","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Duarte, A.P.","8751","1965","01","18",NA,"Brasil",NA,NA,NA,"HUEFS0146923","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby",NA,"Minas Gerais","Itaobim","BR 4.","-41.5032997131348","-16.5617008209229",NA,NA,"HUEFS0146923",NA,"19493","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1110","2020-05-08 11:09:49-03","UEFS","HUEFS","73130","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. phyllostegia","Carvalho, A.","7059","2002","03","09",NA,"Brasil",NA,NA,NA,"HUEFS0073130","Angiospermae","Fabales","var. phyllostegia","H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Andaraí","Ca. 20 km na estrada Andaraí/Mucugê","-41.3314018249512","-12.8072004318237",NA,NA,"HUEFS0073130",NA,"58558","auto","2005","06",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1111","2020-05-08 11:09:47-03","UEFS","HUEFS","125779","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Fernandes, A.","EAC11130","1982","03","26",NA,"Brasil",NA,NA,"Capoeira.","HUEFS0125779","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby",NA,"Pernambuco","Tupanatinga","Capoeira.","-37.3396987915039","-8.75333023071289",NA,NA,"HUEFS0125779",NA,"41275","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1112","2020-05-08 11:09:48-03","UEFS","HUEFS","10994","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Ganev, W.","551","1992","06","22",NA,"Brasil",NA,NA,NA,"HUEFS0010994","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Abaíra","Catolés","-41.6636009216309","-13.2496995925903","1220","1220","HUEFS0010994 HUEFS0010994_1",NA,"26531","auto","1998","05",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1113","2020-05-08 11:09:47-03","UEFS","HUEFS","31019","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Cordeiro, I.","924","1981","04","15",NA,"Brasil",NA,NA,NA,"HUEFS0031019","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby","R.Mello-Silva","Minas Gerais","Grão Mogol","Cristália","-42.8897018432617","-16.5594005584717",NA,NA,"HUEFS0031019",NA,"67219","auto","1996","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1114","2020-05-08 11:09:48-03","UEFS","HUEFS","125179","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. calva","Fernandes, A.","EAC14130","1986","02","18",NA,"Brasil",NA,NA,NA,"HUEFS0125179","Angiospermae","Fabales","var. calva","H.S.Irwin & Barneby",NA,"Bahia","Souto Soares","Entre Souto Soares e Lençóis.","-41.6377983093262","-12.0886001586914",NA,NA,"HUEFS0125179",NA,"52664","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1115","2020-05-08 11:09:47-03","UEFS","HUEFS","52238","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Ribeiro-Filho, A.A.","240","2001","02","26",NA,"Brasil",NA,NA,NA,"HUEFS0052238","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Mucugê","Estrada Andaraí- Mucugê.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0052238",NA,"52493","auto","2001","08",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1116","2020-05-08 11:09:47-03","UEFS","HUEFS","173870","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Souza, E.R.de","641","2011","04","28",NA,"Brasil",NA,NA,NA,"HUEFS0173870","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby",NA,"Bahia","Barra da Estiva","Estrada do Sincorá","-41.3269004821777","-13.6260995864868",NA,NA,"HUEFS0173870",NA,"61861","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1117","2020-05-08 11:09:48-03","UEFS","HUEFS","176495","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana var. hypoleuca","Souza, E.R.de","749","2011","06","18",NA,"Brasil",NA,NA,NA,"HUEFS0176495","Angiospermae","Fabales","var. hypoleuca","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Bahia","Érico Cardoso","Estrada em direção a Inúbia.","-42.1403007507324","-13.417799949646",NA,NA,"HUEFS0176495",NA,"26944","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"1118","2020-05-08 11:09:47-03","UEFS","HUEFS","166928","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Senna","cana","Senna cana","Martinelli, G.","5489","1978","10","29",NA,"Brasil",NA,NA,NA,"HUEFS0166928","Angiospermae","Fabales",NA,"(Nees & Mart.) H.S.Irwin & Barneby","L.P.de Queiroz","Bahia","Mucugê","Estrada para Cascavel.","-41.3708000183105","-13.0052995681763","700","700","HUEFS0166928",NA,"52493","auto","2010","02",NA,NA,NA,"Rosanae",NA,NA,NA,NA
