"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","maximumElevationInMeters","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus"
"11","2020-11-04 10:58:48-03","ESALQ","ESA","124414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis",NA,"Assis, M.C.","Silva, J.M.","3995.0","1905","06","26",NA,"Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,"ESA124414",NA,"1905","55154","auto",NA,"06","27",NA,NA,NA,NA
"12","2020-11-04 10:58:48-03","ESALQ","ESA","32137","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Assis, M.C.","Kummrow, R. et al.","3387.0","1994","01","21",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"ISOTIPO","ESA032137",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 10:58:48-03","ESALQ","ESA","98183","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis",NA,"Hatschbach, G.","Cordeiro, J.","2288.0","2006","02","07",NA,"Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,"ESA098183","ESA098183","2006","25228","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:19-03","IAP","PACA-AGP","36840","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Amaryllidaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M. C. Assis","M. C. Assis","O. Curial",NA,"1947","02","23",NA,"Brasil","PR","Morretes","Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,"Flor vermelha. Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA036840",NA,"2000","30514","auto",NA,"12",NA,"Liliatae",NA,NA,NA
"15","2019-11-21 14:29:54-03","UFJF","CESJ","70885","PreservedSpecimen","Plantae","Angiosperma",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","L.A. Funez","L.A. Funez; A.L. de Gasper; K. Kemmelmeier; A.E. Zermiani","3754","2015","02","20","América do Sul","Brasil","Santa Catarina","Garuva","Alto Quiriri","-48.954444","-26.039167","1200",NA,"Campo limpo. Erva, flores amarelas.","CESJ070885","CESJ070885 CESJ070885_1","2015",NA,NA,"1200",NA,NA,NA,"-48.954444","-26.039167",NA
"16","2019-11-21 14:29:54-03","UFJF","CESJ","53015","PreservedSpecimen","Plantae","Angiosperma",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","M.C.Assis","J. Cordeiro; J.M. Silva","721","1990","03","13","América do Sul","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"Ereta, flor vermelha. Campo graminoso da encosta do morro. Alt.: 1200 m.","CESJ053015","CESJ053015",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:29:54-03","UFJF","CESJ","42621","PreservedSpecimen","Plantae","Angiosperma",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","M.C.Assis","O.S. Ribas; J. Cordeiro; E. Barbosa","2252","1998","01","14","América do Sul","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio dos Alemães.","-49.2655982971191","-26.1924991607666",NA,NA,"Flor vermelha externamente, amarelo-alaranjada internamente. Campo de altitude, próximo ao rio. Alt.: 1300 m.","CESJ042621","CESJ042621","2000","37493","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-27 13:45:33-03","UFS","ASE","12593","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, LCS","Hatschbach, G","18566","1968","02","08","Southern America","Brasil","Paraná","Campina Grande do Sul","Pico Caratuva, Locais brejosos.","-49.0319","-25.182","1950",NA,"Flor vermelha.; Flor vermelha.; Topo do morro.","ASE0010050","ASE0010050","2000",NA,NA,"1950",NA,NA,NA,"-49.0319","-25.182",NA
"19","2021-03-16 17:53:08-03","UCS","HUCS","43823","PreservedSpecimen","Plantae","Angiospermae","Liliales","Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Barbosa, E.","Barbosa, E.","4085","2014","02","26",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Paraná","-48.824167","-12.862417","1563",NA,"Compo de altitude","HUCS006672",NA,"2014",NA,NA,"1563","04",NA,NA,"-48.824167","-12.862417",NA
"20","2021-03-16 17:53:08-03","UCS","HUCS","10555","PreservedSpecimen","Plantae","Angiospermae","Liliales","Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Kummrow, R.","3387","1994","01","21",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"Hatschbach, G. determinou como Alstroemeria sellowiana Seub.&nf;Herbarium MBM &nf;ISOTYPUS; campo graminoso com rochas","HUCS006962",NA,"2002","41937","auto",NA,"02",NA,NA,NA,NA,"isotype"
"21","2019-08-16 08:38:06-03","UTFPR","HCF","10233","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","J. Cordeiro & P.Bohrer","M.G. Caxambu","3686","2012","02","02",NA,"Brasil","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.821333","-25.128333","1438",NA,"erva ereta, rupícola, heliófita, ca. 0,40 m. Flores vermelhas.",NA,NA,"2013",NA,NA,"1438",NA,NA,NA,"48°49'16,8 W","25°07'42 S",NA
"22","2019-08-16 08:38:06-03","UTFPR","HCF","18700","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","M.C. Assis","J. Cordeiro","721","1990","03","13",NA,"Brasil","PR","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465","1200",NA,"ereta, flor vermelha. Campo graminoso da encosta do morro.",NA,NA,NA,"55154","auto","1200",NA,NA,NA,NA,NA,NA
"23","2019-08-16 08:38:06-03","UTFPR","HCF","27801","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","M.C. Assis","R. Kummrow","2282","1983","04","13",NA,"Brasil","PR","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596","1300",NA,"das encostas úmidas e suaves do morro. Flor vermelha.",NA,NA,NA,"41937","auto","1300",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:11:18-03","MBM","MBM","385850","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Cordeiro, J.; Larocca, P.","Larocca, P.; Felitto, G.; Felitto, G.","45","2013","03","02","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Morro Camapuã","-48.85745","-25.254475","1680",NA,"Herbácea, 45 cm, flores alaranjadas.; Afloramento rochoso.","MBM385850","MBM385850","2013",NA,NA,"1680",NA,NA,NA,"-48.85745","-25.254475",NA
"25","2020-12-21 16:11:18-03","MBM","MBM","385850","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Cordeiro, J.; Larocca, P.","Larocca, P.; Felitto, G.; Felitto, G.","45","2013","03","02","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Morro Camapuã","-48.85745","-25.254475","1680",NA,"Herbácea, 45 cm, flores alaranjadas.; Afloramento rochoso.","MBM385850","MBM385850","2013",NA,NA,"1680",NA,NA,NA,"-48.85745","-25.254475",NA
"26","2020-12-21 16:11:18-03","MBM","MBM","393562","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Barboza, E.","Barboza, E.","4085","2014","02","26","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Paraná, abrigo 1","-48.8241","-25.246406","1563",NA,"Herbácea 50cm; flores alaranjadas.; Campo de altitude.","MBM393562",NA,"2014",NA,NA,"1563","04",NA,NA,"-48.8241","-25.246406",NA
"27","2020-12-21 16:11:18-03","MBM","MBM","394246","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Lozano, E.D.","Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","2612","2014","02","09","Southern America","Brazil","Paraná","Morretes","Conjunto Marumbi, Cume do Pico Boa Vista","-48.7455","-25.457722",NA,NA,"Herbácea, 70 cm, flores avermelhadas.; Refúgio Vegetacional Altomontano. Campo limpo.","MBM394246",NA,"2014",NA,NA,NA,NA,NA,NA,"-48.7455","-25.457722",NA
"28","2020-12-21 16:11:18-03","MBM","MBM","400453","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Ferreira, P.C.","Ferreira, P.C.; Kersten, R.A.; Santos, T.F.; Larocca, P.; Sageth, Y.; Kersten, R.A.; Santos, T.F.; Larocca, P.; Sageth, Y.","8","2015","04","02","Southern America","Brazil","Paraná","Quatro Barras","Morro Mão Catira","-48.903611","-25.351111","1420",NA,"Herbácea, 1,30m; flores vermelhas.; Refúgio Vegetacional Altomontano (Campo de Altitude).","MBM400453","MBM400453","2015",NA,NA,"1420","10","08",NA,"-48.903611","-25.351111",NA
"29","2020-12-21 16:11:18-03","MBM","MBM","400454","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Ferreira, P.C.","Ferreira, P.C.; Kersten, R.A.; Santos, T.F.; Larocca, P.; Sageth, Y.; Kersten, R.A.; Santos, T.F.; Larocca, P.; Sageth, Y.","6","2015","04","02","Southern America","Brazil","Paraná","Quatro Barras","Morro Mão Catira","-48.903611","-25.351111","1420",NA,"Herbácea, 1,30m; frutos maduros.; Refúgio Vegetacional Altomontano (Campo de Altitude).","MBM400454","MBM400454","2015",NA,NA,"1420","10","08",NA,"-48.903611","-25.351111",NA
"30","2020-12-21 16:11:18-03","MBM","MBM","419157","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Antoniuk-Bonato, R.G.","Antoniuk-Bonato, R.G.; Santos, A.S. dos; Santos, A.S. dos","126","2019","04","20","Southern America","Brazil","Paraná","Antonina","Pico Caratuva, Trilha para o Pico Caratuva, pouco antes do cume","-48.828056","-25.240556","1854",NA,"Erva, 40cm de altura. Frutos tricoca, secos.; Floresta Ombrófila Densa Altomontana - campos de altitude.","MBM419157",NA,"2019",NA,NA,"1854","05","09",NA,"-48.828056","-25.240556",NA
"31","2020-12-21 16:11:18-03","MBM","MBM","377112","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Scheer, M.B.; Lozano, E.D.","Lozano, E.D.; Molin, T.; Ariati, V.; Molin, T.; Ariati, V.","479","2011","01","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Morro do Getúlio","-49.0553016662598","-25.3055992126465","1490",NA,"Herbácea 80cm; flores laranja.; Campo sujo. Alt.: 1490.","MBM377112","MBM377112","2011","55154","auto","1490",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:11:18-03","MBM","MBM","366861","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Lozano, E.D.","Felitto, G.; Lozano, E.D.; Petean, M.P.; Ariati, V.; Lozano, E.D.; Petean, M.P.; Ariati, V.","13","2011","02","19","Southern America","Brazil","Paraná","Campina Grande do Sul","Morro do Getúlio","-49.0553016662598","-25.3055992126465",NA,NA,"Herbácea 60cm. flor alaranjada.; Campo úmido.","MBM366861","MBM366861","2011","55154","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:11:18-03","MBM","MBM","360408","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Lozano, E.D.","Lozano, E.D.","223","2010","02","06","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465","1850",NA,"Herbácea 50cm.; flores laranja zarcão.; Refúgio Vegetacional Altomontana. Alt.: 1850m.","MBM360408","MBM360408","2010","55154","auto","1850",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:11:18-03","MBM","MBM","3853","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","16455","1967","05","20","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM003853","MBM003853",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:11:18-03","MBM","MBM","6276","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","18566","1968","02","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM006276","MBM006276",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:11:17-03","MBM","MBM","136393","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","721","1990","03","13","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM136393","MBM136393",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:11:18-03","MBM","MBM","8524","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20747","1969","01","15","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM008524","MBM008524",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:11:17-03","MBM","MBM","136394","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Ribas, O.S.; Nicolack, V.; Nicolack, V.","239","1990","02","02","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM136394","MBM136394",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:11:17-03","MBM","MBM","245151","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","3072","2000","02","03","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM245151","MBM245151",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:11:18-03","MBM","MBM","396116","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Barboza, E.","Engels, M.E.; Lozano, E.D.; Reginato, M.; Lozano, E.D.; Reginato, M.","2355","2014","01","22","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, trilha da base para morro Getúlio até pico Itapiroca","-49.0553016662598","-25.3055992126465",NA,NA,"Terrícola. Caule castanho. Folhas verdes. Flores alaranjadas.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista, em campo de altitude.","MBM396116","MBM396116","2015","55154","auto",NA,"04","14",NA,NA,NA,NA
"41","2020-12-21 16:11:17-03","MBM","MBM","12937","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","23399","1970","01","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Abrigo I","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM012937","MBM012937",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:11:17-03","MBM","MBM","296135","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Silva, J.M.; Lima, L.R.; Farinaccio, M.A.; Lima, L.R.; Farinaccio, M.A.","3995","2004","01","28","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"Terrícola; flor avermelhada.; Campo de altitude, solo turfoso.","MBM296135",NA,"2005","55154","auto",NA,"10",NA,NA,NA,NA,NA
"43","2020-12-21 16:11:17-03","MBM","MBM","17364","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","5553","1959","03","10","Southern America","Brazil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596","1350",NA,"Flor vermelha, do campo sub-alpino algo brejoso (ao lado de Esterhazua, Tibouchina, etc._ Unicata; Flor vermelha.; Do campo sub-alpino algo brejoso (ao lado de Esterhazya, Tibouchina, etc.).","MBM017364","MBM017364","2000","41937","auto","1350","12",NA,NA,NA,NA,"PARATYPE"
"44","2020-12-21 16:11:18-03","MBM","MBM","85462","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Kummrow, R.","2282","1983","04","13","Southern America","Brazil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596","1300",NA,"Das encostas úmidas e suaves do morro. Flopr vermelha.; Flor vermelha.; Das encostas úmidas e suaves do morro.","MBM085462","MBM085462","2002","41937","auto","1300","12",NA,NA,NA,NA,"PARATYPE"
"45","2020-12-21 16:11:17-03","MBM","MBM","17359","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","6698","1960","01","31","Southern America","Brazil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596","1350",NA,"Flor vermelha. orla da matinha nebular. Unicata; Flor vermelha.; Orla da matinha nebular.","MBM017359","MBM017359","2000","41937","auto","1350","12",NA,NA,NA,NA,"PARATYPE"
"46","2020-12-21 16:11:17-03","MBM","MBM","165889","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis",NA,"Kummrow, R.; Silva, J.M.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.","3387","1994","01","21","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596","1400",NA,"Erva 80 cm, flor com pétalas vermelhas, interior alaranjado. Campo graminoso com rochas, próximo ao cume","MBM165889","MBM165889",NA,"41937","auto","1400",NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:11:18-03","MBM","MBM","53764","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","1877","1950","02","26","Southern America","Brazil","Paraná","Morretes","Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM053764","MBM053764",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:11:17-03","MBM","MBM","17366","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Curial, O.","682","1947","11","23","Southern America","Brazil","Paraná","Morretes","Pico Olimpo, Serra Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM017366","MBM017366",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:11:17-03","MBM","MBM","14869","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Hatschbach, G.","23937","1970","02","27","Southern America","Brazil","Paraná","Morretes","Serra Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM014869","MBM014869",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:11:17-03","MBM","MBM","108322","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Cordeiro, J.; Zelma, F.J.; Zelma, F.J.","281","1986","04","09","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM108322","MBM108322",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
