"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055471","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","M. Sobral, 1995.","G. Hatschbach; M. Hatschbach, D. Guimaraes","55962",NA,"Brazil","Goias","-47.521517","-14.133556",NA,"Arbusto 2m.",NA,NA,"1991","11","8",NA,"Alto Paraiso. Corrego Veredas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055470","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","M. Sobral, 2005","E. Barbosa; J.M. Silva, J. Vaz","931",NA,"Brazil","Sao Paulo","-48.504925","-24.757996",NA,"Arvore, 10m, flor alva. Floresta atlantica.",NA,NA,"2004","2","28",NA,"Posto Manecao (mun. Barra do Turvo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:36:44-03","UNICAMP","UEC","72621","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, MF","Rodrigues, RR; et al.","33447",NA,"Brazil","São Paulo","-48.414889","-24.962361",NA,"Árvore 6m, flores brancas, estames amarelos","UEC106123","UEC106123","1995","02","14","Jacupiranga","Parque Estadual de Jacupiranga",NA,NA,NA,"2014","-48.414889","-24.962361",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:36:44-03","UNICAMP","UEC","64275","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, MF","Lima, HC; et al.","3609",NA,"Brazil","Rio de Janeiro","-42.05","-22",NA,"Árvore 4m, DAP 17 cm, casca fina, castanho ferrugínea; frutos verde amarelados. Ocasional.; Sítio Sophronites.","UEC107319","UEC107319","1989","06","08","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima.","1100","1100",NA,"2012","-42.05","-22",NA,NA,"05",NA,NA,NA,NA
"19","2021-03-01 16:36:44-03","UNICAMP","UEC","11702","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, MF","Hatschbach, G","14566",NA,"Brazil","Paraná","-49.0769004821777","-25.3656005859375",NA,"Árvore de 10m, frutos vermelho","UEC106124","UEC106124","1966","08","04","Quatro Barras","Rio do Corvo",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"20","2021-03-01 16:36:44-03","UNICAMP","UEC","11703","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, MF","Hatschbach, G","26605",NA,"Brazil","Paraná","-49.0769004821777","-25.3656005859375",NA,"Arvoreta 6m. flor alva, mata pluvial","UEC106122","UEC106122","1971","03","31","Quatro Barras","Rio do Corvo",NA,NA,NA,"2014",NA,NA,"17116","auto",NA,NA,NA,NA,NA
"21","2021-03-01 16:36:44-03","UNICAMP","UEC","29097","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, MF","Martins, FR; Dias, AC","12378",NA,"Brazil","São Paulo","-44.9599990844727","-23.0699996948242",NA,"Arvoreta de 6m, no interior da mata. Frutos apenas.","UEC111223","UEC111223","1980","07","11","Cunha","Reserva Estadual de Cunha.",NA,NA,NA,"2019",NA,NA,"38855","auto",NA,NA,NA,NA,NA
"22","2021-03-26 10:43:29-03","UDESC","LUSC","7169","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","follii","Myrcia follii","G.M.Barroso & Peixoto",NA,"E.J. Lucas; et al.","923",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"LUSC008763","LUSC008763","2006","12","01","Linhares","Reserva da Compania Vale do Rio Doce, estrada Gávea, km 16,3, parcela B.",NA,NA,NA,"2002",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"23","2020-10-14 10:03:36-03","FURB","FURB","2674","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Sobral, M","Delprete, P.G.","4844",NA,"Brasil","Paraná","-48.3288993835449","-25.3066997528076",NA,"Frequente","FURB34178","FURB34178","1995","01","01","Guaraqueçaba","Fda. Maderzatti, rio Pederneiras.","20","20",NA,"1995",NA,NA,"37295","auto",NA,NA,NA,NA,NA
"24","2020-10-14 10:03:36-03","FURB","FURB","218","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Sobral, M","Hatschbach, G.; et al.",NA,NA,"Brasil","Rondônia","-63.32080078125","-9.71306037902832",NA,NA,"FURB02551","FURB02551","1991","11","08","Alto Paraíso","Córrego Veredas.",NA,NA,NA,"1995",NA,NA,"58624","auto",NA,NA,NA,NA,NA
"25","2021-03-16 17:54:01-03","UCS","HUCS","26394","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaresk.","Silveira, N.","Kunniyoshi, Y.S.","4844",NA,"Brasil","Paraná","-48.3288993835449","-25.3066997528076",NA,"árvore alta 20-30m, flor alvacenta; Fazenda Madezatti",NA,NA,"1985","02","22","Guaraqueçaba","Rio Pederneiras","600","600",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"26","2019-12-06 19:30:01-03","UFES","VIES","33301","S","Plantae",NA,NA,"Myrtaceae","Myrcia","follii","Myrcia follii","G.M.Barroso & Peixoto",NA,"Moreira, L.N.","63",NA,"Brasil","Espírito Santo","-41.283333","-20.75",NA,NA,"VIES033301","VIES033301","2007","07","02","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.",NA,NA,NA,NA,"41º16'60''W","20º45'0''S",NA,NA,NA,NA,NA,NA,NA
"27","2019-06-27 10:25:55-03","UFES","VIES","22645","S","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, M.F.","Gomes, J.M.L.","3839",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES022645","VIES022645","2010","12","11","Linhares","Flona de Goytacazes.",NA,NA,NA,"2017",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"28","2019-12-06 19:30:01-03","UFES","VIES","35730","S","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, M.F.","Carrijo, T.T.; Luber, J.; Torres, F.; Christ, J.A.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.","2021",NA,"Brasil","Espírito Santo","-41.184722","-20.603611",NA,NA,"VIES035730","VIES035730","2014","03","17","Castelo","Parque Estadual de Mata das Flores.",NA,NA,NA,"2017","41º11'5''W","20º36'13''S",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-06 19:30:01-03","UFES","VIES","35731","S","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos, M.F.","Carrijo, T.T.; Luber, J.; Torres, F.; Christ, J.A.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1899",NA,"Brasil","Espírito Santo","-41.184722","-20.603611",NA,NA,"VIES035731","VIES035731","2013","12","03","Castelo","Parque Estadual de Mata das Flores. Floresta Ombrófila Densa de Terras Baixas. Parcela 1881.",NA,NA,NA,"2017","41º11'5''W","20º36'13''S",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 09:31:36-03","UFRRJ","RBR","42298","S","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","L.F. Gonçalves","L.F. Gonçalves","386",NA,"Brasil","Rio de Janeiro","-42.998611","-22.456944",NA,NA,"RBR00042298","RBR00042298","2017","02","25","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha suspensa. Parque Nacional da Serra dos Órgãos","1165","1165",NA,NA,"42º59'55''W","22º27'25''S",NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 09:31:36-03","UFRRJ","RBR","46296","S","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","T.Fernandes. T.Fernandes","H.C. Lima; P.F.F.P. Rodrigues, A.Q. Lobão, F.F. Negreiros, L.B. Nascimento, A.F.N. Brand, M. Iguatemy, R.P.N. Albuquerque, B.F. Borja","8707",NA,"Brasil","Rio de Janeiro","-43.3975","-22.568056",NA,NA,"RBR00046296","RBR00046296","2018","08","07","Nova Iguaçu","Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta. Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta.","266","266",NA,"2019","43º23'51''W","22º34'5''S",NA,NA,"09",NA,NA,NA,NA
"32","2013-04-01 09:18:37-03","IPT","BCTW","7935","S","Plantae","Magnoliophyta",NA,NA,"Myrcia","follii","Myrcia follii","G.M. Barroso & Peixoto",NA,NA,NA,NA,"Brasil","Espírito Santo","-40.0722","-19.3911",NA,NA,NA,NA,NA,NA,NA,"Linhares","Reserva Florestal da Cia Vale do Rio Doce (CVRD)",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA,NA
"33","2020-12-21 16:37:22-03","MBM","MBM","412793","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","1462","Southern America","Brazil","Paraná","-48.292778","-25.158889",NA,"Árvore 13 m alt.; frutos verdes, vermelhos e vinosos; dossel de Floresta Ombrófila Densa Submontana de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM412793","MBM412793","2017","04","07","Guaraqueçaba","RPPN Salto Morato","320","320",NA,"2017","-48.292778","-25.158889",NA,NA,"12","14",NA,NA,NA
"34","2020-12-21 16:37:22-03","MBM","MBM","412799","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Völtz, R.R.","Völtz, R.R.","1463","Southern America","Brazil","Paraná","-48.292778","-25.162222",NA,"Árvore 10 m alt.; botões florais alvos, flores com estames alvacentos; dossel de Floresta Ombrófila Densa Submontana de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM412799","MBM412799","2018","01","10","Guaraqueçaba","RPPN Salto Morato","385","385",NA,"2018","-48.292778","-25.162222",NA,NA,"01","10",NA,NA,NA
"35","2020-12-21 16:37:22-03","MBM","MBM","146564","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Sobral, M.","Hatschbach, G.; Hatschbach, M.; Guimarães, O.; Hatschbach, M.; Guimarães, O.","55962","Southern America","Brazil","Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"MBM146564","MBM146564","1991","11","08","Alto Paraíso de Goiás","Córrego Veredas",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"36","2020-12-21 16:37:22-03","MBM","MBM","123424","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Silveira, N.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52136","Southern America","Brazil","Paraná","-49.1150016784668","-25.2061004638672",NA,NA,"MBM123424","MBM123424","1988","06","08","Bocaiúva do Sul","Serra São Gabriel",NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"37","2020-12-21 16:37:22-03","MBM","MBM","112842","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Silveira, N.","Kuniyoshi, Y.S.","4844","Southern America","Brazil","Paraná","-48.3288993835449","-25.3066997528076",NA,"Bis","MBM112842","MBM112842","1985","02","22","Guaraqueçaba","Fazenda Madezatti, rio Pederneiras",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"38","2020-12-21 16:37:22-03","MBM","MBM","293566","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Sobral, M.","Barboza, E.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","931","Southern America","Brazil","São Paulo","-48.5046997070312","-24.7563991546631",NA,NA,"MBM293566","MBM293566","2004","02","28","Barra do Turvo","Posto Manecão",NA,NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"39","2020-12-21 16:37:22-03","MBM","MBM","112841","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Silveira, N.","Kuniyoshi, Y.S.","4844","Southern America","Brazil","Paraná","-48.3288993835449","-25.3066997528076",NA,"Bis","MBM112841","MBM112841","1985","02","22","Guaraqueçaba","Fazenda Madezatti, rio Pederneiras",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"40","2019-11-01 15:28:29-03","PUC-RIO","FCAB","5294","PreservedSpecimen","Plantae",NA,"Angiospermae","Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","M.C. Souza","M. Peron","854",NA,"Brasil","Rio de Janeiro","-42.5311012268066","-22.2819004058838",NA,"&nf;; Árvore 15m; eixo de inflorescência amarela; frutos verde-amarelados.","005294",NA,"1990","08","14","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Síti",NA,NA,NA,"2016",NA,NA,"33190","auto","05","25",NA,NA,NA
"41","2015-10-04 07:32:30-03","MNHN","RECOLNAT_MNHN_P","P00161146","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161146' target='other'> <mi>dwc_moreinfo</mi></a>","P00161146","P00161146_01","1888","3","5",NA,"(Rio Janeiro) Alto Macahé",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"16994",NA
"42","2015-10-04 06:32:35-03","MNHN","RECOLNAT_MNHN_P","P00161147","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161147' target='other'> <mi>dwc_moreinfo</mi></a>","P00161147","P00161147_01","1888","3","5",NA,"(Rio Janeiro) Alto Macahé",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"16994",NA
"43","2015-10-04 06:32:48-03","MNHN","RECOLNAT_MNHN_P","P00161148","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161148' target='other'> <mi>dwc_moreinfo</mi></a>","P00161148","P00161148_01","1888","3","5",NA,"(Rio Janeiro) Alto Macahé",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"16994",NA
"44","2015-09-04 20:34:06-03","MNHN","RECOLNAT_MNHN_P","P05232319","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos","Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","-42.5311012268066","-22.2819004058838","hb",". . Reçu le 10 Novembro 1832 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232319' target='other'> <mi>dwc_moreinfo</mi></a>","P05232319","P05232319_01","1890","9","15","Nova Friburgo","Brésil. Alto Macahé. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,"18239",NA
"45","2015-09-04 20:34:06-03","MNHN","RECOLNAT_MNHN_P","P05232318","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos","Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","-42.5311012268066","-22.2819004058838","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232318' target='other'> <mi>dwc_moreinfo</mi></a>","P05232318","P05232318_01","1890","9","15","Nova Friburgo","Brésil (Rio Jan). Alto Macahé. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,"18239",NA
"46","2015-09-04 20:34:06-03","MNHN","RECOLNAT_MNHN_P","P05232316","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Santos","Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","-42.5311012268066","-22.2819004058838","hb",". . donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232316' target='other'> <mi>dwc_moreinfo</mi></a>","P05232316","P05232316_01","1890","9","18","Nova Friburgo","Brésil. Rio Jan. Alto Macahé. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,"18239",NA
"47","2020-12-11 11:39:29-03","UFMG","BHCB","109648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.",NA,"Lopes, MMM; Sant'Ana, SC de; Gomes, LCJ; Rodrigues, AB","360","Southern America","Brasil","Bahia","-39.603333","-14.705833",NA,"Proj. Mata Atlântica Nordeste. Convênio CEPLA/The New York Botanical Garden/ UESC - Apoio Beneficia Foudation e Nacional Geographic.; Árvore ca. 15m alt. Folhas com face superior verde-escuro e inferior amarelada. frutos imaturos verdes, tonando-se a",NA,NA,"2005","11","22","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","650","900",NA,"2014","-39.603333","-14.705833",NA,NA,NA,NA,NA,NA,NA
