"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00582255","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"P. K. H. Dusén","12136","1911","09","04","Brazil","Paraná","Ipiranga","Desvio Ypiranga","-50.5842","-25.0242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582255","NY00582255_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03097841","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"C. Baez","568","2016","04","08","Brazil","Rio de Janeiro","Rio de Janeiro","Serra do Mendanha. Mata na subida do morro das antenas. Parque Natural Municipal da Serra do Mendanha","-43.5238889","-22.8213889",NA,NA,"653","653","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343396' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097841","NY03097841_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00568284","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","K. E. Burret",NA,NA,NA,"H. Luederwaldt","12235","1904","09",NA,"Brazil","São Paulo",NA,"Alto da Serra. Parque Cajurú",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568284","NY00568284_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00568292","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"A. Krapovickas","23246","1973","02","12","Brazil","Rio de Janeiro",NA,"Km 35, estrada Rio de Janeiro-Petropolis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568292","NY00568292_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00568299","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","M. Rossato; R. A. Wasum",NA,NA,NA,"M. Rossato","9","1999","11","02","Brazil","Rio Grande do Sul","Terra de Areia",NA,"-50.1083","-29.6017",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568299","NY00568299_01 NY00568299_02 NY00568299_03 NY00568299_04 NY00568299_05 NY00568299_06","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00568281","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","H. Q. B. Fernandes",NA,NA,NA,"K. F. Dusen","11989","1911","07","31","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568281","NY00568281_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00568296","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","H. E. Moore",NA,NA,NA,"H. S. Irwin","28195","1970","03","23","Brazil","Minas Gerais","Diamantina","Ca. 4 km N of Sao Joao da Chapada","-43.6003","-18.2494",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568296","NY00568296_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00568294","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","H. E. Moore",NA,NA,NA,"H. S. Irwin","28195","1970","03","23","Brazil","Minas Gerais","Diamantina","Ca. 4 km N of Sao Joao da Chapada","-43.6003","-18.2494",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568294","NY00568294_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00568269","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"L. R. Noblick","4799","1989","02","04","Brazil","Bahia","Mucuri","Fazenda Oitizeiro, ca. 10 km SW of Mucuri on S side of the Rio Mucuri","-39.65","-18.08",NA,NA,"1","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568269","NY00568269_01 NY00568269_02 NY00568269_03 NY00568269_04 NY00568269_05 NY00568269_06","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01112642","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"R. de Mello-Silva","1569","1999","02","13","Brazil","Espírito Santo","Santa Teresa","Estrada para João Neiva, limite norte da Estação Biológica de Nova Lombardia. Sítio do Sr. Waldir.","-40.6003","-19.9358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112642","NY01112642_01 NY01112642_02 NY01112642_03 NY01112642_04 NY01112642_05 NY01112642_06","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00568286","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","J. G. Wessels Boer",NA,NA,NA,"J. C. Lindeman","4056","1967","01","12","Brazil","Paraná","Morretes","Rio Corvo in Serra do mar, S. of old road to Morretes, ca. 25 km E. of Curitiva","-48.906339","-25.339275",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568286","NY00568286_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00568289","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"G. K. Gottsberger","16-22671","1971","06","22","Brazil","São Paulo","Bertioga","1 km N of the village","-46.15","-23.85",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568289","NY00568289_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02389146","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"H. S. Irwin","6276","1964","09","19","Brazil",NA,NA,"Distrito Federal; Chapada da Contagem, ca. 20km E of Brasília",NA,NA,NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2638009' target='other'> <mi>dwc_moreinfo</mi></a>","NY02389146","NY02389146_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01019567","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","R. C. Forzza",NA,NA,NA,"R. C. Forzza","3140","2004","03","10","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca,","-43.885","-21.7031",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286919' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019567","NY01019567_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00568287","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"G. K. Gottsberger","14-22671","1971","06","22","Brazil","São Paulo","Bertioga","1 km N of the village","-46.15","-23.85",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568287","NY00568287_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02607985","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"J. M. A. Braga","4136","1997","06","10","Brazil","Rio de Janeiro",NA,"Parque Nacional da Tijuca, trilha para o morro da Cocanha (Alto da Boa Vista).",NA,NA,NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2919720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02607985","NY02607985_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00568283","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"H. Q. B. Fernandes","3222","1997","07","24","Brazil","São Paulo","Cananéia","Ilha Comprida. Mata de restinga no interior da ilha","-47.9","-24.03",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568283","NY00568283_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00568288","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"G. K. Gottsberger","15-22671","1971","06","22","Brazil","São Paulo","Bertioga","1 km N of the village","-46.15","-23.85",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568288","NY00568288_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00582253","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"P. M. Andrade","1430","1991","08","31","Brazil","Minas Gerais","Nova Lima","Res. Biol. Mata do Jambreiro","-43.8467","-19.9858",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=25585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582253","NY00582253_01 NY00582253_02 NY00582253_03 NY00582253_04 NY00582253_05 NY00582253_06 NY00582253_07 NY00582253_08","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00568297","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","H. E. Moore",NA,NA,NA,"J. P. Lanna Sobrinho","888","1964","09","16","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Pico da Tijuca","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568297",NA,"Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02607944","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"P. Leitman","562","2012","12","15","Brazil","Rio de Janeiro","Petropolis","Araras, Condominio Pedra dos Amaryllis.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2919671' target='other'> <mi>dwc_moreinfo</mi></a>","NY02607944","NY02607944_01","Magnoliophyta","Arecales","South America","sheet","36524","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01112658","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"R. de Mello-Silva","1622","1999","02","22","Brazil","Minas Gerais","São Thomé das Letras","Pico do Gavião, contrafortes Sudoeste","-44.92","-21.62",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112658","NY01112658_01 NY01112658_02 NY01112658_03 NY01112658_04 NY01112658_05 NY01112658_06","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00684924","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","J. Dransfield",NA,NA,NA,"R. M. Harley","50061","1992","01","15","Brazil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25",NA,NA,"1600","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684924","NY00684924_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1747932","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"H. C. de Lima","4556","1992","11","28","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Trilha para a Fazenda Portuense, proximo a entrada do cajueiro. Área FP008","-42.283","-22.525",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747932","NY01747932_01 NY01747932_02 NY01747932_03 NY01747932_04 NY01747932_05 NY01747932_06 NY01747932_07","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02389150","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"H. S. Irwin","6276","1964","09","19","Brazil",NA,NA,"Distrito Federal; Chapada da Contagem, ca. 20km E of Brasília",NA,NA,NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2638035' target='other'> <mi>dwc_moreinfo</mi></a>","NY02389150","NY02389150_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02641671","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"R. de Mello-Silva","3264","2010","01","27","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Mata Grande. Ao lado da trilha para o Pico do Pião, cerca de 1000 m após a Prainha. Mata.","-43.88511","-21.70311",NA,NA,"1460",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2914260' target='other'> <mi>dwc_moreinfo</mi></a>","NY02641671","NY02641671_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00568256","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"H. Q. B. Fernandes","3226","1997","07","25","Brazil","São Paulo","Sete Barras","Serra Parapiacaba, bacia do rio Saibadela, Parque Estadual Intervales. Trilha do Quilombo (ou do Araça)","-48.03","-24.27",NA,NA,"100","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568256","NY00568256_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00568295","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","H. E. Moore",NA,NA,NA,"H. S. Irwin","28195","1970","03","23","Brazil","Minas Gerais","Diamantina","Ca. 4 km N of Sao Joao da Chapada","-43.6003","-18.2494",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568295","NY00568295_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02641672","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"R. de Mello-Silva","3264","2010","01","27","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Mata Grande. Ao lado da trilha para o Pico do Pião, cerca de 1000 m após a Prainha. Mata.","-43.88511","-21.70311",NA,NA,"1460",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2914265' target='other'> <mi>dwc_moreinfo</mi></a>","NY02641672","NY02641672_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00568293","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"A. Krapovickas","23246","1973","02","12","Brazil","Rio de Janeiro",NA,"Km 35, estrada Rio de Janeiro-Petropolis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568293","NY00568293_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00582252","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"G. K. Gottsberger","15-21671","1971","06","21","Brazil","São Paulo","Bertioga","1 km N of the village","-46.15","-23.85",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582252","NY00582252_01 NY00582252_02 NY00582252_03 NY00582252_04 NY00582252_05","Magnoliophyta","Arecales","South America","packeted",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02607986","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.",NA,NA,NA,NA,"J. M. A. Braga","4136","1997","06","10","Brazil","Rio de Janeiro",NA,"Parque Nacional da Tijuca, trilha para o morro da Cocanha (Alto da Boa Vista).",NA,NA,NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2919725' target='other'> <mi>dwc_moreinfo</mi></a>","NY02607986","NY02607986_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00568290","PreservedSpecimen","Plantae","Arecaceae","Geonoma","schottiana","Geonoma schottiana","Mart.","A. J. Henderson",NA,NA,NA,"G. K. Gottsberger","11-23671","1971","06","23","Brazil","São Paulo","Bertioga","1 km N of the village","-46.15","-23.85",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=711227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568290","NY00568290_01","Magnoliophyta","Arecales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
