"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber","class"
"96","2020-03-04 20:43:28-03","UFMG","BHCB-SL","141163","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Almeida, TE; Salino, A; Heringer, G; Souza, FS; Ramalho, AJ","2390","América","Brasil","Reserva Biológica de Duas Bocas, Floresta Ombrófila Densa em regeneração",NA,"Erva epífita em tronco caído no interior de floresta",NA,NA,"Almeida, TE","2010","06","11","Espírito Santo","Cariacica","-40.4975","-20.258611","184","184",NA,NA,"2010","06","11","-40.4975","-20.258611",NA,NA,NA,NA
"97","2020-03-04 20:43:28-03","UFMG","BHCB-SL","141173","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Almeida, TE; Salino, A; Heringer, G; Souza, FS; Ramalho, AJ","2400","América","Brasil","Reserva Biológica de Duas Bocas, Floresta Ombrófila Densa em regeneração",NA,"Erva epífita em árvore a beira da estrada","BHCB002108","BHCB002108","Almeida, TE","2010","06","14","Espírito Santo","Cariacica","-40.476944","-20.273333","129","129",NA,NA,"2010","06","14","-40.476944","-20.273333",NA,NA,NA,NA
"98","2020-03-04 20:43:28-03","UFMG","BHCB-SL","151482","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Souza, FS; Mota, TM; Bünger, MO","1565","América","Brasil","Parque Nacional do Caparaó, Rio Pedra Roxa. Floresta Ombrófila Densa Montana. DATUM WGS 84.",NA,"Epífita na borda de mata",NA,NA,"Almeida, TE","2011","08","03","Espírito Santo","Ibitirama","-41.735694","-20.394444","1089","1089",NA,NA,"2011","08","17","-41.735694","-20.394444",NA,NA,NA,NA
"99","2020-03-04 20:43:28-03","UFMG","BHCB-SL","169358","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Bovini, MG; Faria, M; Oliveira, R; Scheel, R; Moraes, F","3673","América","Brasil","Monumento Natural das Ilhas Cagarras, Cume da Ilha Redonda.",NA,"Epífita em árvore ciófila, rara no local.",NA,NA,"Mynssen, CM","2012","03","06","Rio de Janeiro","Rio de Janeiro","-43.195278","-23.070833","200","200",NA,NA,"2012","04",NA,"-43.195278","-23.070833",NA,NA,NA,NA
"100","2020-03-04 20:43:28-03","UFMG","BHCB-SL","134889","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Almeida, TE; Souza, DT; Gontijo, FD","2148","América","Brasil","Margens do rio Manhuaçu, Floresta Estacional Semidecidual. Margens do rio Manhuaçu.",NA,"Erva epífita em borda de floresta.",NA,NA,"Almeida, TE","2009","12","12","Minas Gerais","Caratinga","-41.7925","-19.7575","356","356",NA,NA,"2009","12","12","-41.7925","-19.7575",NA,NA,NA,NA
"101","2020-03-04 20:43:28-03","UFMG","BHCB-SL","196480","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Dittrich, VAO; Pereira, BPS","2187","América","Brasil","Sítio Boa Vista, Valadares, Condomínio Fazendinha de Valadares.",NA,"Epífita em área alterada (quintal de residência), a 2m de altura, em área de domínio da Floresta Estacional Semidecidual.",NA,NA,"Salino, A","2017","08","26","Minas Gerais","Juiz de Fora","-43.599722","-21.765278","695","695",NA,NA,NA,NA,NA,"-43.599722","-21.765278",NA,NA,NA,NA
"102","2020-03-04 20:43:28-03","UFMG","BHCB-SL","139598","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Almeida, TE; Salino, A","2314","América","Brasil","Mata do Morro do Cristo, Floresta Ombrófila Densa",NA,"Erva rupícola em paredão rochoso a beira de estrada. Prensado em álcool.",NA,NA,"Almeida, TE","2010","04","12","São Paulo","Iguape","-47.548056","-24.705833","34","34",NA,NA,"2010","04","12","-47.548056","-24.705833",NA,NA,NA,NA
"103","2020-03-04 20:43:28-03","UFMG","BHCB-SL","159408","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Valente, ASM; Garcia, PO","s.n.","América","Brasil","Serra Negra",NA,NA,NA,NA,"Almeida, TE; Moura, LC","2007",NA,NA,"Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,"20815","auto","2013","07",NA,NA,NA,NA,NA,NA,NA
"104","2020-03-04 20:43:28-03","UFMG","BHCB-SL","169359","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Braga, JMA; Konno, T","618","América","Brasil","Fazenda São José das Paineira km 32 da RJ-127.",NA,"Mata secundária densa. Epífita, umbrófila. Soros marrons.",NA,NA,"Almeida, TE","1993","09","10","Rio de Janeiro","Mendes","-43.7327995300293","-22.5266990661621",NA,NA,"9614","auto","2014","01",NA,NA,NA,NA,NA,NA,NA
"105","2020-03-04 20:43:28-03","UFMG","BHCB-SL","150365","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Moura, C; Arzolla, FARDP","60","América","Brasil","Parque Estadual do Xixová-Japuí, Trilha para o Morro do Xixová, mata atlântica de encosta, margem do caminho.",NA,"Epífita sobre o tronco caído na trilha.",NA,NA,"Prado, J","2003","12","04","São Paulo","Praia Grande","-46.4000015258789","-24",NA,NA,"22363","auto","2009","08","14",NA,NA,NA,NA,NA,NA
"106","2016-08-23 10:22:50-03","NHMLondon","NHM-LONDON-BOT","BM001026026","S","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) A.F.Tryon & R.M.Tryon",NA,"Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","5172",NA,"Brasil",NA,NA,"Habitat: Small valleu 75km from gate. On shady tree trunk near stream",NA,NA,NA,"1930","10","14",NA,NA,"-42.88277778","-20.75472222",NA,NA,NA,NA,"1978",NA,NA,"-42.88277778","-20.75472222",NA,NA,"NHMUK:ecatalogue:2349597",NA
"107","2021-02-12 15:02:25-03","UFSCar","SPSC","8530","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"F.A. Botoglin",NA,NA,"Brasil",NA,NA,"Epífita",NA,NA,"F.A. Botoglin","2012","05","08","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-12 17:02:44-03","UEL","FUEL","48899","PreservedSpecimen","Plantae","Tracheophyta","Polypodiales","Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Moura, C; Arzolla, FARDP","60",NA,"Brasil","Parque Estadual Xixová-Japuí, trilha para o Morro, margem do caminho",NA,NA,"FUEL002201",NA,"Prado, J","2003","12","04","São Paulo","Praia Grande","-46.4000015258789","-24",NA,NA,"22363","auto","2009","08","14",NA,NA,NA,NA,NA,NA
"109","2021-03-04 15:47:03-03","IF","SPSF","33059","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"C.Moura & F.A.R.D.P.Arzolla","60","América do Sul","Brasil","P.E.Xixova-Japui, trilha para Xixova",NA,"COLETA: XLS: SPSFAntigo&nf;Epífita sobre tronco caído.; GEOGRAFIA: mata encosta, margem do caminho.;",NA,NA,"J.Prado","2003","12","04","SP","Praia Grande","-46.4000015258789","-24",NA,NA,"22363","auto","2009","08","14",NA,NA,NA,NA,NA,"Polypodiopsida"
