"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber","class"
"11","2020-06-29 11:32:08-03","UFRJ","RFA","43261","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Lino, V.; Guarnier, G.B.","83",NA,"Brasil","Restinga de Grumari. Entrada em frente ao Quiosque do Alemão.",NA,"Epífita sobre tronco.","RFA44455",NA,"V. Lino & G.B. Guarnier","2019","01","11","Rio de Janeiro","Rio de Janeiro","-43.532778","-23.048056",NA,NA,NA,NA,"2019","01","15","43º31'58''W","23º2'53''S",NA,NA,NA,NA
"12","2020-06-29 11:32:08-03","UFRJ","RFA","43263","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Guarnier, G.B.; Lino, V.","5",NA,"Brasil","Restinga de Grumari. Entrada em frente ao Quiosque do Alemão.",NA,"Epífita sobre tronco.","RFA44457",NA,"G.B. Guarnier & V. Lino","2019","01","11","Rio de Janeiro","Rio de Janeiro","-43.532778","-23.048056",NA,NA,NA,NA,"2019","01","15","43º31'58''W","23º2'53''S",NA,NA,NA,NA
"13","2020-06-29 11:32:08-03","UFRJ","RFA","43246","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Reis, A.; Sylvestre, L.","26",NA,"Brasil","Praia Brava.",NA,NA,"RFA44388",NA,"Reis, A. & Sylvestre, L.S.","2018","10","18","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:08-03","UFRJ","RFA","43250","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Lino, V.","38",NA,"Brasil","Restinga de Grumari. Entrada pela curva da Estrada da Guanabara.",NA,"Próxima a lago. Epífita a 1,70m do solo.","RFA44431",NA,"V. Lino","2016","12","01","Rio de Janeiro","Rio de Janeiro","-43.520556","-23.046111",NA,NA,NA,NA,NA,NA,NA,"43º31'14''W","23º2'46''S",NA,NA,NA,NA
"15","2019-10-09 11:26:05-03","UFBA","ALCB","11090","PreservedSpecimen","Plantae","Fern",NA,"Polypodiaceae","Craspedaria","crispata","Craspedaria crispata","Fée",NA,"s.col.","s/n","Southern America","Brasil","Do Brasil oriental",NA,"epífita","ALCB013307","ALCB013307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 21:33:14-03","UFBA","ALCB","100917","PreservedSpecimen","Plantae","Fern",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Crestani, ACV; Oliveira, RB","197","Southern America","Brasil","Chapada Diamantina, Beco do Paty",NA,NA,"ALCB001819","ALCB001819","Crestani, AC","2011","06","25","Bahia","Mucugê","-41.468333","-12.802222","1303","1303",NA,NA,"2011","08",NA,"-41.468333","-12.802222",NA,NA,NA,NA
"17","2021-02-08 21:33:14-03","UFBA","ALCB","102048","PreservedSpecimen","Plantae","Fern",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Guedes, ML; Gomes, FS","19057","Southern America","Brasil","Litoral Sul, Fazenda Plantas & Jardim",NA,"Planta epífita. Rizomas longo-rastejantes, ramificados, coberto por escamas. Frondes coriáceas. Soros na face dorsal, nús. Esporos monoletes.; Estágio Secundário","ALCB001818","ALCB001818","Guedes, ML","2011","10","09","Bahia","Ilhéus","-39.083056","-14.793611",NA,NA,NA,NA,"2021","01","05","-39.083056","-14.793611",NA,NA,NA,NA
"18","2021-02-08 21:33:14-03","UFBA","ALCB","70781","PreservedSpecimen","Plantae","Fern",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Guedes, ML; Ramalho, M; Valadão, RM; et al.","11931","Southern America","Brasil","Litoral Sul, Pancada grande",NA,"Epífita, com rizoma de crescimento indefinido. Frondes dimórficas; as férteis lineares, com nervação anastomosadas; soros arredondados, sem indúsio, com paráfises. Freqüente.; Floresta Ombrófila Densa","ALCB001817","ALCB001817","Prado, J","2005","11","29","Bahia","Ituberá","-39.133333","-13.716667",NA,NA,NA,NA,"2009",NA,NA,"-39.133333","-13.716667",NA,NA,NA,NA
"19","2021-02-08 21:33:14-03","UFBA","ALCB","78800","PreservedSpecimen","Plantae","Fern",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Valadão, RM; Guedes, ML","582","Southern America","Brasil","Litoral Sul, Fragmento do Corte alto",NA,"Planta epífita com rizoma amplamente recoberto por escamas ferrugíneas, peltadas. Frondes cartáceas, escamosas e dimórficas. Lâminas foliáres férteis lineares estreito-lanceoladas. Soros arredondados e esporângios com paráfises laran","ALCB001815","ALCB001815","Prado, J","2006","10","28","Bahia","Ituberá/Grapiúna",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 21:33:14-03","UFBA","ALCB","78810","PreservedSpecimen","Plantae","Fern",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Valadão, RM; Guedes, ML","592","Southern America","Brasil","Litoral Sul, Fragmento do Corte alto",NA,"epífita, com rizoma escandente recoberto por escamas. Soros na face abaxial da lâmina.; Arbórea.","ALCB001816","ALCB001816","Prado, J","2006","01","26","Bahia","Ituberá/Grapiúna",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:17:41-03","ESALQ","ESA","95857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6179.0",NA,"Brasil","Estrada para Itabuna, km 22. Plantação de cacau na área do CEPEC",NA,"Epífita","ESA095857",NA,"Prado, J.","2006","07","19","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto","2006","09","21",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:17:41-03","ESALQ","ESA","19820","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Barreto, K.D. et al.","2596.0",NA,"Brasil",NA,NA,NA,"ESA019820",NA,"Almeida, T.E.","1994","06","16","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,"38740","auto","2011","09","22",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:17:41-03","ESALQ","ESA","25419","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata",NA,NA,"Souza, V.C. et al.","7420.0",NA,"Brasil",NA,NA,NA,"ESA025419",NA,"Almeida, T.E.","1994","11","15","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto","2011","09","22",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:17:41-03","ESALQ","ESA","95966","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6288.0",NA,"Brasil","Estrada para o Morrão (Morro do Chapéu) . Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre",NA,"Epífita","ESA095966",NA,"Prado, J.","2006","07","21","Bahia","Morro do Chapéu","-41.1561012268066","-11.5500001907349","1235","1235","98143","auto","2006","09","21","-41,209,444","-11,090,833",NA,NA,NA,NA
"25","2020-11-04 11:17:41-03","ESALQ","ESA","90412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata",NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4806.0",NA,"Brasil","Estrada para o Morrão (Morro do Chapéu). Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre",NA,"Volúvel","ESA090412",NA,"Prado, J.","2005","01","28","Bahia","Morro do Chapéu","-41.1561012268066","-11.5500001907349","1235","1235","98143","auto","2009",NA,NA,"-41,209,444","-11,090,833",NA,NA,NA,NA
"26","2021-01-14 15:33:17-03","MN","R","1107","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M. Tryon & A.F. Tryon",NA,"Glaziou, A.F.M.; Riedel, L.",NA,NA,"Brasil",NA,NA,NA,"R000001107","R000001107_001","Dória, M.V.",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1998","09","16",NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:33:17-03","MN","R","129046","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M. Tryon & A.F. Tryon",NA,"Glaziou, A.F.M.; Galvão, F.R.",NA,NA,"Brasil",NA,NA,"Gabinete de Botânica da Escola Polytechnica,5790","R000129046","R000129046_001","Salino, A.","1881","08","04","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"2014","12","03",NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:33:17-03","MN","R","224829","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M. Tryon & A.F. Tryon",NA,"Moura, B.R",NA,NA,"Brasil",NA,NA,NA,"R010000347",NA,NA,NA,NA,NA,"Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:33:17-03","MN","R","225265","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M. Tryon & A.F. Tryon",NA,"Rutter, A.R.","40",NA,"Brasil",NA,NA,NA,"R010000986",NA,"Santos, M.G.",NA,NA,NA,"Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto","2006","06","28",NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:33:17-03","MN","R","224827","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M. Tryon & A.F. Tryon",NA,"Alves, R.J.V.",NA,NA,"Brasil",NA,NA,NA,"R010000348",NA,NA,NA,NA,NA,"Rio de Janeiro","Comendador Levy Gasparian","-43.2050018310547","-22.028600692749",NA,NA,"14140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-07-26 11:41:06-03","IPA","IPA","43403","S","Plantae","Plantae",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M. Tryon & A.F. Tryon",NA,"Gallindo, F.; Lima, V.C.; et al.; Lima, V.C.; et al.","CFPE--702","Southern America","Brasil","Serra Negra, parte mais alta da encosta, capoeirão.",NA,"Epífita ramando sobre árvores. Pelos castanhos-ferrugíneos. Muito frequente.; Solo areno-argilosos com pedregulhos.","IPA0043403",NA,"Prado, J.","1983","10","05","Pernambuco","Tacaratu","-38.1492004394531","-9.10527992248535",NA,NA,"51954","auto","2014","11","24",NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:19:07-03","UFV","VIC","001171","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Mexia, Y.","5172",NA,"Brasil",NA,NA,NA,"VIC001171","VIC001171",NA,"1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:19:07-03","UFV","VIC","46867","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3612",NA,"Brasil","Parque Estadual Mata das Flores-Disciplina BVE 636, Na estrada. 20° 37' S,41° 10' W,150 m.",NA,"Hemi-epífita.","VIC046867","VIC046867",NA,"2016","02","28","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:19:07-03","UFV","VIC","46980","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3725",NA,"Brasil","Parque Estadual Mata das Flores-Disciplina BVE 636, Estrada principal em meio da mata.20°37' S,41°10' W,150 m.",NA,"Hemi epífita.","VIC046980","VIC046980",NA,"2016","02","28","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:19:07-03","UFV","VIC","036750","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Schwarstburd, P.B.; Rossi, L.","2565",NA,"Brasil","Ilha dos Alcatrazes, Floresta Atlântica Insular.",NA,"Epífita de interior de mata","VIC036750",NA,NA,"2011","10","26","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:19:07-03","UFV","VIC","036751","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Schwarstburd, P.B.; Rossi, L.","2562",NA,"Brasil","Ilha dos Alcatrazes, Floresta Atlântica Insular.",NA,"Epífita de área aberta. próximo ao Alto da Boa Vista.","VIC036751",NA,NA,"2011","10","26","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:19:07-03","UFV","VIC","46868","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre","3613",NA,"Brasil","Parque Estadual Mata das Flores-Disciplina BVE 636, Na estrada. 20° 37' S,41° 10' W,150 m.",NA,"Hemi-epífita.","VIC046868","VIC046868",NA,"2016","02","28","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:19:07-03","UFV","VIC","025581","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Temponi, L.G.; et al.","191",NA,"Brasil","PERD, Trilha da Campolina.",NA,"Epífita.","VIC025581",NA,NA,"2000","11","17","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:19:07-03","UFV","VIC","016486","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon et A.F.Tryon",NA,"Graçano, D.","221",NA,"Brasil","PERD, Estrada de acesso a Campolina, Anibal e Ponte Queimada.",NA,"Epífita.","VIC016486","VIC016486",NA,"1996","10","24","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-20 14:18:01-03","UFOPA","HSTM","9005","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"L.V. Lima","126",NA,"Brasil","Mata do Krambeck. Jardim Botânico da Universidade Federal de Juiz de Fora.",NA,NA,"HSTM009005","HSTM009005","L.V. Lima","2015","02","02","Minas Gerais","Juiz de Fora","-43.370556","-21.737222","740","740",NA,NA,"2015","02","02","43º22'14''W","21º44'14''S",NA,NA,NA,NA
"41","2020-10-20 14:18:01-03","UFOPA","HSTM","12590","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Dittrich, V.A.O.; Pereira, B.P.S.","2187",NA,"Brasil","Valadares. Condomínio Fazendinha de Valadares, Sítio Boa Vista.",NA,NA,"HSTM012590","HSTM012590","Dittrich, V.A.O.","2017","07","26","Minas Gerais","Juiz de Fora","-43.599722","-21.772778","695","695",NA,NA,"2017","08","01","43º35'59''W","21º46'22''S",NA,NA,NA,NA
"42","2020-10-20 14:18:01-03","UFOPA","HSTM","3950","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"Salino, A.; Heringer, G.; Megale, M.","13919",NA,"Brasil","Parque Nacional do Caparaó, base de Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa.",NA,NA,"HSTM003950","HSTM003950","Almeida, T.E.","2008","09","13","Espírito Santo","Ibitirama","-41.738333","-20.391667","1140","1140",NA,NA,"2016","12","27","41º44'18''W","20º23'30''S",NA,NA,NA,NA
"43","2019-11-21 14:53:25-03","UFJF","CESJ","69982","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"V.A.O. Dittrich; B.P.S. Pereira","2187","América do Sul","Brasil","Valadares, Condomínio Fazendinha de Valadares, Sítio Boa Vista.",NA,"Epífita em área alterada (quintal de residência), a 2 m de altura, em área de domínio da Floresta Estacional Semidecidual.","CESJ069982",NA,"V.A.O. Dittrich","2017","08","26","Minas Gerais","Juiz de Fora","-43.59975","-21.765333","695","695",NA,NA,"2017","08",NA,"-43.59975","-21.765333",NA,NA,NA,NA
"44","2020-02-27 19:22:13-03","UFJF","CESJ","49373","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"A.S.M. Valente; P.O. Garcia","s.n.","América do Sul","Brasil","Serra Negra, Cambuí",NA,"Liana em interior de mata.","CESJ049373",NA,"T.E. Almeida","2007",NA,NA,"Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,"20815","auto","2017","07",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:53:25-03","UFJF","CESJ","67505","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"L.V. Lima","126","América do Sul","Brasil","Mata do Krambeck, Jardim Botânico da Universidade Federal de Juiz de Fora",NA,"Epífita desde a base do fuste até aprox. 5m, interior de mata","CESJ067505",NA,"L.V. Lima","2015","02","02","Minas Gerais","Juiz de Fora","-43.370578","-21.737269","740","740",NA,NA,"2015","02","02","-43.370578","-21.737269",NA,NA,NA,NA
"46","2020-02-27 19:22:12-03","UFJF","CESJ","2690","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Microgramma","crispata","Microgramma crispata","(Fée) R.M.Tryon & A.F.Tryon",NA,"L. Krieger","CESJ2690","América do Sul","Brasil","Epífita, muito frequente sobre árvores de parque.",NA,"Folhas férteis mais estreitas que as estéreis.","CESJ002690","CESJ002690","T.E. Almeida","1980","10",NA,"Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2017","07",NA,NA,NA,NA,NA,NA,NA
