"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","relationshipType","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","445379","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","L. B. Smith","14334","1965","01","06","South America","Brazil","Santa Catarina","Sao Joaquim","Tres Pedrinhas, 12 km southwest of Sao Joaquim","-49.95","-28.37",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445379","NY00445379_01",NA,"A. Lourteig","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","445370","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","G. G. Hatschbach","23083","1969","12","03","South America","Brazil","Paraná","Guarapuava","Rod. Br. 277, rio das Mortes","-51.4581","-25.3956",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445370","NY00445370_01",NA,"A. Lourteig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","445378","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","S. A. T. Graham","931","1985","11","11","South America","Brazil","Paraná","Prudentópolis","2 km E of Rio Xaxim on Br 277 at Relogio","-50.9778","-25.2133",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445378","NY00445378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","445374","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","S. A. T. Graham","853","1982","03","05","South America","Brazil","Paraná","Ponta Grossa","22 km W of Ponta Grossa and 11 km SW of intersection of Rodovía do Café with Uvaia road, just S of km 21 marker","-50.1617","-25.095",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445374","NY00445374_01",NA,NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 02:42:00-03","NY","NYBG","445385","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa",NA,"S. A. T. Graham","1110","1999","11","23","South America","Bolivia","Santa Cruz",NA,"Cueva, at km 100 from Santa Cruz on road to Comarapa","-63.7294","-18.17",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445385",NA,NA,NA,"1450","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","445371","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","G. G. Hatschbach","24021","1970","03","07","South America","Brazil","Paraná","Curitiba","Vila Parolim","-49.2731","-25.4281",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445371","NY00445371_01",NA,"A. Lourteig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","445382","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","R. A. Wasum","6210","1989","10","06","South America","Brazil","Rio Grande do Sul","Taquara","Taquara","-50.7806","-29.6508",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445382","NY00445382_01",NA,"S. F. Smith","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","445375","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","S. A. T. Graham","843","1982","02","27","South America","Brazil","Paraná","Rio Branco do Sul","5 km S of Rio Brnaco do Sul on Rd. Minares","-49.3142","-25.1903",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445375","NY00445375_01",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","445360","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","R. M. Harley","15531","1974","01","28","South America","Brazil","Bahia",NA,"Serra do Sincorá. Ca. 6 km. N. of Barra da Estiva on Ibicoara road","-41.3","-13.58",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445360","NY00445360_01",NA,"T. B. Cavalcanti; S. A. T. Graham","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","445381","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Palacios-Cuezzo","2562","1948","03","04","South America","Brazil","Rio Grande do Sul","Júlio de Castilhos","Julio Castilho","-53.6817","-29.2269",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445381","NY00445381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","445368","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","J. C. Lindeman","2807","1966","11","04","South America","Brazil","Paraná","Cantagalo","30 km E. of Laranjeiras do Sul, near Cantagalo","-52.127432","-25.378203",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445368","NY00445368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","445372","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","S. A. T. Graham","911","1982","03","22","South America","Brazil","Paraná","Jaguariaíva","On PR 151 at Rio Tres Solas, 10 km N of intersection into Jaguariaiva","-49.7056","-24.2511",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445372","NY00445372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","445369","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","G. G. Hatschbach","12887","1965","10","10","South America","Brazil","Paraná","Tibagi","Rio Tibagi","-50.4133","-24.5094",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445369","NY00445369_01",NA,"A. Lourteig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","445365","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","R. M. Harley","15882","1974","02","04","South America","Brazil","Bahia",NA,"Serra do Sincorá. 9 Km. S.W. of Mucugé, on road from Cascavel","-41.42","-13.03",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445365","NY00445365_01",NA,"T. B. Cavalcanti; S. A. T. Graham","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","445384","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","J. E. Leite","211","1940","12",NA,"South America","Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445384","NY00445384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","445361","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","S. A. T. Graham","951","1985","11","24","South America","Brazil","Bahia","Boninal","37 km W and 16 km S of Mucuge near town of Novo Colina","-41.82","-12.7",NA,"sheet","voucher for meiotic chromosome number, n=7 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445361","NY00445361_01",NA,"T. B. Cavalcanti; S. A. T. Graham","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","445367","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","S. A. Mori","13234","1979","12","24","South America","Brazil","Bahia","Palmeiras","Pai Inácio. BR 242, km 232, a cerca de 15 km ao NE de Palmeiras","-41.5589","-12.5292",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445367","NY00445367_01",NA,"S. A. T. Graham","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","777085","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","R. A. Wasum","1327","2002","02","10","South America","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Estrada para Taquara","-50.5833","-29.4483",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777085",NA,NA,"S. F. Smith","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","445377","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","G. G. Hatschbach","27187","1971","10","08","South America","Brazil","Paraná","Sengés","Estr. S. Antonio - Itararé","-49.4633","-24.1131",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445377","NY00445377_01",NA,"T. B. Cavalcanti; S. A. T. Graham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","445366","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","R. M. Harley","15795","1974","02","01","South America","Brazil","Bahia",NA,"Serra do Sincorá. Lagoa Encantada, 19 km. N.E. of Ibicoara near Brejao","-41.22","-13.33",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445366","NY00445366_01",NA,"T. B. Cavalcanti; S. A. T. Graham","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:00-03","UNESP-IBB","BOTU","27832","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Záchia, R.A.","4263","2000","01","26",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,NA,NA,NA,NA,"Flor lilás","BOTU027832",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:09-03","UFRJ","RFA","8023","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","P. Occhioni","2369","1966","11","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","46557",NA,"Erva","RFA44177",NA,"auto","A. Lourteig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:09-03","UFRJ","RFA","10800","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","G.G. Hatschbach","13159","1965","11","20",NA,"Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465","55154",NA,"Flor lilás","RFA44210",NA,"auto","A. Lourteig",NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:20:09-03","UFRJ","RFA","10781","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","G.G. Hatschbach","11686","1964","10","03",NA,"Brasil","Paraná","Carambeí","Rio São João, Castro","-50.0971984863281","-24.9178009033203","26641",NA,"Flor lilás","RFA44209",NA,"auto","A. Lourteig",NA,NA,NA,NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:42:19-03","EAO","IAN","23414","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN023414","IAN023414_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:20-03","PUCPR","HUCP","18159","S","Plantae","Eudicotiledonea",NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.",NA,"013","1993","10","23",NA,"Brasil","Paraná","Antonina","Estação Biológica UCP","-48.7118988037109","-25.4286003112793","38300",NA,NA,"HUCP00013094","HUCP00013094","auto","Cordeiro, J; Rodrigues, R",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:18:33-03","UFBA","ALCB","56497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","concinna","Cuphea concinna","Koehne","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","405","2001","08","14","Southern America","Brasil","Bahia","Cravolândia","Sudoeste, Assentamento Palestina","-39.820278","-13.423056",NA,NA,"20cm. Folhas membranáceas, levemente discolores. Flores com hipanto e pétalas vináceas. Ocasional.","ALCB056092",NA,NA,"Brauner, LM",NA,NA,"-39.820278","-13.423056","2016","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 21:32:30-03","UFBA","ALCB","11694","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","glutinosa","Cuphea glutinosa","Cham. & Schltdl.","s.col.","PHs/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"Do Sul e Centro do Brasil",NA,NA,NA,NA,NA,"ALCB015492","ALCB015492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2478159","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478159 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478159","NL-L2478159",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:01:40-03","NBC","NL-BOTANY","L.2478160","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478160","NL-L2478160",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1362577","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","Harley RM; et al.",NA,"1977","02","16","Southern America","Brazil",NA,NA,"Estado da Bahia, 22 km S. of Andarai on road to Mucugé.","-41.333333","-12.95",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362577","NL-U1362577",NA,NA,NA,NA,"-41.333333","-12.95",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1362578","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","Harley RM; et al.",NA,"1974","02","01","Southern America","Brazil",NA,NA,"Estado de Bahia Serra do Sincora, Lagoa Encantada, 19km N.E. of Ibicoara near Brejao.","-41.216667","-13.333333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362578","NL-U1362578",NA,NA,NA,NA,"-41.216667","-13.333333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1362579","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","acinifolia","Cuphea acinifolia","A.St.-Hil.","Lindeman JC",NA,"1981","02","09","Southern America","Brazil",NA,NA,"Rio Grande do Sul, Embrapa- Uepae, former Faz. 5 Cruzes, 10 km SE of Bagé.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362579","NL-U1362579",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
