"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","day","imagecode","recordNumber","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"11","2021-04-05 14:34:15-03","UNESC","CRI","10293","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","M. Sobral","2009","07","21","Robson dos Santos; Isabel Alves dos Santos, Alecssandro S. Klein","2009","07","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.214722","-28.185","49º12'53''W","28º11'6''S","860","860",NA,"CRI007701","21","CRI007701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","232974","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","reitzii","Citharexylum reitzii","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","1943","11","Brazil","Santa Catarina",NA,"Arar Rodeio da Areia",NA,NA,NA,NA,NA,NA,"Note that this is the correct date. Moldenke miscited the date as 12 Nov 1943! <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232974","22","NY00232974_01","c175","Magnoliophyta","Lamiales","isotype","South America","sheet",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","137281","PreservedSpecimen","Plantae","Verbenaceae","Citharexylum","reitzii","Citharexylum reitzii","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","1943","11","Brazil","Santa Catarina",NA,"Arar Rodeio da Areia",NA,NA,NA,NA,NA,NA,"Note that this is the correct date. Moldenke miscited the date as 12 Nov 1943! <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=197325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137281","22","NY00137281_01","c175","Magnoliophyta","Lamiales","holotype","South America","sheet",NA,NA,NA,NA,NA
"14","2020-11-04 11:20:37-03","ESALQ","ESA","33591","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Mold.) Tronc.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1992","12","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA033591","05","ESA033591","2229.0","Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA,NA
"15","2019-08-27 13:30:35-03","IAP","PACA-AGP","95244","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","J. Larocca",NA,NA,NA,"De Marchi, T. C.","2001","01","Brasil","RS","Santo Antonio da Patrulha","Dist. Campestre","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"HASU 13616 Habitat: em interior de mata","PACA095244","24",NA,"058","Magnoliophyta","Lamiales",NA,NA,NA,"29157","auto","Magnoliatae",NA,NA
"16","2019-08-27 13:30:35-03","IAP","PACA-AGP","30452","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","O. Bueno","2002","12","09","Reitz, R.","1943","11","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Material analyzed for tha Project Evolution of morphological characters in Verbenaceae, V.A. Thode - 04.2013.&nf;Confirmado por V.A. thode em 04.2013 Habitat: in silvula Fenofase: flor","PACA030452","22",NA,"1002","Magnoliophyta","Lamiales",NA,NA,NA,"19353","auto","Magnoliatae",NA,NA
"17","2019-11-27 13:53:21-03","UFS","ASE","40257","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Valduga, E","2015","02","01","Gonzatti, F","2014","11","Brasil","Rio Grande do Sul","Osório","Morro da Borussia","-50.1121","-29.5216","-50.1121","-29.5216","229","229","Árvore; Bordo da mata","ASE0041774","30",NA,"1482","Magnoliophyta",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:27:47-03","UNICAMP","UEC","81605","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","Tronc.","Waechter, JL","1980","10",NA,"Jarenkow, JA; Waechter, JL","1980","10","Brazil","Rio Grande do Sul","Torres","Morro azul","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"flor, Árvore com ca. 7 m alt, em borda de mata, próx. a córrego d`água. Flores com corola branca, aromática.",NA,"18",NA,"1742","Magnoliopsida",NA,NA,NA,NA,"20837","auto",NA,NA,NA
"19","2020-12-04 13:19:47-03","UDESC","LUSC","9166","PreservedSpecimen","Plantae","Verbenaceae","Recordia","reitzii","Recordia reitzii","(Moldenke) N.O'Leary & V.Thode","C. Mondin",NA,NA,NA,"C. Mondin","2017","10","Brasil","Santa Catarina","Florianópolis","Na Costa de Dentro.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Árvore com ca. 8 m de altura, na borda da mata. Flores brancas, perfumadas. Ornamental.","LUSC007891","08","LUSC007891","3738",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA
"20","2019-01-17 11:26:07-02","PUCRS","MPUC","14263","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","M. Sobral",NA,NA,NA,NA,"1993","10","Brasil","RS","Osório","RS 486, entre Terra de Areia e Tainhas. Alt. 200-600m, vegetação ruderal (F:79)","-50.2694444","-29.8869444","-50.2694444000","-29.8869444000",NA,NA,NA,NA,"20",NA,NA,NA,"Lamiales",NA,"South America",NA,NA,NA,"Magnoliopsida","1",NA
"21","2019-01-17 11:26:07-02","PUCRS","MPUC","11928","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","P.J.S. Silva Filho","2009","01","01",NA,"2009","01","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,"17",NA,NA,NA,"Lamiales",NA,"South America",NA,NA,NA,"Magnoliopsida","1","75"
"22","2019-01-17 11:26:07-02","PUCRS","MPUC","17349","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","C.A. Mondin","2008","01","01","et.al.","2008","08","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,"23",NA,NA,NA,"Lamiales",NA,"South America",NA,NA,NA,"Magnoliopsida","1","116"
"23","2019-01-17 11:26:07-02","PUCRS","MPUC","14264","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","M. Sobral",NA,NA,NA,NA,"1991","11","Brasil","RS","Torres","Três Cachoeiras","-49.7266667","-29.3352778","-49.7266667000","-29.3352778000",NA,NA,"Vegetação da margem do rio (F.:82)",NA,"23",NA,NA,NA,"Lamiales",NA,"South America",NA,NA,NA,"Magnoliopsida","1",NA
"24","2020-08-18 12:55:53-03","FURB","FURB","56090","PreservedSpecimen","Plantae","Verbenaceae","Recordia","reitzii","Recordia reitzii","(Moldenke) N.O'Leary & V.Thode","Kassner-Filho, A.","2017","10","17","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","Brasil","Santa Catarina","Lauro Muller",NA,"-49.4997222","-28.35","-49.4997222","-28.3500000","449","449",NA,"FURB56090","17","FURB56090","1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:07:05-03","FURB","FURB","15880","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Verdi, M","2009","10","12","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","2009","10","Brasil","Santa Catarina","Lauro Muller","Serra do Rio do Rastro.","-49.5155556","-28.3902777","-49.5155556","-28.3902777","694","694","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Mista; Habito: árvore;","FURB45481","12","FURB45481","1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:07:05-03","FURB","FURB","15884","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Verdi, M","2009","10","17","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","2009","10","Brasil","Santa Catarina","Turvo","Rodeio da Areia.","-49.7636111","-28.8716667","-49.7636111","-28.8716667","62","62","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; mata ciliar Habito: árvore; flor branca","FURB03733","17","FURB03733","2779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:07:05-03","FURB","FURB","20672","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Gasper, AL de","2010","01","25","Verdi, M.; Korte, A. & Hasckel, R.P.","2009","05","Brasil","Santa Catarina","Orleans","Três Barras, Parque Nacional de São Joaquim.","-49.4958333","-28.1722223","-49.4958333","-28.1722223","928","928","Fito IFFSC 141 /S/33 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB45478","26","FURB45478","3888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:07:05-03","FURB","FURB","45434","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Oliveira, AA de","2015","01","12","Oliveira, A.A. de","2015","01","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445","311","311","Fito IFFSC 15 /N/68","FURB45417","12","FURB45417","839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-16 17:53:04-03","UCS","HUCS","41974","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Valduga, E.","2015","02","01","Gonzatti, F.","2014","11","Brasil","Rio Grande do Sul","Osório","Morro da Borússia","-50.189278","-29.871167","-50.189278","-29.871167","229","229","Árvore; bordo da mata",NA,"30",NA,"1482","Angiospermae","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-16 17:53:04-03","UCS","HUCS","30039","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Sobral, M.","2007","05",NA,"Marchett, F.","2006","10","Brasil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"orla da mata",NA,"22",NA,"555","Angiospermae","Lamiales",NA,NA,NA,"27350","auto",NA,NA,NA
"31","2021-03-16 17:53:04-03","UCS","HUCS","36682","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Giehl, E.H.","2010",NA,NA,"Pasini, E.","2010","11","Brasil","Rio Grande do Sul","Osório","Morro da Bonísia","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"beira da mata atlântica - topo do morro",NA,"27",NA,"521","Angiospermae","Lamiales",NA,NA,NA,"27350","auto",NA,NA,NA
"32","2019-08-16 08:41:24-03","UTFPR","HCF","20236","S","Plantae","Verbenaceae","Recordia","reitzii","Recordia reitzii","(Moldenke) Thode & O#?#Leary","M. Verdi","2009","10","17","M. Verdi","2009","10","Brasil","SC","Turvo","Rodeio de Areia","-49.763611","-28.871667","49°45'49 W","28°52'18 S","62","62","Floresta Ombrófila Densa; mata ciliar; árvore; flor branca.",NA,"17",NA,"2779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:47:21-03","MBM","MBM","407974","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Valduga, E.","2015","02","01","Gonzatti, F.","2014","11","Brazil","Rio Grande do Sul","Osório","Morro da Borússia","-50.189167","-29.871111","-50.189167","-29.871111","229","229","Bordo da mata.","MBM407974","30","MBM407974","1482",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3165148","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","M.S.",NA,NA,NA,"Marcos Sobral","1989",NA,"Brazil","Rio Grande do Sul",NA,"Osório.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobral 6074",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"35","2021-03-01 11:53:00-03","UFPE","UFP","23953","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Mold.) Troncoso","Thode, VA","2013","04",NA,"Santos, IA","1991","11","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Mata Atlântica, vegetação da margem do rio.","UFP023953","23",NA,"1518",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA
"36","2021-03-25 13:53:47-03","UNIVILLE","JOI","16647","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Verdi, M.","2009","10","12","Verdi, M.; Klettenberg, D. H. & Tomaz, A. L.","2009","10","Brasil","Santa Catarina","Lauro Muller","Serra do Rio do Rastro","-49.515556","-28.390278","49º30'56''W","28º23'25''S","694","694","Habito: Arbórea","JOI016647","12",NA,"1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-20 14:56:58-03","UFSC","FLOR","57675","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Valduga, E.","2015","02","01","Gonzatti, F.","2014","11","Brasil","Rio Grande do Sul","Osório","Morro da Borússia.","-50.189167","-29.871111","50º11'21''W","29º52'16''S","229","229","árvore","FLOR0057675","30",NA,"1482",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-20 14:56:58-03","UFSC","FLOR","66703","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Sobral, M.","2009","07","21","Santos, R. dos; Santos, I.A. dos; Klein, A.S.","2009","07","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco. (Coordenadas em UTM na ficha original: 22 J 661582.00 m E, 6895413.00 m S)","-49.355833","-28.056944","49º21'21''W","28º3'25''S","1160","1160","Altura: 0,5m. Flores brancas","FLOR0066703","21","FLOR0066703","s/n.",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-20 20:39:27-03","UFSC","FLOR","26940","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Waechter, J.L.","1990",NA,NA,"Jarenkow, J.A.; Waechter, J.L.","1990","10","Brasil","Rio Grande do Sul","Torres","Morro Azul.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"árvore, corola branca; aromática, 7m altura","FLOR0026940","18",NA,"1742",NA,"Lamiales",NA,NA,NA,"20837","auto",NA,NA,NA
"40","2020-08-20 20:39:27-03","UFSC","FLOR","26481","PreservedSpecimen","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Jarenkow, J.A.","1992",NA,NA,"Jarenkow, J.A.","1992","12","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"arvoreta, flor aromática; cálice verde; corola branca, 5m altura","FLOR0026481","05",NA,"2229",NA,"Lamiales",NA,NA,NA,"20837","auto",NA,NA,NA
"41","2021-02-08 12:46:16-03","UFRGS","ICN","197217","S","Plantae","Verbenaceae","Recordia","reitzii","Recordia reitzii","(Moldenke) Thode & O'Leary","J.A. Jarenkow",NA,NA,NA,"Külkamp","2017","11","Brasil","RS","Morrinhos do Sul","Próximo a serra da Tajuva","-49.975278","-29.379444","-49.975278","-29.379444",NA,NA,"Arvore de 5 metros.; Borda de mata, perto do rio.",NA,"18",NA,"438","Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:46:18-03","UFRGS","ICN","166751","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","RS","Maquiné","BR-101 -29 45' 57 29928''S -50 11' 55 07441''W pto 214","-50.2071990966797","-29.6749992370605",NA,NA,"19","19","fr.",NA,"05",NA,"275","Dicotyledon",NA,NA,"América do Sul",NA,"28094","auto",NA,NA,NA
"43","2021-02-08 12:46:18-03","UFRGS","ICN","166740b","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"237","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"44","2021-02-08 12:46:18-03","UFRGS","ICN","166745","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","10","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"inflorescência com botões; borda de mato",NA,"04",NA,"242","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"45","2021-02-08 12:46:18-03","UFRGS","ICN","135522","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Jarenkow, JA",NA,NA,NA,"Lima, LFP","2004","10","Brasil","RS","Morrinhos do Sul","Perdida","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore; Flores brancas.; Beira de mata",NA,"17",NA,"32","Dicotyledon",NA,NA,"América do Sul",NA,"12766","auto",NA,NA,NA
"46","2021-02-08 12:46:18-03","UFRGS","ICN","152433","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Jarenkow, JA",NA,NA,NA,"Ritter, MR","2007","11","Brasil","RS","Osório","Morro Borússia","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Árvore, flores brancas; Beira de mata",NA,"06",NA,"1465","Dicotyledon",NA,NA,"América do Sul",NA,"27350","auto",NA,NA,NA
"47","2021-02-08 12:46:18-03","UFRGS","ICN","170264","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Lima, LFP",NA,NA,NA,"Matzenbacher, NI","2008","11","Brasil","RS","Osório","Morro da Borússia.","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Árvore de pequeno porte.; Na mata, à beira da estrada de acesso à plataforma de saltos no topo do morro.",NA,"18",NA,"s.n.","Dicotyledon",NA,NA,"América do Sul",NA,"27350","auto",NA,NA,NA
"48","2021-02-08 12:46:18-03","UFRGS","ICN","153915","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Thode, VA",NA,NA,NA,"Hagelund, K","1985","12","Brasil","RS","Torres","Alto Rio Terra","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"07",NA,"15734","Dicotyledon",NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"49","2021-02-08 12:46:18-03","UFRGS","ICN","046545","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Waechter",NA,NA,NA,"Waechter, JL","1979","10","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore com ca. 6m de altura; cálice verde, corola branca; flores aromáticas, com odor de baunilha.; em beira de mato.",NA,"21",NA,"1442","Dicotyledon",NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"50","2021-02-08 12:46:18-03","UFRGS","ICN","042679","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.","Waechter, JL","1978","10","09","Waechter, JL","1978","09","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore com ca. 12m de altura; corola branca; flores aromáticas, com cheiro de baunilha.; em interior de mato.",NA,"16",NA,"986","Dicotyledon",NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"51","2021-02-08 12:46:18-03","UFRGS","ICN","166754","S","Plantae","Verbenaceae","Verbenoxylum","reitzii","Verbenoxylum reitzii","(Moldenke) Tronc.",NA,NA,NA,NA,"Thode, V","2009","11","Brasil","RS","Três Cachoeiras","BR-101 (pto 224) -29 27' 38 68424''S -49 56' 10 02703''W","-49.9244003295898","-29.4556007385254",NA,NA,"11","11","fl.; corola branca; Beira da estrada",NA,"06",NA,"280","Dicotyledon",NA,NA,"América do Sul",NA,"17224","auto",NA,NA,NA
