"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","dayIdentified","typeStatus","imagecode","continentOcean","minimumElevationInMeters","individualCount","verbatimLongitude","verbatimLatitude"
"11","2019-08-27 13:27:10-03","IAP","PACA-AGP","34148","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","John Pruski","1987","11","Rambo, B.",NA,"1946","10","09","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","29946","EM PERIGO&nf;det. (Emrich- Rambo 1954): Calea myrtifolia (DC.) Baker Habitat: in rupestribus dumetosis Fenofase: flor","PACA034148","auto","05",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:27:10-03","IAP","PACA-AGP","37485","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","John Pruski","1987","11","Rambo, B.",NA,"1948","09","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","29946","EM PERIGO&nf;PARATYPUS. Fenofase: flor","PACA037485","auto","05","Paratipo","PACA037485",NA,NA,NA,NA,NA
"13","2019-08-27 13:27:10-03","IAP","PACA-AGP","37768","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","John Pruski","1987","11","Rambo, B.",NA,"1948","10","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","29946","EM PERIGO&nf;ISOTYPUS. Habitat: in rupestribus dumetosis Fenofase: flor","PACA037768","auto","05","Isotipo","PACA037768",NA,NA,NA,NA,NA
"14","2019-08-27 13:27:10-03","IAP","PACA-AGP","508","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","John Pruski","1987","11","Rambo, B.",NA,"1931",NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","29946","EM PERIGO&nf;det. (Emrich- Rambo 1954): Calea myrtifolia (DC.) Baker Habitat: in rupestribus dumetosis Fenofase: flor","PACA000508","auto","05",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:27:10-03","IAP","PACA-AGP","97831","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","C. Mondin","2003","08","C. Mondin & A. Iob","2788","2002","10","14","Brasil","RS","Rosário do Sul","Santa Rita, 32Km a oeste da BR 158, na estrada para Caverá","-54.9141998291016","-30.25830078125","71660","Com ca. 70cm de altura e capítulos amarelos. HASU 14570. EM PERIGO. Habitat: No paredão rochoso. Hábito: arbusto","PACA097831","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:27:10-03","IAP","PACA-AGP","100642","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","C. Mondin","2003","08","Mondin, C.","2788","2003","10","14","Brasil","RS","Rosário do Sul","Santa Rita, Km 32 a Oeste da BR 158 na estrada para Caverá.","-54.9141998291016","-30.25830078125","71660","HASU 14570.&nf;Arbusto com cerca de 70 cm de altura. Habitat: No paredão rochoso. Fenofase: Capítulos amarelos Hábito: arbusto","PACA100642","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:27:10-03","IAP","PACA-AGP","97833","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliatae","Asterales","Compositae","Calea","kristiniae","Calea kristiniae","Pruski","C. Mondin","2003","11","Mondin, C.","2895","2003","01","23","Brasil","RS","Santana do Livramento","Cerro Armour","-55.5327987670898","-30.8908004760742","79795","Com ca. 50cm de altura e capítulos passados. HASU 15182. EM PERIGO. Hábito: subarbusto","PACA097833","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-16 17:50:36-03","UCS","HUCS","05500","PreservedSpecimen","Plantae","Angiospermae",NA,"Asterales","Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Pruski, J.","1987","11","Rambo, B.","s.n.","1946","10","09","Brasil","Rio Grande do Sul","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","29946","Herbário PACA - 34148; In rupestribus dumetosis",NA,"auto","05",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:15:14-03","MBM","MBM","39778","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Pruski, J.","1987","11","Rambo, B.","37485","1948","08","11","Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738","29946","Frutex usque 2 metralis, valde divaricatus; species satis rara; Frutex usque 2-metralis, valde divaricatus.; In campestribus saxosis dumetosis.","MBM039778","auto","03","PARATYPE","MBM039778","Southern America",NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","2026458","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski",NA,NA,NA,"B. Maguire & L. Politi","27688 A","1948","12","15","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque), Caño Negro","-67.4","4.95",NA,NA,"US00768489",NA,NA,NA,NA,"South America - Neotropics","1500","1",NA,NA
"21","2020-09-12 05:00:02-03","US","US","1934827","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski",NA,NA,NA,"W. G. F. Herter","5863","1935","9",NA,"Uruguay","Rivera",NA,"Dep. de Rivera-Frontera, Livramento.",NA,NA,NA,NA,"US03340342",NA,NA,NA,"US03340342_01","South America","250","1",NA,NA
"22","2020-09-12 05:00:02-03","US","US","2026456","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski",NA,NA,NA,"B. Maguire & L. Politi","27672 A","1948","12","15","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque), Campo Grande","-67.4","4.95",NA,NA,"US00768488",NA,NA,NA,"US00768488_01","South America - Neotropics","1500","1",NA,NA
"23","2021-02-08 12:36:00-03","UFRGS","ICN","122903","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, CA",NA,NA,"Rambo, B","s.n.",NA,NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo); Em campo arbustivo. Arbusto até 1 metro.",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"24","2021-02-08 12:36:00-03","UFRGS","ICN","031720","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Augusto, I",NA,NA,"?","s.n.","1940","10","05","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"25","2021-02-08 12:36:00-03","UFRGS","ICN","121341","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, CA",NA,NA,"Rodrigues, RS; Possamai, R","155","1996","10","18","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).; Arbusto ca. 1m de altura; com capítulos amarelos.; Beira de mata subxerófila, junto a matacões de granito.",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"26","2021-02-08 12:36:00-03","UFRGS","ICN","030281","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Loeuille, B",NA,NA,"Porto, ML; et al.","1816","1975","11","16","Brasil","RS","Santana do Livramento","Cerro Armour","-55.5327987670898","-30.8908004760742","79795",NA,NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"27","2021-02-08 12:36:00-03","UFRGS","ICN","165760","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Grings, M",NA,NA,"Grings, M; Silva Filho, PJ","1097","2010","10","31","Brasil","RS","Alegrete","BR-290 S 30°02'08.9 W 055°20'07.3","-55.335278","-30.035556",NA,"subarbusto de 0,6 m de altura; capítulos amarelos; entre rochas do início da encosta do cerrito",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"-55.335278","-30.035556"
"28","2021-02-08 12:36:00-03","UFRGS","ICN","096600","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA","702","1992","09","18","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).; Arbusto muito ornamental; capítulos amarelos.; No afloramento rochoso.",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"29","2021-02-08 12:36:00-03","UFRGS","ICN","137804","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA","2973","2003","10","20","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).; Subarbusto com cerca de 50cm de altura. Capítulos amarelos; Na encosta do Morro",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"30","2021-02-08 12:36:00-03","UFRGS","ICN","137809","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA; Iob, A","2365","2001","10","15","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).; Subarbusto com capítulos amarelos; No afloramento rochoso",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"31","2021-02-08 12:36:00-03","UFRGS","ICN","137806","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA; Iob, A","2365","2001","10","15","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738","29946","Espécie ameaçada de extinção (Em perigo).; Subarbusto com capítulos amarelos; No afloramento rochoso",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"32","2021-02-08 12:36:00-03","UFRGS","ICN","137805","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA; Iob, A","2788","2002","10","14","Brasil","RS","Rosário do Sul","Santa Rita 32Km a oeste da BR 158 na estrada para Caverá","-54.9141998291016","-30.25830078125","71660","Espécie ameaçada de extinção (Em perigo).; Arbusto com cerca de 70cm de altura. Capítulos amarelos.; No paredão rochoso",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"33","2021-02-08 12:36:00-03","UFRGS","ICN","137808","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA","2765","2002","10","13","Brasil","RS","Santana do Livramento","no Cerro Armour","-55.5327987670898","-30.8908004760742","79795","Espécie ameaçada de extinção (Em perigo).; Arbusto com cerca de 30 a 80cm de altura. Capítulos amarelos; Na encosta superior do Cerro",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"34","2021-02-08 12:36:00-03","UFRGS","ICN","137807","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Mondin, C",NA,NA,"Mondin, CA; Iob, A","2811","2002","11","15","Brasil","RS","Santana do Livramento","no Cerro Armour","-55.5327987670898","-30.8908004760742","79795","Espécie ameaçada de extinção (Em perigo).; Arbusto com cerca de 60cm de altura. Flores passadas",NA,"auto",NA,NA,NA,"América do Sul",NA,NA,NA,NA
"35","2019-11-21 10:00:10-03","IBt","SP","32332","S","Plantae",NA,NA,NA,"Asteraceae","Calea","kristiniae","Calea kristiniae","Pruski","Bueno, VR","2019","02","Emrich, K","5","1933","11","17","Brasil",NA,NA,NA,NA,NA,NA,NA,"SP031857",NA,"19",NA,"SP031857",NA,NA,NA,NA,NA
