"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet"
"46","2021-03-15 16:37:00-03","NY","NYBG","459098","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","A. E. Burkart",NA,NA,NA,"R. M. Klein","2145","1956","12","19","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459098","NY00459098_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-11-01 12:32:00-02","NY","NYBG","459092","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"R. M. Klein",NA,NA,NA,"L. B. Smith","13845","1964","12","07","Brazil","Santa Catarina","Campo Erê","Gorge of the Rio Capetinga, Fazenda Campo Sao Vicente, 24km west of Campo Eré","-53.18","-26.37",NA,NA,"800","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459092","NY00459092_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-29 18:11:00-03","NY","NYBG","459101","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"S. G. Tressens",NA,NA,NA,"S. G. Tressens","5657","1996","08","24","Argentina","Misiones","Guaraní","Predio Guarani. Limite del Predio con IPS, rumbo hacia el arroyo Paraiso",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459101",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-10-28 16:06:00-02","NY","NYBG","00935531","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"J. M. Pires","17335","1980","10","26","Brazil","Mato Grosso do Sul","Porto Murtinho","Margem da Rod. entre Murtinho e 20 km E.","-57.8822","-21.6992",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935531","NY00935531_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-11-01 12:32:00-02","NY","NYBG","459112","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"R. C. Barneby",NA,NA,NA,"J. M. Silva","891","1990","11","25","Brazil","Paraná","Curitiba","Bairro do Boqueirao","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459112","NY00459112_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","459104","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"P. K. H. Dusén","15139","1914","06","08","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,"740","740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459104","NY00459104_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-11-01 12:32:00-02","NY","NYBG","459085","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"R. C. Barneby",NA,NA,NA,"R. A. Wasum","5344","1989","03","02","Brazil","Rio Grande do Sul","Nova Prata","Nova Prata, Cascata da Usina","-51.61","-28.7842",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459085","NY00459085_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","459106","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","30846","1972","11","24","Brazil","Paraná","Chopinzinho","Reserva Indigena, junto ao rio chopim","-52.5231","-25.8558",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459106","NY00459106_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","459097","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","A. E. Burkart",NA,NA,NA,"R. Reitz","6507","1963","02","03","Brazil","Santa Catarina","Lajes","Passo do Socorro","-50.3258","-27.8161",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459097","NY00459097_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","459109","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","16536","1967","06","16","Brazil","Paraná","Guarapuava","Lago","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459109","NY00459109_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","02686744","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"F. Soares",NA,"1994","01","19","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da Universidade","-51.1794013977051","-29.1681003570557",NA,NA,"750",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2959736' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686744","NY02686744_01","South America","sheet",NA,"Magnoliophyta","Fabales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-10-28 13:34:00-02","NY","NYBG","00459083","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"A. E. Brina","s.n.","1995",NA,NA,"Brazil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2975416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459083","NY00459083_01","South America","sheet",NA,"Magnoliophyta","Fabales","23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-11-01 12:32:00-02","NY","NYBG","459120","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"J. D. C. A. Ferreira",NA,NA,NA,"U. Pastore","49","1986","03","20","Brazil","Paraná","Planaltina do Paraná","Rio Bonito-Oeste 1km. Folha SF.22-Y-C. Ponto 16","-53.07","-23.02",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459120","NY00459120_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","459206","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.","P. G. Ribeiro",NA,NA,NA,"G. G. Hatschbach","39230","1976","11","18","Brazil","Paraná","Jaguariaíva","Serrinha","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459206","NY00459206_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","3240","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.",NA,NA,NA,NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003240","NY00003240_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA
"61","2020-01-28 13:11:16-03","MCN-PUC-MINAS","HPUC-MG","XIL043","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","23266","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Amaral Jr., A.","845","2001","07","08","Brasil","Mato Grosso do Sul","Baitaporã",NA,"-53.017889","-22.51275","53°01'04.4w","22°30'45.9s",NA,NA,"Árvore 4m.","BOTU023266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4628","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Martinho, A.","135","1974","10","20","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore de 3,5 m de altura, 20 cm de diâmetro","BOTU004628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","1922","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Tonioli, E.","28","1971","10","10","Brasil","São Paulo","São Manuel",NA,NA,NA,"9999","9999",NA,NA,"Flor amarela","BOTU001922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4625","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Araújo, E.","1974","11","18","Araújo, E.","14-C","1974","10","26","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore com 2,5 a 3 m de altura, inflorescência cor verde-amarelada, em espiga","BOTU004625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4627","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Araújo, D.Z.","314","1974","10","06","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore com 5 m de altura, 20 cm de diâmetro","BOTU004627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4632","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Leme, M.V.","14-C","1974","10","26","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore com 2,5 a 3 m de altura, inflorescência cor verde-amarelada, em espiga","BOTU004632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4630","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Bullusci, N.","45","1974","11","09","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore de 3 m de altura, 25 cm de circunferência","BOTU004630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4629","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Carmo, M.","32","1974","10","26","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore, flor sem cheiro","BOTU004629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4626","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Macoris, S.A.G.","14-C","1974","10","26","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore com 2,5 a 3 m de altura, inflorescência cor verde-amarelada, em espiga","BOTU004626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","10459","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Tamashiro, J.","1978",NA,NA,"Hatschbach, G.","20534","1968","12","07","Brasil","Paraná","S Jorge do Oeste",NA,NA,NA,"9999","9999",NA,NA,"Árvore 25 m de altura, tronco 40 cm de doiâmetro, flor verde amarelada","BOTU010459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","4631","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Gottsberger, I.S.","1976","12",NA,"Noce, O.F.","14-C","1974","10","26","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Árvore com 2,5 a 3 m de altura, inflorescência de cor verde-amarelada, em espiga","BOTU004631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","2397","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Meira, C. V.F.","2013","12","09","Meira, C.V.F.","4","2013","12","09","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Sabiá","HDELTA002397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-06-29 11:30:37-03","UFRJ","RFA","14398","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","H.C. de Lima",NA,NA,NA,"J.G. Kuhlmann",NA,"1946","10","09","Brasil","Paraná","Paraná","Parque Nacional do Iguaçu",NA,NA,NA,NA,NA,NA,"Árvore freqüente nas matas do parque.","RFA12817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-06-29 11:30:37-03","UFRJ","RFA","35133","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","C. M. Vieira",NA,NA,NA,"Cláudia M. Vieira; F. Bonatto","1570","2000","07","20","Brasil","Rio Grande do Sul","Bento Gonçalves","Rio das Antas, a jusante da barragem da UHE Monte Claro","-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,"Árvore. Folhas verdes discolores. Frutos castanho-escuros","RFA22584",NA,NA,NA,NA,NA,NA,"21248","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-13 09:19:51-03","UFRJ","RFA","9703","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","A. Burkart",NA,NA,NA,"G.G. Hatschbach; H. Haas","16536","1967","06","16","Brasil","Paraná","Guarapuava","Lago","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Arvore de 15m, tronco de 40 cm","RFA28813",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-13 09:19:54-03","UFRJ","RFA","14369","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.",NA,NA,NA,NA,"A.P. Duarte; E. Pereira","1756","1949","05","12","Brasil","Paraná","Paraná",NA,NA,NA,NA,NA,NA,NA,"Árvore de porte regular atingindo 15 metros mais ou menos, fornece madeira regular","RFA12748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-24 17:10:42-03","UTFPR","DVPR","5572","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, DR","2018","02","26","Rocha Filho, JA; Piva, J; Machado, C","550","2018","01","22","Brasil","Paraná","Capitão Leonidas Marques","Região do Rio Monteiro, ca. 300 m do entroncamento para a fazenda Scapini.","-53.3933","-25.2859","-53.3933","-25.2859","331","331","Árvore 10 m de altura. Súber com desprendimento de placas lenhosas. Foliólulos discolores, cartáceos, glabros. Frutos secos, imaturos , verdes. Ponto 466; Fragmento de Floresta Estacional Semidecidual. Solo argiloso. Associação entre","DVPR005572",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-24 17:10:42-03","UTFPR","DVPR","4777","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Estevan, DA","2015",NA,NA,"Müller, SF","s.n.","2015","05","23","Brasil","Paraná","Dois Vizinhos","Lago do bairro São Francisco de Assis.","-53.0612","-25.7403","-53.0612","-25.7403",NA,NA,"Árvore 7 m, frutos amarronzados.","DVPR004777",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-24 17:10:42-03","UTFPR","DVPR","1336","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Estevan, DA","2013","11",NA,"Moura, APC","69","2013","09","14","Brasil","Paraná","Dois Vizinhos","Mata Nativa, UTFPR - DV. Parcela 4, sub-parcela regeneração 4","-53.0604","-25.413","-53.0604","-25.413",NA,NA,"Árvore.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR001336",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-24 17:10:42-03","UTFPR","DVPR","3758","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Caxambu, MG","2014","09","24","Siqueira, EL; et al.","1098","2014","07","31","Brasil","Paraná","Loanda","Fazenda Theodoro - Paleovossoroca 1.","-53.05473","-22.55469","-53.05473","-22.55469","431","431","árvore heliófita, ca. 4 m. Frutos maduros castanhos.; Relevo:ondulado","DVPR003758",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-24 17:10:42-03","UTFPR","DVPR","3764","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Caxambu, MG","2014","12","08","Caxambu, MG; et al.","5812","2014","11","20","Brasil","Paraná","Fênix","RPPN Vila Rica - Propriedade de Bernard Philippe Marie Philibert de Laguiche.","-51.57566","-23.51328","-51.57566","-23.51328","321","321","árvore ca. 12 m, heliófita, de casca descamente. Flores amarelas.; Relevo:suave-ondulado - Vegetação:Floresta Estacional Semidecidual Submontana - Solo:Latossolo vermelho","DVPR003764",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-24 17:10:42-03","UTFPR","DVPR","5325","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Medeiros, KA","32","2017","03","25","Brasil","Paraná","Caiçara",NA,"-53.411064","-24.88083","-53.411064","-24.88083",NA,NA,"Árvore, maiores que 5 mts, Frutos: Vargem castanha avermelhada, casca grossa e avermelhada internamente,K44.","DVPR005325",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-24 17:10:42-03","UTFPR","DVPR","5571","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, DR","2018","02","16","Rocha Filho, JA; Piva, J; Machado, C","530","2018","01","18","Brasil","Paraná","Capitão Leonidas Marques","Comunidade de São João, estrada perpedicular ao Rio Monteiro.","-53.3818","-25.2944","-53.3818","-25.2944","288","288","Árvore 8 m de altura. Súber com placas lenhosas amadas. Foliólos cartáceos, discolore, glabro. Frutos capsulares achatados, verdes imaturos. Ponto 379; Fragmento de Floresta Estacional Semidecidual em Estágio médio de sucessão secúndá","DVPR005571",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-24 17:10:42-03","UTFPR","DVPR","3760","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Caxambu, MG","2012","09","09","Siqueira, EL; et al.","67","2007","11","10","Brasil","Paraná","Dois Vizinhos","Campos da UTFPR - arredores. Beira de estrada.","-53.07262","-25.41221","-53.07262","-25.41221","506","506","árvore ca. 8 m. Flores esverdeadas.; Relevo:ondulado - Vegetação:Floresta Ombrófila Mista Montana","DVPR003760",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-24 17:10:42-03","UTFPR","DVPR","5574","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, DR","2018","02","10","Rocha Filho, JA; Piva, J; Machado, C","624","2018","02","07","Brasil","Paraná","Realeza","Distrito de Marmelândia, estrada á esquerda do Rio Iguaçu .","-53.3417","-25.3339","-53.3417","-25.3339","303","303","Árvore 10 m de altura . Súber com desprendimento de placas lenhosas. Folhas menbranáceas. Frutos verdes quando imaturos e enegrecidos quando maduros. Ponto 599; Borda de fragmento de Floresta Estacional Semidecidual em estágio médio d","DVPR005574",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-11-24 17:10:42-03","UTFPR","DVPR","5573","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, DR","2018","02","07","Rocha Filho, JA; Piva, J; Machado, C","618","2018","02","07","Brasil","Paraná","Realeza","Futura área de APP da UHE Baixo Iguaçu, Porto de Areia, estrada para o córrego Sanga Canoa.","-53.3417","-25.3226","-53.3417","-25.3226","269","269","Árvore 10 m de altura . Súber com desprendimento de placas lenhosas . Folhas membranáceas. Frutos verdes, imaturos. Ponto 604; Árvore remanescente em ambiente antropizado meio a cobertura vegetal de atividades agrárias.Solo argiloso.","DVPR005573",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
